Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,game_id
WAS,2019-11-17,5,Sun,10,11,,NYJ,L 17-34,5,5,4,1,0,0,WAS_NYJ_2019-11-17
HOU,2019-11-17,5,Sun,10,11,@,BAL,L 7-41,5,5,5,3,2,0,HOU_BAL_2019-11-17
KAN,2019-11-10,5,Sun,10,10,@,TEN,L 32-35,5,4,3,0,0,0,KAN_TEN_2019-11-10
TAM,2019-11-03,5,Sun,8,9,@,SEA,L 34-40 (OT),5,3,2,4,2,0,TAM_SEA_2019-11-03
NWE,2019-11-03,5,Sun,9,9,@,BAL,L 20-37,5,5,4,1,1,0,NWE_BAL_2019-11-03
PHI,2019-10-13,5,Sun,6,6,@,MIN,L 20-38,5,5,5,1,1,0,PHI_MIN_2019-10-13
JAX,2019-10-06,5,Sun,5,5,@,CAR,L 27-34,5,5,4,2,0,0,JAX_CAR_2019-10-06
TAM,2019-09-29,5,Sun,4,4,@,LAR,W 55-40,5,4,4,2,2,0,TAM_LAR_2019-09-29
BAL,2019-09-29,5,Sun,4,4,,CLE,L 25-40,5,4,4,2,2,0,BAL_CLE_2019-09-29
GNB,2019-09-26,5,Thu,4,4,,PHI,L 27-34,5,4,4,0,0,0,GNB_PHI_2019-09-26
SEA,2019-09-22,5,Sun,3,3,,NOR,L 27-33,5,4,3,0,0,0,SEA_NOR_2019-09-22
ARI,2019-09-22,5,Sun,3,3,,CAR,L 20-38,5,5,5,1,1,0,ARI_CAR_2019-09-22
CIN,2019-09-15,5,Sun,2,2,,SFO,L 17-41,5,5,5,3,2,0,CIN_SFO_2019-09-15
CLE,2019-09-08,5,Sun,1,1,,TEN,L 13-43,5,5,5,2,2,1,CLE_TEN_2019-09-08
NYG,2019-09-08,5,Sun,1,1,@,DAL,L 17-35,5,5,5,0,0,0,NYG_DAL_2019-09-08
NYJ,2018-12-30,5,Sun,16,17,@,NWE,L 3-38,5,5,5,1,1,0,NYJ_NWE_2018-12-30
OAK,2018-12-30,5,Sun,16,17,@,KAN,L 3-35,5,5,5,0,0,0,OAK_KAN_2018-12-30
NYG,2018-12-30,5,Sun,16,17,,DAL,L 35-36,5,4,4,1,0,0,NYG_DAL_2018-12-30
KAN,2018-12-23,5,Sun,15,16,@,SEA,L 31-38,5,5,5,2,1,0,KAN_SEA_2018-12-23
GNB,2018-12-23,5,Sun,15,16,@,NYJ,W 44-38 (OT),5,5,5,2,1,0,GNB_NYJ_2018-12-23
NYJ,2018-12-23,5,Sun,15,16,,GNB,L 38-44 (OT),5,3,3,3,3,0,NYJ_GNB_2018-12-23
MIA,2018-12-16,5,Sun,14,15,@,MIN,L 17-41,5,5,5,2,2,0,MIA_MIN_2018-12-16
ARI,2018-12-16,5,Sun,14,15,@,ATL,L 14-40,5,4,4,2,2,0,ARI_ATL_2018-12-16
WAS,2018-12-09,5,Sun,13,14,,NYG,L 16-40,5,5,4,2,2,0,WAS_NYG_2018-12-09
NWE,2018-12-09,5,Sun,13,14,@,MIA,L 33-34,5,4,4,0,0,0,NWE_MIA_2018-12-09
OAK,2018-12-02,5,Sun,12,13,,KAN,L 33-40,5,5,4,2,2,0,OAK_KAN_2018-12-02
CIN,2018-11-25,5,Sun,11,12,,CLE,L 20-35,5,5,5,0,0,0,CIN_CLE_2018-11-25
TAM,2018-11-18,5,Sun,10,11,@,NYG,L 35-38,5,5,5,1,1,0,TAM_NYG_2018-11-18
TEN,2018-11-18,5,Sun,10,11,@,IND,L 10-38,5,5,5,1,1,0,TEN_IND_2018-11-18
DET,2018-11-11,5,Sun,9,10,@,CHI,L 22-34,5,4,2,2,0,0,DET_CHI_2018-11-11
WAS,2018-11-04,5,Sun,8,9,,ATL,L 14-38,5,5,5,1,1,0,WAS_ATL_2018-11-04
BUF,2018-11-04,5,Sun,9,9,,CHI,L 9-41,5,5,5,2,2,0,BUF_CHI_2018-11-04
CLE,2018-11-04,5,Sun,9,9,,KAN,L 21-37,5,5,4,1,1,0,CLE_KAN_2018-11-04
TAM,2018-10-28,5,Sun,7,8,@,CIN,L 34-37,5,5,4,1,1,0,TAM_CIN_2018-10-28
OAK,2018-10-28,5,Sun,7,8,,IND,L 28-42,5,4,4,2,2,0,OAK_IND_2018-10-28
CHI,2018-10-21,5,Sun,6,7,,NWE,L 31-38,5,5,5,1,1,0,CHI_NWE_2018-10-21
BUF,2018-10-21,5,Sun,7,7,@,IND,L 5-37,5,4,2,1,1,0,BUF_IND_2018-10-21
CLE,2018-10-14,5,Sun,6,6,,LAC,L 14-38,5,5,5,1,1,0,CLE_LAC_2018-10-14
IND,2018-10-04,5,Thu,5,5,@,NWE,L 24-38,5,5,5,1,1,0,IND_NWE_2018-10-04
ATL,2018-09-30,5,Sun,4,4,,CIN,L 36-37,5,4,4,1,1,0,ATL_CIN_2018-09-30
OAK,2018-09-30,5,Sun,4,4,,CLE,W 45-42 (OT),5,2,2,2,2,0,OAK_CLE_2018-09-30
CLE,2018-09-30,5,Sun,4,4,@,OAK,L 42-45 (OT),5,4,4,5,3,0,CLE_OAK_2018-09-30
MIA,2018-09-30,5,Sun,4,4,@,NWE,L 7-38,5,5,5,1,1,0,MIA_NWE_2018-09-30
MIN,2018-09-27,5,Thu,4,4,@,LAR,L 31-38,5,5,5,2,1,0,MIN_LAR_2018-09-27
NOR,2018-09-23,5,Sun,3,3,@,ATL,W 43-37 (OT),5,3,3,0,0,0,NOR_ATL_2018-09-23
ATL,2018-09-23,5,Sun,3,3,,NOR,L 37-43 (OT),5,4,4,3,3,0,ATL_NOR_2018-09-23
LAC,2018-09-23,5,Sun,3,3,@,LAR,L 23-35,5,5,5,1,0,0,LAC_LAR_2018-09-23
SFO,2018-09-23,5,Sun,3,3,@,KAN,L 27-38,5,5,5,1,1,0,SFO_KAN_2018-09-23
KAN,2018-09-16,5,Sun,2,2,@,PIT,W 42-37,5,4,3,1,0,1,KAN_PIT_2018-09-16
TAM,2018-09-09,5,Sun,1,1,@,NOR,W 48-40,5,3,3,1,1,0,TAM_NOR_2018-09-09
LAC,2018-09-09,5,Sun,1,1,,KAN,L 28-38,5,5,5,1,1,0,LAC_KAN_2018-09-09
SEA,2017-12-17,5,Sun,14,15,,LAR,L 7-42,5,5,4,2,2,1,SEA_LAR_2017-12-17
PIT,2017-12-10,5,Sun,13,14,,BAL,W 39-38,5,5,5,1,1,0,PIT_BAL_2017-12-10
PHI,2017-12-10,5,Sun,13,14,@,LAR,W 43-35,5,5,5,0,0,0,PHI_LAR_2017-12-10
LAR,2017-12-10,5,Sun,13,14,,PHI,L 35-43,5,4,4,3,3,0,LAR_PHI_2017-12-10
DET,2017-12-03,5,Sun,12,13,@,BAL,L 20-44,5,5,5,3,3,0,DET_BAL_2017-12-03
WAS,2017-11-30,5,Thu,12,13,@,DAL,L 14-38,5,5,5,1,1,0,WAS_DAL_2017-11-30
MIA,2017-11-26,5,Sun,11,12,@,NWE,L 17-35,5,5,5,0,0,0,MIA_NWE_2017-11-26
DAL,2017-11-19,5,Sun,10,11,,PHI,L 9-37,5,1,1,1,0,0,DAL_PHI_2017-11-19
CLE,2017-11-12,5,Sun,9,10,@,DET,L 24-38,5,5,5,1,1,0,CLE_DET_2017-11-12
WAS,2017-11-12,5,Sun,9,10,,MIN,L 30-38,5,5,5,1,1,0,WAS_MIN_2017-11-12
DEN,2017-11-12,5,Sun,9,10,,NWE,L 16-41,5,5,5,2,2,0,DEN_NWE_2017-11-12
HOU,2017-10-29,5,Sun,7,8,@,SEA,L 38-41,5,5,5,2,2,0,HOU_SEA_2017-10-29
SEA,2017-10-29,5,Sun,7,8,,HOU,W 41-38,5,5,5,1,1,0,SEA_HOU_2017-10-29
TAM,2017-10-15,5,Sun,5,6,@,ARI,L 33-38,5,5,5,1,1,0,TAM_ARI_2017-10-15
ARI,2017-10-15,5,Sun,6,6,,TAM,W 38-33,5,1,1,0,0,0,ARI_TAM_2017-10-15
NOR,2017-10-15,5,Sun,5,6,,DET,W 52-38,5,5,5,2,1,0,NOR_DET_2017-10-15
DAL,2017-10-08,5,Sun,5,5,,GNB,L 31-35,5,4,2,1,1,0,DAL_GNB_2017-10-08
KAN,2017-10-08,5,Sun,5,5,@,HOU,W 42-34,5,2,2,0,0,0,KAN_HOU_2017-10-08
CHI,2017-09-28,5,Thu,4,4,@,GNB,L 14-35,5,5,5,0,0,0,CHI_GNB_2017-09-28
BAL,2017-09-24,5,Sun,3,3,@,JAX,L 7-44,5,5,5,3,3,0,BAL_JAX_2017-09-24
HOU,2017-09-24,5,Sun,3,3,@,NWE,L 33-36,5,4,4,0,0,0,HOU_NWE_2017-09-24
LAR,2017-09-21,5,Thu,3,3,@,SFO,W 41-39,5,4,3,2,2,0,LAR_SFO_2017-09-21
SFO,2017-09-21,5,Thu,3,3,,LAR,L 39-41,5,5,5,2,2,0,SFO_LAR_2017-09-21
ARI,2017-09-10,5,Sun,1,1,@,DET,L 23-35,5,2,2,1,1,0,ARI_DET_2017-09-10
IND,2017-09-10,5,Sun,1,1,@,LAR,L 9-46,5,5,5,3,3,1,IND_LAR_2017-09-10
LAC,2023-01-08,4,Sun,17,18,@,DEN,L 28-31,4,4,4,1,1,0,LAC_DEN_2023-01-08
IND,2023-01-08,4,Sun,17,18,,HOU,L 31-32,4,3,3,1,1,0,IND_HOU_2023-01-08
HOU,2023-01-08,4,Sun,17,18,@,IND,W 32-31,4,4,4,1,1,0,HOU_IND_2023-01-08
LVR,2023-01-07,4,Sat,17,18,,KAN,L 13-31,4,4,4,1,1,0,LVR_KAN_2023-01-07
HOU,2023-01-01,4,Sun,16,17,,JAX,L 3-31,4,4,4,1,1,0,HOU_JAX_2023-01-01
DEN,2023-01-01,4,Sun,16,17,@,KAN,L 24-27,4,3,3,1,0,0,DEN_KAN_2023-01-01
CAR,2023-01-01,4,Sun,16,17,@,TAM,L 24-30,4,2,1,3,1,0,CAR_TAM_2023-01-01
LAR,2023-01-01,4,Sun,16,17,@,LAC,L 10-31,4,4,4,1,1,0,LAR_LAC_2023-01-01
SFO,2023-01-01,4,Sun,16,17,@,LVR,W 37-34 (OT),4,4,4,2,2,0,SFO_LVR_2023-01-01
LVR,2023-01-01,4,Sun,16,17,,SFO,L 34-37 (OT),4,4,4,4,3,0,LVR_SFO_2023-01-01
DAL,2022-12-24,4,Sat,15,16,,PHI,W 40-34,4,4,4,2,2,0,DAL_PHI_2022-12-24
DET,2022-12-24,4,Sat,15,16,@,CAR,L 23-37,4,4,4,3,3,0,DET_CAR_2022-12-24
PHI,2022-12-24,4,Sat,15,16,@,DAL,L 34-40,4,4,4,4,4,0,PHI_DAL_2022-12-24
WAS,2022-12-24,4,Sat,15,16,@,SFO,L 20-37,4,4,4,3,3,0,WAS_SFO_2022-12-24
NWE,2022-12-18,4,Sun,14,15,@,LVR,L 24-30,4,3,3,1,1,0,NWE_LVR_2022-12-18
TAM,2022-12-18,4,Sun,14,15,,CIN,L 23-34,4,2,2,2,2,0,TAM_CIN_2022-12-18
JAX,2022-12-18,4,Sun,14,15,,DAL,W 40-34 (OT),4,4,4,2,2,0,JAX_DAL_2022-12-18
HOU,2022-12-18,4,Sun,14,15,,KAN,L 24-30 (OT),4,2,1,2,1,0,HOU_KAN_2022-12-18
MIA,2022-12-17,4,Sat,14,15,@,BUF,L 29-32,4,3,3,1,1,0,MIA_BUF_2022-12-17
MIN,2022-12-11,4,Sun,13,14,@,DET,L 23-34,4,4,4,3,2,0,MIN_DET_2022-12-11
DEN,2022-12-11,4,Sun,13,14,,KAN,L 28-34,4,4,4,2,2,0,DEN_KAN_2022-12-11
KAN,2022-12-11,4,Sun,13,14,@,DEN,W 34-28,4,4,4,0,0,0,KAN_DEN_2022-12-11
TEN,2022-12-11,4,Sun,13,14,,JAX,L 22-36,4,3,3,3,3,0,TEN_JAX_2022-12-11
JAX,2022-12-04,4,Sun,12,13,@,DET,L 14-40,4,4,4,4,4,0,JAX_DET_2022-12-04
CHI,2022-11-27,4,Sun,12,12,@,NYJ,L 10-31,4,4,4,2,1,0,CHI_NYJ_2022-11-27
LVR,2022-11-27,4,Sun,11,12,@,SEA,W 40-34 (OT),4,4,4,2,2,0,LVR_SEA_2022-11-27
PHI,2022-11-27,4,Sun,11,12,,GNB,W 40-33,4,4,3,2,2,0,PHI_GNB_2022-11-27
NWE,2022-11-24,4,Thu,11,12,@,MIN,L 26-33,4,4,3,2,2,0,NWE_MIN_2022-11-24
NYG,2022-11-24,4,Thu,11,12,@,DAL,L 20-28,4,4,4,1,0,0,NYG_DAL_2022-11-24
NYG,2022-11-20,4,Sun,10,11,,DET,L 18-31,4,4,4,1,1,0,NYG_DET_2022-11-20
MIN,2022-11-20,4,Sun,10,11,,DAL,L 3-40,4,4,4,4,4,0,MIN_DAL_2022-11-20
PIT,2022-11-20,4,Sun,10,11,,CIN,L 30-37,4,4,4,3,3,0,PIT_CIN_2022-11-20
GNB,2022-11-17,4,Thu,11,11,,TEN,L 17-27,4,4,3,0,0,0,GNB_TEN_2022-11-17
JAX,2022-11-13,4,Sun,10,10,@,KAN,L 17-27,4,4,3,0,0,0,JAX_KAN_2022-11-13
GNB,2022-11-13,4,Sun,10,10,,DAL,W 31-28 (OT),4,4,4,0,0,0,GNB_DAL_2022-11-13
DAL,2022-11-13,4,Sun,9,10,@,GNB,L 28-31 (OT),4,4,4,2,1,0,DAL_GNB_2022-11-13
CHI,2022-11-13,4,Sun,10,10,,DET,L 30-31,4,4,4,1,1,0,CHI_DET_2022-11-13
DET,2022-11-13,4,Sun,9,10,@,CHI,W 31-30,4,4,3,1,1,0,DET_CHI_2022-11-13
BUF,2022-11-13,4,Sun,9,10,,MIN,L 30-33 (OT),4,4,3,2,2,0,BUF_MIN_2022-11-13
MIA,2022-11-06,4,Sun,9,9,@,CHI,W 35-32,4,3,3,1,1,0,MIA_CHI_2022-11-06
ARI,2022-11-06,4,Sun,9,9,,SEA,L 21-31,4,4,4,1,1,0,ARI_SEA_2022-11-06
CHI,2022-11-06,4,Sun,9,9,,MIA,L 32-35,4,5,5,1,0,0,CHI_MIA_2022-11-06
HOU,2022-11-03,4,Thu,8,9,,PHI,L 17-29,4,3,3,1,0,0,HOU_PHI_2022-11-03
CIN,2022-10-31,4,Mon,8,8,@,CLE,L 13-32,4,3,3,2,1,0,CIN_CLE_2022-10-31
ATL,2022-10-30,4,Sun,8,8,,CAR,W 37-34 (OT),4,3,2,3,2,0,ATL_CAR_2022-10-30
DAL,2022-10-30,4,Sun,8,8,,CHI,W 49-29,4,2,2,1,1,0,DAL_CHI_2022-10-30
LAR,2022-10-30,4,Sun,7,8,,SFO,L 14-31,4,4,4,1,1,0,LAR_SFO_2022-10-30
DET,2022-10-30,4,Sun,7,8,,MIA,L 27-31,4,4,4,1,1,0,DET_MIA_2022-10-30
CAR,2022-10-30,4,Sun,8,8,@,ATL,L 34-37 (OT),4,4,4,3,3,0,CAR_ATL_2022-10-30
LAC,2022-10-23,4,Sun,7,7,,SEA,L 23-37,4,4,4,3,3,0,LAC_SEA_2022-10-23
ARI,2022-10-20,4,Thu,7,7,,NOR,W 42-34,4,4,4,2,2,0,ARI_NOR_2022-10-20
JAX,2022-10-16,4,Sun,6,6,@,IND,L 27-34,4,2,2,2,2,0,JAX_IND_2022-10-16
NOR,2022-10-16,4,Sun,6,6,,CIN,L 26-30,4,3,3,1,1,0,NOR_CIN_2022-10-16
IND,2022-10-16,4,Sun,6,6,,JAX,W 34-27,4,3,3,0,0,0,IND_JAX_2022-10-16
SFO,2022-10-16,4,Sun,6,6,@,ATL,L 14-28,4,4,4,0,0,0,SFO_ATL_2022-10-16
LVR,2022-10-10,4,Mon,5,5,@,KAN,L 29-30,4,3,3,2,1,0,LVR_KAN_2022-10-10
LAC,2022-10-09,4,Sun,5,5,@,CLE,W 30-28,4,4,4,2,0,0,LAC_CLE_2022-10-09
NOR,2022-10-09,4,Sun,5,5,,SEA,W 39-32,4,3,2,2,2,0,NOR_SEA_2022-10-09
CHI,2022-10-09,4,Sun,5,5,@,MIN,L 22-29,4,3,3,2,0,0,CHI_MIN_2022-10-09
KAN,2022-10-02,4,Sun,4,4,@,TAM,W 41-31,4,4,4,1,1,0,KAN_TAM_2022-10-02
JAX,2022-10-02,4,Sun,4,4,@,PHI,L 21-29,4,3,2,1,1,0,JAX_PHI_2022-10-02
HOU,2022-10-02,4,Sun,4,4,,LAC,L 24-34,4,4,4,2,2,0,HOU_LAC_2022-10-02
DET,2022-09-25,4,Sun,3,3,@,MIN,L 24-28,4,4,4,2,0,0,DET_MIN_2022-09-25
LAC,2022-09-25,4,Sun,3,3,,JAX,L 10-38,4,3,3,3,3,0,LAC_JAX_2022-09-25
PIT,2022-09-22,4,Thu,3,3,@,CLE,L 17-29,4,3,2,1,1,0,PIT_CLE_2022-09-22
LVR,2022-09-18,4,Sun,2,2,,ARI,L 23-29 (OT),4,1,1,0,0,0,LVR_ARI_2022-09-18
WAS,2022-09-18,4,Sun,2,2,@,DET,L 27-36,4,4,4,2,2,1,WAS_DET_2022-09-18
DET,2022-09-18,4,Sun,2,2,,WAS,W 36-27,4,2,1,0,0,0,DET_WAS_2022-09-18
NYJ,2022-09-18,4,Sun,2,2,@,CLE,W 31-30,4,4,3,1,1,0,NYJ_CLE_2022-09-18
ATL,2022-09-18,4,Sun,2,2,@,LAR,L 27-31,4,4,4,1,1,0,ATL_LAR_2022-09-18
CLE,2022-09-18,4,Sun,2,2,,NYJ,L 30-31,4,4,4,1,1,0,CLE_NYJ_2022-09-18
JAX,2022-09-11,4,Sun,1,1,@,WAS,L 22-28,4,2,2,0,0,0,JAX_WAS_2022-09-11
LAR,2022-09-08,4,Thu,1,1,,BUF,L 10-31,4,4,4,1,1,0,LAR_BUF_2022-09-08
NWE,2022-01-09,4,Sun,17,18,@,MIA,L 24-33,4,3,3,2,2,0,NWE_MIA_2022-01-09
CHI,2022-01-09,4,Sun,17,18,@,MIN,L 17-31,4,4,4,1,1,0,CHI_MIN_2022-01-09
LVR,2022-01-09,4,Sun,17,18,,LAC,W 35-32 (OT),4,3,3,2,1,0,LVR_LAC_2022-01-09
HOU,2022-01-09,4,Sun,17,18,,TEN,L 25-28,4,4,4,1,0,0,HOU_TEN_2022-01-09
GNB,2022-01-09,4,Sun,17,18,@,DET,L 30-37,4,4,4,3,3,0,GNB_DET_2022-01-09
DET,2022-01-09,4,Sun,17,18,,GNB,W 37-30,4,2,1,1,1,0,DET_GNB_2022-01-09
KAN,2022-01-02,4,Sun,16,17,@,CIN,L 31-34,4,4,4,2,2,0,KAN_CIN_2022-01-02
CIN,2022-01-02,4,Sun,16,17,,KAN,W 34-31,4,4,4,1,1,0,CIN_KAN_2022-01-02
MIA,2022-01-02,4,Sun,16,17,@,TEN,L 3-34,4,4,4,2,2,0,MIA_TEN_2022-01-02
ATL,2022-01-02,4,Sun,16,17,@,BUF,L 15-29,4,3,3,0,0,0,ATL_BUF_2022-01-02
MIN,2022-01-02,4,Sun,16,17,@,GNB,L 10-37,4,4,4,3,3,0,MIN_GNB_2022-01-02
SEA,2022-01-02,4,Sun,16,17,,DET,W 51-29,4,3,3,1,0,0,SEA_DET_2022-01-02
DEN,2022-01-02,4,Sun,16,17,@,LAC,L 13-34,4,4,4,2,2,0,DEN_LAC_2022-01-02
NYG,2021-12-26,4,Sun,15,16,@,PHI,L 10-34,4,4,4,3,2,0,NYG_PHI_2021-12-26
PIT,2021-12-26,4,Sun,15,16,@,KAN,L 10-36,4,4,3,4,3,0,PIT_KAN_2021-12-26
NWE,2021-12-26,4,Sun,15,16,,BUF,L 21-33,4,3,3,2,2,0,NWE_BUF_2021-12-26
NYJ,2021-12-19,4,Sun,14,15,@,MIA,L 24-31,4,4,4,1,1,0,NYJ_MIA_2021-12-19
BAL,2021-12-19,4,Sun,14,15,,GNB,L 30-31,4,4,4,1,1,0,BAL_GNB_2021-12-19
CAR,2021-12-19,4,Sun,14,15,@,BUF,L 14-31,4,4,4,1,1,0,CAR_BUF_2021-12-19
GNB,2021-12-19,4,Sun,14,15,@,BAL,W 31-30,4,3,3,1,1,0,GNB_BAL_2021-12-19
ATL,2021-12-19,4,Sun,14,15,@,SFO,L 13-31,4,4,4,1,1,0,ATL_SFO_2021-12-19
LAC,2021-12-16,4,Thu,14,15,,KAN,L 28-34 (OT),4,2,2,2,2,0,LAC_KAN_2021-12-16
KAN,2021-12-16,4,Thu,14,15,@,LAC,W 34-28 (OT),4,4,4,0,0,0,KAN_LAC_2021-12-16
HOU,2021-12-12,4,Sun,13,14,,SEA,L 13-33,4,3,1,2,2,0,HOU_SEA_2021-12-12
BUF,2021-12-12,4,Sun,13,14,@,TAM,L 27-33 (OT),4,3,3,2,2,0,BUF_TAM_2021-12-12
NYG,2021-12-12,4,Sun,13,14,@,LAC,L 21-37,4,4,4,3,3,0,NYG_LAC_2021-12-12
MIN,2021-12-09,4,Thu,13,14,,PIT,W 36-28,4,2,2,1,0,0,MIN_PIT_2021-12-09
PIT,2021-12-09,4,Thu,13,14,@,MIN,L 28-36,4,4,3,4,3,0,PIT_MIN_2021-12-09
SFO,2021-12-05,4,Sun,12,13,@,SEA,L 23-30,4,4,4,1,0,1,SFO_SEA_2021-12-05
JAX,2021-12-05,4,Sun,12,13,@,LAR,L 7-37,4,4,4,3,3,0,JAX_LAR_2021-12-05
CHI,2021-12-05,4,Sun,12,13,,ARI,L 22-33,4,3,3,2,2,0,CHI_ARI_2021-12-05
ATL,2021-12-05,4,Sun,12,13,,TAM,L 17-30,4,4,3,1,1,0,ATL_TAM_2021-12-05
HOU,2021-12-05,4,Sun,12,13,,IND,L 0-31,4,4,4,2,1,0,HOU_IND_2021-12-05
MIN,2021-11-28,4,Sun,11,12,@,SFO,L 26-34,4,4,4,3,2,0,MIN_SFO_2021-11-28
LAR,2021-11-28,4,Sun,11,12,@,GNB,L 28-36,4,3,3,4,3,0,LAR_GNB_2021-11-28
LAC,2021-11-28,4,Sun,11,12,@,DEN,L 13-28,4,4,4,0,0,0,LAC_DEN_2021-11-28
TAM,2021-11-28,4,Sun,11,12,@,IND,W 38-31,4,4,4,1,1,0,TAM_IND_2021-11-28
SFO,2021-11-28,4,Sun,11,12,,MIN,W 34-26,4,3,2,0,0,0,SFO_MIN_2021-11-28
LVR,2021-11-25,4,Thu,11,12,@,DAL,W 36-33 (OT),4,2,1,3,2,0,LVR_DAL_2021-11-25
NOR,2021-11-25,4,Thu,11,12,,BUF,L 6-31,4,4,4,1,1,0,NOR_BUF_2021-11-25
LAC,2021-11-21,4,Sun,10,11,,PIT,W 41-37,4,4,4,3,3,0,LAC_PIT_2021-11-21
PHI,2021-11-21,4,Sun,11,11,,NOR,W 40-29,4,3,2,1,1,0,PHI_NOR_2021-11-21
MIN,2021-11-21,4,Sun,10,11,,GNB,W 34-31,4,4,4,2,1,0,MIN_GNB_2021-11-21
NOR,2021-11-21,4,Sun,10,11,@,PHI,L 29-40,4,4,4,4,4,0,NOR_PHI_2021-11-21
GNB,2021-11-21,4,Sun,11,11,@,MIN,L 31-34,4,3,2,2,2,0,GNB_MIN_2021-11-21
LAR,2021-11-15,4,Mon,10,10,@,SFO,L 10-31,4,4,4,1,1,0,LAR_SFO_2021-11-15
LAR,2021-11-07,4,Sun,9,9,,TEN,L 16-28,4,4,4,0,0,0,LAR_TEN_2021-11-07
SFO,2021-11-07,4,Sun,8,9,,ARI,L 17-31,4,4,4,1,1,0,SFO_ARI_2021-11-07
BAL,2021-11-07,4,Sun,8,9,,MIN,W 34-31 (OT),4,4,4,1,1,0,BAL_MIN_2021-11-07
MIN,2021-11-07,4,Sun,8,9,@,BAL,L 31-34 (OT),4,4,4,2,2,0,MIN_BAL_2021-11-07
IND,2021-11-04,4,Thu,9,9,,NYJ,W 45-30,4,3,3,1,1,0,IND_NYJ_2021-11-04
JAX,2021-10-31,4,Sun,7,8,@,SEA,L 7-31,4,4,4,1,1,0,JAX_SEA_2021-10-31
TAM,2021-10-31,4,Sun,8,8,@,NOR,L 27-36,4,4,3,3,3,0,TAM_NOR_2021-10-31
NYJ,2021-10-31,4,Sun,7,8,,CIN,W 34-31,4,4,4,1,1,0,NYJ_CIN_2021-10-31
IND,2021-10-31,4,Sun,8,8,,TEN,L 31-34 (OT),4,4,4,2,2,0,IND_TEN_2021-10-31
NOR,2021-10-31,4,Sun,7,8,,TAM,W 36-27,4,3,3,0,0,0,NOR_TAM_2021-10-31
CIN,2021-10-31,4,Sun,8,8,@,NYJ,L 31-34,4,2,2,3,2,0,CIN_NYJ_2021-10-31
TEN,2021-10-31,4,Sun,8,8,@,IND,W 34-31 (OT),4,4,4,1,1,0,TEN_IND_2021-10-31
HOU,2021-10-24,4,Sun,7,7,@,ARI,L 5-31,4,4,4,1,1,0,HOU_ARI_2021-10-24
ATL,2021-10-24,4,Sun,6,7,@,MIA,W 30-28,4,4,4,1,0,0,ATL_MIA_2021-10-24
PHI,2021-10-24,4,Sun,7,7,@,LVR,L 22-33,4,4,3,2,2,0,PHI_LVR_2021-10-24
SFO,2021-10-24,4,Sun,6,7,,IND,L 18-30,4,3,3,1,1,0,SFO_IND_2021-10-24
BUF,2021-10-18,4,Mon,6,6,@,TEN,L 31-34,4,4,4,2,2,0,BUF_TEN_2021-10-18
WAS,2021-10-17,4,Sun,6,6,,KAN,L 13-31,4,4,4,1,1,0,WAS_KAN_2021-10-17
NWE,2021-10-17,4,Sun,6,6,,DAL,L 29-35 (OT),4,2,2,4,3,0,NWE_DAL_2021-10-17
DAL,2021-10-17,4,Sun,6,6,@,NWE,W 35-29 (OT),4,3,3,0,0,0,DAL_NWE_2021-10-17
DET,2021-10-17,4,Sun,6,6,,CIN,L 11-34,4,4,4,2,2,0,DET_CIN_2021-10-17
CLE,2021-10-17,4,Sun,6,6,,ARI,L 14-37,4,4,4,3,3,0,CLE_ARI_2021-10-17
DEN,2021-10-17,4,Sun,6,6,,LVR,L 24-34,4,4,4,3,2,0,DEN_LVR_2021-10-17
HOU,2021-10-17,4,Sun,6,6,@,IND,L 3-31,4,4,4,1,1,0,HOU_IND_2021-10-17
CAR,2021-10-17,4,Sun,6,6,,MIN,L 28-34 (OT),4,1,1,5,3,0,CAR_MIN_2021-10-17
LAC,2021-10-17,4,Sun,6,6,@,BAL,L 6-34,4,4,4,2,2,0,LAC_BAL_2021-10-17
PHI,2021-10-14,4,Thu,6,6,,TAM,L 22-28,4,4,4,0,0,0,PHI_TAM_2021-10-14
IND,2021-10-11,4,Mon,5,5,@,BAL,L 25-31 (OT),4,0,0,1,1,0,IND_BAL_2021-10-11
LVR,2021-10-04,4,Mon,4,4,@,LAC,L 14-28,4,4,4,0,0,0,LVR_LAC_2021-10-04
WAS,2021-10-03,4,Sun,4,4,@,ATL,W 34-30,4,3,3,1,1,0,WAS_ATL_2021-10-03
DAL,2021-10-03,4,Sun,4,4,,CAR,W 36-28,4,4,4,1,0,0,DAL_CAR_2021-10-03
SFO,2021-10-03,4,Sun,4,4,,SEA,L 21-28,4,4,4,0,0,0,SFO_SEA_2021-10-03
LAR,2021-10-03,4,Sun,4,4,,ARI,L 20-37,4,4,4,3,3,0,LAR_ARI_2021-10-03
HOU,2021-10-03,4,Sun,4,4,@,BUF,L 0-40,4,4,4,4,4,0,HOU_BUF_2021-10-03
NWE,2021-09-26,4,Sun,3,3,,NOR,L 13-28,4,4,4,2,0,0,NWE_NOR_2021-09-26
TAM,2021-09-26,4,Sun,3,3,@,LAR,L 24-34,4,4,4,2,2,0,TAM_LAR_2021-09-26
GNB,2021-09-26,4,Sun,3,3,@,SFO,W 30-28,4,4,4,0,0,0,GNB_SFO_2021-09-26
JAX,2021-09-26,4,Sun,3,3,,ARI,L 19-31,4,4,4,2,1,0,JAX_ARI_2021-09-26
