,game_id,Team,Date,Day,G#,Week,Opp,Result,home,PtsO_points,PtDif_points,PC_points,vs. Line_vegas,Over/Under_vegas,OU Result_vegas,Att_pass,Inc_pass,Cmp%_pass,Yds_pass,TD_pass,Int_pass,TD%_pass,Int%_pass,Rate_pass,Sk_pass,Yds_pass,Sk%_pass,Y/A_pass,NY/A_pass,AY/A_pass,ANY/A_pass,Y/C_pass,Yds_rush,Y/A_rush,TD_rush,Ply_total,Y/P_total,DPly_total,DY/P_total,TO_total,ToP_total,Time_total,Yds_penalty,OppPen_penalty,OppYds_penalty,CombPen_penalty,CombPenYds_penalty,Rsh_downs,Pass_downs,Pen_downs,3DAtt_downs,3DConv_downs,3D%_downs,4DAtt_downs,4DConv_downs,4D%_downs,Att_opp_passing,Cmp%_opp_passing,Yds_opp_passing,TD_opp_passing,Sk_opp_passing,Yds_opp_passing,Int_opp_passing,Rate_opp_passing,Yds_opp_rushing,Y/A_opp_rushing,TD_opp_rushing,TO_opp_totals,Rush_opp_downs,Pass_opp_downs,Pen_opp_downs,Opp3DAtt_opp_downs,Opp3DConv_opp_downs,Opp3D%_opp_downs,Opp4DAtt_opp_downs,Opp4DConv_opp_downs,Opp4D%_opp_downs,XPA_opp_scoring,XPM_opp_scoring,Att_opp_scoring,Md_opp_scoring,Sfty_opp_scoring
50,BUF_NYJ_2021-11-14,BUF,2021-11-14,Sun,9,10,NYJ,W 45-17,0,17,28,62,,,,28,7,75.0,350,2,1,7.1,3.6,125.6,2,16,6.67,12.5,11.67,12.32,11.50,16.7,139,5.8,4,54,9.06,70,5.23,2,27:27,3:20,50,9,69,16,119,10,15,1,7,4,57.1,0,0,,47,57.4,296,1,1,2,4,47.8,70,3.2,1,5,4,14,4,13,3,23.1,2,1,50.0,2,2,1,1,0
51,IND_NYJ_2021-11-04,IND,2021-11-04,Thu,9,9,NYJ,W 45-30,1,30,15,75,,,,30,8,73.3,272,3,0,10.0,0.0,134.3,1,0,3.23,9.1,8.77,11.07,10.71,12.4,260,8.7,3,61,8.72,75,6.48,0,30:27,3:12,,,,,,9,17,2,10,5,50.0,2,1,50.0,52,65.4,398,4,2,14,1,106.1,88,4.2,0,2,3,25,2,14,8,57.1,1,1,100.0,3,3,1,1,0
52,TAM_MIA_2021-10-10,TAM,2021-10-10,Sun,5,5,MIA,W 45-17,1,17,28,62,,,,44,11,75.0,437,5,0,11.4,0.0,145.3,2,15,4.35,9.9,9.50,12.20,11.67,13.2,121,4.8,1,71,7.86,51,5.90,0,37:07,2:58,47,5,37,11,84,5,26,2,11,8,72.7,0,0,,39,69.2,262,2,3,13,1,94.2,,,,2,2,13,2,7,2,28.6,0,0,,2,2,1,1,0
53,NWE_LAC_2020-12-06,NWE,2020-12-06,Sun,12,13,LAC,W 45-0,0,0,45,45,covered,46.5,under,,,,,,,,,,,,,,,,,,165,3.8,2,66,4.41,71,3.63,0,33:41,2:59,,,,,,12,7,3,14,6,42.9,1,1,100.0,53,49.1,188,0,3,21,2,42.0,,,,,4,12,1,18,7,38.9,5,1,20.0,,,,,
54,TEN_IND_2020-11-29,TEN,2020-11-29,Sun,11,12,IND,W 45-26,0,26,19,71,covered,51.5,over,,,,,,,,,,,,,,,,,,229,5.1,4,68,6.60,67,5.01,0,35:33,3:24,63,6,50,15,113,16,9,3,12,5,41.7,1,1,100.0,44,54.5,280,2,2,15,1,79.7,56,2.7,2,1,6,17,4,13,5,38.5,2,1,50.0,2,2,0,0,0
55,TAM_LVR_2020-10-25,TAM,2020-10-25,Sun,7,7,LVR,W 45-20,0,20,25,65,covered,51.5,over,45,12,73.3,369,4,0,8.9,0.0,127.0,0,0,0.00,8.2,8.20,9.98,9.98,11.2,85,3.4,2,70,6.49,63,5.51,0,28:56,3:09,20,4,35,8,55,5,22,2,12,7,58.3,1,1,100.0,36,66.7,271,2,3,13,1,95.9,76,3.2,0,1,5,12,2,13,5,38.5,2,1,50.0,2,2,2,2,0
56,LAC_JAX_2019-12-08,LAC,2019-12-08,Sun,13,14,JAX,W 45-10,0,10,35,55,covered,42.0,over,27,8,70.4,330,4,0,14.8,0.0,152.4,1,10,3.57,12.2,11.79,15.19,14.64,17.4,195,6.5,2,58,9.05,63,4.00,0,29:23,2:57,65,10,101,16,166,13,11,3,8,6,75.0,0,0,,38,65.8,164,1,2,7,0,83.7,88,3.8,0,,,,,,,,,,,,,,,
57,BAL_LAR_2019-11-25,BAL,2019-11-25,Mon,11,12,LAR,W 45-6,0,6,39,51,covered,47.0,over,,,,,,,,,,,,,,,,,,285,5.9,1,74,6.49,48,4.60,0,39:56,2:54,66,8,56,16,122,17,13,1,15,9,60.0,3,3,100.0,37,70.3,199,0,2,13,2,60.5,,,,,,,,,,,,,,,,,,
58,LAC_ARI_2018-11-25,LAC,2018-11-25,Sun,11,12,ARI,W 45-10,1,10,35,55,,,,32,4,87.5,236,3,0,9.4,0.0,131.6,4,23,11.11,7.4,6.56,9.25,8.22,8.4,178,5.9,3,66,6.27,45,3.31,1,35:18,2:45,30,3,35,7,65,11,17,2,7,3,42.9,1,1,100.0,,,,,,,,,62,2.6,0,,,,,,,,,,,,,,,
59,NOR_LAR_2018-11-04,NOR,2018-11-04,Sun,8,9,LAR,W 45-35,1,35,10,80,covered,57.0,over,36,11,69.4,346,4,0,11.1,0.0,137.0,0,0,0.00,9.6,9.61,11.83,11.83,13.8,141,4.1,2,70,6.96,59,8.19,1,33:41,3:11,,,,,,10,19,2,12,7,58.3,2,2,100.0,40,70.0,391,3,0,0,1,115.7,,,,1,5,17,1,8,3,37.5,2,0,0.0,3,3,3,2,0
60,KAN_CIN_2018-10-21,KAN,2018-10-21,Sun,7,7,CIN,W 45-10,1,10,35,55,,,,39,11,71.8,353,4,1,10.3,2.6,123.7,2,5,4.88,9.1,8.61,9.95,9.46,12.6,198,6.8,1,70,7.87,54,4.43,1,33:43,3:04,49,8,58,16,107,12,19,2,12,9,75.0,1,0,0.0,33,57.6,174,1,2,13,1,69.5,,,,,,,,,,,,,,,,,,
61,DEN_ARI_2018-10-18,DEN,2018-10-18,Thu,7,7,ARI,W 45-10,0,10,35,55,covered,42.5,over,,,,,,,,,,,,,,,,,,131,4.2,2,55,5.62,66,3.38,1,30:49,3:04,50,7,45,12,95,,,,,,,,,,39,53.8,154,1,6,40,3,39.9,69,3.3,0,,,,,,,,,,,,,,,
62,OAK_CLE_2018-09-30,OAK,2018-09-30,Sun,4,4,CLE,W 45-42 (OT),1,42,3,87,covered,44.5,over,58,23,60.3,426,4,2,6.9,3.4,92.4,3,11,4.92,7.3,6.98,7.17,6.82,12.2,139,4.8,0,90,6.28,74,6.58,2,36:51,4:04,65,8,55,14,120,6,20,1,16,5,31.3,1,0,0.0,41,51.2,279,2,2,16,2,69.1,208,6.7,3,4,6,13,2,15,5,33.3,1,1,100.0,2,2,2,2,0
63,JAX_HOU_2017-12-17,JAX,2017-12-17,Sun,14,15,HOU,W 45-7,1,7,38,52,,,,29,8,72.4,326,3,0,10.3,0.0,143.7,1,0,3.33,11.2,10.87,13.31,12.87,15.5,138,3.6,3,68,6.82,56,3.32,0,33:18,3:16,54,14,127,22,181,8,14,3,10,3,30.0,0,0,,,,,,,,,,87,4.1,0,,,,,,,,,,,,,,,
64,CAR_MIA_2017-11-13,CAR,2017-11-13,Mon,10,10,MIA,W 45-21,1,21,24,66,,,,35,14,60.0,254,4,0,11.4,0.0,120.4,0,0,0.00,7.3,7.26,9.54,9.54,12.1,294,8.2,2,71,7.72,54,5.80,0,35:39,3:05,37,7,57,13,94,12,16,2,14,11,78.6,0,0,,37,59.5,213,2,0,0,1,82.4,,,,1,3,12,2,12,7,58.3,1,0,0.0,3,3,0,0,0
65,OAK_NYJ_2017-09-17,OAK,2017-09-17,Sun,2,2,NYJ,W 45-20,1,20,25,65,,,,28,5,82.1,230,3,0,10.7,0.0,136.6,0,0,0.00,8.2,8.21,10.36,10.36,10.0,180,6.7,3,55,7.45,53,5.11,0,31:02,3:00,79,5,47,14,126,6,13,2,12,8,66.7,0,0,,,,,,,,,,126,5.0,0,2,6,9,2,12,7,58.3,0,0,,2,2,2,2,0
66,KAN_SFO_2022-10-23,KAN,2022-10-23,Sun,7,7,SFO,W 44-23,0,23,21,67,covered,49.0,over,36,11,69.4,417,3,1,8.3,2.8,125.1,1,6,2.70,11.6,11.27,12.00,11.68,16.7,112,5.3,3,58,9.12,72,6.17,2,26:15,3:05,84,10,80,18,164,4,19,1,9,6,66.7,0,0,,46,63.0,343,2,5,26,2,82.1,101,4.8,0,3,6,18,1,14,8,57.1,0,0,,2,2,3,3,0
67,KAN_ARI_2022-09-11,KAN,2022-09-11,Sun,1,1,ARI,W 44-21,0,21,23,65,covered,54.0,over,39,9,76.9,360,5,0,12.8,0.0,144.2,0,0,0.00,9.2,9.23,11.79,11.79,12.0,128,4.7,1,66,7.39,63,4.48,1,34:42,3:00,,,,,,7,22,4,8,5,62.5,1,1,100.0,38,63.2,179,2,3,26,0,91.9,103,4.7,1,0,6,12,0,12,3,25.0,4,3,75.0,1,1,0,0,0
68,PHI_DET_2021-10-31,PHI,2021-10-31,Sun,8,8,DET,W 44-6,0,6,38,50,covered,48.0,over,,,,,,,,,,,,,,,,,,236,5.1,4,62,5.65,58,3.93,0,35:00,2:48,,,,,,19,6,2,10,5,50.0,0,0,,34,73.5,171,0,6,51,0,84.3,,,,,,,,,,,,,,0,0,1,0,0
69,DAL_NYG_2021-10-10,DAL,2021-10-10,Sun,5,5,NYG,W 44-20,1,20,24,64,,,,33,10,69.7,314,3,1,9.1,3.0,118.7,2,10,5.71,9.5,8.97,9.97,9.40,13.7,201,5.2,1,74,6.96,64,5.73,2,32:12,3:14,58,5,48,13,106,10,13,3,14,8,57.1,2,1,50.0,39,53.8,294,1,0,0,2,65.5,73,2.9,1,2,3,15,2,13,4,30.8,3,2,66.7,2,2,3,2,0
70,TAM_ATL_2021-01-03,TAM,2021-01-03,Sun,16,17,ATL,W 44-27,1,27,17,71,,,,41,15,63.4,391,4,1,9.8,2.4,117.8,1,8,2.38,9.5,9.31,10.39,10.14,15.0,94,4.3,1,64,7.58,71,5.42,1,26:48,3:05,,,,,,5,20,3,11,6,54.5,0,0,,44,65.9,258,2,1,7,0,96.6,127,4.9,1,2,6,17,2,14,7,50.0,3,2,66.7,3,3,2,2,0
71,IND_LVR_2020-12-13,IND,2020-12-13,Sun,13,14,LVR,W 44-27,0,27,17,71,covered,52.0,over,28,9,67.9,244,2,0,7.1,0.0,118.7,0,0,0.00,8.7,8.71,10.14,10.14,12.8,212,6.8,2,59,7.73,68,6.24,0,28:35,2:59,50,6,33,12,83,10,10,5,11,8,72.7,0,0,,46,69.6,345,2,0,0,2,87.7,79,3.6,1,3,7,17,2,12,8,66.7,0,0,,3,3,2,2,0
72,BUF_SEA_2020-11-08,BUF,2020-11-08,Sun,9,9,SEA,W 44-34,1,34,10,78,covered,55.5,over,38,7,81.6,386,3,0,7.9,0.0,138.5,7,29,15.56,10.2,8.58,11.74,9.91,12.5,,,,64,6.56,63,6.65,0,32:01,3:15,70,4,13,10,83,5,19,3,12,5,41.7,0,0,,41,68.3,362,2,5,28,2,91.7,,,,4,5,15,2,12,3,25.0,3,2,66.7,4,4,2,2,0
73,DAL_LAR_2019-12-15,DAL,2019-12-15,Sun,14,15,LAR,W 44-21,1,21,23,65,covered,48.5,over,,,,,,,,,,,,,,,,,,263,5.8,3,68,6.99,68,4.25,0,36:06,3:14,16,5,29,9,45,16,8,1,13,7,53.8,1,1,100.0,52,65.4,267,2,2,22,1,82.8,,,,1,3,17,3,12,4,33.3,2,1,50.0,1,1,0,0,0
74,GNB_NYJ_2018-12-23,GNB,2018-12-23,Sun,15,16,NYJ,W 44-38 (OT),0,38,6,82,covered,47.5,over,55,18,67.3,413,2,0,3.6,0.0,103.7,4,29,6.78,7.5,7.00,8.24,7.68,11.2,127,6.4,3,79,6.84,57,6.49,1,34:19,3:47,86,16,172,26,258,9,19,7,12,5,41.7,2,2,100.0,35,68.6,323,3,2,18,0,126.2,47,2.4,1,0,4,18,1,11,3,27.3,2,2,100.0,5,5,2,1,0
75,SFO_JAX_2017-12-24,SFO,2017-12-24,Sun,15,16,JAX,W 44-33,1,33,11,77,covered,43.0,over,30,9,70.0,238,2,1,6.7,3.3,102.4,1,4,3.23,7.9,7.68,7.77,7.52,11.3,131,3.7,3,66,5.59,79,5.97,1,29:11,3:27,68,12,99,20,167,7,15,4,15,10,66.7,0,0,,50,64.0,380,2,1,2,3,75.4,92,3.3,2,3,7,20,5,13,5,38.5,2,2,100.0,3,2,1,1,0
76,BAL_DET_2017-12-03,BAL,2017-12-03,Sun,12,13,DET,W 44-20,1,20,24,64,covered,43.0,over,36,13,63.9,269,2,0,5.6,0.0,105.0,0,0,0.00,7.5,7.47,8.58,8.58,11.7,101,3.7,2,63,5.87,61,6.10,0,29:51,3:05,,,,,,8,13,3,12,5,41.7,0,0,,34,79.4,294,1,3,22,2,88.0,78,3.3,2,3,3,14,1,13,4,30.8,0,0,,3,2,1,0,0
77,JAX_BAL_2017-09-24,JAX,2017-09-24,Sun,3,3,BAL,W 44-7,1,7,37,51,covered,38.0,over,33,13,60.6,244,4,0,12.1,0.0,123.0,0,0,0.00,7.4,7.39,9.82,9.82,12.2,166,4.7,1,68,6.03,54,3.44,0,34:03,2:49,70,10,88,19,158,7,13,4,12,3,25.0,2,2,100.0,,,,,,,,,134,5.4,0,,,,,,,,,,,,,,,
78,DAL_ATL_2021-11-14,DAL,2021-11-14,Sun,9,10,ATL,W 43-3,1,3,40,46,,,,35,7,80.0,317,2,0,5.7,0.0,123.5,0,0,0.00,9.1,9.06,10.20,10.20,11.3,114,3.1,3,72,5.99,53,4.04,1,37:41,2:56,80,6,41,14,121,8,14,0,14,6,42.9,3,3,100.0,,,,,,,,,103,4.3,0,,,,,,,,,,,,,,,
79,BUF_WAS_2021-09-26,BUF,2021-09-26,Sun,3,3,WAS,W 43-21,1,21,22,64,,,,44,11,75.0,359,4,0,9.1,0.0,128.9,0,0,0.00,8.2,8.16,9.98,9.98,10.9,122,3.7,1,77,6.25,50,5.80,0,35:37,3:06,30,5,38,10,68,8,20,1,15,9,60.0,1,0,0.0,,,,,,,,,78,3.1,1,3,,,,,,,,,,3,3,0,0,0
80,ATL_LVR_2020-11-29,ATL,2020-11-29,Sun,11,12,LVR,W 43-6,1,6,37,49,covered,53.0,under,39,17,56.4,179,2,1,5.1,2.6,75.3,1,6,2.50,4.6,4.48,4.46,4.35,8.1,125,3.9,1,72,4.22,58,4.19,1,34:58,3:30,49,11,141,17,190,5,13,5,19,9,47.4,1,1,100.0,39,64.1,203,0,5,37,1,66.5,,,,,,,,,,,,,,,,,,
81,KAN_DEN_2020-10-25,KAN,2020-10-25,Sun,7,7,DEN,W 43-16,0,16,27,59,,,,25,8,68.0,185,1,0,4.0,0.0,107.6,4,28,13.79,7.4,6.38,8.20,7.07,10.9,101,4.6,2,51,5.61,76,5.41,1,26:36,2:58,,,,,,7,9,1,8,0,0.0,0,0,,40,60.0,234,0,3,20,2,55.6,177,5.4,2,4,12,11,1,14,5,35.7,2,0,0.0,2,1,1,1,0
82,MIA_SFO_2020-10-11,MIA,2020-10-11,Sun,5,5,SFO,W 43-17,0,17,26,60,covered,50.5,over,28,6,78.6,342,3,0,10.7,0.0,154.5,2,8,6.67,12.2,11.40,14.36,13.40,15.5,94,2.8,1,63,6.92,59,4.39,0,36:53,3:03,69,7,75,14,144,6,12,4,12,4,33.3,2,2,100.0,,,,,,,,,,,,,7,8,4,10,2,20.0,2,0,0.0,2,2,1,1,0
83,GNB_MIN_2020-09-13,GNB,2020-09-13,Sun,1,1,MIN,W 43-34,0,34,9,77,covered,44.0,over,44,12,72.7,364,4,0,9.1,0.0,127.5,0,0,0.00,8.3,8.27,10.09,10.09,11.4,158,4.9,1,76,6.87,49,7.80,0,41:16,3:12,63,5,20,11,83,11,17,3,11,6,54.5,2,1,50.0,25,76.0,248,2,2,11,1,116.7,134,6.1,2,1,10,12,3,6,3,50.0,1,0,0.0,1,1,1,1,0
84,NWE_MIA_2019-09-15,NWE,2019-09-15,Sun,2,2,MIA,W 43-0,0,0,43,43,,,,28,8,71.4,255,2,0,7.1,0.0,124.7,2,9,6.67,9.1,8.50,10.54,9.83,12.8,124,3.5,2,65,5.83,61,3.02,1,36:30,3:09,54,4,22,9,76,11,13,3,11,6,54.5,0,0,,39,46.2,142,0,7,44,4,16.1,,,,,,,,,,,,,,,,,,
85,TEN_CLE_2019-09-08,TEN,2019-09-08,Sun,1,1,CLE,W 43-13,0,13,30,56,covered,44.0,over,,,,,,,,,,,,,,,,,,123,4.4,1,56,6.05,63,5.49,0,29:18,3:12,54,18,182,24,236,6,9,6,10,2,20.0,0,0,,38,65.8,244,1,5,41,3,59.5,102,5.1,1,3,4,13,2,10,1,10.0,2,0,0.0,2,1,0,0,0
86,SEA_SFO_2018-12-02,SEA,2018-12-02,Sun,12,13,SFO,W 43-16,1,16,27,59,,,,,,,,,,,,,,,,,,,,,168,5.8,1,49,6.76,74,6.11,0,27:30,3:15,100,13,128,23,228,8,7,6,9,4,44.4,0,0,,48,62.5,386,2,3,28,1,92.9,66,2.9,0,3,4,18,2,16,7,43.8,2,1,50.0,1,1,1,1,0
87,NWE_KAN_2018-10-14,NWE,2018-10-14,Sun,6,6,KAN,W 43-40,1,40,3,83,did not cover,59.5,over,35,11,68.6,327,1,0,2.9,0.0,109.2,2,13,5.41,9.3,8.84,9.91,9.38,13.6,173,4.6,3,75,6.67,53,8.42,1,36:09,3:07,,,,,,15,14,2,13,7,53.8,1,0,0.0,36,63.9,352,4,0,0,2,110.0,,,,2,4,14,0,10,4,40.0,1,1,100.0,4,4,4,4,0
88,NOR_WAS_2018-10-08,NOR,2018-10-08,Mon,5,5,WAS,W 43-19,1,19,24,62,covered,51.5,over,29,3,89.7,349,3,0,10.3,0.0,153.2,2,14,6.45,12.0,11.26,14.10,13.19,13.4,98,3.1,3,63,7.10,60,4.72,1,33:17,3:05,45,6,38,10,83,8,15,4,9,5,55.6,0,0,,39,59.0,244,0,3,31,1,66.6,,,,2,6,12,0,13,4,30.8,4,2,50.0,1,1,2,2,0
89,NOR_ATL_2018-09-23,NOR,2018-09-23,Sun,3,3,ATL,W 43-37 (OT),0,37,6,80,covered,54.0,over,49,10,79.6,391,3,0,6.1,0.0,120.7,1,5,2.00,8.0,7.82,9.20,9.02,10.0,143,5.3,2,77,6.94,60,6.78,0,37:45,3:38,120,5,54,16,174,11,19,2,14,7,50.0,1,1,100.0,35,74.3,359,5,3,15,0,146.3,48,2.2,0,0,1,19,4,11,4,36.4,0,0,,3,3,0,0,0
90,PHI_LAR_2017-12-10,PHI,2017-12-10,Sun,13,14,LAR,W 43-35,0,35,8,78,covered,47.5,over,51,22,56.9,316,4,1,7.8,2.0,94.6,2,17,3.77,6.2,5.96,6.88,6.62,10.9,139,4.3,0,85,5.35,45,6.82,1,39:12,3:33,67,7,102,17,169,5,18,6,20,8,40.0,2,2,100.0,,,,,,,,,,,,2,6,8,3,7,2,28.6,0,0,,5,5,0,0,0
91,CIN_CAR_2022-11-06,CIN,2022-11-06,Sun,9,9,CAR,W 42-21,1,21,21,63,,,,31,6,80.6,223,1,0,3.2,0.0,108.1,2,5,6.06,7.2,6.76,7.84,7.36,8.9,241,6.2,5,72,6.44,48,4.75,0,39:21,2:54,35,7,50,12,85,19,10,1,10,6,60.0,0,0,,30,56.7,164,2,0,0,2,66.5,,,,,,,,,,,,,,3,3,0,0,0
92,ARI_NOR_2022-10-20,ARI,2022-10-20,Thu,7,7,NOR,W 42-34,1,34,8,76,covered,44.0,over,29,9,69.0,189,1,0,3.4,0.0,100.4,2,15,6.45,6.5,6.10,7.21,6.74,9.5,137,4.7,2,60,5.43,71,6.96,0,30:58,3:17,20,8,49,12,69,9,9,3,10,3,30.0,1,1,100.0,49,65.3,409,4,0,0,3,93.0,85,3.9,0,3,7,17,1,13,6,46.2,1,1,100.0,4,4,2,2,0
93,MIA_BAL_2022-09-18,MIA,2022-09-18,Sun,2,2,BAL,W 42-38,0,38,4,80,covered,44.5,over,50,14,72.0,461,6,2,12.0,4.0,124.1,1,8,1.96,9.2,9.04,9.82,9.63,12.8,,,,69,7.93,54,8.76,2,34:47,3:20,51,1,5,9,56,5,22,0,11,7,63.6,2,2,100.0,29,72.4,318,3,0,0,0,142.6,155,6.2,1,0,6,13,4,10,3,30.0,3,1,33.3,5,5,1,1,0
94,CLE_LAC_2021-10-10,CLE,2021-10-10,Sun,5,5,LAC,L 42-47,0,47,-5,89,did not cover,46.5,over,32,9,71.9,301,2,0,6.3,0.0,122.5,1,4,3.03,9.4,9.12,10.66,10.33,13.1,230,6.6,3,68,7.81,68,7.25,0,36:28,3:21,77,6,49,13,126,10,12,3,12,4,33.3,3,1,33.3,43,60.5,381,4,2,17,0,120.4,112,4.9,3,1,9,14,4,13,6,46.2,3,3,100.0,5,3,0,0,0
95,KAN_PHI_2021-10-03,KAN,2021-10-03,Sun,4,4,PHI,W 42-30,0,30,12,72,,,,30,6,80.0,271,5,1,16.7,3.3,131.0,1,7,3.23,9.0,8.74,10.87,10.52,11.3,200,6.3,1,63,7.48,70,6.59,1,30:52,3:09,46,9,49,16,95,12,16,3,10,9,90.0,0,0,,48,66.7,358,2,3,29,0,102.6,,,,0,9,19,2,12,6,50.0,2,1,50.0,3,3,3,3,0
96,CLE_BAL_2020-12-14,CLE,2020-12-14,Mon,13,14,BAL,L 42-47,1,47,-5,89,did not cover,46.0,over,48,19,60.4,355,2,1,4.2,2.1,88.5,0,0,0.00,7.4,7.40,7.29,7.29,12.2,138,4.9,4,76,6.49,57,6.75,1,31:57,3:27,75,8,69,16,144,10,18,5,12,5,41.7,2,2,100.0,,,,,,,,,231,7.2,5,0,13,9,3,11,6,54.5,1,1,100.0,5,4,1,1,1
97,TEN_HOU_2020-10-18,TEN,2020-10-18,Sun,5,6,HOU,W 42-36 (OT),1,36,6,78,covered,52.0,over,41,11,73.2,344,4,1,9.8,2.4,122.6,2,22,4.65,8.4,8.00,9.24,8.81,11.5,263,9.7,2,70,8.67,67,6.15,2,31:50,3:12,73,4,46,11,119,9,20,2,10,6,60.0,0,0,,38,73.7,320,4,2,15,0,133.7,92,3.4,1,0,6,17,2,14,7,50.0,3,3,100.0,4,3,1,1,0
98,TEN_BUF_2020-10-13,TEN,2020-10-13,Tue,4,5,BUF,W 42-16,1,16,26,58,covered,52.0,over,28,7,75.0,195,3,0,10.7,0.0,129.3,0,0,0.00,7.0,6.96,9.11,9.11,9.3,139,4.1,3,62,5.39,69,5.36,0,27:36,2:55,46,10,56,16,102,9,14,2,10,6,60.0,1,1,100.0,46,63.0,275,2,1,10,2,75.9,95,4.3,0,3,7,16,0,17,13,76.5,0,0,,1,1,1,1,0
99,GNB_DET_2020-09-20,GNB,2020-09-20,Sun,2,2,DET,W 42-21,1,21,21,63,,,,30,12,60.0,229,2,0,6.7,0.0,107.6,1,11,3.23,7.6,7.39,8.97,8.68,12.7,259,7.4,2,66,7.39,58,5.29,0,34:46,3:07,60,7,70,15,130,9,13,4,12,6,50.0,1,1,100.0,33,60.6,218,2,4,26,1,87.7,89,4.2,1,1,8,10,1,12,6,50.0,1,0,0.0,3,3,1,0,0
100,NOR_CAR_2019-12-29,NOR,2019-12-29,Sun,16,17,CAR,W 42-10,0,10,32,52,,,,31,11,64.5,264,3,0,9.7,0.0,124.0,1,3,3.13,8.5,8.25,10.45,10.13,13.2,115,3.3,2,67,5.66,69,4.77,0,35:40,3:06,,,,,,6,16,3,11,4,36.4,0,0,,49,53.1,288,0,2,11,2,53.8,,,,3,2,13,1,16,5,31.3,2,1,50.0,,,,,
101,BAL_NYJ_2019-12-12,BAL,2019-12-12,Thu,14,15,NYJ,W 42-21,1,21,21,63,,,,,,,,,,,,,,,,,,,,,218,6.4,1,59,7.29,57,5.44,0,31:38,3:00,35,8,94,14,129,10,11,2,8,2,25.0,1,1,100.0,32,56.3,207,2,1,11,1,83.7,103,4.3,0,2,,,,,,,,,,2,1,1,0,0
102,TEN_OAK_2019-12-08,TEN,2019-12-08,Sun,13,14,OAK,W 42-21,0,21,21,63,covered,47.0,over,27,6,77.8,391,3,1,11.1,3.7,140.4,0,0,0.00,14.5,14.48,15.04,15.04,18.6,161,5.0,2,59,9.36,60,5.92,1,29:12,2:58,21,3,20,7,41,10,15,1,11,8,72.7,0,0,,34,73.5,258,2,2,4,0,114.6,97,4.0,1,1,7,13,2,10,4,40.0,1,0,0.0,3,3,0,0,0
103,TEN_JAX_2019-11-24,TEN,2019-11-24,Sun,11,12,JAX,W 42-20,1,20,22,62,covered,42.0,over,,,,,,,,,,,,,,,,,,219,6.6,4,52,9.06,78,4.73,2,23:04,3:01,54,11,104,17,158,8,11,2,8,4,50.0,0,0,,48,66.7,252,0,3,20,0,79.5,117,4.3,2,1,8,12,3,18,7,38.9,2,1,50.0,0,0,2,2,0
104,MIN_DET_2019-10-20,MIN,2019-10-20,Sun,7,7,DET,W 42-30,0,30,12,72,covered,43.5,over,34,10,70.6,338,4,0,11.8,0.0,141.5,0,0,0.00,9.9,9.94,12.29,12.29,14.1,166,4.5,2,71,7.10,67,6.46,0,32:10,3:11,60,8,67,14,127,10,19,3,10,6,60.0,0,0,,45,66.7,352,4,2,12,1,110.6,81,4.1,0,1,1,21,4,11,6,54.5,1,0,0.0,3,3,1,1,0
105,GNB_OAK_2019-10-20,GNB,2019-10-20,Sun,7,7,OAK,W 42-24,1,24,18,66,covered,48.0,over,31,6,80.6,421,5,0,16.1,0.0,158.3,1,8,3.13,13.6,13.16,16.81,16.28,16.8,60,2.6,1,55,8.75,62,7.81,0,30:24,2:59,,,,,,5,15,2,10,6,60.0,0,0,,31,77.4,329,3,0,0,1,129.6,155,5.0,0,2,5,16,0,11,7,63.6,1,0,0.0,3,3,1,1,0
106,BUF_MIA_2018-12-30,BUF,2018-12-30,Sun,16,17,MIA,W 42-17,1,17,25,59,covered,39.5,over,26,9,65.4,215,3,1,11.5,3.8,114.9,1,9,3.70,8.3,7.96,8.85,8.52,12.6,166,5.0,3,60,6.35,61,3.69,1,30:18,3:02,,,,,,11,9,3,11,5,45.5,2,1,50.0,32,59.4,126,1,4,24,2,52.3,99,4.0,0,,8,9,0,12,3,25.0,1,1,100.0,2,2,1,1,0
107,CAR_TAM_2018-11-04,CAR,2018-11-04,Sun,8,9,TAM,W 42-28,1,28,14,70,covered,55.5,over,25,6,76.0,228,2,0,8.0,0.0,133.2,2,19,7.41,9.1,8.44,10.72,9.93,12.0,179,5.6,4,59,6.90,65,4.63,0,31:00,3:16,84,8,49,17,133,8,11,3,10,4,40.0,1,0,0.0,41,58.5,219,4,3,24,2,85.3,82,3.9,0,2,3,17,3,12,5,41.7,2,1,50.0,4,4,0,0,0
108,IND_OAK_2018-10-28,IND,2018-10-28,Sun,8,8,OAK,W 42-28,0,28,14,70,covered,51.0,over,31,9,71.0,239,3,0,9.7,0.0,125.6,0,0,0.00,7.7,7.71,9.65,9.65,10.9,222,5.6,2,71,6.49,47,7.38,0,36:30,3:01,77,10,79,20,156,11,13,4,13,9,69.2,0,0,,28,75.0,244,3,0,0,0,136.6,,,,1,7,12,0,8,4,50.0,2,1,50.0,4,4,0,0,0
109,HOU_MIA_2018-10-25,HOU,2018-10-25,Thu,8,8,MIA,W 42-23,1,23,19,65,,,,,,,,,,,,,,,,,,,,,188,5.4,1,55,7.76,65,5.69,0,28:51,3:21,57,5,63,13,120,8,8,1,12,6,50.0,1,1,100.0,38,57.9,254,1,2,15,1,76.0,116,4.6,1,1,6,11,1,13,4,30.8,1,0,0.0,2,2,3,3,0
