Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,game_id
MIA,2019-10-28,20,Mon,7,8,@,PIT,L 14-27,20,36,55.6,236,2,2,15,1,82.6,MIA_PIT_2019-10-28
IND,2019-10-27,20,Sun,7,8,,DEN,W 15-13,20,32,62.5,166,0,3,8,0,75.8,IND_DEN_2019-10-27
CLE,2019-10-27,20,Sun,7,8,@,NWE,L 13-27,20,36,55.6,239,2,3,20,0,94.6,CLE_NWE_2019-10-27
NWE,2019-10-27,20,Sun,8,8,,CLE,W 27-13,20,31,64.5,151,1,5,43,1,73.5,NWE_CLE_2019-10-27
BAL,2019-10-20,20,Sun,7,7,@,SEA,W 30-16,20,41,48.8,241,1,1,0,1,65.2,BAL_SEA_2019-10-20
DEN,2019-10-17,20,Thu,7,7,,KAN,L 6-30,20,30,66.7,191,2,1,2,0,106.4,DEN_KAN_2019-10-17
DEN,2019-10-13,20,Sun,6,6,,TEN,W 16-0,20,34,58.8,165,0,7,42,3,34.6,DEN_TEN_2019-10-13
TAM,2019-10-13,20,Sun,6,6,,CAR,L 26-37,20,32,62.5,209,2,2,18,0,102.2,TAM_CAR_2019-10-13
CLE,2019-10-07,20,Mon,5,5,@,SFO,L 3-31,20,29,69.0,171,2,2,10,0,107.1,CLE_SFO_2019-10-07
CIN,2019-10-06,20,Sun,5,5,,ARI,L 23-26,20,32,62.5,248,0,1,5,0,86.5,CIN_ARI_2019-10-06
BAL,2019-09-29,20,Sun,4,4,,CLE,L 25-40,20,31,64.5,337,1,1,5,1,98.5,BAL_CLE_2019-09-29
GNB,2019-09-22,20,Sun,3,3,,DEN,W 27-16,20,29,69.0,161,0,6,52,1,68.3,GNB_DEN_2019-09-22
DAL,2019-09-22,20,Sun,3,3,,MIA,W 31-6,20,41,48.8,211,0,3,18,0,64.2,DAL_MIA_2019-09-22
BUF,2019-09-22,20,Sun,3,3,,CIN,W 21-17,20,36,55.6,240,1,2,10,2,62.3,BUF_CIN_2019-09-22
TEN,2019-09-19,20,Thu,3,3,@,JAX,L 7-20,20,30,66.7,204,2,0,0,0,108.2,TEN_JAX_2019-09-19
LAR,2019-09-15,20,Sun,2,2,,NOR,W 27-9,20,35,57.1,187,0,2,16,1,60.1,LAR_NOR_2019-09-15
MIA,2019-09-15,20,Sun,2,2,,NWE,L 0-43,20,28,71.4,255,2,2,9,0,123.4,MIA_NWE_2019-09-15
SEA,2019-09-15,20,Sun,2,2,@,PIT,W 28-26,20,34,58.8,180,2,1,7,1,80.5,SEA_PIT_2019-09-15
NOR,2019-09-09,20,Mon,1,1,,HOU,W 30-28,20,30,66.7,234,3,6,34,1,109.6,NOR_HOU_2019-09-09
SFO,2019-09-08,20,Sun,1,1,@,TAM,W 31-17,20,36,55.6,174,1,3,20,3,43.1,SFO_TAM_2019-09-08
CHI,2018-12-30,20,Sun,16,17,@,MIN,W 24-10,20,33,60.6,101,1,4,31,0,75.4,CHI_MIN_2018-12-30
NWE,2018-12-23,20,Sun,15,16,,BUF,W 24-12,20,41,48.8,217,1,0,0,2,52.6,NWE_BUF_2018-12-23
TAM,2018-12-23,20,Sun,15,16,@,DAL,L 20-27,20,25,80.0,152,1,1,9,0,105.3,TAM_DAL_2018-12-23
SEA,2018-12-16,20,Sun,14,15,@,SFO,L 23-26 (OT),20,29,69.0,257,1,3,18,0,108.0,SEA_SFO_2018-12-16
GNB,2018-12-16,20,Sun,14,15,@,CHI,L 17-24,20,28,71.4,232,2,1,3,0,119.9,GNB_CHI_2018-12-16
SEA,2018-12-10,20,Mon,13,14,,MIN,W 21-7,20,33,60.6,199,1,2,9,0,87.8,SEA_MIN_2018-12-10
DEN,2018-12-09,20,Sun,13,14,@,SFO,L 14-20,20,33,60.6,305,2,3,27,1,98.7,DEN_SFO_2018-12-09
CHI,2018-12-02,20,Sun,12,13,@,NYG,L 27-30 (OT),20,36,55.6,197,2,3,22,1,78.1,CHI_NYG_2018-12-02
LAR,2018-12-02,20,Sun,12,13,@,DET,W 30-16,20,34,58.8,208,1,4,37,1,74.1,LAR_DET_2018-12-02
CAR,2018-12-02,20,Sun,12,13,@,TAM,L 17-24,20,30,66.7,220,2,4,29,0,110.4,CAR_TAM_2018-12-02
NYJ,2018-12-02,20,Sun,12,13,@,TEN,L 22-26,20,35,57.1,273,2,3,9,1,89.3,NYJ_TEN_2018-12-02
NYG,2018-11-25,20,Sun,11,12,@,PHI,L 22-25,20,28,71.4,214,1,3,22,0,105.4,NYG_PHI_2018-11-25
NYJ,2018-11-25,20,Sun,11,12,,NWE,L 13-27,20,31,64.5,283,2,0,0,0,115.4,NYJ_NWE_2018-11-25
LAC,2018-11-18,20,Sun,10,11,,DEN,L 22-23,20,33,60.6,217,0,0,0,0,80.0,LAC_DEN_2018-11-18
MIN,2018-11-18,20,Sun,10,11,@,CHI,L 20-25,20,31,64.5,160,1,1,5,2,61.2,MIN_CHI_2018-11-18
NYG,2018-10-28,20,Sun,8,8,,WAS,L 13-20,20,32,62.5,178,1,0,0,0,87.8,NYG_WAS_2018-10-28
GNB,2018-10-28,20,Sun,7,8,@,LAR,L 27-29,20,36,55.6,281,3,5,26,0,108.7,GNB_LAR_2018-10-28
IND,2018-10-21,20,Sun,7,7,,BUF,W 37-5,20,31,64.5,168,0,2,7,3,38.8,IND_BUF_2018-10-21
CIN,2018-10-07,20,Sun,5,5,,MIA,W 27-17,20,35,57.1,169,1,3,16,2,55.5,CIN_MIA_2018-10-07
MIA,2018-10-07,20,Sun,5,5,@,CIN,L 17-27,20,30,66.7,229,1,2,19,1,86.7,MIA_CIN_2018-10-07
KAN,2018-09-23,20,Sun,3,3,,SFO,W 38-27,20,30,66.7,228,2,4,23,0,111.5,KAN_SFO_2018-09-23
SFO,2018-09-09,20,Sun,1,1,@,MIN,L 16-24,20,36,55.6,227,2,3,17,0,93.2,SFO_MIN_2018-09-09
TEN,2018-09-09,20,Sun,1,1,@,MIA,L 20-27,20,28,71.4,222,2,1,8,2,88.7,TEN_MIA_2018-09-09
WAS,2018-09-09,20,Sun,1,1,@,ARI,W 24-6,20,34,58.8,145,0,2,8,1,56.6,WAS_ARI_2018-09-09
MIA,2018-09-09,20,Sun,1,1,,TEN,W 27-20,20,38,52.6,220,0,0,0,3,37.2,MIA_TEN_2018-09-09
ATL,2018-09-06,20,Thu,1,1,@,PHI,L 12-18,20,35,57.1,119,0,2,13,1,52.0,ATL_PHI_2018-09-06
SFO,2017-12-31,20,Sun,16,17,@,LAR,W 34-13,20,34,58.8,149,0,3,20,0,69.4,SFO_LAR_2017-12-31
NYG,2017-12-31,20,Sun,16,17,,WAS,W 18-10,20,37,54.1,136,0,3,22,3,28.7,NYG_WAS_2017-12-31
GNB,2017-12-31,20,Sun,16,17,@,DET,L 11-35,20,29,69.0,305,3,2,18,0,137.9,GNB_DET_2017-12-31
DET,2017-12-31,20,Sun,16,17,,GNB,W 35-11,20,32,62.5,153,1,4,40,2,58.5,DET_GNB_2017-12-31
LAR,2017-12-31,20,Sun,16,17,,SFO,L 13-34,20,33,60.6,292,2,0,0,2,84.4,LAR_SFO_2017-12-31
MIN,2017-12-31,20,Sun,16,17,,CHI,W 23-10,20,37,54.1,171,0,1,7,0,66.4,MIN_CHI_2017-12-31
HOU,2017-12-25,20,Mon,15,16,,PIT,L 6-34,20,30,66.7,226,2,0,0,0,111.2,HOU_PIT_2017-12-25
GNB,2017-12-17,20,Sun,14,15,@,CAR,L 24-31,20,31,64.5,236,4,1,6,0,127.2,GNB_CAR_2017-12-17
BAL,2017-12-17,20,Sun,14,15,@,CLE,W 27-10,20,37,54.1,136,0,2,10,2,39.9,BAL_CLE_2017-12-17
CIN,2017-12-17,20,Sun,14,15,@,MIN,L 7-34,20,25,80.0,222,2,2,14,1,113.7,CIN_MIN_2017-12-17
KAN,2017-12-16,20,Sat,14,15,,LAC,W 30-13,20,36,55.6,209,1,2,18,3,47.1,KAN_LAC_2017-12-16
SFO,2017-12-10,20,Sun,13,14,@,HOU,W 26-16,20,38,52.6,221,2,3,17,0,87.7,SFO_HOU_2017-12-10
GNB,2017-12-10,20,Sun,13,14,@,CLE,W 27-21 (OT),20,28,71.4,209,3,2,5,2,98.7,GNB_CLE_2017-12-10
NYG,2017-12-10,20,Sun,13,14,,DAL,L 10-30,20,30,66.7,332,3,0,0,0,137.1,NYG_DAL_2017-12-10
OAK,2017-12-10,20,Sun,13,14,@,KAN,L 15-26,20,34,58.8,243,0,4,25,1,68.6,OAK_KAN_2017-12-10
PIT,2017-12-10,20,Sun,13,14,,BAL,W 39-38,20,35,57.1,261,2,1,8,1,87.9,PIT_BAL_2017-12-10
HOU,2017-12-10,20,Sun,13,14,,SFO,L 16-26,20,33,60.6,314,1,2,20,1,89.7,HOU_SFO_2017-12-10
PHI,2017-12-03,20,Sun,12,13,@,SEA,L 10-24,20,31,64.5,209,3,2,18,0,116.2,PHI_SEA_2017-12-03
SFO,2017-11-26,20,Sun,11,12,,SEA,L 13-24,20,34,58.8,228,2,0,0,1,86.4,SFO_SEA_2017-11-26
OAK,2017-11-26,20,Sun,11,12,,DEN,W 21-14,20,35,57.1,160,2,5,30,1,75.9,OAK_DEN_2017-11-26
LAC,2017-11-23,20,Thu,11,12,@,DAL,W 28-6,20,27,74.1,168,0,2,11,2,58.9,LAC_DAL_2017-11-23
MIN,2017-11-23,20,Thu,11,12,@,DET,W 30-23,20,35,57.1,236,2,3,14,1,84.9,MIN_DET_2017-11-23
TEN,2017-11-12,20,Sun,9,10,,CIN,W 24-20,20,35,57.1,255,2,1,10,0,99.1,TEN_CIN_2017-11-12
ATL,2017-11-12,20,Sun,9,10,,DAL,W 27-7,20,30,66.7,126,0,8,50,0,75.1,ATL_DAL_2017-11-12
LAR,2017-11-05,20,Sun,8,9,@,NYG,W 51-17,20,38,52.6,208,2,2,12,1,75.3,LAR_NYG_2017-11-05
HOU,2017-11-05,20,Sun,8,9,,IND,L 14-20,20,30,66.7,279,2,3,29,0,118.6,HOU_IND_2017-11-05
OAK,2017-10-29,20,Sun,8,8,@,BUF,L 14-34,20,27,74.1,165,1,0,0,0,101.6,OAK_BUF_2017-10-29
BAL,2017-10-22,20,Sun,7,7,@,MIN,L 16-24,20,31,64.5,188,0,0,0,1,67.7,BAL_MIN_2017-10-22
TAM,2017-10-22,20,Sun,6,7,@,BUF,L 27-30,20,33,60.6,261,1,1,7,0,95.6,TAM_BUF_2017-10-22
NYJ,2017-10-15,20,Sun,6,6,,NWE,L 17-24,20,38,52.6,257,2,0,0,1,80.7,NYJ_NWE_2017-10-15
DET,2017-10-15,20,Sun,6,6,@,NOR,L 38-52,20,30,66.7,186,2,0,0,2,77.9,DET_NOR_2017-10-15
HOU,2017-10-15,20,Sun,6,6,,CLE,W 33-17,20,37,54.1,113,1,4,27,3,35.1,HOU_CLE_2017-10-15
MIN,2017-10-15,20,Sun,6,6,,GNB,W 23-10,20,37,54.1,155,1,4,20,3,39.8,MIN_GNB_2017-10-15
CIN,2017-10-08,20,Sun,5,5,,BUF,W 20-16,20,37,54.1,139,1,6,27,1,60.5,CIN_BUF_2017-10-08
LAR,2017-10-01,20,Sun,4,4,@,DAL,W 35-30,20,36,55.6,251,3,2,1,1,93.6,LAR_DAL_2017-10-01
NOR,2017-10-01,20,Sun,4,4,@,MIA,W 20-0,20,28,71.4,128,0,4,36,1,65.8,NOR_MIA_2017-10-01
BAL,2017-09-24,20,Sun,3,3,@,JAX,L 7-44,20,33,60.6,244,4,0,0,0,123.0,BAL_JAX_2017-09-24
KAN,2017-09-24,20,Sun,3,3,@,LAC,W 24-10,20,40,50.0,226,0,2,11,3,36.0,KAN_LAC_2017-09-24
DEN,2017-09-24,20,Sun,3,3,@,BUF,L 16-26,20,26,76.9,197,2,4,16,0,123.4,DEN_BUF_2017-09-24
SEA,2017-09-24,20,Sun,3,3,@,TEN,L 27-33,20,32,62.5,225,2,0,0,0,104.3,SEA_TEN_2017-09-24
BUF,2017-09-17,20,Sun,2,2,@,CAR,L 3-9,20,32,62.5,178,0,6,50,0,77.3,BUF_CAR_2017-09-17
BAL,2017-09-17,20,Sun,2,2,,CLE,W 24-10,20,42,47.6,293,1,3,7,4,39.2,BAL_CLE_2017-09-17
TEN,2017-09-17,20,Sun,2,2,@,JAX,W 37-16,20,34,58.8,211,1,2,12,2,62.3,TEN_JAX_2017-09-17
PIT,2017-09-17,20,Sun,2,2,,MIN,W 26-9,20,38,52.6,146,0,2,21,0,62.0,PIT_MIN_2017-09-17
ARI,2017-09-17,20,Sun,2,2,@,IND,W 16-13 (OT),20,37,54.1,190,0,4,26,1,57.3,ARI_IND_2017-09-17
HOU,2017-09-14,20,Thu,2,2,@,CIN,W 13-9,20,35,57.1,213,0,3,11,0,75.1,HOU_CIN_2017-09-14
PIT,2017-09-10,20,Sun,1,1,@,CLE,W 21-18,20,30,66.7,180,1,7,42,1,79.9,PIT_CLE_2017-09-10
NWE,2023-01-08,19,Sun,17,18,@,BUF,L 23-35,19,31,61.3,237,3,2,17,1,103.8,NWE_BUF_2023-01-08
LAR,2023-01-08,19,Sun,17,18,@,SEA,L 16-19 (OT),19,31,61.3,205,1,3,8,2,64.6,LAR_SEA_2023-01-08
TAM,2023-01-08,19,Sun,17,18,@,ATL,L 17-30,19,30,63.3,208,2,2,16,0,106.0,TAM_ATL_2023-01-08
PIT,2023-01-08,19,Sun,17,18,,CLE,W 28-14,19,29,65.5,173,2,7,57,2,75.8,PIT_CLE_2023-01-08
CIN,2023-01-08,19,Sun,16,18,,BAL,W 27-16,19,44,43.2,276,0,4,10,2,45.3,CIN_BAL_2023-01-08
ARI,2023-01-01,19,Sun,16,17,@,ATL,L 19-20,19,26,73.1,166,0,1,3,0,89.6,ARI_ATL_2023-01-01
IND,2023-01-01,19,Sun,16,17,@,NYG,L 10-38,19,24,79.2,177,2,0,0,0,125.2,IND_NYG_2023-01-01
LAR,2022-12-25,19,Sun,15,16,,DEN,W 51-14,19,35,54.3,219,1,6,40,4,43.3,LAR_DEN_2022-12-25
JAX,2022-12-22,19,Thu,15,16,@,NYJ,W 19-3,19,33,57.6,161,0,3,21,1,57.8,JAX_NYJ_2022-12-22
MIN,2022-12-17,19,Sat,14,15,,IND,W 39-36 (OT),19,33,57.6,170,1,3,12,0,81.6,MIN_IND_2022-12-17
DET,2022-12-04,19,Sun,12,13,,JAX,W 40-14,19,34,55.9,171,1,2,14,0,79.4,DET_JAX_2022-12-04
CAR,2022-11-27,19,Sun,12,12,,DEN,W 23-10,19,35,54.3,125,1,3,17,0,71.7,CAR_DEN_2022-11-27
WAS,2022-11-20,19,Sun,11,11,@,HOU,W 23-10,19,33,57.6,127,0,5,42,2,40.8,WAS_HOU_2022-11-20
CHI,2022-11-13,19,Sun,10,10,,DET,L 30-31,19,26,73.1,228,1,2,8,0,112.3,CHI_DET_2022-11-13
LAC,2022-11-13,19,Sun,9,10,@,SFO,L 16-22,19,28,67.9,230,0,1,10,0,92.9,LAC_SFO_2022-11-13
DEN,2022-11-13,19,Sun,9,10,@,TEN,L 10-17,19,36,52.8,244,2,1,11,0,92.8,DEN_TEN_2022-11-13
CAR,2022-11-10,19,Thu,10,10,,ATL,W 25-15,19,30,63.3,153,2,5,33,1,84.4,CAR_ATL_2022-11-10
ATL,2022-10-30,19,Sun,8,8,,CAR,W 37-34 (OT),19,36,52.8,309,1,1,8,1,79.5,ATL_CAR_2022-10-30
BUF,2022-10-30,19,Sun,7,8,,GNB,W 27-17,19,30,63.3,190,2,2,13,1,89.6,BUF_GNB_2022-10-30
DET,2022-10-23,19,Sun,6,7,@,DAL,L 6-24,19,25,76.0,191,1,2,16,0,110.6,DET_DAL_2022-10-23
JAX,2022-10-23,19,Sun,7,7,,NYG,L 17-23,19,30,63.3,200,1,1,2,0,93.7,JAX_NYG_2022-10-23
CIN,2022-10-16,19,Sun,6,6,@,NOR,W 30-26,19,36,52.8,171,1,1,7,0,75.1,CIN_NOR_2022-10-16
BAL,2022-10-16,19,Sun,6,6,@,NYG,L 20-24,19,27,70.4,155,2,4,18,0,109.3,BAL_NYG_2022-10-16
KAN,2022-10-10,19,Mon,5,5,,LVR,W 30-29,19,30,63.3,223,2,2,18,0,108.1,KAN_LVR_2022-10-10
CIN,2022-10-09,19,Sun,5,5,@,BAL,L 17-19,19,32,59.4,170,1,1,4,1,71.1,CIN_BAL_2022-10-09
NWE,2022-10-09,19,Sun,5,5,,DET,W 29-0,19,35,54.3,211,0,2,18,1,60.5,NWE_DET_2022-10-09
NYJ,2022-10-09,19,Sun,5,5,,MIA,W 40-17,19,34,55.9,158,0,2,8,1,55.8,NYJ_MIA_2022-10-09
BAL,2022-10-02,19,Sun,4,4,,BUF,L 20-23,19,36,52.8,201,1,1,12,1,67.0,BAL_BUF_2022-10-02
PIT,2022-10-02,19,Sun,4,4,,NYJ,L 20-24,19,37,51.4,250,2,1,4,2,68.5,PIT_NYJ_2022-10-02
LVR,2022-09-25,19,Sun,3,3,@,TEN,L 22-24,19,27,70.4,252,1,1,12,1,96.5,LVR_TEN_2022-09-25
CHI,2022-09-18,19,Sun,2,2,@,GNB,L 10-27,19,25,76.0,211,2,3,23,0,127.2,CHI_GNB_2022-09-18
DEN,2022-09-18,19,Sun,2,2,,HOU,W 16-9,19,38,50.0,154,0,3,23,0,60.6,DEN_HOU_2022-09-18
CIN,2022-09-18,19,Sun,2,2,@,DAL,L 17-20,19,31,61.3,230,1,1,5,0,94.8,CIN_DAL_2022-09-18
TAM,2022-01-02,19,Sun,16,17,@,NYJ,W 28-24,19,33,57.6,224,1,1,10,0,88.4,TAM_NYJ_2022-01-02
LAC,2022-01-02,19,Sun,16,17,,DEN,W 34-13,19,28,67.9,236,1,1,10,0,105.7,LAC_DEN_2022-01-02
NOR,2021-12-27,19,Mon,15,16,,MIA,L 3-20,19,26,73.1,173,1,3,25,1,87.5,NOR_MIA_2021-12-27
CAR,2021-12-19,19,Sun,14,15,@,BUF,L 14-31,19,34,55.9,193,3,4,17,1,89.5,CAR_BUF_2021-12-19
SFO,2021-12-19,19,Sun,14,15,,ATL,W 31-13,19,32,59.4,213,1,3,23,0,89.7,SFO_ATL_2021-12-19
JAX,2021-12-19,19,Sun,14,15,,HOU,L 16-30,19,30,63.3,206,2,1,3,1,91.8,JAX_HOU_2021-12-19
DAL,2021-12-19,19,Sun,14,15,@,NYG,W 21-6,19,36,52.8,178,0,1,3,3,31.9,DAL_NYG_2021-12-19
NOR,2021-12-12,19,Sun,13,14,@,NYJ,W 30-9,19,42,45.2,178,0,3,24,0,57.4,NOR_NYJ_2021-12-12
CAR,2021-12-12,19,Sun,13,14,,ATL,L 21-29,19,28,67.9,190,1,0,0,0,98.8,CAR_ATL_2021-12-12
DAL,2021-12-02,19,Thu,12,13,@,NOR,W 27-17,19,41,46.3,252,2,2,12,4,43.0,DAL_NOR_2021-12-02
JAX,2021-11-28,19,Sun,11,12,,ATL,L 14-21,19,29,65.5,183,1,1,7,1,80.1,JAX_ATL_2021-11-28
PHI,2021-11-28,19,Sun,12,12,@,NYG,L 7-13,19,30,63.3,194,1,1,8,0,92.9,PHI_NYG_2021-11-28
CIN,2021-11-21,19,Sun,10,11,@,LVR,W 32-13,19,27,70.4,206,1,2,9,1,89.4,CIN_LVR_2021-11-21
NOR,2021-11-14,19,Sun,9,10,@,TEN,L 21-23,19,27,70.4,198,1,2,15,0,103.6,NOR_TEN_2021-11-14
NWE,2021-11-14,19,Sun,10,10,,CLE,W 45-7,19,33,57.6,118,1,5,36,1,62.4,NWE_CLE_2021-11-14
BAL,2021-11-11,19,Thu,9,10,@,MIA,L 10-22,19,36,52.8,290,0,4,24,0,79.6,BAL_MIA_2021-11-11
DAL,2021-11-07,19,Sun,8,9,,DEN,L 16-30,19,28,67.9,217,1,4,32,0,102.8,DAL_DEN_2021-11-07
KAN,2021-11-07,19,Sun,9,9,,GNB,W 13-7,19,34,55.9,179,1,1,11,1,68.1,KAN_GNB_2021-11-07
LAR,2021-11-07,19,Sun,9,9,,TEN,L 16-28,19,27,70.4,125,1,3,18,1,76.9,LAR_TEN_2021-11-07
DEN,2021-11-07,19,Sun,9,9,@,DAL,W 30-16,19,39,48.7,212,2,2,20,1,71.7,DEN_DAL_2021-11-07
WAS,2021-10-31,19,Sun,8,8,@,DEN,L 10-17,19,26,73.1,190,1,4,23,0,106.2,WAS_DEN_2021-10-31
SFO,2021-10-31,19,Sun,7,8,@,CHI,W 33-22,19,27,70.4,148,1,4,27,1,80.5,SFO_CHI_2021-10-31
SEA,2021-10-25,19,Mon,7,7,,NOR,L 10-13,19,35,54.3,210,1,2,12,0,81.8,SEA_NOR_2021-10-25
NYG,2021-10-24,19,Sun,7,7,,CAR,W 25-3,19,39,48.7,117,0,6,28,1,44.5,NYG_CAR_2021-10-24
LAC,2021-10-17,19,Sun,6,6,@,BAL,L 6-34,19,27,70.4,140,1,3,27,2,63.8,LAC_BAL_2021-10-17
ATL,2021-10-10,19,Sun,5,5,,NYJ,W 27-20,19,32,59.4,166,0,2,26,1,60.2,ATL_NYJ_2021-10-10
BAL,2021-10-03,19,Sun,4,4,@,DEN,W 23-7,19,37,51.4,148,1,5,30,1,59.3,BAL_DEN_2021-10-03
NYG,2021-10-03,19,Sun,4,4,@,NOR,W 27-21 (OT),19,26,73.1,235,1,0,0,1,97.4,NYG_NOR_2021-10-03
TEN,2021-09-26,19,Sun,3,3,,IND,W 25-16,19,37,51.4,178,0,2,16,0,64.9,TEN_IND_2021-09-26
DEN,2021-09-26,19,Sun,3,3,,NYJ,W 26-0,19,35,54.3,119,0,5,41,2,37.7,DEN_NYJ_2021-09-26
NYJ,2021-09-26,19,Sun,3,3,@,DEN,L 0-26,19,25,76.0,223,0,2,12,0,102.6,NYJ_DEN_2021-09-26
CHI,2021-09-26,19,Sun,3,3,@,CLE,L 6-26,19,31,61.3,203,1,5,43,0,91.2,CHI_CLE_2021-09-26
CAR,2021-09-23,19,Thu,3,3,@,HOU,W 24-9,19,28,67.9,151,1,4,17,0,93.0,CAR_HOU_2021-09-23
NWE,2021-09-19,19,Sun,2,2,@,NYJ,W 25-6,19,33,57.6,184,0,4,26,4,33.7,NWE_NYJ_2021-09-19
CHI,2021-09-19,19,Sun,2,2,,CIN,W 20-17,19,30,63.3,179,2,5,28,3,62.4,CHI_CIN_2021-09-19
IND,2021-09-19,19,Sun,2,2,,LAR,L 24-27,19,30,63.3,270,2,1,8,1,100.7,IND_LAR_2021-09-19
HOU,2021-09-19,19,Sun,2,2,@,CLE,L 21-31,19,21,90.5,199,1,2,14,1,102.2,HOU_CLE_2021-09-19
LVR,2021-09-13,19,Mon,1,1,,BAL,W 33-27 (OT),19,30,63.3,217,1,3,18,0,96.1,LVR_BAL_2021-09-13
CHI,2021-01-03,19,Sun,16,17,,GNB,L 16-35,19,24,79.2,237,4,1,3,0,147.4,CHI_GNB_2021-01-03
LAR,2021-01-03,19,Sun,16,17,,ARI,W 18-7,19,27,70.4,166,1,4,26,1,83.3,LAR_ARI_2021-01-03
WAS,2020-12-27,19,Sun,15,16,,CAR,L 13-20,19,28,67.9,167,1,4,30,1,80.5,WAS_CAR_2020-12-27
CLE,2020-12-20,19,Sun,14,15,@,NYG,W 20-6,19,32,59.4,214,0,1,7,0,79.4,CLE_NYG_2020-12-20
JAX,2020-12-20,19,Sun,14,15,@,BAL,L 14-40,19,26,73.1,250,3,1,0,1,125.5,JAX_BAL_2020-12-20
LVR,2020-12-13,19,Sun,13,14,,IND,L 27-44,19,28,67.9,244,2,0,0,0,118.7,LVR_IND_2020-12-13
JAX,2020-12-13,19,Sun,13,14,,TEN,L 10-31,19,24,79.2,205,2,1,7,0,130.0,JAX_TEN_2020-12-13
NOR,2020-12-06,19,Sun,12,13,@,ATL,W 21-16,19,39,48.7,262,1,3,11,0,79.2,NOR_ATL_2020-12-06
SFO,2020-11-29,19,Sun,11,12,@,LAR,W 23-20,19,31,61.3,182,0,2,16,2,50.7,SFO_LAR_2020-11-29
MIN,2020-11-29,19,Sun,11,12,,CAR,W 28-27,19,36,52.8,267,1,0,0,1,74.7,MIN_CAR_2020-11-29
JAX,2020-11-29,19,Sun,11,12,,CLE,L 25-27,19,29,65.5,252,2,2,6,0,115.9,JAX_CLE_2020-11-29
LAC,2020-11-29,19,Sun,11,12,@,BUF,L 17-27,19,25,76.0,160,2,3,17,1,102.1,LAC_BUF_2020-11-29
NOR,2020-11-22,19,Sun,10,11,,ATL,W 24-9,19,37,51.4,196,0,8,36,2,44.4,NOR_ATL_2020-11-22
JAX,2020-11-08,19,Sun,8,9,,HOU,L 25-27,19,32,59.4,267,2,2,14,0,107.2,JAX_HOU_2020-11-08
IND,2020-11-08,19,Sun,8,9,,BAL,L 10-24,19,23,82.6,156,0,2,14,0,94.9,IND_BAL_2020-11-08
SFO,2020-10-18,19,Sun,6,6,,LAR,W 24-16,19,38,50.0,198,2,0,0,1,72.0,SFO_LAR_2020-10-18
DEN,2020-10-18,19,Sun,5,6,@,NWE,W 18-12,19,27,70.4,171,0,4,24,2,56.2,DEN_NWE_2020-10-18
JAX,2020-10-18,19,Sun,6,6,,DET,L 16-34,19,31,61.3,223,1,0,0,1,80.4,JAX_DET_2020-10-18
CIN,2020-10-11,19,Sun,5,5,@,BAL,L 3-27,19,37,51.4,171,2,1,9,1,70.9,CIN_BAL_2020-10-11
BAL,2020-10-11,19,Sun,5,5,,CIN,W 27-3,19,30,63.3,135,0,7,48,1,59.7,BAL_CIN_2020-10-11
NWE,2020-10-05,19,Mon,4,4,@,KAN,L 10-26,19,29,65.5,229,2,1,7,0,112.6,NWE_KAN_2020-10-05
DET,2020-10-04,19,Sun,4,4,,NOR,L 29-35,19,25,76.0,228,2,2,18,1,113.4,DET_NOR_2020-10-04
NYJ,2020-10-01,19,Thu,4,4,,DEN,L 28-37,19,31,61.3,242,2,0,0,3,67.6,NYJ_DEN_2020-10-01
CHI,2020-09-27,19,Sun,3,3,@,ATL,W 30-26,19,38,50.0,227,1,2,11,1,66.4,CHI_ATL_2020-09-27
PIT,2020-09-27,19,Sun,3,3,,HOU,W 28-21,19,27,70.4,231,2,5,33,1,105.6,PIT_HOU_2020-09-27
NYJ,2020-09-27,19,Sun,3,3,@,IND,L 7-36,19,25,76.0,234,1,0,0,0,117.7,NYJ_IND_2020-09-27
ARI,2020-09-20,19,Sun,2,2,,WAS,W 30-15,19,33,57.6,199,1,4,24,0,85.3,ARI_WAS_2020-09-20
MIN,2020-09-20,19,Sun,2,2,@,IND,L 11-28,19,25,76.0,203,1,2,11,1,95.9,MIN_IND_2020-09-20
PIT,2020-09-20,19,Sun,2,2,,DEN,W 26-21,19,39,48.7,215,2,7,61,1,72.1,PIT_DEN_2020-09-20
TAM,2020-09-13,19,Sun,1,1,@,NOR,L 23-34,19,31,61.3,189,2,1,9,0,100.1,TAM_NOR_2020-09-13
IND,2020-09-13,19,Sun,1,1,@,JAX,L 20-27,19,20,95.0,150,3,4,23,0,137.5,IND_JAX_2020-09-13
GNB,2020-09-13,19,Sun,1,1,@,MIN,W 43-34,19,25,76.0,248,2,2,11,1,116.7,GNB_MIN_2020-09-13
ARI,2020-09-13,19,Sun,1,1,@,SFO,W 24-20,19,33,57.6,243,2,3,16,0,100.9,ARI_SFO_2020-09-13
TAM,2019-12-21,19,Sat,15,16,,HOU,L 20-23,19,32,59.4,161,0,5,23,1,59.5,TAM_HOU_2019-12-21
CLE,2019-12-15,19,Sun,14,15,@,ARI,L 24-38,19,25,76.0,219,1,0,0,1,98.6,CLE_ARI_2019-12-15
TEN,2019-12-15,19,Sun,14,15,,HOU,L 21-24,19,27,70.4,234,2,1,9,2,90.7,TEN_HOU_2019-12-15
