Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,game_id
BUF,2018-09-16,21,Sun,2,2,,LAC,L 20-31,21,5,16,0,9,3,33.3,0,0,,BUF_LAC_2018-09-16
DEN,2018-09-16,21,Sun,2,2,,OAK,W 20-19,21,3,16,2,10,3,30.0,1,0,0.0,DEN_OAK_2018-09-16
MIA,2018-09-16,21,Sun,2,2,@,NYJ,W 20-12,21,3,17,1,10,3,30.0,0,0,,MIA_NYJ_2018-09-16
TEN,2018-09-16,21,Sun,2,2,,HOU,W 20-17,21,6,13,2,11,5,45.5,0,0,,TEN_HOU_2018-09-16
NWE,2018-09-09,21,Sun,1,1,,HOU,W 27-20,21,10,8,3,11,2,18.2,1,0,0.0,NWE_HOU_2018-09-09
CHI,2017-12-31,21,Sun,16,17,@,MIN,L 10-23,21,8,9,4,13,5,38.5,0,0,,CHI_MIN_2017-12-31
BUF,2017-12-31,21,Sun,16,17,@,MIA,W 22-16,21,5,15,1,13,5,38.5,3,1,33.3,BUF_MIA_2017-12-31
SEA,2017-12-24,21,Sun,15,16,@,DAL,W 21-12,21,7,10,4,13,6,46.2,1,1,100.0,SEA_DAL_2017-12-24
NYJ,2017-12-24,21,Sun,15,16,,LAC,L 7-14,21,6,14,1,15,5,33.3,0,0,,NYJ_LAC_2017-12-24
PIT,2017-12-17,21,Sun,14,15,,NWE,L 24-27,21,5,14,2,9,3,33.3,1,1,100.0,PIT_NWE_2017-12-17
NWE,2017-12-17,21,Sun,14,15,@,PIT,W 27-24,21,7,14,0,16,10,62.5,0,0,,NWE_PIT_2017-12-17
OAK,2017-12-17,21,Sun,14,15,,DAL,L 17-20,21,9,9,3,10,2,20.0,2,2,100.0,OAK_DAL_2017-12-17
MIA,2017-12-17,21,Sun,14,15,@,BUF,L 16-24,21,9,10,2,15,7,46.7,1,0,0.0,MIA_BUF_2017-12-17
BUF,2017-12-17,21,Sun,14,15,,MIA,W 24-16,21,7,13,1,16,5,31.3,2,1,50.0,BUF_MIA_2017-12-17
NWE,2017-12-11,21,Mon,13,14,@,MIA,L 20-27,21,6,13,2,14,4,28.6,1,1,100.0,NWE_MIA_2017-12-11
DAL,2017-12-10,21,Sun,13,14,@,NYG,W 30-10,21,6,11,4,16,6,37.5,0,0,,DAL_NYG_2017-12-10
CAR,2017-12-10,21,Sun,13,14,,MIN,W 31-24,21,5,14,2,15,7,46.7,1,0,0.0,CAR_MIN_2017-12-10
TAM,2017-12-10,21,Sun,13,14,,DET,L 21-24,21,3,16,2,11,5,45.5,0,0,,TAM_DET_2017-12-10
WAS,2017-11-30,21,Thu,12,13,@,DAL,L 14-38,21,13,6,2,14,7,50.0,1,0,0.0,WAS_DAL_2017-11-30
CIN,2017-11-26,21,Sun,11,12,,CLE,W 30-16,21,12,8,1,15,6,40.0,3,2,66.7,CIN_CLE_2017-11-26
DEN,2017-11-26,21,Sun,11,12,@,OAK,L 14-21,21,6,10,5,13,5,38.5,0,0,,DEN_OAK_2017-11-26
CAR,2017-11-26,21,Sun,11,12,@,NYJ,W 35-27,21,3,14,4,14,5,35.7,0,0,,CAR_NYJ_2017-11-26
NWE,2017-11-19,21,Sun,10,11,@,OAK,W 33-8,21,7,13,1,15,7,46.7,4,2,50.0,NWE_OAK_2017-11-19
WAS,2017-11-12,21,Sun,9,10,,MIN,L 30-38,21,6,15,0,12,8,66.7,0,0,,WAS_MIN_2017-11-12
NYG,2017-11-12,21,Sun,9,10,@,SFO,L 21-31,21,8,12,1,12,8,66.7,1,0,0.0,NYG_SFO_2017-11-12
DET,2017-11-06,21,Mon,8,9,@,GNB,W 30-17,21,7,13,1,9,2,22.2,2,0,0.0,DET_GNB_2017-11-06
TAM,2017-11-05,21,Sun,8,9,@,NOR,L 10-30,21,8,13,0,13,7,53.8,0,0,,TAM_NOR_2017-11-05
BUF,2017-11-02,21,Thu,8,9,@,NYJ,L 21-34,21,10,6,5,14,6,42.9,0,0,,BUF_NYJ_2017-11-02
NYJ,2017-11-02,21,Thu,9,9,,BUF,W 34-21,21,3,13,5,16,6,37.5,1,0,0.0,NYJ_BUF_2017-11-02
HOU,2017-10-29,21,Sun,7,8,@,SEA,L 38-41,21,3,15,3,12,5,41.7,0,0,,HOU_SEA_2017-10-29
PIT,2017-10-29,21,Sun,8,8,@,DET,W 20-15,21,4,16,1,12,2,16.7,2,0,0.0,PIT_DET_2017-10-29
CIN,2017-10-22,21,Sun,6,7,@,PIT,L 14-29,21,7,11,3,11,2,18.2,3,1,33.3,CIN_PIT_2017-10-22
NWE,2017-10-22,21,Sun,7,7,,ATL,W 23-7,21,8,13,0,9,2,22.2,3,1,33.3,NWE_ATL_2017-10-22
ARI,2017-10-15,21,Sun,6,6,,TAM,W 38-33,21,3,17,1,14,7,50.0,3,2,66.7,ARI_TAM_2017-10-15
WAS,2017-10-15,21,Sun,5,6,,SFO,W 26-24,21,7,12,2,17,6,35.3,2,1,50.0,WAS_SFO_2017-10-15
SEA,2017-10-08,21,Sun,5,5,@,LAR,W 16-10,21,4,14,3,15,8,53.3,1,0,0.0,SEA_LAR_2017-10-08
JAX,2017-10-08,21,Sun,5,5,@,PIT,W 30-9,21,5,16,0,15,7,46.7,0,0,,JAX_PIT_2017-10-08
NYG,2017-10-08,21,Sun,5,5,,LAC,L 22-27,21,7,12,2,18,8,44.4,0,0,,NYG_LAC_2017-10-08
GNB,2017-09-24,21,Sun,3,3,,CIN,W 27-24 (OT),21,6,13,2,12,4,33.3,0,0,,GNB_CIN_2017-09-24
CAR,2017-09-24,21,Sun,3,3,,NOR,L 13-34,21,9,12,0,12,6,50.0,0,0,,CAR_NOR_2017-09-24
HOU,2017-09-24,21,Sun,3,3,@,NWE,L 33-36,21,1,16,4,13,6,46.2,0,0,,HOU_NWE_2017-09-24
PHI,2017-09-24,21,Sun,3,3,,NYG,W 27-24,21,2,17,2,10,3,30.0,2,0,0.0,PHI_NYG_2017-09-24
ATL,2017-09-24,21,Sun,3,3,@,DET,W 30-26,21,3,15,3,13,3,23.1,0,0,,ATL_DET_2017-09-24
BUF,2017-09-24,21,Sun,3,3,,DEN,W 26-16,21,7,10,4,14,6,42.9,2,0,0.0,BUF_DEN_2017-09-24
SEA,2017-09-24,21,Sun,3,3,@,TEN,L 27-33,21,5,10,6,14,4,28.6,0,0,,SEA_TEN_2017-09-24
SFO,2017-09-17,21,Sun,2,2,@,SEA,L 9-12,21,9,10,2,19,8,42.1,1,1,100.0,SFO_SEA_2017-09-17
LAR,2017-09-17,21,Sun,2,2,,WAS,L 20-27,21,8,12,1,13,5,38.5,0,0,,LAR_WAS_2017-09-17
NYJ,2017-09-17,21,Sun,2,2,@,OAK,L 20-45,21,6,13,2,12,8,66.7,0,0,,NYJ_OAK_2017-09-17
LAC,2017-09-17,21,Sun,2,2,,MIA,L 17-19,21,6,13,2,13,5,38.5,1,0,0.0,LAC_MIA_2017-09-17
JAX,2017-09-17,21,Sun,2,2,,TEN,L 16-37,21,12,9,0,13,6,46.2,0,0,,JAX_TEN_2017-09-17
OAK,2017-09-10,21,Sun,1,1,@,TEN,W 26-16,21,5,15,1,14,7,50.0,0,0,,OAK_TEN_2017-09-10
BUF,2023-01-08,20,Sun,16,18,,NWE,W 35-23,20,6,13,1,13,4,30.8,2,2,100.0,BUF_NWE_2023-01-08
CIN,2023-01-08,20,Sun,16,18,,BAL,W 27-16,20,7,12,1,16,6,37.5,2,0,0.0,CIN_BAL_2023-01-08
MIN,2023-01-01,20,Sun,16,17,@,GNB,L 17-41,20,9,10,1,12,7,58.3,1,0,0.0,MIN_GNB_2023-01-01
NYJ,2023-01-01,20,Sun,16,17,@,SEA,L 6-23,20,9,10,1,15,5,33.3,2,1,50.0,NYJ_SEA_2023-01-01
ARI,2023-01-01,20,Sun,16,17,@,ATL,L 19-20,20,10,9,1,11,5,45.5,2,1,50.0,ARI_ATL_2023-01-01
HOU,2023-01-01,20,Sun,16,17,,JAX,L 3-31,20,7,10,3,12,4,33.3,0,0,,HOU_JAX_2023-01-01
SEA,2023-01-01,20,Sun,16,17,,NYJ,W 23-6,20,5,14,1,13,4,30.8,2,0,0.0,SEA_NYJ_2023-01-01
CHI,2022-12-24,20,Sat,15,16,,BUF,L 13-35,20,11,9,0,11,6,54.5,1,1,100.0,CHI_BUF_2022-12-24
TAM,2022-12-18,20,Sun,14,15,,CIN,L 23-34,20,3,14,3,13,5,38.5,0,0,,TAM_CIN_2022-12-18
NYG,2022-12-18,20,Sun,14,15,@,WAS,W 20-12,20,9,10,1,10,1,10.0,2,1,50.0,NYG_WAS_2022-12-18
CHI,2022-12-18,20,Sun,14,15,,PHI,L 20-25,20,8,11,1,16,9,56.3,2,1,50.0,CHI_PHI_2022-12-18
BUF,2022-12-17,20,Sat,14,15,,MIA,W 32-29,20,8,9,3,14,5,35.7,1,1,100.0,BUF_MIA_2022-12-17
MIN,2022-12-17,20,Sat,14,15,,IND,W 39-36 (OT),20,8,11,1,19,6,31.6,1,0,0.0,MIN_IND_2022-12-17
DEN,2022-12-11,20,Sun,13,14,,KAN,L 28-34,20,5,15,0,12,6,50.0,0,0,,DEN_KAN_2022-12-11
LVR,2022-12-08,20,Thu,13,14,@,LAR,L 16-17,20,3,12,5,12,4,33.3,1,1,100.0,LVR_LAR_2022-12-08
SEA,2022-12-04,20,Sun,12,13,@,LAR,W 27-23,20,11,7,2,12,4,33.3,2,1,50.0,SEA_LAR_2022-12-04
CIN,2022-12-04,20,Sun,12,13,,KAN,W 27-24,20,9,11,0,11,6,54.5,2,2,100.0,CIN_KAN_2022-12-04
WAS,2022-12-04,20,Sun,13,13,@,NYG,T 20-20 (OT),20,10,9,1,13,4,30.8,0,0,,WAS_NYG_2022-12-04
DEN,2022-12-04,20,Sun,12,13,@,BAL,L 9-10,20,9,8,3,13,3,23.1,3,3,100.0,DEN_BAL_2022-12-04
LAC,2022-11-27,20,Sun,11,12,@,ARI,W 25-24,20,9,10,1,13,7,53.8,1,0,0.0,LAC_ARI_2022-11-27
ATL,2022-11-27,20,Sun,12,12,@,WAS,L 13-19,20,11,8,1,12,5,41.7,1,1,100.0,ATL_WAS_2022-11-27
ATL,2022-11-20,20,Sun,11,11,,CHI,W 27-24,20,12,7,1,16,9,56.3,0,0,,ATL_CHI_2022-11-20
HOU,2022-11-20,20,Sun,10,11,,WAS,L 10-23,20,9,10,1,13,3,23.1,2,2,100.0,HOU_WAS_2022-11-20
DEN,2022-11-20,20,Sun,10,11,,LVR,L 16-22 (OT),20,8,10,2,11,3,27.3,0,0,,DEN_LVR_2022-11-20
DAL,2022-11-13,20,Sun,9,10,@,GNB,L 28-31 (OT),20,9,8,3,13,6,46.2,1,1,100.0,DAL_GNB_2022-11-13
MIA,2022-11-13,20,Sun,10,10,,CLE,W 39-17,20,7,10,3,12,5,41.7,5,2,40.0,MIA_CLE_2022-11-13
LVR,2022-11-13,20,Sun,9,10,,IND,L 20-25,20,8,10,2,11,6,54.5,0,0,,LVR_IND_2022-11-13
CAR,2022-11-10,20,Thu,10,10,,ATL,W 25-15,20,6,11,3,11,3,27.3,2,0,0.0,CAR_ATL_2022-11-10
PHI,2022-11-03,20,Thu,8,9,@,HOU,W 29-17,20,10,8,2,9,2,22.2,0,0,,PHI_HOU_2022-11-03
GNB,2022-10-30,20,Sun,8,8,@,BUF,L 17-27,20,9,8,3,7,2,28.6,0,0,,GNB_BUF_2022-10-30
IND,2022-10-30,20,Sun,8,8,,WAS,L 16-17,20,7,13,0,12,2,16.7,3,2,66.7,IND_WAS_2022-10-30
PIT,2022-10-30,20,Sun,8,8,@,PHI,L 13-35,20,6,13,1,12,7,58.3,1,1,100.0,PIT_PHI_2022-10-30
BAL,2022-10-27,20,Thu,8,8,@,TAM,W 27-22,20,4,13,3,13,4,30.8,1,1,100.0,BAL_TAM_2022-10-27
PIT,2022-10-16,20,Sun,6,6,,TAM,W 20-18,20,7,11,2,14,4,28.6,2,2,100.0,PIT_TAM_2022-10-16
CLE,2022-10-16,20,Sun,6,6,,NWE,L 15-38,20,3,14,3,14,7,50.0,0,0,,CLE_NWE_2022-10-16
WAS,2022-10-13,20,Thu,6,6,@,CHI,W 12-7,20,9,9,2,13,5,38.5,4,1,25.0,WAS_CHI_2022-10-13
BAL,2022-10-09,20,Sun,5,5,,CIN,W 19-17,20,7,10,3,10,4,40.0,1,0,0.0,BAL_CIN_2022-10-09
CAR,2022-10-02,20,Sun,4,4,,ARI,L 16-26,20,8,10,2,15,6,40.0,2,0,0.0,CAR_ARI_2022-10-02
NYJ,2022-10-02,20,Sun,4,4,@,PIT,W 24-20,20,7,11,2,12,6,50.0,1,1,100.0,NYJ_PIT_2022-10-02
CIN,2022-09-29,20,Thu,4,4,,MIA,W 27-15,20,3,13,4,10,2,20.0,1,0,0.0,CIN_MIA_2022-09-29
NYJ,2022-09-25,20,Sun,3,3,,CIN,L 12-27,20,6,12,2,14,7,50.0,1,0,0.0,NYJ_CIN_2022-09-25
IND,2022-09-25,20,Sun,3,3,,KAN,W 20-17,20,6,12,2,10,3,30.0,2,1,50.0,IND_KAN_2022-09-25
PHI,2022-09-25,20,Sun,3,3,@,WAS,W 24-8,20,5,11,4,17,6,35.3,2,0,0.0,PHI_WAS_2022-09-25
CLE,2022-09-22,20,Thu,3,3,,PIT,W 29-17,20,9,10,1,9,1,11.1,0,0,,CLE_PIT_2022-09-22
PHI,2022-09-19,20,Mon,2,2,,MIN,W 24-7,20,3,16,1,12,4,33.3,0,0,,PHI_MIN_2022-09-19
HOU,2022-09-18,20,Sun,2,2,@,DEN,L 9-16,20,5,11,4,12,3,25.0,1,1,100.0,HOU_DEN_2022-09-18
ARI,2022-09-18,20,Sun,2,2,@,LVR,W 29-23 (OT),20,4,14,2,11,6,54.5,0,0,,ARI_LVR_2022-09-18
CLE,2022-09-18,20,Sun,2,2,,NYJ,L 30-31,20,3,16,1,15,8,53.3,1,1,100.0,CLE_NYJ_2022-09-18
SEA,2022-09-12,20,Mon,1,1,,DEN,W 17-16,20,5,13,2,15,8,53.3,1,0,0.0,SEA_DEN_2022-09-12
IND,2022-09-11,20,Sun,1,1,@,HOU,T 20-20 (OT),20,4,12,4,15,5,33.3,0,0,,IND_HOU_2022-09-11
SEA,2022-01-09,20,Sun,17,18,@,ARI,W 38-30,20,9,10,1,18,9,50.0,2,1,50.0,SEA_ARI_2022-01-09
PIT,2022-01-09,20,Sun,17,18,@,BAL,W 16-13 (OT),20,14,5,1,14,3,21.4,2,1,50.0,PIT_BAL_2022-01-09
CLE,2022-01-03,20,Mon,16,17,@,PIT,L 14-26,20,8,10,2,18,5,27.8,2,1,50.0,CLE_PIT_2022-01-03
BAL,2022-01-02,20,Sun,16,17,,LAR,L 19-20,20,6,14,0,9,3,33.3,1,1,100.0,BAL_LAR_2022-01-02
SEA,2022-01-02,20,Sun,16,17,,DET,W 51-29,20,5,12,3,10,5,50.0,2,1,50.0,SEA_DET_2022-01-02
BUF,2021-12-26,20,Sun,15,16,@,NWE,W 33-21,20,11,7,2,10,1,10.0,6,5,83.3,BUF_NWE_2021-12-26
KAN,2021-12-26,20,Sun,15,16,,PIT,W 36-10,20,6,13,1,13,5,38.5,3,2,66.7,KAN_PIT_2021-12-26
IND,2021-12-25,20,Sat,15,16,@,ARI,W 22-16,20,8,12,0,13,6,46.2,3,1,33.3,IND_ARI_2021-12-25
ARI,2021-12-25,20,Sat,15,16,,IND,L 16-22,20,5,11,4,15,8,53.3,1,0,0.0,ARI_IND_2021-12-25
SEA,2021-12-21,20,Tue,14,15,@,LAR,L 10-20,20,7,11,2,12,6,50.0,1,0,0.0,SEA_LAR_2021-12-21
CLE,2021-12-20,20,Mon,14,15,,LVR,L 14-16,20,5,14,1,13,6,46.2,1,1,100.0,CLE_LVR_2021-12-20
IND,2021-12-18,20,Sat,14,15,,NWE,W 27-17,20,3,15,2,15,6,40.0,3,1,33.3,IND_NWE_2021-12-18
HOU,2021-12-12,20,Sun,13,14,,SEA,L 13-33,20,7,11,2,13,7,53.8,0,0,,HOU_SEA_2021-12-12
CAR,2021-12-12,20,Sun,13,14,,ATL,L 21-29,20,9,10,1,14,7,50.0,2,2,100.0,CAR_ATL_2021-12-12
BAL,2021-12-12,20,Sun,13,14,@,CLE,L 22-24,20,7,10,3,13,6,46.2,0,0,,BAL_CLE_2021-12-12
LAC,2021-12-12,20,Sun,13,14,,NYG,W 37-21,20,10,8,2,14,7,50.0,2,0,0.0,LAC_NYG_2021-12-12
ATL,2021-11-28,20,Sun,11,12,@,JAX,W 21-14,20,7,13,0,16,9,56.3,2,0,0.0,ATL_JAX_2021-11-28
DEN,2021-11-28,20,Sun,11,12,,LAC,W 28-13,20,3,15,2,14,7,50.0,2,1,50.0,DEN_LAC_2021-11-28
NYJ,2021-11-21,20,Sun,10,11,,MIA,L 17-24,20,5,13,2,14,8,57.1,0,0,,NYJ_MIA_2021-11-21
ATL,2021-11-18,20,Thu,10,11,,NWE,L 0-25,20,9,7,4,12,4,33.3,0,0,,ATL_NWE_2021-11-18
LAR,2021-11-15,20,Mon,10,10,@,SFO,L 10-31,20,10,9,1,14,8,57.1,2,1,50.0,LAR_SFO_2021-11-15
MIN,2021-11-14,20,Sun,9,10,@,LAC,W 27-20,20,3,13,4,12,5,41.7,0,0,,MIN_LAC_2021-11-14
PIT,2021-11-08,20,Mon,8,9,,CHI,W 29-27,20,7,11,2,12,4,33.3,0,0,,PIT_CHI_2021-11-08
CHI,2021-11-08,20,Mon,9,9,@,PIT,L 27-29,20,8,8,4,17,6,35.3,2,2,100.0,CHI_PIT_2021-11-08
LAC,2021-11-07,20,Sun,8,9,@,PHI,W 27-24,20,13,7,0,12,8,66.7,0,0,,LAC_PHI_2021-11-07
SEA,2021-10-31,20,Sun,8,8,,JAX,W 31-7,20,2,17,1,14,5,35.7,4,1,25.0,SEA_JAX_2021-10-31
CIN,2021-10-24,20,Sun,7,7,@,BAL,W 41-17,20,8,12,0,16,5,31.3,4,1,25.0,CIN_BAL_2021-10-24
DET,2021-10-17,20,Sun,6,6,,CIN,L 11-34,20,8,10,2,15,8,53.3,2,2,100.0,DET_CIN_2021-10-17
MIN,2021-10-17,20,Sun,6,6,@,CAR,W 34-28 (OT),20,8,8,4,12,2,16.7,2,2,100.0,MIN_CAR_2021-10-17
KAN,2021-10-10,20,Sun,5,5,,BUF,L 20-38,20,7,12,1,11,5,45.5,0,0,,KAN_BUF_2021-10-10
SFO,2021-10-10,20,Sun,5,5,@,ARI,L 10-17,20,8,11,1,10,3,30.0,0,0,,SFO_ARI_2021-10-10
DAL,2021-10-10,20,Sun,5,5,,NYG,W 44-20,20,3,15,2,13,4,30.8,3,2,66.7,DAL_NYG_2021-10-10
DET,2021-10-03,20,Sun,4,4,@,CHI,L 14-24,20,13,5,2,8,1,12.5,1,1,100.0,DET_CHI_2021-10-03
TAM,2021-10-03,20,Sun,4,4,@,NWE,W 19-17,20,1,16,3,9,2,22.2,0,0,,TAM_NWE_2021-10-03
MIN,2021-10-03,20,Sun,4,4,,CLE,L 7-14,20,10,9,1,18,7,38.9,1,0,0.0,MIN_CLE_2021-10-03
DEN,2021-10-03,20,Sun,4,4,,BAL,L 7-23,20,6,14,0,17,7,41.2,0,0,,DEN_BAL_2021-10-03
MIA,2021-10-03,20,Sun,4,4,,IND,L 17-27,20,9,9,2,15,6,40.0,1,1,100.0,MIA_IND_2021-10-03
ARI,2021-09-26,20,Sun,3,3,@,JAX,W 31-19,20,9,10,1,11,2,18.2,1,1,100.0,ARI_JAX_2021-09-26
LVR,2021-09-13,20,Mon,1,1,,BAL,W 33-27 (OT),20,8,11,1,12,3,25.0,2,1,50.0,LVR_BAL_2021-09-13
MIN,2021-09-12,20,Sun,1,1,@,CIN,L 24-27 (OT),20,7,12,1,14,3,21.4,3,2,66.7,MIN_CIN_2021-09-12
HOU,2021-09-12,20,Sun,1,1,,JAX,W 37-21,20,5,13,2,11,3,27.3,1,1,100.0,HOU_JAX_2021-09-12
CAR,2021-01-03,20,Sun,16,17,,NOR,L 7-33,20,9,11,0,14,6,42.9,1,1,100.0,CAR_NOR_2021-01-03
SEA,2020-12-27,20,Sun,15,16,,LAR,W 20-9,20,4,15,1,19,9,47.4,2,0,0.0,SEA_LAR_2020-12-27
CAR,2020-12-27,20,Sun,15,16,@,WAS,W 20-13,20,8,10,2,15,7,46.7,3,1,33.3,CAR_WAS_2020-12-27
SFO,2020-12-26,20,Sat,15,16,@,ARI,W 20-12,20,9,9,2,16,4,25.0,6,4,66.7,SFO_ARI_2020-12-26
HOU,2020-12-20,20,Sun,14,15,@,IND,L 20-27,20,10,10,0,11,6,54.5,1,1,100.0,HOU_IND_2020-12-20
GNB,2020-12-19,20,Sat,14,15,,CAR,W 24-16,20,10,8,2,12,4,33.3,2,1,50.0,GNB_CAR_2020-12-19
CAR,2020-12-19,20,Sat,14,15,@,GNB,L 16-24,20,9,8,3,12,5,41.7,0,0,,CAR_GNB_2020-12-19
PHI,2020-12-13,20,Sun,13,14,,NOR,W 24-21,20,5,15,0,12,5,41.7,1,0,0.0,PHI_NOR_2020-12-13
TEN,2020-12-13,20,Sun,13,14,@,JAX,W 31-10,20,3,16,1,14,5,35.7,3,1,33.3,TEN_JAX_2020-12-13
IND,2020-12-06,20,Sun,12,13,@,HOU,W 26-20,20,4,15,1,13,5,38.5,0,0,,IND_HOU_2020-12-06
MIN,2020-12-06,20,Sun,12,13,,JAX,W 27-24 (OT),20,5,15,0,13,4,30.8,0,0,,MIN_JAX_2020-12-06
PHI,2020-12-06,20,Sun,12,13,@,GNB,L 16-30,20,6,14,0,12,5,41.7,1,1,100.0,PHI_GNB_2020-12-06
PHI,2020-11-30,20,Mon,11,12,,SEA,L 17-23,20,4,11,5,10,2,20.0,2,0,0.0,PHI_SEA_2020-11-30
KAN,2020-11-29,20,Sun,11,12,@,TAM,W 27-24,20,3,14,3,9,3,33.3,1,1,100.0,KAN_TAM_2020-11-29
LAR,2020-11-23,20,Mon,10,11,@,TAM,W 27-24,20,4,14,2,14,7,50.0,1,0,0.0,LAR_TAM_2020-11-23
DET,2020-11-22,20,Sun,10,11,@,CAR,L 0-20,20,7,12,1,15,5,33.3,0,0,,DET_CAR_2020-11-22
CIN,2020-11-22,20,Sun,10,11,@,WAS,L 9-20,20,10,9,1,13,4,30.8,0,0,,CIN_WAS_2020-11-22
LAC,2020-11-22,20,Sun,10,11,,NYJ,W 34-28,20,6,9,5,11,5,45.5,2,1,50.0,LAC_NYJ_2020-11-22
LAR,2020-11-15,20,Sun,9,10,,SEA,W 23-16,20,6,13,1,14,7,50.0,0,0,,LAR_SEA_2020-11-15
HOU,2020-11-15,20,Sun,9,10,@,CLE,L 7-10,20,13,5,2,12,6,50.0,1,0,0.0,HOU_CLE_2020-11-15
LVR,2020-11-15,20,Sun,9,10,,DEN,W 37-12,20,4,14,2,15,7,46.7,1,1,100.0,LVR_DEN_2020-11-15
DAL,2020-11-08,20,Sun,9,9,,PIT,L 19-24,20,2,15,3,13,5,38.5,2,0,0.0,DAL_PIT_2020-11-08
BAL,2020-11-08,20,Sun,8,9,@,IND,W 24-10,20,7,11,2,12,2,16.7,4,2,50.0,BAL_IND_2020-11-08
BUF,2020-11-01,20,Sun,8,8,,NWE,W 24-21,20,11,8,1,10,5,50.0,0,0,,BUF_NWE_2020-11-01
GNB,2020-11-01,20,Sun,7,8,,MIN,L 22-28,20,11,6,3,8,4,50.0,1,1,100.0,GNB_MIN_2020-11-01
IND,2020-11-01,20,Sun,7,8,@,DET,W 41-21,20,2,17,1,14,7,50.0,1,0,0.0,IND_DET_2020-11-01
GNB,2020-10-25,20,Sun,6,7,@,HOU,W 35-20,20,4,15,1,14,6,42.9,1,0,0.0,GNB_HOU_2020-10-25
KAN,2020-10-19,20,Mon,6,6,@,BUF,W 26-17,20,8,7,5,9,4,44.4,0,0,,KAN_BUF_2020-10-19
WAS,2020-10-11,20,Sun,5,5,,LAR,L 10-30,20,7,11,2,15,6,40.0,1,0,0.0,WAS_LAR_2020-10-11
DAL,2020-10-11,20,Sun,5,5,,NYG,W 37-34,20,7,11,2,13,7,53.8,0,0,,DAL_NYG_2020-10-11
PIT,2020-10-11,20,Sun,4,5,,PHI,W 38-29,20,4,14,2,14,10,71.4,1,0,0.0,PIT_PHI_2020-10-11
MIN,2020-10-04,20,Sun,4,4,@,HOU,W 31-23,20,5,12,3,12,3,25.0,2,1,50.0,MIN_HOU_2020-10-04
CAR,2020-09-20,20,Sun,2,2,@,TAM,L 17-31,20,5,11,4,11,5,45.5,0,0,,CAR_TAM_2020-09-20
PIT,2020-09-14,20,Mon,1,1,@,NYG,W 26-16,20,2,16,2,15,8,53.3,1,1,100.0,PIT_NYG_2020-09-14
BAL,2020-09-13,20,Sun,1,1,,CLE,W 38-6,20,6,10,4,12,3,25.0,3,0,0.0,BAL_CLE_2020-09-13
NWE,2020-09-13,20,Sun,1,1,,MIA,W 21-11,20,6,11,3,11,4,36.4,0,0,,NWE_MIA_2020-09-13
TEN,2019-12-29,20,Sun,16,17,@,HOU,W 35-14,20,9,11,0,12,3,25.0,4,2,50.0,TEN_HOU_2019-12-29
ATL,2019-12-15,20,Sun,14,15,@,SFO,W 29-22,20,8,10,2,12,4,33.3,1,1,100.0,ATL_SFO_2019-12-15
GNB,2019-12-15,20,Sun,14,15,,CHI,W 21-13,20,4,15,1,20,9,45.0,3,0,0.0,GNB_CHI_2019-12-15
SFO,2019-12-15,20,Sun,14,15,,ATL,L 22-29,20,3,14,3,13,7,53.8,0,0,,SFO_ATL_2019-12-15
ARI,2019-12-08,20,Sun,13,14,,PIT,L 17-23,20,6,10,4,11,4,36.4,1,0,0.0,ARI_PIT_2019-12-08
NWE,2019-12-08,20,Sun,13,14,,KAN,L 16-23,20,3,13,4,16,5,31.3,1,1,100.0,NWE_KAN_2019-12-08
GNB,2019-12-01,20,Sun,12,13,@,NYG,W 31-13,20,7,12,1,14,5,35.7,4,3,75.0,GNB_NYG_2019-12-01
CAR,2019-12-01,20,Sun,12,13,,WAS,L 21-29,20,11,8,1,11,3,27.3,0,0,,CAR_WAS_2019-12-01
NYG,2019-11-24,20,Sun,11,12,@,CHI,L 14-19,20,5,14,1,15,4,26.7,0,0,,NYG_CHI_2019-11-24
ATL,2019-11-24,20,Sun,11,12,,TAM,L 22-35,20,7,13,0,13,6,46.2,0,0,,ATL_TAM_2019-11-24
MIN,2019-11-17,20,Sun,11,11,,DEN,W 27-23,20,6,11,3,18,5,27.8,4,4,100.0,MIN_DEN_2019-11-17
CAR,2019-11-17,20,Sun,10,11,,ATL,L 3-29,20,4,15,1,14,6,42.9,1,1,100.0,CAR_ATL_2019-11-17
CIN,2019-11-17,20,Sun,10,11,@,OAK,L 10-17,20,7,12,1,15,7,46.7,1,1,100.0,CIN_OAK_2019-11-17
TAM,2019-11-10,20,Sun,9,10,,ARI,W 30-27,20,4,14,2,10,1,10.0,3,2,66.7,TAM_ARI_2019-11-10
CIN,2019-11-10,20,Sun,9,10,,BAL,L 13-49,20,7,13,0,6,4,66.7,1,1,100.0,CIN_BAL_2019-11-10
CLE,2019-11-10,20,Sun,9,10,,BUF,W 19-16,20,6,12,2,13,5,38.5,2,0,0.0,CLE_BUF_2019-11-10
DAL,2019-11-04,20,Mon,8,9,@,NYG,W 37-18,20,6,11,3,16,5,31.3,1,1,100.0,DAL_NYG_2019-11-04
BAL,2019-10-20,20,Sun,7,7,@,SEA,W 30-16,20,8,10,2,17,10,58.8,0,0,,BAL_SEA_2019-10-20
