Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,game_id
CHI,2021-12-26,317,Sun,15,16,@,SEA,W 25-24,317,69,4.59,53,6.25,0,38:25,3:03,CHI_SEA_2021-12-26
ATL,2019-11-10,317,Sun,9,10,@,NOR,W 26-9,317,70,4.53,63,4.92,1,33:46,3:10,ATL_NOR_2019-11-10
OAK,2018-11-11,317,Sun,9,10,,LAC,L 6-20,317,63,5.03,53,6.32,1,31:10,2:51,OAK_LAC_2018-11-11
CLE,2018-10-14,317,Sun,6,6,,LAC,L 14-38,317,72,4.40,58,7.74,2,28:23,3:07,CLE_LAC_2018-10-14
NYG,2017-11-19,317,Sun,10,11,,KAN,W 12-9 (OT),317,68,4.66,71,5.11,1,30:50,3:20,NYG_KAN_2017-11-19
NYG,2022-12-04,316,Sun,12,13,,WAS,T 20-20 (OT),316,65,4.86,82,5.01,1,28:49,3:22,NYG_WAS_2022-12-04
DET,2021-12-12,316,Sun,13,14,@,DEN,L 10-38,316,62,5.10,65,5.51,2,27:53,2:54,DET_DEN_2021-12-12
NYG,2021-12-12,316,Sun,13,14,@,LAC,L 21-37,316,65,4.86,70,6.04,2,25:40,3:01,NYG_LAC_2021-12-12
GNB,2021-01-03,316,Sun,16,17,@,CHI,W 35-16,316,44,7.18,74,4.81,1,24:32,2:54,GNB_CHI_2021-01-03
LAC,2020-12-27,316,Sun,15,16,,DEN,W 19-16,316,55,5.75,77,5.14,0,26:51,3:00,LAC_DEN_2020-12-27
WAS,2020-09-20,316,Sun,2,2,@,ARI,L 15-30,316,60,5.27,73,6.00,2,26:15,3:12,WAS_ARI_2020-09-20
MIA,2019-11-03,316,Sun,8,9,,NYJ,W 26-18,316,64,4.94,63,5.10,0,31:14,3:19,MIA_NYJ_2019-11-03
CIN,2019-09-15,316,Sun,2,2,,SFO,L 17-41,316,65,4.86,68,8.40,1,27:41,2:59,CIN_SFO_2019-09-15
MIN,2018-10-21,316,Sun,7,7,@,NYJ,W 37-17,316,65,4.86,69,3.81,0,32:11,3:29,MIN_NYJ_2018-10-21
CHI,2018-09-23,316,Sun,3,3,@,ARI,W 16-14,316,69,4.58,48,4.60,2,36:21,3:07,CHI_ARI_2018-09-23
TEN,2017-11-16,316,Thu,10,11,@,PIT,L 17-40,316,60,5.27,69,5.06,4,28:20,3:17,TEN_PIT_2017-11-16
PIT,2017-11-12,316,Sun,9,10,@,IND,W 20-17,316,62,5.10,56,4.77,1,29:58,3:06,PIT_IND_2017-11-12
GNB,2023-01-01,315,Sun,16,17,,MIN,W 41-17,315,61,5.16,57,6.07,0,34:04,2:54,GNB_MIN_2023-01-01
JAX,2022-11-13,315,Sun,10,10,@,KAN,L 17-27,315,61,5.16,62,7.84,0,31:39,2:58,JAX_KAN_2022-11-13
ATL,2022-11-06,315,Sun,9,9,,LAC,L 17-20,315,60,5.25,67,5.01,2,31:49,2:55,ATL_LAC_2022-11-06
DAL,2022-10-16,315,Sun,6,6,@,PHI,L 17-26,315,64,4.92,68,3.94,3,25:30,3:03,DAL_PHI_2022-10-16
ARI,2022-10-16,315,Sun,6,6,@,SEA,L 9-19,315,71,4.44,66,4.48,2,30:44,3:08,ARI_SEA_2022-10-16
KAN,2022-09-25,315,Sun,3,3,@,IND,L 17-20,315,60,5.25,69,3.75,2,26:28,3:05,KAN_IND_2022-09-25
GNB,2022-09-25,315,Sun,3,3,@,TAM,W 14-12,315,61,5.16,59,4.83,2,33:25,3:00,GNB_TAM_2022-09-25
PHI,2022-01-08,315,Sat,17,18,,DAL,L 26-51,315,70,4.50,61,7.79,1,32:23,3:02,PHI_DAL_2022-01-08
MIA,2021-11-28,315,Sun,12,12,,CAR,W 33-10,315,72,4.38,54,3.67,1,37:34,2:56,MIA_CAR_2021-11-28
PHI,2020-11-22,315,Sun,10,11,@,CLE,L 17-22,315,65,4.85,65,4.98,3,28:16,3:16,PHI_CLE_2020-11-22
CIN,2019-12-15,315,Sun,14,15,,NWE,L 13-34,315,63,5.00,63,4.62,5,32:51,3:05,CIN_NWE_2019-12-15
TAM,2019-12-01,315,Sun,12,13,@,JAX,W 28-11,315,68,4.63,63,3.84,1,33:32,3:20,TAM_JAX_2019-12-01
LAC,2019-11-07,315,Thu,10,10,@,OAK,L 24-26,315,66,4.77,55,5.05,3,34:10,3:13,LAC_OAK_2019-11-07
HOU,2018-12-09,315,Sun,13,14,,IND,L 21-24,315,68,4.63,66,6.61,0,31:57,3:10,HOU_IND_2018-12-09
TAM,2018-12-02,315,Sun,12,13,,CAR,W 24-17,315,59,5.34,65,6.83,1,29:54,3:02,TAM_CAR_2018-12-02
ARI,2018-12-02,315,Sun,12,13,@,GNB,W 20-17,315,57,5.53,74,4.39,0,27:34,3:10,ARI_GNB_2018-12-02
NOR,2017-12-24,315,Sun,15,16,,ATL,W 23-13,315,60,5.25,61,5.43,1,33:48,3:05,NOR_ATL_2017-12-24
LAC,2022-12-26,314,Mon,15,16,@,IND,W 20-3,314,67,4.69,50,3.46,2,33:54,2:48,LAC_IND_2022-12-26
WAS,2022-11-27,314,Sun,12,12,,ATL,W 19-13,314,60,5.23,55,6.04,1,33:09,2:47,WAS_ATL_2022-11-27
ARI,2022-11-21,314,Mon,11,11,,SFO,L 10-38,314,71,4.42,57,6.79,2,30:51,2:59,ARI_SFO_2022-11-21
PHI,2022-11-20,314,Sun,10,11,@,IND,W 17-16,314,61,5.15,62,4.58,2,29:22,2:56,PHI_IND_2022-11-20
PIT,2022-01-09,314,Sun,17,18,@,BAL,W 16-13 (OT),314,75,4.19,71,5.37,1,36:48,3:30,PIT_BAL_2022-01-09
BUF,2021-09-19,314,Sun,2,2,@,MIA,W 35-0,314,64,4.91,70,3.09,2,28:26,3:18,BUF_MIA_2021-09-19
NYG,2021-09-12,314,Sun,1,1,,DEN,L 13-27,314,59,5.32,66,6.36,1,24:52,2:53,NYG_DEN_2021-09-12
ARI,2020-11-19,314,Thu,10,11,@,SEA,L 21-28,314,63,4.98,62,5.60,0,24:53,3:12,ARI_SEA_2020-11-19
SEA,2020-10-11,314,Sun,5,5,,MIN,W 27-26,314,52,6.04,83,5.41,1,20:32,3:07,SEA_MIN_2020-10-11
MIA,2018-11-25,314,Sun,11,12,@,IND,L 24-27,314,51,6.16,65,7.00,1,28:06,2:56,MIA_IND_2018-11-25
PHI,2023-01-01,313,Sun,16,17,,NOR,L 10-20,313,53,5.91,66,4.74,1,22:56,2:53,PHI_NOR_2023-01-01
NOR,2023-01-01,313,Sun,16,17,@,PHI,W 20-10,313,66,4.74,53,5.91,1,37:04,2:53,NOR_PHI_2023-01-01
DEN,2022-11-13,313,Sun,9,10,@,TEN,L 10-17,313,73,4.29,60,5.12,1,33:57,3:20,DEN_TEN_2022-11-13
DEN,2020-11-15,313,Sun,9,10,@,LVR,L 12-37,313,68,4.60,66,5.41,5,23:22,3:19,DEN_LVR_2020-11-15
CLE,2019-12-29,313,Sun,16,17,@,CIN,L 23-33,313,53,5.91,68,5.31,3,25:19,3:00,CLE_CIN_2019-12-29
SFO,2019-12-15,313,Sun,14,15,,ATL,L 22-29,313,62,5.05,61,4.75,2,30:48,3:14,SFO_ATL_2019-12-15
BUF,2019-10-06,313,Sun,5,5,@,TEN,W 14-7,313,63,4.97,54,4.67,1,31:12,2:54,BUF_TEN_2019-10-06
DET,2018-12-16,313,Sun,14,15,@,BUF,L 13-14,313,55,5.69,64,4.88,0,28:54,2:58,DET_BUF_2018-12-16
CIN,2018-12-02,313,Sun,12,13,,DEN,L 10-24,313,64,4.89,57,6.33,3,31:20,3:13,CIN_DEN_2018-12-02
MIA,2017-11-13,313,Mon,9,10,@,CAR,L 21-45,313,54,5.80,71,7.72,1,24:21,3:05,MIA_CAR_2017-11-13
JAX,2017-10-08,313,Sun,5,5,@,PIT,W 30-9,313,53,5.91,77,4.82,1,28:52,3:01,JAX_PIT_2017-10-08
TEN,2023-01-07,312,Sat,17,18,@,JAX,L 16-20,312,72,4.33,47,4.72,2,36:12,2:54,TEN_JAX_2023-01-07
DET,2022-10-23,312,Sun,6,7,@,DAL,L 6-24,312,56,5.57,59,5.59,5,31:14,2:48,DET_DAL_2022-10-23
DET,2022-10-09,312,Sun,5,5,@,NWE,L 0-29,312,64,4.88,56,6.50,2,28:31,2:55,DET_NWE_2022-10-09
LAC,2022-09-25,312,Sun,3,3,,JAX,L 10-38,312,58,5.38,75,5.51,2,21:33,2:59,LAC_JAX_2022-09-25
WAS,2022-01-02,312,Sun,16,17,,PHI,L 16-20,312,61,5.11,61,5.41,1,27:51,2:46,WAS_PHI_2022-01-02
BUF,2021-12-19,312,Sun,14,15,,CAR,W 31-14,312,65,4.80,71,3.87,1,28:35,3:11,BUF_CAR_2021-12-19
MIA,2020-11-08,312,Sun,8,9,@,ARI,W 34-31,312,56,5.57,64,6.91,0,28:57,3:09,MIA_ARI_2020-11-08
DET,2019-11-17,312,Sun,10,11,,DAL,L 27-35,312,57,5.47,71,7.17,0,29:06,3:14,DET_DAL_2019-11-17
GNB,2019-09-22,312,Sun,3,3,,DEN,W 27-16,312,52,6.00,73,4.25,0,24:26,2:58,GNB_DEN_2019-09-22
BUF,2018-12-16,312,Sun,14,15,,DET,W 14-13,312,64,4.88,55,5.69,0,31:06,2:58,BUF_DET_2018-12-16
NOR,2018-11-22,312,Thu,11,12,,ATL,W 31-17,312,55,5.67,69,5.30,1,29:01,2:55,NOR_ATL_2018-11-22
BAL,2017-12-31,312,Sun,16,17,,CIN,L 27-31,312,74,4.22,75,4.79,1,31:21,3:33,BAL_CIN_2017-12-31
BUF,2017-12-31,312,Sun,16,17,@,MIA,W 22-16,312,63,4.95,67,5.31,0,31:04,3:15,BUF_MIA_2017-12-31
MIN,2017-12-03,312,Sun,12,13,@,ATL,W 14-9,312,63,4.95,51,5.39,0,34:02,2:44,MIN_ATL_2017-12-03
SEA,2017-09-17,312,Sun,2,2,,SFO,W 12-9,312,79,3.95,48,5.17,0,36:58,3:00,SEA_SFO_2017-09-17
SFO,2023-01-08,311,Sun,17,18,,ARI,W 38-13,311,61,5.10,50,5.10,0,34:14,2:52,SFO_ARI_2023-01-08
LAC,2022-11-27,311,Sun,11,12,@,ARI,W 25-24,311,64,4.86,64,5.72,0,29:25,3:08,LAC_ARI_2022-11-27
GNB,2021-12-25,311,Sat,15,16,,CLE,W 24-22,311,58,5.36,66,6.18,0,28:19,2:54,GNB_CLE_2021-12-25
BUF,2021-11-21,311,Sun,10,11,,IND,L 15-41,311,54,5.76,66,5.61,4,22:13,2:58,BUF_IND_2021-11-21
CHI,2021-10-24,311,Sun,7,7,@,TAM,L 3-38,311,65,4.78,70,5.83,5,28:55,2:56,CHI_TAM_2021-10-24
LAR,2020-10-18,311,Sun,6,6,@,SFO,L 16-24,311,57,5.46,70,5.57,1,22:05,3:04,LAR_SFO_2020-10-18
DAL,2019-12-22,311,Sun,15,16,@,PHI,L 9-17,311,62,5.02,71,6.07,1,23:48,3:08,DAL_PHI_2019-12-22
WAS,2019-10-13,311,Sun,6,6,@,MIA,W 17-16,311,58,5.36,69,3.93,0,27:21,3:09,WAS_MIA_2019-10-13
TAM,2018-09-30,311,Sun,4,4,@,CHI,L 10-48,311,60,5.18,58,8.33,3,31:54,2:57,TAM_CHI_2018-09-30
HOU,2017-12-10,311,Sun,13,14,,SFO,L 16-26,311,64,4.86,66,6.30,1,25:11,3:19,HOU_SFO_2017-12-10
GNB,2017-11-06,311,Mon,8,9,,DET,L 17-30,311,58,5.36,67,6.22,0,23:05,2:45,GNB_DET_2017-11-06
JAX,2017-10-01,311,Sun,4,4,@,NYJ,L 20-23 (OT),311,75,4.15,69,6.83,1,35:08,3:33,JAX_NYJ_2017-10-01
KAN,2017-09-24,311,Sun,3,3,@,LAC,W 24-10,311,51,6.10,68,4.85,0,30:26,3:08,KAN_LAC_2017-09-24
TAM,2017-09-17,311,Sun,1,2,,CHI,W 29-7,311,67,4.64,62,5.00,1,33:11,2:55,TAM_CHI_2017-09-17
NYJ,2022-11-06,310,Sun,9,9,,BUF,W 20-17,310,61,5.08,61,5.20,1,32:44,3:04,NYJ_BUF_2022-11-06
LVR,2021-12-05,310,Sun,12,13,,WAS,L 15-17,310,56,5.54,61,4.89,0,26:17,3:01,LVR_WAS_2021-12-05
TAM,2020-09-13,310,Sun,1,1,@,NOR,L 23-34,310,65,4.77,66,4.11,3,28:37,3:21,TAM_NOR_2020-09-13
NYJ,2019-12-12,310,Thu,14,15,@,BAL,L 21-42,310,57,5.44,59,7.29,2,28:22,3:00,NYJ_BAL_2019-12-12
KAN,2019-11-18,310,Mon,11,11,@,LAC,W 24-17,310,60,5.17,73,6.00,1,28:58,3:22,KAN_LAC_2019-11-18
NOR,2019-11-10,310,Sun,9,10,,ATL,L 9-26,310,63,4.92,70,4.53,0,26:14,3:10,NOR_ATL_2019-11-10
CLE,2019-10-27,310,Sun,7,8,@,NWE,L 13-27,310,58,5.34,66,4.82,3,27:45,3:11,CLE_NWE_2019-10-27
DEN,2019-09-22,310,Sun,3,3,@,GNB,L 16-27,310,73,4.25,52,6.00,3,35:34,2:58,DEN_GNB_2019-09-22
DET,2018-12-02,310,Sun,12,13,,LAR,L 16-30,310,64,4.84,64,5.38,2,31:44,3:14,DET_LAR_2018-12-02
SEA,2017-12-03,310,Sun,12,13,,PHI,W 24-10,310,58,5.34,74,5.74,0,28:06,3:03,SEA_PHI_2017-12-03
PHI,2017-10-12,310,Thu,6,6,@,CAR,W 28-23,310,60,5.17,79,3.86,1,28:34,3:20,PHI_CAR_2017-10-12
JAX,2017-09-17,310,Sun,2,2,,TEN,L 16-37,310,61,5.08,64,6.09,3,29:14,3:02,JAX_TEN_2017-09-17
CHI,2017-09-17,310,Sun,2,2,@,TAM,L 7-29,310,62,5.00,67,4.64,4,26:49,2:55,CHI_TAM_2017-09-17
WAS,2023-01-08,309,Sun,17,18,,DAL,W 26-6,309,63,4.90,66,2.76,1,36:12,3:03,WAS_DAL_2023-01-08
NYJ,2022-12-11,309,Sun,13,14,@,BUF,L 12-20,309,73,4.23,54,4.30,2,34:25,3:06,NYJ_BUF_2022-12-11
BAL,2022-12-11,309,Sun,13,14,@,PIT,W 16-14,309,61,5.07,53,6.21,0,32:59,2:46,BAL_PIT_2022-12-11
IND,2022-12-04,309,Sun,13,13,@,DAL,L 19-54,309,70,4.41,65,5.92,5,31:19,3:07,IND_DAL_2022-12-04
LVR,2022-11-13,309,Sun,9,10,,IND,L 20-25,309,64,4.83,59,7.03,0,30:59,3:02,LVR_IND_2022-11-13
JAX,2021-10-31,309,Sun,7,8,@,SEA,L 7-31,309,74,4.18,52,4.40,1,31:29,2:55,JAX_SEA_2021-10-31
SEA,2021-10-17,309,Sun,6,6,@,PIT,L 20-23 (OT),309,64,4.83,71,4.86,1,29:37,3:40,SEA_PIT_2021-10-17
CIN,2020-12-13,309,Sun,13,14,,DAL,L 7-30,309,70,4.41,50,5.44,3,34:41,2:46,CIN_DAL_2020-12-13
LVR,2020-11-01,309,Sun,7,8,@,CLE,W 16-6,309,71,4.35,47,4.74,0,37:43,2:51,LVR_CLE_2020-11-01
WAS,2020-09-27,309,Sun,3,3,@,CLE,L 20-34,309,62,4.98,62,4.84,5,26:23,2:52,WAS_CLE_2020-09-27
BUF,2019-12-29,309,Sun,16,17,,NYJ,L 6-13,309,61,5.07,65,4.17,3,28:39,3:01,BUF_NYJ_2019-12-29
IND,2019-12-08,309,Sun,13,14,@,TAM,L 35-38,309,59,5.24,78,6.95,1,25:45,3:14,IND_TAM_2019-12-08
KAN,2019-10-13,309,Sun,6,6,,HOU,L 24-31,309,47,6.57,83,5.69,2,20:12,3:07,KAN_HOU_2019-10-13
CLE,2018-12-15,309,Sat,14,15,@,DEN,W 17-16,309,61,5.07,70,3.86,2,27:18,3:06,CLE_DEN_2018-12-15
DET,2018-11-18,309,Sun,10,11,,CAR,W 20-19,309,64,4.83,57,6.79,0,31:40,2:57,DET_CAR_2018-11-18
DEN,2018-10-18,309,Thu,7,7,@,ARI,W 45-10,309,55,5.62,66,3.38,1,30:49,3:04,DEN_ARI_2018-10-18
LVR,2022-12-18,308,Sun,14,15,,NWE,W 30-24,308,64,4.81,63,5.05,1,33:16,3:19,LVR_NWE_2022-12-18
MIA,2022-12-04,308,Sun,12,13,@,SFO,L 17-33,308,45,6.84,79,4.44,4,19:26,3:14,MIA_SFO_2022-12-04
BAL,2022-11-20,308,Sun,10,11,,CAR,W 13-3,308,66,4.67,54,3.80,1,33:14,3:12,BAL_CAR_2022-11-20
CAR,2022-10-09,308,Sun,5,5,,SFO,L 15-37,308,65,4.74,61,6.51,1,29:42,3:07,CAR_SFO_2022-10-09
PIT,2022-09-22,308,Thu,3,3,@,CLE,L 17-29,308,55,5.60,71,5.30,1,23:51,3:10,PIT_CLE_2022-09-22
NOR,2022-09-18,308,Sun,2,2,,TAM,L 10-20,308,66,4.67,65,4.00,5,30:18,3:11,NOR_TAM_2022-09-18
TEN,2022-01-02,308,Sun,16,17,,MIA,W 34-3,308,59,5.22,59,4.34,0,33:12,2:59,TEN_MIA_2022-01-02
NWE,2021-11-18,308,Thu,11,11,@,ATL,W 25-0,308,59,5.22,52,3.17,1,32:43,2:50,NWE_ATL_2021-11-18
DEN,2021-11-14,308,Sun,10,10,,PHI,L 13-30,308,55,5.60,64,6.03,1,25:02,3:01,DEN_PHI_2021-11-14
LAR,2020-11-29,308,Sun,11,12,,SFO,L 20-23,308,61,5.05,70,4.93,4,25:57,3:11,LAR_SFO_2020-11-29
NWE,2020-11-15,308,Sun,9,10,,BAL,W 23-17,308,58,5.31,64,5.58,0,27:26,2:53,NWE_BAL_2020-11-15
IND,2020-10-11,308,Sun,5,5,@,CLE,L 23-32,308,52,5.92,72,5.35,2,25:15,3:05,IND_CLE_2020-10-11
SEA,2019-12-08,308,Sun,13,14,@,LAR,L 12-28,308,62,4.97,67,6.79,1,28:56,3:01,SEA_LAR_2019-12-08
JAX,2019-11-17,308,Sun,10,11,@,IND,L 13-33,308,58,5.31,63,6.17,1,26:08,3:00,JAX_IND_2019-11-17
MIN,2019-11-03,308,Sun,9,9,@,KAN,L 23-26,308,66,4.67,58,6.50,0,28:12,3:07,MIN_KAN_2019-11-03
PIT,2019-09-08,308,Sun,1,1,@,NWE,L 3-33,308,61,5.05,67,6.94,1,27:27,3:00,PIT_NWE_2019-09-08
DAL,2018-11-29,308,Thu,12,13,,NOR,W 13-10,308,66,4.67,49,3.59,2,36:53,2:58,DAL_NOR_2018-11-29
DEN,2018-11-25,308,Sun,11,12,,PIT,W 24-17,308,53,5.81,76,6.93,0,25:00,3:03,DEN_PIT_2018-11-25
CHI,2018-11-18,308,Sun,10,11,,MIN,W 25-20,308,71,4.34,62,4.32,3,34:29,3:03,CHI_MIN_2018-11-18
CIN,2017-11-12,308,Sun,9,10,@,TEN,L 20-24,308,50,6.16,84,4.95,2,19:51,3:17,CIN_TEN_2017-11-12
CHI,2017-09-28,308,Thu,4,4,@,GNB,L 14-35,308,64,4.81,53,4.91,4,31:51,3:52,CHI_GNB_2017-09-28
ARI,2017-09-10,308,Sun,1,1,@,DET,L 23-35,308,67,4.60,69,5.32,4,26:40,3:26,ARI_DET_2017-09-10
CLE,2023-01-08,307,Sun,17,18,@,PIT,L 14-28,307,58,5.29,67,4.97,2,29:04,3:04,CLE_PIT_2023-01-08
DEN,2023-01-01,307,Sun,16,17,@,KAN,L 24-27,307,66,4.65,58,6.45,2,33:06,3:04,DEN_KAN_2023-01-01
TEN,2022-11-13,307,Sun,9,10,,DEN,W 17-10,307,60,5.12,73,4.29,1,26:03,3:20,TEN_DEN_2022-11-13
MIA,2022-09-11,307,Sun,1,1,,NWE,W 20-7,307,59,5.20,54,5.02,0,32:30,2:50,MIA_NWE_2022-09-11
IND,2021-10-31,307,Sun,8,8,,TEN,L 31-34 (OT),307,72,4.26,68,5.00,3,30:58,3:33,IND_TEN_2021-10-31
DAL,2021-01-03,307,Sun,16,17,@,NYG,L 19-23,307,80,3.84,55,6.11,1,32:33,3:15,DAL_NYG_2021-01-03
DET,2020-09-20,307,Sun,2,2,@,GNB,L 21-42,307,58,5.29,66,7.39,1,25:14,3:07,DET_GNB_2020-09-20
CIN,2019-11-10,307,Sun,9,10,,BAL,L 13-49,307,72,4.26,46,8.24,3,36:11,2:50,CIN_BAL_2019-11-10
OAK,2019-09-15,307,Sun,2,2,,KAN,L 10-28,307,60,5.12,68,6.87,2,27:25,3:12,OAK_KAN_2019-09-15
LAC,2017-12-16,307,Sat,14,15,@,KAN,L 13-30,307,60,5.12,63,6.30,4,26:39,3:09,LAC_KAN_2017-12-16
LAR,2017-12-10,307,Sun,13,14,,PHI,L 35-43,307,45,6.82,85,5.35,2,20:48,3:33,LAR_PHI_2017-12-10
GNB,2017-11-26,307,Sun,11,12,@,PIT,L 28-31,307,54,5.69,70,6.60,0,26:24,3:04,GNB_PIT_2017-11-26
BUF,2017-11-02,307,Thu,8,9,@,NYJ,L 21-34,307,69,4.45,62,5.34,3,26:30,3:20,BUF_NYJ_2017-11-02
CHI,2017-10-29,307,Sun,8,8,@,NOR,L 12-20,307,65,4.72,60,6.45,1,28:37,3:08,CHI_NOR_2017-10-29
DAL,2017-10-29,307,Sun,7,8,@,WAS,W 33-19,307,63,4.87,58,4.91,1,33:19,3:11,DAL_WAS_2017-10-29
ARI,2017-10-08,307,Sun,5,5,@,PHI,L 7-34,307,60,5.12,64,6.55,1,24:13,2:57,ARI_PHI_2017-10-08
ATL,2022-12-04,306,Sun,13,13,,PIT,L 16-19,306,53,5.77,65,5.40,1,27:05,2:52,ATL_PIT_2022-12-04
IND,2022-10-06,306,Thu,5,5,@,DEN,W 12-9 (OT),306,73,4.19,71,5.28,2,34:48,3:30,IND_DEN_2022-10-06
DET,2021-11-14,306,Sun,9,10,@,PIT,T 16-16 (OT),306,68,4.50,81,4.78,0,33:12,3:40,DET_PIT_2021-11-14
CLE,2021-10-31,306,Sun,8,8,,PIT,L 10-15,306,58,5.28,69,5.36,1,28:15,3:01,CLE_PIT_2021-10-31
CAR,2021-10-17,306,Sun,6,6,,MIN,L 28-34 (OT),306,68,4.50,84,6.80,3,26:34,3:41,CAR_MIN_2021-10-17
SFO,2021-09-19,306,Sun,2,2,@,PHI,W 17-11,306,68,4.50,55,5.96,0,34:54,3:01,SFO_PHI_2021-09-19
BAL,2020-11-22,306,Sun,10,11,,TEN,L 24-30 (OT),306,63,4.86,68,6.22,1,31:06,3:13,BAL_TEN_2020-11-22
CLE,2020-09-13,306,Sun,1,1,@,BAL,L 6-38,306,68,4.50,58,6.57,3,30:02,3:01,CLE_BAL_2020-09-13
LAR,2019-11-10,306,Sun,9,10,@,PIT,L 12-17,306,69,4.43,68,4.01,4,28:20,3:32,LAR_PIT_2019-11-10
CIN,2019-09-22,306,Sun,3,3,@,BUF,L 17-21,306,57,5.37,73,5.70,4,23:06,3:15,CIN_BUF_2019-09-22
SEA,2018-09-09,306,Sun,1,1,@,DEN,L 24-27,306,55,5.56,72,6.53,3,24:52,3:06,SEA_DEN_2018-09-09
NOR,2017-12-07,306,Thu,13,14,@,ATL,L 17-20,306,52,5.88,65,5.28,1,25:19,3:00,NOR_ATL_2017-12-07
CHI,2017-09-24,306,Sun,3,3,,PIT,W 23-17 (OT),306,62,4.94,59,4.78,2,33:59,3:21,CHI_PIT_2017-09-24
JAX,2022-10-30,305,Sun,8,8,,DEN,L 17-21,305,65,4.69,61,5.43,2,34:04,2:58,JAX_DEN_2022-10-30
ARI,2022-01-09,305,Sun,17,18,,SEA,L 30-38,305,72,4.24,57,7.56,1,35:49,3:09,ARI_SEA_2022-01-09
DET,2019-12-29,305,Sun,16,17,,GNB,L 20-23,305,56,5.45,86,5.02,1,25:04,3:20,DET_GNB_2019-12-29
BUF,2019-10-20,305,Sun,6,7,,MIA,W 31-21,305,51,5.98,66,5.77,0,26:29,3:00,BUF_MIA_2019-10-20
DET,2018-11-11,305,Sun,9,10,@,CHI,L 22-34,305,72,4.24,53,7.58,3,32:00,3:13,DET_CHI_2018-11-11
WAS,2018-10-21,305,Sun,6,7,,DAL,W 20-17,305,58,5.26,61,5.30,0,30:55,3:05,WAS_DAL_2018-10-21
CLE,2018-10-21,305,Sun,7,7,@,TAM,L 23-26 (OT),305,62,4.92,88,5.18,1,30:27,3:40,CLE_TAM_2018-10-21
JAX,2018-09-09,305,Sun,1,1,@,NYG,W 20-15,305,62,4.92,62,5.23,1,29:31,3:04,JAX_NYG_2018-09-09
ARI,2017-12-03,305,Sun,12,13,,LAR,L 16-32,305,63,4.84,56,5.41,2,31:02,3:03,ARI_LAR_2017-12-03
CAR,2017-10-12,305,Thu,6,6,,PHI,L 23-28,305,79,3.86,60,5.17,3,31:26,3:20,CAR_PHI_2017-10-12
SFO,2017-10-01,305,Sun,4,4,@,ARI,L 15-18 (OT),305,79,3.86,79,4.66,1,33:13,3:40,SFO_ARI_2017-10-01
NOR,2023-01-08,304,Sun,17,18,,CAR,L 7-10,304,58,5.24,58,3.50,1,29:05,2:43,NOR_CAR_2023-01-08
NYG,2022-12-11,304,Sun,13,14,,PHI,L 22-48,304,63,4.83,66,6.62,1,27:30,3:00,NYG_PHI_2022-12-11
CLE,2022-12-04,304,Sun,12,13,@,HOU,W 27-14,304,61,4.98,61,4.64,2,32:16,3:11,CLE_HOU_2022-12-04
TAM,2022-10-16,304,Sun,6,6,@,PIT,L 18-20,304,68,4.47,61,4.43,0,30:01,3:05,TAM_PIT_2022-10-16
CHI,2022-10-02,304,Sun,4,4,@,NYG,L 12-20,304,60,5.07,61,5.46,3,28:43,2:59,CHI_NYG_2022-10-02
BAL,2021-11-11,304,Thu,9,10,@,MIA,L 10-22,304,70,4.34,62,5.65,2,31:48,3:24,BAL_MIA_2021-11-11
NOR,2021-10-25,304,Mon,6,7,@,SEA,W 13-10,304,68,4.47,55,3.98,1,32:49,3:03,NOR_SEA_2021-10-25
GNB,2021-10-24,304,Sun,7,7,,WAS,W 24-10,304,53,5.74,70,6.14,1,27:06,3:07,GNB_WAS_2021-10-24
ARI,2021-10-10,304,Sun,5,5,,SFO,W 17-10,304,60,5.07,59,5.73,1,28:06,3:03,ARI_SFO_2021-10-10
ATL,2020-11-29,304,Sun,11,12,,LVR,W 43-6,304,72,4.22,58,4.19,1,34:58,3:30,ATL_LVR_2020-11-29
CAR,2020-10-29,304,Thu,8,8,,ATL,L 17-25,304,52,5.85,68,5.90,1,23:30,3:04,CAR_ATL_2020-10-29
CIN,2020-09-27,304,Sun,3,3,@,PHI,T 23-23 (OT),304,70,4.34,86,4.40,0,32:16,3:48,CIN_PHI_2020-09-27
CHI,2020-09-20,304,Sun,2,2,,NYG,W 17-13,304,64,4.75,62,4.76,2,34:29,3:01,CHI_NYG_2020-09-20
HOU,2020-09-20,304,Sun,2,2,,BAL,L 16-33,304,57,5.33,65,6.26,2,25:09,2:55,HOU_BAL_2020-09-20
BAL,2019-12-29,304,Sun,16,17,,PIT,W 28-10,304,68,4.47,50,3.36,2,39:27,3:02,BAL_PIT_2019-12-29
PHI,2017-10-29,304,Sun,8,8,,SFO,W 33-10,304,66,4.61,64,3.72,1,32:57,3:04,PHI_SFO_2017-10-29
HOU,2022-11-03,303,Thu,8,9,,PHI,L 17-29,303,57,5.32,62,5.81,2,31:47,2:50,HOU_PHI_2022-11-03
PIT,2021-12-26,303,Sun,15,16,@,KAN,L 10-36,303,70,4.33,67,5.69,3,25:18,2:58,PIT_KAN_2021-12-26
BAL,2021-11-28,303,Sun,11,12,,CLE,W 16-10,303,77,3.94,57,4.60,4,37:04,3:14,BAL_CLE_2021-11-28
