Team,Date,Spread,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,game_id
TAM,2017-12-24,10.0,Sun,15,16,@,CAR,L 19-22,10.0,covered,46.5,under,TAM_CAR_2017-12-24
IND,2017-12-03,10.0,Sun,12,13,@,JAX,L 10-30,10.0,did not cover,41.0,under,IND_JAX_2017-12-03
NYG,2017-12-03,10.0,Sun,12,13,@,OAK,L 17-24,10.0,covered,43.0,under,NYG_OAK_2017-12-03
NYG,2017-11-19,10.0,Sun,10,11,,KAN,W 12-9 (OT),10.0,covered,44.5,under,NYG_KAN_2017-11-19
CLE,2017-09-10,10.0,Sun,1,1,,PIT,L 18-21,10.0,covered,47.0,under,CLE_PIT_2017-09-10
LVR,2023-01-01,9.5,Sun,16,17,,SFO,L 34-37 (OT),9.5,covered,42.5,over,LVR_SFO_2023-01-01
DEN,2022-12-04,9.5,Sun,12,13,@,BAL,L 9-10,9.5,covered,39.5,under,DEN_BAL_2022-12-04
DET,2022-11-24,9.5,Thu,11,12,,BUF,L 25-28,9.5,covered,54.5,under,DET_BUF_2022-11-24
PIT,2022-10-16,9.5,Sun,6,6,,TAM,W 20-18,9.5,covered,46.0,under,PIT_TAM_2022-10-16
NWE,2022-10-02,9.5,Sun,4,4,@,GNB,L 24-27 (OT),9.5,covered,40.0,over,NWE_GNB_2022-10-02
CAR,2021-12-26,9.5,Sun,15,16,,TAM,L 6-32,9.5,did not cover,43.0,under,CAR_TAM_2021-12-26
BAL,2021-12-19,9.5,Sun,14,15,,GNB,L 30-31,9.5,covered,45.0,over,BAL_GNB_2021-12-19
DEN,2021-12-05,9.5,Sun,12,13,@,KAN,L 9-22,9.5,did not cover,47.0,under,DEN_KAN_2021-12-05
WAS,2021-11-14,9.5,Sun,9,10,,TAM,W 29-19,9.5,covered,51.0,under,WAS_TAM_2021-11-14
JAX,2020-12-27,9.5,Sun,15,16,,CHI,L 17-41,9.5,did not cover,47.0,over,JAX_CHI_2020-12-27
DET,2020-12-26,9.5,Sat,15,16,,TAM,L 7-47,9.5,did not cover,54.0,push,DET_TAM_2020-12-26
DET,2020-12-20,9.5,Sun,14,15,@,TEN,L 25-46,9.5,did not cover,54.5,over,DET_TEN_2020-12-20
DET,2020-12-13,9.5,Sun,13,14,,GNB,L 24-31,9.5,covered,55.5,under,DET_GNB_2020-12-13
SFO,2020-11-15,9.5,Sun,10,10,@,NOR,L 13-27,9.5,did not cover,50.0,under,SFO_NOR_2020-11-15
NYJ,2020-10-25,9.5,Sun,7,7,,BUF,L 10-18,9.5,covered,47.0,under,NYJ_BUF_2020-10-25
HOU,2020-09-10,9.5,Thu,1,1,@,KAN,L 20-34,9.5,did not cover,53.5,over,HOU_KAN_2020-09-10
CLE,2019-12-22,9.5,Sun,15,16,,BAL,L 15-31,9.5,did not cover,48.5,under,CLE_BAL_2019-12-22
DET,2019-12-22,9.5,Sun,15,16,@,DEN,L 17-27,9.5,did not cover,40.0,over,DET_DEN_2019-12-22
NYG,2019-12-09,9.5,Mon,13,14,@,PHI,L 17-23 (OT),9.5,covered,45.5,under,NYG_PHI_2019-12-09
CLE,2019-10-27,9.5,Sun,7,8,@,NWE,L 13-27,9.5,did not cover,43.0,under,CLE_NWE_2019-10-27
NYJ,2019-10-21,9.5,Mon,6,7,,NWE,L 0-33,9.5,did not cover,43.0,under,NYJ_NWE_2019-10-21
CIN,2019-09-08,9.5,Sun,1,1,@,SEA,L 20-21,9.5,covered,44.0,under,CIN_SEA_2019-09-08
MIA,2018-12-09,9.5,Sun,13,14,,NWE,W 34-33,9.5,covered,49.5,over,MIA_NWE_2018-12-09
WAS,2017-11-19,9.5,Sun,10,11,@,NOR,L 31-34 (OT),9.5,covered,52.5,over,WAS_NOR_2017-11-19
BAL,2023-01-08,9.0,Sun,17,18,@,CIN,L 16-27,9.0,did not cover,39.5,over,BAL_CIN_2023-01-08
LVR,2023-01-07,9.0,Sat,17,18,,KAN,L 13-31,9.0,did not cover,52.5,under,LVR_KAN_2023-01-07
NOR,2022-11-27,9.0,Sun,12,12,@,SFO,L 0-13,9.0,did not cover,43.0,under,NOR_SFO_2022-11-27
JAX,2022-11-13,9.0,Sun,10,10,@,KAN,L 17-27,9.0,did not cover,51.0,under,JAX_KAN_2022-11-13
SEA,2022-09-18,9.0,Sun,2,2,@,SFO,L 7-27,9.0,did not cover,40.5,under,SEA_SFO_2022-09-18
CAR,2022-01-09,9.0,Sun,17,18,@,TAM,L 17-41,9.0,did not cover,41.5,over,CAR_TAM_2022-01-09
HOU,2021-12-12,9.0,Sun,13,14,,SEA,L 13-33,9.0,did not cover,40.5,over,HOU_SEA_2021-12-12
NYG,2021-12-12,9.0,Sun,13,14,@,LAC,L 21-37,9.0,did not cover,43.0,over,NYG_LAC_2021-12-12
NYG,2021-10-17,9.0,Sun,6,6,,LAR,L 11-38,9.0,did not cover,48.5,over,NYG_LAR_2021-10-17
HOU,2021-09-23,9.0,Thu,3,3,,CAR,L 9-24,9.0,did not cover,43.5,under,HOU_CAR_2021-09-23
DET,2021-09-12,9.0,Sun,1,1,,SFO,L 33-41,9.0,covered,45.5,over,DET_SFO_2021-09-12
NYJ,2020-11-09,9.0,Mon,9,9,,NWE,L 27-30,9.0,covered,42.0,over,NYJ_NWE_2020-11-09
TAM,2019-09-29,9.0,Sun,4,4,@,LAR,W 55-40,9.0,covered,48.5,over,TAM_LAR_2019-09-29
MIA,2018-11-25,9.0,Sun,11,12,@,IND,L 24-27,9.0,covered,52.5,under,MIA_IND_2018-11-25
SFO,2018-10-15,9.0,Mon,6,6,@,GNB,L 30-33,9.0,covered,46.5,over,SFO_GNB_2018-10-15
NYJ,2017-10-15,9.0,Sun,6,6,,NWE,L 17-24,9.0,covered,48.5,under,NYJ_NWE_2017-10-15
CAR,2017-10-01,9.0,Sun,4,4,@,NWE,W 33-30,9.0,covered,48.0,over,CAR_NWE_2017-10-01
CHI,2022-12-18,8.5,Sun,14,15,,PHI,L 20-25,8.5,covered,48.5,under,CHI_PHI_2022-12-18
DEN,2022-12-11,8.5,Sun,13,14,,KAN,L 28-34,8.5,covered,44.0,over,DEN_KAN_2022-12-11
CHI,2022-10-24,8.5,Mon,7,7,@,NWE,W 33-14,8.5,covered,40.5,over,CHI_NWE_2022-10-24
ATL,2021-12-19,8.5,Sun,14,15,@,SFO,L 13-31,8.5,did not cover,48.0,under,ATL_SFO_2021-12-19
JAX,2021-12-12,8.5,Sun,13,14,@,TEN,L 0-20,8.5,did not cover,43.5,under,JAX_TEN_2021-12-12
DAL,2021-09-09,8.5,Thu,1,1,@,TAM,L 29-31,8.5,covered,52.0,over,DAL_TAM_2021-09-09
MIA,2020-10-11,8.5,Sun,5,5,@,SFO,W 43-17,8.5,covered,50.5,over,MIA_SFO_2020-10-11
PHI,2020-10-04,8.5,Sun,4,4,@,SFO,W 25-20,8.5,covered,45.5,under,PHI_SFO_2020-10-04
LAC,2020-09-20,8.5,Sun,2,2,,KAN,L 20-23 (OT),8.5,covered,47.0,under,LAC_KAN_2020-09-20
OAK,2019-09-22,8.5,Sun,3,3,@,MIN,L 14-34,8.5,did not cover,43.0,over,OAK_MIN_2019-09-22
TAM,2018-12-16,8.5,Sun,14,15,@,BAL,L 12-20,8.5,covered,45.0,under,TAM_BAL_2018-12-16
DEN,2018-10-28,8.5,Sun,8,8,@,KAN,L 23-30,8.5,covered,53.0,push,DEN_KAN_2018-10-28
CLE,2018-10-28,8.5,Sun,8,8,@,PIT,L 18-33,8.5,did not cover,47.5,over,CLE_PIT_2018-10-28
NYJ,2018-10-28,8.5,Sun,8,8,@,CHI,L 10-24,8.5,did not cover,42.5,under,NYJ_CHI_2018-10-28
BUF,2018-09-30,8.5,Sun,4,4,@,GNB,L 0-22,8.5,did not cover,43.5,under,BUF_GNB_2018-09-30
GNB,2017-12-23,8.5,Sat,15,16,,MIN,L 0-16,8.5,did not cover,41.0,under,GNB_MIN_2017-12-23
BUF,2017-11-26,8.5,Sun,11,12,@,KAN,W 16-10,8.5,covered,47.0,under,BUF_KAN_2017-11-26
MIN,2017-09-17,8.5,Sun,2,2,@,PIT,L 9-26,8.5,did not cover,43.0,under,MIN_PIT_2017-09-17
CHI,2022-12-24,8.0,Sat,15,16,,BUF,L 13-35,8.0,did not cover,40.0,over,CHI_BUF_2022-12-24
HOU,2022-12-04,8.0,Sun,12,13,,CLE,L 14-27,8.0,did not cover,46.5,under,HOU_CLE_2022-12-04
ARI,2022-11-21,8.0,Mon,11,11,,SFO,L 10-38,8.0,did not cover,43.0,over,ARI_SFO_2022-11-21
NYG,2022-10-09,8.0,Sun,5,5,@,GNB,W 27-22,8.0,covered,41.5,over,NYG_GNB_2022-10-09
LVR,2022-01-02,8.0,Sun,16,17,@,IND,W 23-20,8.0,covered,45.0,under,LVR_IND_2022-01-02
ATL,2021-11-14,8.0,Sun,9,10,@,DAL,L 3-43,8.0,did not cover,55.0,under,ATL_DAL_2021-11-14
WAS,2021-10-24,8.0,Sun,7,7,@,GNB,L 10-24,8.0,did not cover,48.0,under,WAS_GNB_2021-10-24
HOU,2021-10-10,8.0,Sun,5,5,,NWE,L 22-25,8.0,covered,39.0,over,HOU_NWE_2021-10-10
CHI,2021-09-12,8.0,Sun,1,1,@,LAR,L 14-34,8.0,did not cover,46.5,over,CHI_LAR_2021-09-12
CAR,2020-12-19,8.0,Sat,14,15,@,GNB,L 16-24,8.0,push,51.5,under,CAR_GNB_2020-12-19
DAL,2020-12-08,8.0,Tue,12,13,@,BAL,L 17-34,8.0,did not cover,45.5,over,DAL_BAL_2020-12-08
PHI,2020-12-06,8.0,Sun,12,13,@,GNB,L 16-30,8.0,did not cover,50.0,under,PHI_GNB_2020-12-06
JAX,2020-10-25,8.0,Sun,7,7,@,LAC,L 29-39,8.0,did not cover,48.0,over,JAX_LAC_2020-10-25
ARI,2019-12-22,8.0,Sun,15,16,@,SEA,W 27-13,8.0,covered,51.0,under,ARI_SEA_2019-12-22
IND,2019-12-16,8.0,Mon,14,15,@,NOR,L 7-34,8.0,did not cover,48.5,under,IND_NOR_2019-12-16
DEN,2019-12-08,8.0,Sun,13,14,@,HOU,W 38-24,8.0,covered,42.5,over,DEN_HOU_2019-12-08
CAR,2018-12-30,8.0,Sun,16,17,@,NOR,W 33-14,8.0,covered,42.0,over,CAR_NOR_2018-12-30
SFO,2018-10-21,8.0,Sun,7,7,,LAR,L 10-39,8.0,did not cover,52.0,under,SFO_LAR_2018-10-21
ARI,2017-12-31,8.0,Sun,16,17,@,SEA,W 26-24,8.0,covered,38.0,over,ARI_SEA_2017-12-31
CIN,2017-12-31,8.0,Sun,16,17,@,BAL,W 31-27,8.0,covered,40.0,over,CIN_BAL_2017-12-31
HOU,2017-12-25,8.0,Mon,15,16,,PIT,L 6-34,8.0,did not cover,45.5,under,HOU_PIT_2017-12-25
MIA,2017-11-13,8.0,Mon,9,10,@,CAR,L 21-45,8.0,did not cover,38.5,over,MIA_CAR_2017-11-13
WAS,2017-11-05,8.0,Sun,8,9,@,SEA,W 17-14,8.0,covered,44.5,under,WAS_SEA_2017-11-05
BUF,2017-10-01,8.0,Sun,4,4,@,ATL,W 23-17,8.0,covered,48.0,under,BUF_ATL_2017-10-01
KAN,2017-09-07,8.0,Thu,1,1,@,NWE,W 42-27,8.0,covered,47.5,over,KAN_NWE_2017-09-07
NWE,2023-01-08,7.5,Sun,17,18,@,BUF,L 23-35,7.5,did not cover,43.5,over,NWE_BUF_2023-01-08
ARI,2022-12-25,7.5,Sun,15,16,,TAM,L 16-19 (OT),7.5,covered,40.5,under,ARI_TAM_2022-12-25
CLE,2022-11-20,7.5,Sun,10,11,@,BUF,L 23-31,7.5,did not cover,50.0,over,CLE_BUF_2022-11-20
LAC,2022-11-13,7.5,Sun,9,10,@,SFO,L 16-22,7.5,covered,45.0,under,LAC_SFO_2022-11-13
PIT,2022-10-23,7.5,Sun,7,7,@,MIA,L 10-16,7.5,covered,44.5,under,PIT_MIA_2022-10-23
NYJ,2022-10-16,7.5,Sun,6,6,@,GNB,W 27-10,7.5,covered,45.0,under,NYJ_GNB_2022-10-16
CHI,2022-10-09,7.5,Sun,5,5,@,MIN,L 22-29,7.5,covered,44.0,over,CHI_MIN_2022-10-09
DEN,2022-01-02,7.5,Sun,16,17,@,LAC,L 13-34,7.5,did not cover,45.0,over,DEN_LAC_2022-01-02
CLE,2021-12-25,7.5,Sat,15,16,@,GNB,L 22-24,7.5,covered,46.5,under,CLE_GNB_2021-12-25
CHI,2021-12-05,7.5,Sun,12,13,,ARI,L 22-33,7.5,did not cover,42.0,over,CHI_ARI_2021-12-05
LVR,2021-11-25,7.5,Thu,11,12,@,DAL,W 36-33 (OT),7.5,covered,51.5,over,LVR_DAL_2021-11-25
MIA,2021-11-11,7.5,Thu,10,10,,BAL,W 22-10,7.5,covered,46.5,under,MIA_BAL_2021-11-11
GNB,2021-11-07,7.5,Sun,9,9,@,KAN,L 7-13,7.5,covered,48.0,under,GNB_KAN_2021-11-07
TEN,2021-11-07,7.5,Sun,9,9,@,LAR,W 28-16,7.5,covered,52.5,under,TEN_LAR_2021-11-07
JAX,2021-09-30,7.5,Thu,4,4,@,CIN,L 21-24,7.5,covered,46.5,under,JAX_CIN_2021-09-30
CHI,2021-09-26,7.5,Sun,3,3,@,CLE,L 6-26,7.5,did not cover,44.5,under,CHI_CLE_2021-09-26
JAX,2021-09-26,7.5,Sun,3,3,,ARI,L 19-31,7.5,did not cover,51.5,under,JAX_ARI_2021-09-26
DET,2021-09-26,7.5,Sun,3,3,,BAL,L 17-19,7.5,covered,50.5,under,DET_BAL_2021-09-26
ATL,2021-01-03,7.5,Sun,16,17,@,TAM,L 27-44,7.5,did not cover,51.5,over,ATL_TAM_2021-01-03
CIN,2020-12-27,7.5,Sun,15,16,@,HOU,W 37-31,7.5,covered,46.0,over,CIN_HOU_2020-12-27
HOU,2020-12-20,7.5,Sun,14,15,@,IND,L 20-27,7.5,covered,52.5,under,HOU_IND_2020-12-20
PHI,2020-12-13,7.5,Sun,13,14,,NOR,W 24-21,7.5,covered,43.0,over,PHI_NOR_2020-12-13
JAX,2020-12-13,7.5,Sun,13,14,,TEN,L 10-31,7.5,did not cover,52.5,under,JAX_TEN_2020-12-13
MIA,2020-12-13,7.5,Sun,13,14,,KAN,L 27-33,7.5,covered,52.0,over,MIA_KAN_2020-12-13
NYJ,2020-12-06,7.5,Sun,12,13,,LVR,L 28-31,7.5,covered,48.5,over,NYJ_LVR_2020-12-06
JAX,2020-11-29,7.5,Sun,11,12,,CLE,L 25-27,7.5,covered,48.0,over,JAX_CLE_2020-11-29
CHI,2020-11-29,7.5,Sun,11,12,@,GNB,L 25-41,7.5,did not cover,44.0,over,CHI_GNB_2020-11-29
NYJ,2020-11-29,7.5,Sun,11,12,,MIA,L 3-20,7.5,did not cover,46.5,under,NYJ_MIA_2020-11-29
LVR,2020-11-22,7.5,Sun,10,11,,KAN,L 31-35,7.5,covered,56.5,over,LVR_KAN_2020-11-22
CIN,2020-11-01,7.5,Sun,8,8,,TEN,W 31-20,7.5,covered,49.5,over,CIN_TEN_2020-11-01
CIN,2020-10-18,7.5,Sun,6,6,@,IND,L 27-31,7.5,covered,46.0,over,CIN_IND_2020-10-18
PHI,2020-10-11,7.5,Sun,5,5,@,PIT,L 29-38,7.5,did not cover,44.0,over,PHI_PIT_2020-10-11
NYG,2020-10-11,7.5,Sun,5,5,@,DAL,L 34-37,7.5,covered,52.0,over,NYG_DAL_2020-10-11
LAC,2020-10-04,7.5,Sun,4,4,@,TAM,L 31-38,7.5,covered,42.5,over,LAC_TAM_2020-10-04
WAS,2020-09-27,7.5,Sun,3,3,@,CLE,L 20-34,7.5,did not cover,45.0,over,WAS_CLE_2020-09-27
WAS,2020-09-20,7.5,Sun,2,2,@,ARI,L 15-30,7.5,did not cover,46.5,under,WAS_ARI_2020-09-20
HOU,2020-09-20,7.5,Sun,2,2,,BAL,L 16-33,7.5,did not cover,49.5,under,HOU_BAL_2020-09-20
CAR,2020-09-20,7.5,Sun,2,2,@,TAM,L 17-31,7.5,did not cover,47.0,over,CAR_TAM_2020-09-20
MIA,2020-09-13,7.5,Sun,1,1,@,NWE,L 11-21,7.5,did not cover,41.5,under,MIA_NWE_2020-09-13
CAR,2019-12-22,7.5,Sun,15,16,@,IND,L 6-38,7.5,did not cover,46.0,under,CAR_IND_2019-12-22
OAK,2019-12-22,7.5,Sun,15,16,@,LAC,W 24-17,7.5,covered,45.0,under,OAK_LAC_2019-12-22
JAX,2019-12-22,7.5,Sun,15,16,@,ATL,L 12-24,7.5,did not cover,48.0,under,JAX_ATL_2019-12-22
DET,2019-11-17,7.5,Sun,10,11,,DAL,L 27-35,7.5,did not cover,46.5,over,DET_DAL_2019-11-17
ATL,2019-10-27,7.5,Sun,8,8,,SEA,L 20-27,7.5,covered,48.5,under,ATL_SEA_2019-10-27
DET,2019-09-29,7.5,Sun,4,4,,KAN,L 30-34,7.5,covered,54.5,over,DET_KAN_2019-09-29
CLE,2019-09-29,7.5,Sun,4,4,@,BAL,W 40-25,7.5,covered,47.0,over,CLE_BAL_2019-09-29
JAX,2019-09-15,7.5,Sun,2,2,@,HOU,L 12-13,7.5,covered,43.0,under,JAX_HOU_2019-09-15
DET,2018-12-30,7.5,Sun,16,17,@,GNB,W 31-0,7.5,covered,44.5,under,DET_GNB_2018-12-30
DAL,2018-12-30,7.5,Sun,16,17,@,NYG,W 36-35,7.5,covered,38.5,over,DAL_NYG_2018-12-30
TAM,2018-12-23,7.5,Sun,15,16,@,DAL,L 20-27,7.5,covered,48.0,under,TAM_DAL_2018-12-23
WAS,2018-12-16,7.5,Sun,14,15,@,JAX,W 16-13,7.5,covered,36.5,under,WAS_JAX_2018-12-16
MIA,2018-12-16,7.5,Sun,14,15,@,MIN,L 17-41,7.5,did not cover,45.0,over,MIA_MIN_2018-12-16
DAL,2018-11-29,7.5,Thu,12,13,,NOR,W 13-10,7.5,covered,51.5,under,DAL_NOR_2018-11-29
DEN,2018-11-18,7.5,Sun,10,11,@,LAC,W 23-22,7.5,covered,46.5,under,DEN_LAC_2018-11-18
DET,2018-11-11,7.5,Sun,9,10,@,CHI,L 22-34,7.5,did not cover,44.5,over,DET_CHI_2018-11-11
DAL,2018-11-11,7.5,Sun,9,10,@,PHI,W 27-20,7.5,covered,45.5,over,DAL_PHI_2018-11-11
CLE,2018-11-04,7.5,Sun,9,9,,KAN,L 21-37,7.5,did not cover,51.5,over,CLE_KAN_2018-11-04
GNB,2018-10-28,7.5,Sun,7,8,@,LAR,L 27-29,7.5,covered,57.0,under,GNB_LAR_2018-10-28
MIA,2018-10-25,7.5,Thu,8,8,@,HOU,L 23-42,7.5,did not cover,45.0,over,MIA_HOU_2018-10-25
MIA,2018-10-14,7.5,Sun,6,6,,CHI,W 31-28 (OT),7.5,covered,40.5,over,MIA_CHI_2018-10-14
SEA,2018-10-07,7.5,Sun,5,5,,LAR,L 31-33,7.5,covered,50.5,over,SEA_LAR_2018-10-07
NYJ,2018-09-30,7.5,Sun,4,4,@,JAX,L 12-31,7.5,did not cover,40.5,over,NYJ_JAX_2018-09-30
MIN,2018-09-27,7.5,Thu,4,4,@,LAR,L 31-38,7.5,covered,48.5,over,MIN_LAR_2018-09-27
LAC,2018-09-23,7.5,Sun,3,3,@,LAR,L 23-35,7.5,did not cover,49.0,over,LAC_LAR_2018-09-23
BUF,2018-09-16,7.5,Sun,2,2,,LAC,L 20-31,7.5,did not cover,41.5,over,BUF_LAC_2018-09-16
BUF,2018-09-09,7.5,Sun,1,1,@,BAL,L 3-47,7.5,did not cover,39.0,over,BUF_BAL_2018-09-09
GNB,2017-12-31,7.5,Sun,16,17,@,DET,L 11-35,7.5,did not cover,44.5,over,GNB_DET_2017-12-31
NYJ,2017-12-24,7.5,Sun,15,16,,LAC,L 7-14,7.5,covered,42.5,under,NYJ_LAC_2017-12-24
NYG,2017-12-17,7.5,Sun,14,15,,PHI,L 29-34,7.5,covered,40.5,over,NYG_PHI_2017-12-17
ARI,2017-12-03,7.5,Sun,12,13,,LAR,L 16-32,7.5,did not cover,43.0,over,ARI_LAR_2017-12-03
BUF,2017-12-03,7.5,Sun,12,13,,NWE,L 3-23,7.5,did not cover,48.5,under,BUF_NWE_2017-12-03
HOU,2017-11-27,7.5,Mon,11,12,@,BAL,L 16-23,7.5,covered,39.5,under,HOU_BAL_2017-11-27
CLE,2017-11-26,7.5,Sun,11,12,@,CIN,L 16-30,7.5,did not cover,39.0,over,CLE_CIN_2017-11-26
CLE,2017-11-19,7.5,Sun,10,11,,JAX,L 7-19,7.5,did not cover,37.0,under,CLE_JAX_2017-11-19
CHI,2017-10-29,7.5,Sun,8,8,@,NOR,L 12-20,7.5,did not cover,46.0,under,CHI_NOR_2017-10-29
CLE,2017-10-15,7.5,Sun,6,6,@,HOU,L 17-33,7.5,did not cover,46.0,over,CLE_HOU_2017-10-15
JAX,2017-10-08,7.5,Sun,5,5,@,PIT,W 30-9,7.5,covered,41.0,under,JAX_PIT_2017-10-08
CHI,2017-09-28,7.5,Thu,4,4,@,GNB,L 14-35,7.5,did not cover,44.0,over,CHI_GNB_2017-09-28
CLE,2017-09-17,7.5,Sun,2,2,@,BAL,L 10-24,7.5,did not cover,39.5,under,CLE_BAL_2017-09-17
WAS,2023-01-08,7.0,Sun,17,18,,DAL,W 26-6,7.0,covered,40.0,under,WAS_DAL_2023-01-08
CHI,2023-01-08,7.0,Sun,17,18,,MIN,L 13-29,7.0,did not cover,42.5,under,CHI_MIN_2023-01-08
LAR,2022-12-19,7.0,Mon,14,15,@,GNB,L 12-24,7.0,did not cover,39.5,under,LAR_GNB_2022-12-19
MIA,2022-12-17,7.0,Sat,14,15,@,BUF,L 29-32,7.0,covered,43.5,over,MIA_BUF_2022-12-17
NYG,2022-12-11,7.0,Sun,13,14,,PHI,L 22-48,7.0,did not cover,45.0,over,NYG_PHI_2022-12-11
LAR,2022-12-04,7.0,Sun,12,13,,SEA,L 23-27,7.0,covered,41.0,over,LAR_SEA_2022-12-04
CHI,2022-11-27,7.0,Sun,12,12,@,NYJ,L 10-31,7.0,did not cover,38.5,over,CHI_NYJ_2022-11-27
CAR,2022-11-06,7.0,Sun,9,9,@,CIN,L 21-42,7.0,did not cover,42.5,over,CAR_CIN_2022-11-06
HOU,2022-10-23,7.0,Sun,6,7,@,LVR,L 20-38,7.0,did not cover,46.0,over,HOU_LVR_2022-10-23
LVR,2022-10-10,7.0,Mon,5,5,@,KAN,L 29-30,7.0,covered,51.5,over,LVR_KAN_2022-10-10
HOU,2022-10-09,7.0,Sun,5,5,@,JAX,W 13-6,7.0,covered,43.5,under,HOU_JAX_2022-10-09
DAL,2022-09-18,7.0,Sun,2,2,,CIN,W 20-17,7.0,covered,42.0,under,DAL_CIN_2022-09-18
PIT,2022-09-11,7.0,Sun,1,1,@,CIN,W 23-20 (OT),7.0,covered,44.0,under,PIT_CIN_2022-09-11
HOU,2022-09-11,7.0,Sun,1,1,,IND,T 20-20 (OT),7.0,covered,45.5,under,HOU_IND_2022-09-11
NYG,2022-01-09,7.0,Sun,17,18,,WAS,L 7-22,7.0,did not cover,37.5,under,NYG_WAS_2022-01-09
DET,2022-01-02,7.0,Sun,16,17,@,SEA,L 29-51,7.0,did not cover,41.5,over,DET_SEA_2022-01-02
BAL,2021-12-26,7.0,Sun,15,16,@,CIN,L 21-41,7.0,did not cover,41.5,over,BAL_CIN_2021-12-26
SEA,2021-12-21,7.0,Tue,14,15,@,LAR,L 10-20,7.0,did not cover,46.0,under,SEA_LAR_2021-12-21
DET,2021-12-05,7.0,Sun,12,13,,MIN,W 29-27,7.0,covered,46.5,over,DET_MIN_2021-12-05
TEN,2021-11-28,7.0,Sun,12,12,@,NWE,L 13-36,7.0,did not cover,43.5,over,TEN_NWE_2021-11-28
IND,2021-11-21,7.0,Sun,11,11,@,BUF,W 41-15,7.0,covered,49.5,over,IND_BUF_2021-11-21
ATL,2021-11-18,7.0,Thu,10,11,,NWE,L 0-25,7.0,did not cover,47.0,under,ATL_NWE_2021-11-18
NYJ,2021-10-24,7.0,Sun,6,7,@,NWE,L 13-54,7.0,did not cover,42.5,over,NYJ_NWE_2021-10-24
WAS,2021-10-17,7.0,Sun,6,6,,KAN,L 13-31,7.0,did not cover,54.0,under,WAS_KAN_2021-10-17
PHI,2021-10-14,7.0,Thu,6,6,,TAM,L 22-28,7.0,covered,52.5,under,PHI_TAM_2021-10-14
IND,2021-10-11,7.0,Mon,5,5,@,BAL,L 25-31 (OT),7.0,covered,46.0,over,IND_BAL_2021-10-11
NYG,2021-10-10,7.0,Sun,5,5,@,DAL,L 20-44,7.0,did not cover,52.5,over,NYG_DAL_2021-10-10
NWE,2021-10-03,7.0,Sun,4,4,,TAM,L 17-19,7.0,covered,49.5,under,NWE_TAM_2021-10-03
PHI,2021-10-03,7.0,Sun,4,4,,KAN,L 30-42,7.0,did not cover,54.5,over,PHI_KAN_2021-10-03
NYG,2021-10-03,7.0,Sun,4,4,@,NOR,W 27-21 (OT),7.0,covered,41.5,over,NYG_NOR_2021-10-03
WAS,2021-09-26,7.0,Sun,3,3,@,BUF,L 21-43,7.0,did not cover,45.5,over,WAS_BUF_2021-09-26
LAC,2021-09-26,7.0,Sun,3,3,@,KAN,W 30-24,7.0,covered,54.5,under,LAC_KAN_2021-09-26
SFO,2021-01-03,7.0,Sun,16,17,,SEA,L 23-26,7.0,covered,44.5,over,SFO_SEA_2021-01-03
KAN,2021-01-03,7.0,Sun,16,17,,LAC,L 21-38,7.0,did not cover,43.0,over,KAN_LAC_2021-01-03
HOU,2021-01-03,7.0,Sun,16,17,,TEN,L 38-41,7.0,covered,55.5,over,HOU_TEN_2021-01-03
NWE,2020-12-28,7.0,Mon,15,16,,BUF,L 9-38,7.0,did not cover,47.5,under,NWE_BUF_2020-12-28
MIN,2020-12-13,7.0,Sun,13,14,@,TAM,L 14-26,7.0,did not cover,52.0,under,MIN_TAM_2020-12-13
DAL,2020-11-22,7.0,Sun,10,11,@,MIN,W 31-28,7.0,covered,49.5,over,DAL_MIN_2020-11-22
NWE,2020-11-15,7.0,Sun,9,10,,BAL,W 23-17,7.0,covered,44.0,under,NWE_BAL_2020-11-15
JAX,2020-11-08,7.0,Sun,8,9,,HOU,L 25-27,7.0,covered,49.0,over,JAX_HOU_2020-11-08
DEN,2020-10-25,7.0,Sun,6,7,,KAN,L 16-43,7.0,did not cover,46.0,over,DEN_KAN_2020-10-25
CAR,2020-10-25,7.0,Sun,7,7,@,NOR,L 24-27,7.0,covered,49.5,over,CAR_NOR_2020-10-25
DEN,2020-10-18,7.0,Sun,5,6,@,NWE,W 18-12,7.0,covered,43.5,under,DEN_NWE_2020-10-18
LAC,2020-10-12,7.0,Mon,5,5,@,NOR,L 27-30 (OT),7.0,covered,49.5,over,LAC_NOR_2020-10-12
NYJ,2020-10-11,7.0,Sun,5,5,,ARI,L 10-30,7.0,did not cover,48.5,under,NYJ_ARI_2020-10-11
WAS,2020-10-11,7.0,Sun,5,5,,LAR,L 10-30,7.0,did not cover,45.0,under,WAS_LAR_2020-10-11
LVR,2020-09-27,7.0,Sun,3,3,@,NWE,L 20-36,7.0,did not cover,47.0,over,LVR_NWE_2020-09-27
NYJ,2020-09-20,7.0,Sun,2,2,,SFO,L 13-31,7.0,did not cover,41.5,over,NYJ_SFO_2020-09-20
DET,2020-09-20,7.0,Sun,2,2,@,GNB,L 21-42,7.0,did not cover,51.0,over,DET_GNB_2020-09-20
JAX,2020-09-20,7.0,Sun,2,2,@,TEN,L 30-33,7.0,covered,44.5,over,JAX_TEN_2020-09-20
