Team,Date,Att,Day,G#,Week,,Opp,Result,Att,Yds,Y/A,TD,game_id
LAR,2017-12-03,24,Sun,12,13,@,ARI,W 32-16,24,118,4.9,1,LAR_ARI_2017-12-03
GNB,2017-11-26,24,Sun,11,12,@,PIT,L 28-31,24,121,5.0,0,GNB_PIT_2017-11-26
TEN,2017-11-26,24,Sun,11,12,@,IND,W 20-16,24,89,3.7,1,TEN_IND_2017-11-26
PIT,2017-11-26,24,Sun,11,12,,GNB,W 31-28,24,80,3.3,1,PIT_GNB_2017-11-26
SEA,2017-11-26,24,Sun,11,12,@,SFO,W 24-13,24,84,3.5,0,SEA_SFO_2017-11-26
WAS,2017-11-23,24,Thu,11,12,,NYG,W 20-10,24,84,3.5,0,WAS_NYG_2017-11-23
CHI,2017-11-19,24,Sun,10,11,,DET,L 24-27,24,65,2.7,0,CHI_DET_2017-11-19
MIA,2017-11-19,24,Sun,10,11,,TAM,L 20-30,24,53,2.2,0,MIA_TAM_2017-11-19
SEA,2017-11-09,24,Thu,9,10,@,ARI,W 22-16,24,34,1.4,1,SEA_ARI_2017-11-09
PHI,2017-10-29,24,Sun,8,8,,SFO,W 33-10,24,94,3.9,0,PHI_SFO_2017-10-29
NOR,2017-10-22,24,Sun,6,7,@,GNB,W 26-17,24,181,7.5,2,NOR_GNB_2017-10-22
NWE,2017-10-15,24,Sun,6,6,@,NYJ,W 24-17,24,74,3.1,0,NWE_NYJ_2017-10-15
MIN,2017-10-15,24,Sun,6,6,,GNB,W 23-10,24,72,3.0,0,MIN_GNB_2017-10-15
CIN,2017-10-08,24,Sun,5,5,,BUF,W 20-16,24,82,3.4,0,CIN_BUF_2017-10-08
CHI,2017-09-28,24,Thu,4,4,@,GNB,L 14-35,24,91,3.8,1,CHI_GNB_2017-09-28
HOU,2017-09-14,24,Thu,2,2,@,CIN,W 13-9,24,82,3.4,0,HOU_CIN_2017-09-14
LAR,2017-09-10,24,Sun,1,1,,IND,W 46-9,24,75,3.1,1,LAR_IND_2017-09-10
WAS,2017-09-10,24,Sun,1,1,,PHI,L 17-30,24,58,2.4,0,WAS_PHI_2017-09-10
BUF,2023-01-08,23,Sun,16,18,,NWE,W 35-23,23,107,4.7,0,BUF_NWE_2023-01-08
IND,2023-01-08,23,Sun,17,18,,HOU,L 31-32,23,59,2.6,0,IND_HOU_2023-01-08
NWE,2022-12-18,23,Sun,14,15,@,LVR,L 24-30,23,97,4.2,0,NWE_LVR_2022-12-18
DEN,2022-12-11,23,Sun,13,14,,KAN,L 28-34,23,89,3.9,0,DEN_KAN_2022-12-11
MIA,2022-12-11,23,Sun,13,14,@,LAC,L 17-23,23,82,3.6,1,MIA_LAC_2022-12-11
LVR,2022-11-27,23,Sun,11,12,@,SEA,W 40-34 (OT),23,65,2.8,2,LVR_SEA_2022-11-27
NWE,2022-11-20,23,Sun,10,11,,NYJ,W 10-3,23,59,2.6,0,NWE_NYJ_2022-11-20
DEN,2022-11-13,23,Sun,9,10,@,TEN,L 10-17,23,63,2.7,0,DEN_TEN_2022-11-13
CHI,2022-11-06,23,Sun,9,9,,MIA,L 32-35,23,77,3.3,1,CHI_MIA_2022-11-06
LAR,2022-10-30,23,Sun,7,8,,SFO,L 14-31,23,111,4.8,1,LAR_SFO_2022-10-30
MIA,2022-10-23,23,Sun,7,7,,PIT,W 16-10,23,95,4.1,0,MIA_PIT_2022-10-23
LVR,2022-10-23,23,Sun,6,7,,HOU,W 38-20,23,108,4.7,0,LVR_HOU_2022-10-23
LAC,2022-10-17,23,Mon,6,6,,DEN,W 19-16 (OT),23,98,4.3,0,LAC_DEN_2022-10-17
LVR,2022-10-10,23,Mon,5,5,@,KAN,L 29-30,23,103,4.5,0,LVR_KAN_2022-10-10
ATL,2022-10-09,23,Sun,5,5,@,TAM,L 15-21,23,69,3.0,1,ATL_TAM_2022-10-09
TEN,2022-10-02,23,Sun,4,4,@,IND,W 24-17,23,38,1.7,0,TEN_IND_2022-10-02
MIA,2022-09-25,23,Sun,3,3,,BUF,W 21-19,23,115,5.0,0,MIA_BUF_2022-09-25
ATL,2022-09-25,23,Sun,3,3,@,SEA,W 27-23,23,112,4.9,0,ATL_SEA_2022-09-25
IND,2022-09-25,23,Sun,3,3,,KAN,W 20-17,23,58,2.5,1,IND_KAN_2022-09-25
NYG,2022-09-18,23,Sun,2,2,,CAR,W 19-16,23,146,6.3,0,NYG_CAR_2022-09-18
NWE,2022-09-11,23,Sun,1,1,@,MIA,L 7-20,23,65,2.8,0,NWE_MIA_2022-09-11
CIN,2022-01-02,23,Sun,16,17,,KAN,W 34-31,23,155,6.7,2,CIN_KAN_2022-01-02
MIA,2021-12-27,23,Mon,15,16,@,NOR,W 20-3,23,83,3.6,0,MIA_NOR_2021-12-27
SFO,2021-12-19,23,Sun,14,15,,ATL,W 31-13,23,62,2.7,0,SFO_ATL_2021-12-19
DAL,2021-12-12,23,Sun,13,14,@,WAS,W 27-20,23,100,4.3,1,DAL_WAS_2021-12-12
CLE,2021-12-12,23,Sun,13,14,,BAL,W 24-22,23,118,5.1,1,CLE_BAL_2021-12-12
CIN,2021-12-12,23,Sun,13,14,,SFO,L 23-26 (OT),23,100,4.3,1,CIN_SFO_2021-12-12
GNB,2021-12-12,23,Sun,13,14,,CHI,W 45-30,23,137,6.0,0,GNB_CHI_2021-12-12
TAM,2021-12-05,23,Sun,12,13,@,ATL,W 30-17,23,121,5.3,1,TAM_ATL_2021-12-05
CLE,2021-11-21,23,Sun,11,11,,DET,W 13-10,23,168,7.3,1,CLE_DET_2021-11-21
MIA,2021-11-11,23,Thu,10,10,,BAL,W 22-10,23,94,4.1,0,MIA_BAL_2021-11-11
CLE,2021-11-07,23,Sun,9,9,@,CIN,W 41-16,23,85,3.7,2,CLE_CIN_2021-11-07
NWE,2021-11-07,23,Sun,9,9,@,CAR,W 24-6,23,78,3.4,0,NWE_CAR_2021-11-07
CIN,2021-11-07,23,Sun,9,9,,CLE,L 16-41,23,153,6.7,2,CIN_CLE_2021-11-07
MIA,2021-10-31,23,Sun,8,8,@,BUF,L 11-26,23,102,4.4,1,MIA_BUF_2021-10-31
BUF,2021-10-31,23,Sun,7,8,,MIA,W 26-11,23,68,3.0,1,BUF_MIA_2021-10-31
PIT,2021-10-31,23,Sun,7,8,@,CLE,W 15-10,23,96,4.2,1,PIT_CLE_2021-10-31
TEN,2021-10-18,23,Mon,6,6,,BUF,W 34-31,23,82,3.6,0,TEN_BUF_2021-10-18
DEN,2021-10-17,23,Sun,6,6,,LVR,L 24-34,23,86,3.7,2,DEN_LVR_2021-10-17
LVR,2021-10-17,23,Sun,6,6,@,DEN,W 34-24,23,112,4.9,0,LVR_DEN_2021-10-17
MIN,2021-10-17,23,Sun,6,6,@,CAR,W 34-28 (OT),23,118,5.1,1,MIN_CAR_2021-10-17
CLE,2021-10-10,23,Sun,5,5,@,LAC,L 42-47,23,112,4.9,3,CLE_LAC_2021-10-10
WAS,2021-10-10,23,Sun,5,5,,NOR,L 22-33,23,98,4.3,1,WAS_NOR_2021-10-10
BUF,2021-10-10,23,Sun,5,5,@,KAN,W 38-20,23,120,5.2,0,BUF_KAN_2021-10-10
CLE,2021-10-03,23,Sun,4,4,@,MIN,W 14-7,23,65,2.8,0,CLE_MIN_2021-10-03
ARI,2021-10-03,23,Sun,4,4,@,LAR,W 37-20,23,121,5.3,0,ARI_LAR_2021-10-03
NWE,2021-09-12,23,Sun,1,1,,MIA,L 16-17,23,74,3.2,1,NWE_MIA_2021-09-12
CHI,2021-09-12,23,Sun,1,1,@,LAR,L 14-34,23,74,3.2,1,CHI_LAR_2021-09-12
CLE,2021-09-12,23,Sun,1,1,@,KAN,L 29-33,23,73,3.2,1,CLE_KAN_2021-09-12
DEN,2021-01-03,23,Sun,16,17,,LVR,L 31-32,23,106,4.6,2,DEN_LVR_2021-01-03
KAN,2020-12-27,23,Sun,15,16,,ATL,W 17-14,23,90,3.9,0,KAN_ATL_2020-12-27
CIN,2020-12-21,23,Mon,14,15,,PIT,W 27-17,23,86,3.7,1,CIN_PIT_2020-12-21
HOU,2020-12-20,23,Sun,14,15,@,IND,L 20-27,23,127,5.5,1,HOU_IND_2020-12-20
SEA,2020-12-13,23,Sun,13,14,,NYJ,W 40-3,23,69,3.0,0,SEA_NYJ_2020-12-13
HOU,2020-12-13,23,Sun,13,14,@,CHI,L 7-36,23,169,7.3,1,HOU_CHI_2020-12-13
MIA,2020-11-29,23,Sun,11,12,@,NYJ,W 20-3,23,87,3.8,0,MIA_NYJ_2020-11-29
DET,2020-11-26,23,Thu,11,12,,HOU,L 25-41,23,77,3.3,0,DET_HOU_2020-11-26
GNB,2020-11-15,23,Sun,9,10,,JAX,W 24-20,23,109,4.7,0,GNB_JAX_2020-11-15
NYG,2020-11-15,23,Sun,10,10,,PHI,W 27-17,23,156,6.8,2,NYG_PHI_2020-11-15
NOR,2020-11-01,23,Sun,7,8,@,CHI,W 26-23 (OT),23,96,4.2,0,NOR_CHI_2020-11-01
PIT,2020-10-25,23,Sun,6,7,@,TEN,W 27-24,23,82,3.6,1,PIT_TEN_2020-10-25
KAN,2020-10-19,23,Mon,6,6,@,BUF,W 26-17,23,84,3.7,0,KAN_BUF_2020-10-19
TAM,2020-10-04,23,Sun,4,4,,LAC,W 38-31,23,46,2.0,0,TAM_LAC_2020-10-04
BUF,2020-10-04,23,Sun,4,4,@,LVR,W 30-23,23,86,3.7,0,BUF_LVR_2020-10-04
CAR,2020-10-04,23,Sun,4,4,,ARI,W 31-21,23,129,5.6,0,CAR_ARI_2020-10-04
NYG,2020-10-04,23,Sun,4,4,@,LAR,L 9-17,23,58,2.5,1,NYG_LAR_2020-10-04
CAR,2020-09-27,23,Sun,3,3,@,LAC,W 21-16,23,117,5.1,1,CAR_LAC_2020-09-27
ARI,2020-09-20,23,Sun,2,2,,WAS,W 30-15,23,117,5.1,1,ARI_WAS_2020-09-20
MIA,2020-09-20,23,Sun,2,2,,BUF,L 28-31,23,112,4.9,0,MIA_BUF_2020-09-20
IND,2020-09-13,23,Sun,1,1,@,JAX,L 20-27,23,91,4.0,0,IND_JAX_2020-09-13
BAL,2019-12-29,23,Sun,16,17,,PIT,W 28-10,23,91,4.0,1,BAL_PIT_2019-12-29
LAC,2019-12-29,23,Sun,16,17,@,KAN,L 21-31,23,162,7.0,2,LAC_KAN_2019-12-29
TEN,2019-12-22,23,Sun,15,16,,NOR,L 28-38,23,102,4.4,2,TEN_NOR_2019-12-22
NWE,2019-12-21,23,Sat,15,16,,BUF,W 24-17,23,92,4.0,0,NWE_BUF_2019-12-21
LAR,2019-12-21,23,Sat,15,16,@,SFO,L 31-34,23,119,5.2,2,LAR_SFO_2019-12-21
ARI,2019-12-15,23,Sun,14,15,,CLE,W 38-24,23,152,6.6,1,ARI_CLE_2019-12-15
BAL,2019-12-08,23,Sun,13,14,@,BUF,W 24-17,23,104,4.5,0,BAL_BUF_2019-12-08
LAC,2019-12-08,23,Sun,13,14,@,JAX,W 45-10,23,88,3.8,0,LAC_JAX_2019-12-08
NWE,2019-12-01,23,Sun,12,13,@,HOU,L 22-28,23,52,2.3,0,NWE_HOU_2019-12-01
DET,2019-11-28,23,Thu,12,13,,CHI,L 20-24,23,88,3.8,0,DET_CHI_2019-11-28
SEA,2019-11-24,23,Sun,11,12,@,PHI,W 17-9,23,106,4.6,0,SEA_PHI_2019-11-24
PIT,2019-11-10,23,Sun,9,10,,LAR,W 17-12,23,88,3.8,0,PIT_LAR_2019-11-10
GNB,2019-11-10,23,Sun,10,10,,CAR,W 24-16,23,120,5.2,1,GNB_CAR_2019-11-10
CIN,2019-11-10,23,Sun,9,10,,BAL,L 13-49,23,136,5.9,2,CIN_BAL_2019-11-10
BUF,2019-11-03,23,Sun,8,9,,WAS,W 24-9,23,127,5.5,0,BUF_WAS_2019-11-03
SFO,2019-10-31,23,Thu,8,9,@,ARI,W 28-25,23,153,6.7,1,SFO_ARI_2019-10-31
HOU,2019-10-27,23,Sun,8,8,,OAK,W 27-24,23,93,4.0,0,HOU_OAK_2019-10-27
MIA,2019-10-20,23,Sun,6,7,@,BUF,L 21-31,23,117,5.1,0,MIA_BUF_2019-10-20
OAK,2019-10-20,23,Sun,6,7,@,GNB,L 24-42,23,60,2.6,1,OAK_GNB_2019-10-20
ARI,2019-10-06,23,Sun,5,5,@,CIN,W 26-23,23,108,4.7,0,ARI_CIN_2019-10-06
SEA,2019-09-29,23,Sun,4,4,@,ARI,W 27-10,23,115,5.0,1,SEA_ARI_2019-09-29
BUF,2019-09-29,23,Sun,4,4,,NWE,L 10-16,23,74,3.2,1,BUF_NWE_2019-09-29
OAK,2019-09-29,23,Sun,4,4,@,IND,W 31-24,23,81,3.5,0,OAK_IND_2019-09-29
DEN,2019-09-22,23,Sun,3,3,@,GNB,L 16-27,23,77,3.3,2,DEN_GNB_2019-09-22
SEA,2019-09-22,23,Sun,3,3,,NOR,L 27-33,23,88,3.8,1,SEA_NOR_2019-09-22
OAK,2019-09-09,23,Mon,1,1,,DEN,W 24-16,23,95,4.1,0,OAK_DEN_2019-09-09
NOR,2019-09-09,23,Mon,1,1,,HOU,W 30-28,23,180,7.8,1,NOR_HOU_2019-09-09
DET,2019-09-08,23,Sun,1,1,@,ARI,T 27-27 (OT),23,112,4.9,0,DET_ARI_2019-09-08
LAR,2019-09-08,23,Sun,1,1,@,CAR,W 30-27,23,127,5.5,3,LAR_CAR_2019-09-08
NWE,2018-12-30,23,Sun,16,17,,NYJ,W 38-3,23,104,4.5,0,NWE_NYJ_2018-12-30
MIN,2018-12-23,23,Sun,15,16,@,DET,W 27-9,23,86,3.7,0,MIN_DET_2018-12-23
NOR,2018-12-17,23,Mon,14,15,@,CAR,W 12-9,23,98,4.3,0,NOR_CAR_2018-12-17
HOU,2018-12-09,23,Sun,13,14,,IND,L 21-24,23,50,2.2,1,HOU_IND_2018-12-09
NOR,2018-12-09,23,Sun,13,14,@,TAM,W 28-14,23,105,4.6,0,NOR_TAM_2018-12-09
BUF,2018-12-02,23,Sun,12,13,@,MIA,L 17-21,23,60,2.6,0,BUF_MIA_2018-12-02
ARI,2018-12-02,23,Sun,12,13,@,GNB,W 20-17,23,98,4.3,1,ARI_GNB_2018-12-02
SEA,2018-12-02,23,Sun,12,13,,SFO,W 43-16,23,66,2.9,0,SEA_SFO_2018-12-02
DEN,2018-12-02,23,Sun,12,13,@,CIN,W 24-10,23,111,4.8,0,DEN_CIN_2018-12-02
HOU,2018-11-26,23,Mon,11,12,,TEN,W 34-17,23,105,4.6,0,HOU_TEN_2018-11-26
PIT,2018-11-25,23,Sun,11,12,@,DEN,L 17-24,23,124,5.4,1,PIT_DEN_2018-11-25
SFO,2018-11-12,23,Mon,10,10,,NYG,L 23-27,23,97,4.2,0,SFO_NYG_2018-11-12
JAX,2018-11-11,23,Sun,9,10,@,IND,L 26-29,23,81,3.5,1,JAX_IND_2018-11-11
GNB,2018-11-11,23,Sun,9,10,,MIA,W 31-12,23,131,5.7,0,GNB_MIA_2018-11-11
SEA,2018-11-11,23,Sun,9,10,@,LAR,L 31-36,23,149,6.5,2,SEA_LAR_2018-11-11
ARI,2018-11-11,23,Sun,9,10,@,KAN,L 14-26,23,118,5.1,1,ARI_KAN_2018-11-11
DET,2018-11-04,23,Sun,8,9,@,MIN,L 9-24,23,128,5.6,1,DET_MIN_2018-11-04
SFO,2018-11-01,23,Thu,9,9,,OAK,W 34-3,23,102,4.4,0,SFO_OAK_2018-11-01
NOR,2018-10-21,23,Sun,6,7,@,BAL,W 24-23,23,77,3.3,1,NOR_BAL_2018-10-21
TAM,2018-10-21,23,Sun,6,7,,CLE,W 26-23 (OT),23,119,5.2,1,TAM_CLE_2018-10-21
NYJ,2018-10-14,23,Sun,6,6,,IND,W 42-34,23,127,5.5,0,NYJ_IND_2018-10-14
PHI,2018-10-07,23,Sun,5,5,,MIN,L 21-23,23,77,3.3,0,PHI_MIN_2018-10-07
SFO,2018-10-07,23,Sun,5,5,,ARI,L 18-28,23,56,2.4,2,SFO_ARI_2018-10-07
IND,2018-10-04,23,Thu,5,5,@,NWE,L 24-38,23,97,4.2,2,IND_NWE_2018-10-04
ATL,2018-09-30,23,Sun,4,4,,CIN,L 36-37,23,99,4.3,2,ATL_CIN_2018-09-30
PHI,2018-09-16,23,Sun,2,2,@,TAM,L 21-27,23,43,1.9,0,PHI_TAM_2018-09-16
CLE,2018-09-16,23,Sun,2,2,@,NOR,L 18-21,23,62,2.7,0,CLE_NOR_2018-09-16
LAR,2018-09-10,23,Mon,1,1,@,OAK,W 33-13,23,95,4.1,1,LAR_OAK_2018-09-10
JAX,2018-09-09,23,Sun,1,1,@,NYG,W 20-15,23,114,5.0,1,JAX_NYG_2018-09-09
GNB,2017-12-31,23,Sun,16,17,@,DET,L 11-35,23,51,2.2,1,GNB_DET_2017-12-31
LAC,2017-12-31,23,Sun,16,17,,OAK,W 30-10,23,105,4.6,0,LAC_OAK_2017-12-31
PHI,2017-12-17,23,Sun,14,15,@,NYG,W 34-29,23,75,3.3,1,PHI_NYG_2017-12-17
DAL,2017-12-17,23,Sun,14,15,@,OAK,W 20-17,23,122,5.3,0,DAL_OAK_2017-12-17
SFO,2017-12-10,23,Sun,13,14,@,HOU,W 26-16,23,90,3.9,0,SFO_HOU_2017-12-10
DEN,2017-12-10,23,Sun,13,14,,NYJ,W 23-0,23,59,2.6,0,DEN_NYJ_2017-12-10
NOR,2017-12-03,23,Sun,12,13,,CAR,W 31-21,23,112,4.9,1,NOR_CAR_2017-12-03
MIA,2017-12-03,23,Sun,12,13,,DEN,W 35-9,23,103,4.5,0,MIA_DEN_2017-12-03
ATL,2017-11-26,23,Sun,11,12,,TAM,W 34-20,23,94,4.1,2,ATL_TAM_2017-11-26
ATL,2017-11-20,23,Mon,10,11,@,SEA,W 34-31,23,136,5.9,1,ATL_SEA_2017-11-20
WAS,2017-11-19,23,Sun,10,11,@,NOR,L 31-34 (OT),23,160,7.0,1,WAS_NOR_2017-11-19
SFO,2017-11-12,23,Sun,10,10,,NYG,W 31-21,23,114,5.0,0,SFO_NYG_2017-11-12
ARI,2017-11-09,23,Thu,9,10,,SEA,L 16-22,23,75,3.3,0,ARI_SEA_2017-11-09
SEA,2017-11-05,23,Sun,8,9,,WAS,L 14-17,23,51,2.2,2,SEA_WAS_2017-11-05
OAK,2017-10-19,23,Thu,7,7,,KAN,W 31-30,23,94,4.1,0,OAK_KAN_2017-10-19
KAN,2017-10-08,23,Sun,5,5,@,HOU,W 42-34,23,144,6.3,0,KAN_HOU_2017-10-08
TAM,2017-10-05,23,Thu,4,5,,NWE,L 14-19,23,113,4.9,0,TAM_NWE_2017-10-05
NYG,2017-10-01,23,Sun,4,4,@,TAM,L 23-25,23,111,4.8,0,NYG_TAM_2017-10-01
BUF,2017-09-24,23,Sun,3,3,,DEN,W 26-16,23,111,4.8,1,BUF_DEN_2017-09-24
CAR,2017-09-17,23,Sun,2,2,,BUF,W 9-3,23,69,3.0,0,CAR_BUF_2017-09-17
CHI,2017-09-10,23,Sun,1,1,,ATL,L 17-23,23,64,2.8,1,CHI_ATL_2017-09-10
JAX,2017-09-10,23,Sun,1,1,@,HOU,W 29-7,23,93,4.0,0,JAX_HOU_2017-09-10
MIN,2023-01-08,22,Sun,17,18,@,CHI,W 29-13,22,118,5.4,1,MIN_CHI_2023-01-08
PIT,2023-01-08,22,Sun,17,18,,CLE,W 28-14,22,134,6.1,0,PIT_CLE_2023-01-08
DEN,2023-01-08,22,Sun,17,18,,LAC,W 31-28,22,59,2.7,0,DEN_LAC_2023-01-08
DET,2023-01-01,22,Sun,16,17,,CHI,W 41-10,22,200,9.1,0,DET_CHI_2023-01-01
TAM,2023-01-01,22,Sun,16,17,,CAR,W 30-24,22,74,3.4,0,TAM_CAR_2023-01-01
SEA,2022-12-24,22,Sat,15,16,@,KAN,L 10-24,22,77,3.5,1,SEA_KAN_2022-12-24
DET,2022-12-18,22,Sun,14,15,@,NYJ,W 20-17,22,50,2.3,0,DET_NYJ_2022-12-18
NWE,2022-12-12,22,Mon,13,14,@,ARI,W 27-13,22,113,5.1,1,NWE_ARI_2022-12-12
BUF,2022-12-11,22,Sun,13,14,,NYJ,W 20-12,22,76,3.5,1,BUF_NYJ_2022-12-11
LVR,2022-12-08,22,Thu,13,14,@,LAR,L 16-17,22,71,3.2,1,LVR_LAR_2022-12-08
LAR,2022-12-04,22,Sun,12,13,,SEA,L 23-27,22,90,4.1,0,LAR_SEA_2022-12-04
CLE,2022-12-04,22,Sun,12,13,@,HOU,W 27-14,22,82,3.7,0,CLE_HOU_2022-12-04
LVR,2022-12-04,22,Sun,12,13,,LAC,W 27-20,22,72,3.3,0,LVR_LAC_2022-12-04
SFO,2022-11-27,22,Sun,11,12,,NOR,W 13-0,22,63,2.9,0,SFO_NOR_2022-11-27
NYJ,2022-11-06,22,Sun,9,9,,BUF,W 20-17,22,134,6.1,2,NYJ_BUF_2022-11-06
WAS,2022-11-06,22,Sun,9,9,,MIN,L 17-20,22,56,2.5,0,WAS_MIN_2022-11-06
NWE,2022-11-06,22,Sun,9,9,,IND,W 26-3,22,78,3.5,0,NWE_IND_2022-11-06
MIN,2022-10-30,22,Sun,7,8,,ARI,W 34-26,22,78,3.5,0,MIN_ARI_2022-10-30
ARI,2022-10-20,22,Thu,7,7,,NOR,W 42-34,22,85,3.9,0,ARI_NOR_2022-10-20
LAR,2022-10-03,22,Mon,4,4,@,SFO,L 9-24,22,88,4.0,1,LAR_SFO_2022-10-03
CIN,2022-09-29,22,Thu,4,4,,MIA,W 27-15,22,85,3.9,0,CIN_MIA_2022-09-29
CAR,2022-09-25,22,Sun,3,3,,NOR,W 22-14,22,84,3.8,1,CAR_NOR_2022-09-25
PHI,2022-09-25,22,Sun,3,3,@,WAS,W 24-8,22,87,4.0,1,PHI_WAS_2022-09-25
CLE,2022-09-22,22,Thu,3,3,,PIT,W 29-17,22,104,4.7,2,CLE_PIT_2022-09-22
NWE,2022-09-18,22,Sun,2,2,@,PIT,W 17-14,22,91,4.1,0,NWE_PIT_2022-09-18
KAN,2022-09-11,22,Sun,1,1,@,ARI,W 44-21,22,103,4.7,1,KAN_ARI_2022-09-11
MIA,2022-09-11,22,Sun,1,1,,NWE,W 20-7,22,78,3.5,0,MIA_NWE_2022-09-11
CIN,2022-09-11,22,Sun,1,1,,PIT,L 20-23 (OT),22,75,3.4,0,CIN_PIT_2022-09-11
CHI,2022-01-09,22,Sun,17,18,@,MIN,L 17-31,22,104,4.7,0,CHI_MIN_2022-01-09
PHI,2022-01-02,22,Sun,16,17,@,WAS,W 20-16,22,94,4.3,1,PHI_WAS_2022-01-02
SEA,2022-01-02,22,Sun,16,17,,DET,W 51-29,22,95,4.3,2,SEA_DET_2022-01-02
BUF,2022-01-02,22,Sun,16,17,,ATL,W 29-15,22,96,4.4,1,BUF_ATL_2022-01-02
LAR,2021-12-26,22,Sun,15,16,@,MIN,W 30-23,22,66,3.0,1,LAR_MIN_2021-12-26
LAR,2021-12-13,22,Mon,13,14,@,ARI,W 30-23,22,103,4.7,2,LAR_ARI_2021-12-13
CIN,2021-12-05,22,Sun,12,13,,LAC,L 22-41,22,79,3.6,1,CIN_LAC_2021-12-05
PHI,2021-11-21,22,Sun,11,11,,NOR,W 40-29,22,109,5.0,1,PHI_NOR_2021-11-21
BUF,2021-11-14,22,Sun,9,10,@,NYJ,W 45-17,22,70,3.2,1,BUF_NYJ_2021-11-14
BAL,2021-11-11,22,Thu,9,10,@,MIA,L 10-22,22,60,2.7,1,BAL_MIA_2021-11-11
MIA,2021-10-24,22,Sun,7,7,,ATL,L 28-30,22,72,3.3,1,MIA_ATL_2021-10-24
BUF,2021-10-18,22,Mon,6,6,@,TEN,L 31-34,22,146,6.6,4,BUF_TEN_2021-10-18
CHI,2021-10-10,22,Sun,5,5,@,LVR,W 20-9,22,71,3.2,1,CHI_LVR_2021-10-10
CAR,2021-10-10,22,Sun,5,5,,PHI,L 18-21,22,91,4.1,2,CAR_PHI_2021-10-10
CIN,2021-10-10,22,Sun,5,5,,GNB,L 22-25 (OT),22,133,6.0,0,CIN_GNB_2021-10-10
JAX,2021-09-30,22,Thu,4,4,@,CIN,L 21-24,22,78,3.5,1,JAX_CIN_2021-09-30
DET,2021-09-26,22,Sun,3,3,,BAL,L 17-19,22,116,5.3,0,DET_BAL_2021-09-26
KAN,2021-09-26,22,Sun,3,3,,LAC,L 24-30,22,77,3.5,0,KAN_LAC_2021-09-26
NYG,2021-09-16,22,Thu,2,2,@,WAS,L 29-30,22,87,4.0,1,NYG_WAS_2021-09-16
CIN,2021-09-12,22,Sun,1,1,,MIN,W 27-24 (OT),22,67,3.0,1,CIN_MIN_2021-09-12
ARI,2021-09-12,22,Sun,1,1,@,TEN,W 38-13,22,86,3.9,1,ARI_TEN_2021-09-12
MIN,2021-01-03,22,Sun,16,17,@,DET,W 37-35,22,129,5.9,2,MIN_DET_2021-01-03
ATL,2021-01-03,22,Sun,16,17,@,TAM,L 27-44,22,94,4.3,1,ATL_TAM_2021-01-03
BAL,2020-12-20,22,Sun,14,15,,JAX,W 40-14,22,62,2.8,0,BAL_JAX_2020-12-20
SFO,2020-12-20,22,Sun,14,15,@,DAL,L 33-41,22,87,4.0,2,SFO_DAL_2020-12-20
MIA,2020-12-20,22,Sun,14,15,,NWE,W 22-12,22,117,5.3,0,MIA_NWE_2020-12-20
IND,2020-12-13,22,Sun,13,14,@,LVR,W 44-27,22,79,3.6,1,IND_LVR_2020-12-13
NYG,2020-12-06,22,Sun,12,13,@,SEA,W 17-12,22,111,5.0,0,NYG_SEA_2020-12-06
DEN,2020-12-06,22,Sun,12,13,@,KAN,L 16-22,22,134,6.1,0,DEN_KAN_2020-12-06
CHI,2020-12-06,22,Sun,12,13,,DET,L 30-34,22,60,2.7,2,CHI_DET_2020-12-06
CLE,2020-11-15,22,Sun,9,10,,HOU,W 10-7,22,90,4.1,0,CLE_HOU_2020-11-15
LAR,2020-11-15,22,Sun,9,10,,SEA,W 23-16,22,113,5.1,1,LAR_SEA_2020-11-15
ATL,2020-11-08,22,Sun,9,9,,DEN,W 34-27,22,103,4.7,1,ATL_DEN_2020-11-08
LVR,2020-11-01,22,Sun,7,8,@,CLE,W 16-6,22,101,4.6,0,LVR_CLE_2020-11-01
SEA,2020-11-01,22,Sun,7,8,,SFO,W 37-27,22,52,2.4,2,SEA_SFO_2020-11-01
ATL,2020-10-29,22,Thu,8,8,@,CAR,W 25-17,22,147,6.7,1,ATL_CAR_2020-10-29
GNB,2020-10-25,22,Sun,6,7,@,HOU,W 35-20,22,79,3.6,0,GNB_HOU_2020-10-25
CIN,2020-10-25,22,Sun,7,7,,CLE,L 34-37,22,82,3.7,0,CIN_CLE_2020-10-25
DEN,2020-10-25,22,Sun,6,7,,KAN,L 16-43,22,101,4.6,2,DEN_KAN_2020-10-25
BUF,2020-10-25,22,Sun,7,7,@,NYJ,W 18-10,22,100,4.5,1,BUF_NYJ_2020-10-25
SFO,2020-10-25,22,Sun,7,7,@,NWE,W 33-6,22,94,4.3,0,SFO_NWE_2020-10-25
PHI,2020-10-22,22,Thu,7,7,,NYG,W 22-21,22,160,7.3,1,PHI_NYG_2020-10-22
PIT,2020-10-18,22,Sun,5,6,,CLE,W 38-7,22,75,3.4,0,PIT_CLE_2020-10-18
MIA,2020-10-18,22,Sun,6,6,,NYJ,W 24-0,22,115,5.2,0,MIA_NYJ_2020-10-18
TEN,2020-10-13,22,Tue,4,5,,BUF,W 42-16,22,95,4.3,0,TEN_BUF_2020-10-13
JAX,2020-10-11,22,Sun,5,5,@,HOU,L 14-30,22,129,5.9,0,JAX_HOU_2020-10-11
