Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,Season,game_id
KAN,2022-11-20,3,Sun,10,11,@,LAC,W 30-27,3,3,3,2,2,0,2022,2022_11_KAN_LAC
PHI,2022-11-14,3,Mon,9,10,,WAS,L 21-32,3,2,2,4,4,0,2022,2022_10_PHI_WAS
WAS,2022-11-14,3,Mon,10,10,@,PHI,W 32-21,3,3,3,0,0,0,2022,2022_10_WAS_PHI
SEA,2022-11-13,3,Sun,10,10,@,TAM,L 16-21,3,3,3,1,0,0,2022,2022_10_SEA_TAM
MIN,2022-11-13,3,Sun,9,10,@,BUF,W 33-30 (OT),3,3,3,3,3,0,2022,2022_10_MIN_BUF
LAR,2022-11-13,3,Sun,9,10,,ARI,L 17-27,3,3,3,2,2,0,2022,2022_10_LAR_ARI
HOU,2022-11-13,3,Sun,9,10,@,NYG,L 16-24,3,3,3,1,1,0,2022,2022_10_HOU_NYG
LVR,2022-11-13,3,Sun,9,10,,IND,L 20-25,3,1,1,3,2,0,2022,2022_10_LVR_IND
IND,2022-11-13,3,Sun,10,10,@,LVR,W 25-20,3,2,2,0,0,0,2022,2022_10_IND_LVR
NOR,2022-11-07,3,Mon,9,9,,BAL,L 13-27,3,3,3,2,2,0,2022,2022_09_NOR_BAL
SEA,2022-11-06,3,Sun,9,9,@,ARI,W 31-21,3,3,3,0,0,0,2022,2022_09_SEA_ARI
CIN,2022-11-06,3,Sun,9,9,,CAR,W 42-21,3,3,3,0,0,0,2022,2022_09_CIN_CAR
LVR,2022-11-06,3,Sun,8,9,@,JAX,L 20-27,3,3,3,3,2,0,2022,2022_09_LVR_JAX
JAX,2022-10-30,3,Sun,8,8,,DEN,L 17-21,3,3,3,0,0,0,2022,2022_08_JAX_DEN
GNB,2022-10-30,3,Sun,8,8,@,BUF,L 17-27,3,3,3,2,2,0,2022,2022_08_GNB_BUF
MIN,2022-10-30,3,Sun,7,8,,ARI,W 34-26,3,2,2,2,2,0,2022,2022_08_MIN_ARI
LVR,2022-10-30,3,Sun,7,8,@,NOR,L 0-24,3,3,3,2,1,0,2022,2022_08_LVR_NOR
NYG,2022-10-30,3,Sun,8,8,@,SEA,L 13-27,3,3,3,2,2,0,2022,2022_08_NYG_SEA
MIA,2022-10-30,3,Sun,8,8,@,DET,W 31-27,3,3,3,2,2,0,2022,2022_08_MIA_DET
TAM,2022-10-27,3,Thu,8,8,,BAL,L 22-27,3,3,3,3,2,0,2022,2022_08_TAM_BAL
NWE,2022-10-24,3,Mon,7,7,,CHI,L 14-33,3,3,3,4,4,0,2022,2022_07_NWE_CHI
WAS,2022-10-23,3,Sun,7,7,,GNB,W 23-21,3,3,3,0,0,0,2022,2022_07_WAS_GNB
TAM,2022-10-23,3,Sun,7,7,@,CAR,L 3-21,3,3,3,0,0,0,2022,2022_07_TAM_CAR
DET,2022-10-23,3,Sun,6,7,@,DAL,L 6-24,3,3,3,1,1,0,2022,2022_07_DET_DAL
SEA,2022-10-23,3,Sun,7,7,@,LAC,W 37-23,3,3,3,0,0,1,2022,2022_07_SEA_LAC
KAN,2022-10-16,3,Sun,6,6,,BUF,L 20-24,3,3,3,1,1,0,2022,2022_06_KAN_BUF
CAR,2022-10-16,3,Sun,6,6,@,LAR,L 10-24,3,3,3,1,1,0,2022,2022_06_CAR_LAR
BAL,2022-10-16,3,Sun,6,6,@,NYG,L 20-24,3,3,3,1,1,0,2022,2022_06_BAL_NYG
MIA,2022-10-16,3,Sun,6,6,,MIN,L 16-24,3,2,1,1,1,0,2022,2022_06_MIA_MIN
DAL,2022-10-16,3,Sun,6,6,@,PHI,L 17-26,3,2,2,2,2,0,2022,2022_06_DAL_PHI
KAN,2022-10-10,3,Mon,5,5,,LVR,W 30-29,3,2,2,3,3,0,2022,2022_05_KAN_LVR
WAS,2022-10-09,3,Sun,5,5,,TEN,L 17-21,3,3,3,0,0,0,2022,2022_05_WAS_TEN
GNB,2022-10-09,3,Sun,5,5,,NYG,L 22-27,3,3,3,2,2,0,2022,2022_05_GNB_NYG
CLE,2022-10-09,3,Sun,5,5,,LAC,L 28-30,3,3,3,3,3,0,2022,2022_05_CLE_LAC
LAR,2022-10-03,3,Mon,4,4,@,SFO,L 9-24,3,3,3,2,1,0,2022,2022_04_LAR_SFO
LVR,2022-10-02,3,Sun,4,4,,DEN,W 32-23,3,3,2,1,1,0,2022,2022_04_LVR_DEN
NWE,2022-10-02,3,Sun,4,4,@,GNB,L 24-27 (OT),3,3,3,2,2,0,2022,2022_04_NWE_GNB
CAR,2022-10-02,3,Sun,4,4,,ARI,L 16-26,3,2,2,2,2,0,2022,2022_04_CAR_ARI
IND,2022-10-02,3,Sun,4,4,,TEN,L 17-24,3,3,3,1,1,0,2022,2022_04_IND_TEN
MIN,2022-10-02,3,Sun,4,4,@,NOR,W 28-25,3,2,2,2,1,0,2022,2022_04_MIN_NOR
GNB,2022-10-02,3,Sun,4,4,,NWE,W 27-24 (OT),3,3,3,1,1,0,2022,2022_04_GNB_NWE
LAC,2022-10-02,3,Sun,4,4,@,HOU,W 34-24,3,3,3,2,1,0,2022,2022_04_LAC_HOU
PHI,2022-10-02,3,Sun,4,4,,JAX,W 29-21,3,3,3,0,0,0,2022,2022_04_PHI_JAX
DEN,2022-10-02,3,Sun,4,4,@,LVR,L 23-32,3,3,2,4,4,0,2022,2022_04_DEN_LVR
PIT,2022-10-02,3,Sun,4,4,,NYJ,L 20-24,3,3,3,1,1,0,2022,2022_04_PIT_NYJ
MIA,2022-09-29,3,Thu,4,4,@,CIN,L 15-27,3,3,3,2,2,0,2022,2022_04_MIA_CIN
BUF,2022-09-25,3,Sun,3,3,@,MIA,L 19-21,3,3,3,0,0,0,2022,2022_03_BUF_MIA
LVR,2022-09-25,3,Sun,3,3,@,TEN,L 22-24,3,3,3,1,1,0,2022,2022_03_LVR_TEN
NYJ,2022-09-25,3,Sun,3,3,,CIN,L 12-27,3,3,3,3,2,0,2022,2022_03_NYJ_CIN
BAL,2022-09-25,3,Sun,3,3,@,NWE,W 37-26,3,2,2,2,2,0,2022,2022_03_BAL_NWE
SEA,2022-09-25,3,Sun,3,3,,ATL,L 23-27,3,3,3,2,2,0,2022,2022_03_SEA_ATL
MIN,2022-09-25,3,Sun,3,3,,DET,W 28-24,3,3,3,3,1,0,2022,2022_03_MIN_DET
WAS,2022-09-25,3,Sun,3,3,,PHI,L 8-24,3,3,3,1,1,0,2022,2022_03_WAS_PHI
MIN,2022-09-19,3,Mon,2,2,@,PHI,L 7-24,3,3,3,2,1,0,2022,2022_02_MIN_PHI
CHI,2022-09-18,3,Sun,2,2,@,GNB,L 10-27,3,3,3,2,2,0,2022,2022_02_CHI_GNB
SEA,2022-09-18,3,Sun,2,2,@,SFO,L 7-27,3,3,3,3,2,0,2022,2022_02_SEA_SFO
IND,2022-09-18,3,Sun,2,2,@,JAX,L 0-24,3,3,3,1,1,0,2022,2022_02_IND_JAX
LAC,2022-09-15,3,Thu,2,2,@,KAN,L 24-27,3,3,3,2,2,0,2022,2022_02_LAC_KAN
KAN,2022-09-15,3,Thu,2,2,,LAC,W 27-24,3,3,3,1,1,0,2022,2022_02_KAN_LAC
KAN,2022-09-11,3,Sun,1,1,@,ARI,W 44-21,3,1,1,0,0,0,2022,2022_01_KAN_ARI
SFO,2022-09-11,3,Sun,1,1,@,CHI,L 10-19,3,3,1,0,0,0,2022,2022_01_SFO_CHI
ATL,2022-09-11,3,Sun,1,1,,NOR,L 26-27,3,1,1,3,2,0,2022,2022_01_ATL_NOR
CLE,2022-09-11,3,Sun,1,1,@,CAR,W 26-24,3,3,3,1,1,0,2022,2022_01_CLE_CAR
TEN,2022-09-11,3,Sun,1,1,,NYG,L 20-21,3,1,1,0,0,0,2022,2022_01_TEN_NYG
NYJ,2022-09-11,3,Sun,1,1,,BAL,L 9-24,3,3,3,1,1,0,2022,2022_01_NYJ_BAL
LVR,2022-09-11,3,Sun,1,1,@,LAC,L 19-24,3,3,3,2,1,0,2022,2022_01_LVR_LAC
LAC,2022-01-09,3,Sun,17,18,@,LVR,L 32-35 (OT),3,2,2,5,5,0,2021,2021_18_LAC_LVR
NYJ,2022-01-09,3,Sun,17,18,@,BUF,L 10-27,3,3,3,2,2,0,2021,2021_18_NYJ_BUF
LAR,2022-01-09,3,Sun,17,18,,SFO,L 24-27 (OT),3,3,3,2,2,0,2021,2021_18_LAR_SFO
SEA,2022-01-09,3,Sun,17,18,@,ARI,W 38-30,3,3,3,3,3,0,2021,2021_18_SEA_ARI
SFO,2022-01-09,3,Sun,17,18,@,LAR,W 27-24 (OT),3,3,3,1,1,0,2021,2021_18_SFO_LAR
ATL,2022-01-09,3,Sun,17,18,,NOR,L 20-30,3,3,3,4,3,0,2021,2021_18_ATL_NOR
MIA,2022-01-09,3,Sun,17,18,,NWE,W 33-24,3,3,3,1,1,0,2021,2021_18_MIA_NWE
CIN,2022-01-09,3,Sun,17,18,@,CLE,L 16-21,3,3,3,0,0,0,2021,2021_18_CIN_CLE
TEN,2022-01-09,3,Sun,17,18,@,HOU,W 28-25,3,2,2,1,1,0,2021,2021_18_TEN_HOU
DAL,2022-01-08,3,Sat,17,18,@,PHI,W 51-26,3,2,2,2,2,0,2021,2021_18_DAL_PHI
KAN,2022-01-08,3,Sat,17,18,@,DEN,W 28-24,3,3,3,1,1,0,2021,2021_18_KAN_DEN
DEN,2022-01-08,3,Sat,17,18,,KAN,L 24-28,3,2,2,2,2,0,2021,2021_18_DEN_KAN
TAM,2022-01-02,3,Sun,16,17,@,NYJ,W 28-24,3,3,3,1,1,0,2021,2021_17_TAM_NYJ
NYJ,2022-01-02,3,Sun,16,17,,TAM,L 24-28,3,2,2,2,2,0,2021,2021_17_NYJ_TAM
NYG,2022-01-02,3,Sun,16,17,@,CHI,L 3-29,3,3,3,2,2,1,2021,2021_17_NYG_CHI
BAL,2022-01-02,3,Sun,16,17,,LAR,L 19-20,3,2,2,1,0,0,2021,2021_17_BAL_LAR
ARI,2022-01-02,3,Sun,16,17,@,DAL,W 25-22,3,2,2,1,0,0,2021,2021_17_ARI_DAL
CIN,2021-12-26,3,Sun,15,16,,BAL,W 41-21,3,3,3,0,0,0,2021,2021_16_CIN_BAL
HOU,2021-12-26,3,Sun,15,16,,LAC,W 41-29,3,0,0,3,3,0,2021,2021_16_HOU_LAC
JAX,2021-12-26,3,Sun,15,16,@,NYJ,L 21-26,3,3,2,2,2,0,2021,2021_16_JAX_NYJ
CAR,2021-12-26,3,Sun,15,16,,TAM,L 6-32,3,2,2,4,4,0,2021,2021_16_CAR_TAM
SEA,2021-12-26,3,Sun,15,16,,CHI,L 24-25,3,2,2,1,1,0,2021,2021_16_SEA_CHI
MIN,2021-12-26,3,Sun,15,16,,LAR,L 23-30,3,3,3,3,3,0,2021,2021_16_MIN_LAR
BUF,2021-12-26,3,Sun,15,16,@,NWE,W 33-21,3,3,3,0,0,0,2021,2021_16_BUF_NWE
CHI,2021-12-26,3,Sun,15,16,@,SEA,W 25-24,3,3,3,2,1,0,2021,2021_16_CHI_SEA
CLE,2021-12-25,3,Sat,15,16,@,GNB,L 22-24,3,3,3,1,1,0,2021,2021_16_CLE_GNB
GNB,2021-12-25,3,Sat,15,16,,CLE,W 24-22,3,2,1,1,1,0,2021,2021_16_GNB_CLE
WAS,2021-12-21,3,Tue,14,15,@,PHI,L 17-27,3,3,3,2,2,0,2021,2021_15_WAS_PHI
ARI,2021-12-19,3,Sun,14,15,@,DET,L 12-30,3,3,3,3,3,0,2021,2021_15_ARI_DET
MIA,2021-12-19,3,Sun,14,15,,NYJ,W 31-24,3,3,3,1,1,0,2021,2021_15_MIA_NYJ
JAX,2021-12-19,3,Sun,14,15,,HOU,L 16-30,3,3,3,3,3,0,2021,2021_15_JAX_HOU
ARI,2021-12-13,3,Mon,13,14,,LAR,L 23-30,3,3,3,3,3,0,2021,2021_14_ARI_LAR
DAL,2021-12-12,3,Sun,13,14,@,WAS,W 27-20,3,1,0,0,0,0,2021,2021_14_DAL_WAS
TAM,2021-12-12,3,Sun,13,14,,BUF,W 33-27 (OT),3,3,3,2,2,0,2021,2021_14_TAM_BUF
CIN,2021-12-12,3,Sun,13,14,,SFO,L 23-26 (OT),3,2,2,3,2,0,2021,2021_14_CIN_SFO
GNB,2021-12-12,3,Sun,13,14,,CHI,W 45-30,3,3,3,3,3,0,2021,2021_14_GNB_CHI
NYJ,2021-12-12,3,Sun,13,14,,NOR,L 9-30,3,3,3,3,3,0,2021,2021_14_NYJ_NOR
ATL,2021-12-12,3,Sun,13,14,@,CAR,W 29-21,3,3,3,0,0,0,2021,2021_14_ATL_CAR
CAR,2021-12-12,3,Sun,13,14,,ATL,L 21-29,3,2,2,3,3,0,2021,2021_14_CAR_ATL
BAL,2021-12-12,3,Sun,13,14,@,CLE,L 22-24,3,3,3,2,1,0,2021,2021_14_BAL_CLE
LAC,2021-12-12,3,Sun,13,14,,NYG,W 37-21,3,1,1,0,0,0,2021,2021_14_LAC_NYG
DET,2021-12-05,3,Sun,12,13,,MIN,W 29-27,3,0,0,3,3,0,2021,2021_13_DET_MIN
MIN,2021-12-05,3,Sun,12,13,@,DET,L 27-29,3,2,2,3,3,0,2021,2021_13_MIN_DET
PHI,2021-12-05,3,Sun,13,13,@,NYJ,W 33-18,3,2,0,0,0,0,2021,2021_13_PHI_NYJ
NYJ,2021-12-05,3,Sun,12,13,,PHI,L 18-33,3,3,3,4,4,0,2021,2021_13_NYJ_PHI
SEA,2021-12-05,3,Sun,12,13,,SFO,W 30-23,3,3,2,1,1,0,2021,2021_13_SEA_SFO
ARI,2021-12-05,3,Sun,12,13,@,CHI,W 33-22,3,2,2,0,0,0,2021,2021_13_ARI_CHI
LAC,2021-12-05,3,Sun,12,13,@,CIN,W 41-22,3,2,1,1,1,0,2021,2021_13_LAC_CIN
NOR,2021-12-02,3,Thu,12,13,,DAL,L 17-27,3,3,3,2,2,0,2021,2021_13_NOR_DAL
CAR,2021-11-28,3,Sun,12,12,@,MIA,L 10-33,3,4,3,2,2,0,2021,2021_12_CAR_MIA
GNB,2021-11-28,3,Sun,12,12,,LAR,W 36-28,3,2,2,2,2,0,2021,2021_12_GNB_LAR
TEN,2021-11-28,3,Sun,12,12,@,NWE,L 13-36,3,3,3,6,5,0,2021,2021_12_TEN_NWE
JAX,2021-11-28,3,Sun,11,12,,ATL,L 14-21,3,3,3,0,0,0,2021,2021_12_JAX_ATL
DAL,2021-11-25,3,Thu,11,12,,LVR,L 33-36 (OT),3,3,3,5,5,0,2021,2021_12_DAL_LVR
NYG,2021-11-22,3,Mon,10,11,@,TAM,L 10-30,3,3,3,3,3,0,2021,2021_11_NYG_TAM
CAR,2021-11-21,3,Sun,11,11,,WAS,L 21-27,3,3,3,2,2,0,2021,2021_11_CAR_WAS
NYJ,2021-11-21,3,Sun,10,11,,MIA,L 17-24,3,3,3,2,1,0,2021,2021_11_NYJ_MIA
JAX,2021-11-21,3,Sun,10,11,,SFO,L 10-30,3,3,3,3,3,0,2021,2021_11_JAX_SFO
SEA,2021-11-21,3,Sun,10,11,,ARI,L 13-23,3,3,2,3,1,0,2021,2021_11_SEA_ARI
LVR,2021-11-21,3,Sun,10,11,,CIN,L 13-32,3,3,2,4,4,0,2021,2021_11_LVR_CIN
WAS,2021-11-21,3,Sun,10,11,@,CAR,W 27-21,3,3,3,0,0,0,2021,2021_11_WAS_CAR
TAM,2021-11-14,3,Sun,9,10,@,WAS,L 19-29,3,2,2,3,3,0,2021,2021_10_TAM_WAS
LAC,2021-11-14,3,Sun,9,10,,MIN,L 20-27,3,3,3,2,2,0,2021,2021_10_LAC_MIN
DEN,2021-11-14,3,Sun,10,10,,PHI,L 13-30,3,3,3,3,3,0,2021,2021_10_DEN_PHI
TEN,2021-11-14,3,Sun,10,10,,NOR,W 23-21,3,2,0,1,1,0,2021,2021_10_TEN_NOR
ARI,2021-11-14,3,Sun,10,10,,CAR,L 10-34,3,2,2,4,4,0,2021,2021_10_ARI_CAR
PIT,2021-11-08,3,Mon,8,9,,CHI,W 29-27,3,3,3,3,2,0,2021,2021_09_PIT_CHI
CHI,2021-11-08,3,Mon,9,9,@,PIT,L 27-29,3,3,2,3,3,0,2021,2021_09_CHI_PIT
PHI,2021-11-07,3,Sun,9,9,,LAC,L 24-27,3,2,1,2,2,0,2021,2021_09_PHI_LAC
LAC,2021-11-07,3,Sun,8,9,@,PHI,W 27-24,3,3,3,1,1,0,2021,2021_09_LAC_PHI
DAL,2021-11-07,3,Sun,8,9,,DEN,L 16-30,3,2,1,4,3,0,2021,2021_09_DAL_DEN
ATL,2021-11-07,3,Sun,8,9,@,NOR,W 27-25,3,1,1,2,2,0,2021,2021_09_ATL_NOR
CAR,2021-11-07,3,Sun,9,9,,NWE,L 6-24,3,3,3,2,1,0,2021,2021_09_CAR_NWE
NOR,2021-11-07,3,Sun,8,9,,ATL,L 25-27,3,3,3,2,2,0,2021,2021_09_NOR_ATL
NWE,2021-10-31,3,Sun,8,8,@,LAC,W 27-24,3,3,3,1,1,0,2021,2021_08_NWE_LAC
MIA,2021-10-31,3,Sun,8,8,@,BUF,L 11-26,3,2,2,2,2,0,2021,2021_08_MIA_BUF
CHI,2021-10-31,3,Sun,8,8,,SFO,L 22-33,3,2,1,5,4,0,2021,2021_08_CHI_SFO
LAR,2021-10-31,3,Sun,8,8,@,HOU,W 38-22,3,2,2,1,0,0,2021,2021_08_LAR_HOU
ARI,2021-10-28,3,Thu,8,8,,GNB,L 21-24,3,3,3,1,1,0,2021,2021_08_ARI_GNB
GNB,2021-10-28,3,Thu,8,8,@,ARI,W 24-21,3,3,3,0,0,0,2021,2021_08_GNB_ARI
LVR,2021-10-24,3,Sun,7,7,,PHI,W 33-22,3,2,2,0,0,0,2021,2021_07_LVR_PHI
WAS,2021-10-24,3,Sun,7,7,@,GNB,L 10-24,3,3,3,2,1,0,2021,2021_07_WAS_GNB
KAN,2021-10-24,3,Sun,7,7,@,TEN,L 3-27,3,3,3,2,2,0,2021,2021_07_KAN_TEN
DET,2021-10-24,3,Sun,7,7,@,LAR,L 19-28,3,2,2,2,2,0,2021,2021_07_DET_LAR
MIA,2021-10-24,3,Sun,7,7,,ATL,L 28-30,3,3,3,3,3,0,2021,2021_07_MIA_ATL
TEN,2021-10-18,3,Mon,6,6,,BUF,W 34-31,3,2,2,3,3,0,2021,2021_06_TEN_BUF
LVR,2021-10-17,3,Sun,6,6,@,DEN,W 34-24,3,3,3,1,1,0,2021,2021_06_LVR_DEN
CHI,2021-10-17,3,Sun,6,6,,GNB,L 14-24,3,3,3,1,1,0,2021,2021_06_CHI_GNB
TAM,2021-10-14,3,Thu,6,6,@,PHI,W 28-22,3,2,2,1,0,0,2021,2021_06_TAM_PHI
BAL,2021-10-11,3,Mon,5,5,,IND,W 31-25 (OT),3,2,1,4,2,0,2021,2021_05_BAL_IND
GNB,2021-10-10,3,Sun,5,5,@,CIN,W 25-22 (OT),3,2,2,2,0,0,2021,2021_05_GNB_CIN
DEN,2021-10-10,3,Sun,5,5,@,PIT,L 19-27,3,3,3,2,2,0,2021,2021_05_DEN_PIT
NYJ,2021-10-10,3,Sun,5,5,@,ATL,L 20-27,3,3,3,2,2,0,2021,2021_05_NYJ_ATL
NWE,2021-10-10,3,Sun,5,5,@,HOU,W 25-22,3,3,1,2,1,0,2021,2021_05_NWE_HOU
TEN,2021-10-10,3,Sun,5,5,@,JAX,W 37-19,3,2,1,1,0,0,2021,2021_05_TEN_JAX
SEA,2021-10-07,3,Thu,5,5,,LAR,L 17-26,3,3,2,2,2,0,2021,2021_05_SEA_LAR
MIA,2021-10-03,3,Sun,4,4,,IND,L 17-27,3,3,3,2,2,0,2021,2021_04_MIA_IND
TEN,2021-10-03,3,Sun,4,4,@,NYJ,L 24-27 (OT),3,3,3,2,2,0,2021,2021_04_TEN_NYJ
KAN,2021-10-03,3,Sun,4,4,@,PHI,W 42-30,3,3,3,3,3,0,2021,2021_04_KAN_PHI
PIT,2021-10-03,3,Sun,4,4,@,GNB,L 17-27,3,3,3,2,2,0,2021,2021_04_PIT_GNB
SEA,2021-10-03,3,Sun,4,4,@,SFO,W 28-21,3,2,1,1,0,0,2021,2021_04_SEA_SFO
DET,2021-10-03,3,Sun,4,4,@,CHI,L 14-24,3,3,3,1,1,0,2021,2021_04_DET_CHI
NYG,2021-10-03,3,Sun,4,4,@,NOR,W 27-21 (OT),3,3,3,1,0,0,2021,2021_04_NYG_NOR
NOR,2021-10-03,3,Sun,4,4,,NYG,L 21-27 (OT),3,1,1,3,2,0,2021,2021_04_NOR_NYG
JAX,2021-09-30,3,Thu,4,4,@,CIN,L 21-24,3,3,3,2,1,0,2021,2021_04_JAX_CIN
CIN,2021-09-30,3,Thu,4,4,,JAX,W 24-21,3,3,3,0,0,0,2021,2021_04_CIN_JAX
DAL,2021-09-27,3,Mon,3,3,,PHI,W 41-21,3,3,3,0,0,0,2021,2021_03_DAL_PHI
BUF,2021-09-26,3,Sun,3,3,,WAS,W 43-21,3,3,3,0,0,0,2021,2021_03_BUF_WAS
SEA,2021-09-26,3,Sun,3,3,@,MIN,L 17-30,3,3,3,3,3,0,2021,2021_03_SEA_MIN
MIA,2021-09-26,3,Sun,3,3,@,LVR,L 28-31 (OT),3,3,2,3,3,1,2021,2021_03_MIA_LVR
LAR,2021-09-26,3,Sun,3,3,,TAM,W 34-24,3,3,3,2,1,0,2021,2021_03_LAR_TAM
LVR,2021-09-26,3,Sun,3,3,,MIA,W 31-28 (OT),3,2,2,3,2,0,2021,2021_03_LVR_MIA
SFO,2021-09-26,3,Sun,3,3,,GNB,L 28-30,3,3,3,3,3,0,2021,2021_03_SFO_GNB
IND,2021-09-26,3,Sun,3,3,@,TEN,L 16-25,3,2,2,1,1,0,2021,2021_03_IND_TEN
PIT,2021-09-26,3,Sun,3,3,,CIN,L 10-24,3,3,3,1,1,0,2021,2021_03_PIT_CIN
LAC,2021-09-26,3,Sun,3,3,@,KAN,W 30-24,3,3,3,1,1,0,2021,2021_03_LAC_KAN
HOU,2021-09-23,3,Thu,3,3,,CAR,L 9-24,3,3,3,1,1,0,2021,2021_03_HOU_CAR
SEA,2021-09-19,3,Sun,2,2,,TEN,L 30-33 (OT),3,3,3,5,4,0,2021,2021_02_SEA_TEN
IND,2021-09-19,3,Sun,2,2,,LAR,L 24-27,3,3,3,2,2,0,2021,2021_02_IND_LAR
NOR,2021-09-19,3,Sun,2,2,@,CAR,L 7-26,3,3,2,3,2,0,2021,2021_02_NOR_CAR
TAM,2021-09-19,3,Sun,2,2,,ATL,W 48-25,3,2,2,1,1,0,2021,2021_02_TAM_ATL
CLE,2021-09-19,3,Sun,2,2,,HOU,W 31-21,3,3,3,1,0,0,2021,2021_02_CLE_HOU
NYG,2021-09-16,3,Thu,2,2,@,WAS,L 29-30,3,3,3,3,3,0,2021,2021_02_NYG_WAS
LVR,2021-09-13,3,Mon,1,1,,BAL,W 33-27 (OT),3,3,3,2,2,0,2021,2021_01_LVR_BAL
CIN,2021-09-12,3,Sun,1,1,,MIN,W 27-24 (OT),3,3,3,1,1,0,2021,2021_01_CIN_MIN
NYG,2021-09-12,3,Sun,1,1,,DEN,L 13-27,3,3,3,2,2,0,2021,2021_01_NYG_DEN
MIN,2021-09-12,3,Sun,1,1,@,CIN,L 24-27 (OT),3,3,3,2,2,0,2021,2021_01_MIN_CIN
HOU,2021-09-12,3,Sun,1,1,,JAX,W 37-21,3,3,3,1,0,0,2021,2021_01_HOU_JAX
TAM,2021-09-09,3,Thu,1,1,,DAL,W 31-29,3,3,2,5,3,0,2021,2021_01_TAM_DAL
TAM,2021-01-03,3,Sun,16,17,,ATL,W 44-27,3,3,3,2,2,0,2020,2020_17_TAM_ATL
PIT,2021-01-03,3,Sun,16,17,@,CLE,L 22-24,3,3,3,1,1,0,2020,2020_17_PIT_CLE
LAC,2021-01-03,3,Sun,16,17,@,KAN,W 38-21,3,3,3,0,0,0,2020,2020_17_LAC_KAN
DAL,2021-01-03,3,Sun,16,17,@,NYG,L 19-23,3,3,2,1,1,0,2020,2020_17_DAL_NYG
JAX,2021-01-03,3,Sun,16,17,@,IND,L 14-28,3,2,2,4,2,0,2020,2020_17_JAX_IND
LVR,2021-01-03,3,Sun,16,17,@,DEN,W 32-31,3,2,2,6,3,0,2020,2020_17_LVR_DEN
BUF,2021-01-03,3,Sun,16,17,,MIA,W 56-26,3,2,2,2,2,0,2020,2020_17_BUF_MIA
SFO,2021-01-03,3,Sun,16,17,,SEA,L 23-26,3,3,2,2,2,0,2020,2020_17_SFO_SEA
WAS,2020-12-27,3,Sun,15,16,,CAR,L 13-20,3,3,2,0,0,0,2020,2020_16_WAS_CAR
NYG,2020-12-27,3,Sun,15,16,@,BAL,L 13-27,3,3,3,2,2,0,2020,2020_16_NYG_BAL
PIT,2020-12-27,3,Sun,15,16,,IND,W 28-24,3,3,3,1,1,0,2020,2020_16_PIT_IND
CLE,2020-12-27,3,Sun,15,16,@,NYJ,L 16-23,3,3,2,2,1,0,2020,2020_16_CLE_NYJ
ARI,2020-12-26,3,Sat,15,16,,SFO,L 12-20,3,3,2,2,0,0,2020,2020_16_ARI_SFO
PIT,2020-12-21,3,Mon,14,15,@,CIN,L 17-27,3,3,3,3,2,0,2020,2020_15_PIT_CIN
TAM,2020-12-20,3,Sun,14,15,@,ATL,W 31-27,3,3,3,2,2,0,2020,2020_15_TAM_ATL
NYG,2020-12-20,3,Sun,14,15,,CLE,L 6-20,3,3,2,0,0,0,2020,2020_15_NYG_CLE
CHI,2020-12-20,3,Sun,14,15,@,MIN,W 33-27,3,3,3,2,2,0,2020,2020_15_CHI_MIN
HOU,2020-12-20,3,Sun,14,15,@,IND,L 20-27,3,3,3,2,2,0,2020,2020_15_HOU_IND
TEN,2020-12-20,3,Sun,14,15,,DET,W 46-25,3,3,2,1,1,1,2020,2020_15_TEN_DET
NWE,2020-12-20,3,Sun,14,15,@,MIA,L 12-22,3,2,2,1,0,0,2020,2020_15_NWE_MIA
MIN,2020-12-20,3,Sun,14,15,,CHI,L 27-33,3,3,3,4,4,0,2020,2020_15_MIN_CHI
BUF,2020-12-19,3,Sat,14,15,@,DEN,W 48-19,3,3,1,1,0,0,2020,2020_15_BUF_DEN
CAR,2020-12-19,3,Sat,14,15,@,GNB,L 16-24,3,3,3,1,1,0,2020,2020_15_CAR_GNB
LAC,2020-12-17,3,Thu,14,15,@,LVR,W 30-27 (OT),3,3,3,2,2,0,2020,2020_15_LAC_LVR
DEN,2020-12-13,3,Sun,13,14,@,CAR,W 32-27,3,3,3,2,2,0,2020,2020_14_DEN_CAR
CIN,2020-12-13,3,Sun,13,14,,DAL,L 7-30,3,3,3,3,3,0,2020,2020_14_CIN_DAL
GNB,2020-12-13,3,Sun,13,14,@,DET,W 31-24,3,3,3,1,1,0,2020,2020_14_GNB_DET
IND,2020-12-13,3,Sun,13,14,@,LVR,W 44-27,3,3,3,2,2,0,2020,2020_14_IND_LVR
NOR,2020-12-13,3,Sun,13,14,@,PHI,L 21-24,3,3,3,2,1,0,2020,2020_14_NOR_PHI
MIN,2020-12-13,3,Sun,13,14,@,TAM,L 14-26,3,3,2,2,2,0,2020,2020_14_MIN_TAM
PIT,2020-12-13,3,Sun,13,14,@,BUF,L 15-26,3,3,2,2,2,0,2020,2020_14_PIT_BUF
KAN,2020-12-13,3,Sun,13,14,@,MIA,W 33-27,3,3,3,3,2,0,2020,2020_14_KAN_MIA
PHI,2020-12-13,3,Sun,13,14,,NOR,W 24-21,3,3,3,2,0,0,2020,2020_14_PHI_NOR
NWE,2020-12-10,3,Thu,13,14,@,LAR,L 3-24,3,3,3,1,1,0,2020,2020_14_NWE_LAR
