Team,Date,1stDOpp,Day,G#,Week,,Opp,Result,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Season,game_id
TAM,2017-12-10,21,Sun,13,14,,DET,L 21-24,21,3,16,2,11,5,45.5,0,0,,2017,2017_14_TAM_DET
CAR,2017-12-10,21,Sun,13,14,,MIN,W 31-24,21,5,14,2,15,7,46.7,1,0,0.0,2017,2017_14_CAR_MIN
DAL,2017-12-10,21,Sun,13,14,@,NYG,W 30-10,21,6,11,4,16,6,37.5,0,0,,2017,2017_14_DAL_NYG
WAS,2017-11-30,21,Thu,12,13,@,DAL,L 14-38,21,13,6,2,14,7,50.0,1,0,0.0,2017,2017_13_WAS_DAL
CIN,2017-11-26,21,Sun,11,12,,CLE,W 30-16,21,12,8,1,15,6,40.0,3,2,66.7,2017,2017_12_CIN_CLE
CAR,2017-11-26,21,Sun,11,12,@,NYJ,W 35-27,21,3,14,4,14,5,35.7,0,0,,2017,2017_12_CAR_NYJ
DEN,2017-11-26,21,Sun,11,12,@,OAK,L 14-21,21,6,10,5,13,5,38.5,0,0,,2017,2017_12_DEN_OAK
NWE,2017-11-19,21,Sun,10,11,@,OAK,W 33-8,21,7,13,1,15,7,46.7,4,2,50.0,2017,2017_11_NWE_OAK
WAS,2017-11-12,21,Sun,9,10,,MIN,L 30-38,21,6,15,0,12,8,66.7,0,0,,2017,2017_10_WAS_MIN
NYG,2017-11-12,21,Sun,9,10,@,SFO,L 21-31,21,8,12,1,12,8,66.7,1,0,0.0,2017,2017_10_NYG_SFO
DET,2017-11-06,21,Mon,8,9,@,GNB,W 30-17,21,7,13,1,9,2,22.2,2,0,0.0,2017,2017_09_DET_GNB
TAM,2017-11-05,21,Sun,8,9,@,NOR,L 10-30,21,8,13,0,13,7,53.8,0,0,,2017,2017_09_TAM_NOR
NYJ,2017-11-02,21,Thu,9,9,,BUF,W 34-21,21,3,13,5,16,6,37.5,1,0,0.0,2017,2017_09_NYJ_BUF
BUF,2017-11-02,21,Thu,8,9,@,NYJ,L 21-34,21,10,6,5,14,6,42.9,0,0,,2017,2017_09_BUF_NYJ
PIT,2017-10-29,21,Sun,8,8,@,DET,W 20-15,21,4,16,1,12,2,16.7,2,0,0.0,2017,2017_08_PIT_DET
HOU,2017-10-29,21,Sun,7,8,@,SEA,L 38-41,21,3,15,3,12,5,41.7,0,0,,2017,2017_08_HOU_SEA
NWE,2017-10-22,21,Sun,7,7,,ATL,W 23-7,21,8,13,0,9,2,22.2,3,1,33.3,2017,2017_07_NWE_ATL
CIN,2017-10-22,21,Sun,6,7,@,PIT,L 14-29,21,7,11,3,11,2,18.2,3,1,33.3,2017,2017_07_CIN_PIT
WAS,2017-10-15,21,Sun,5,6,,SFO,W 26-24,21,7,12,2,17,6,35.3,2,1,50.0,2017,2017_06_WAS_SFO
ARI,2017-10-15,21,Sun,6,6,,TAM,W 38-33,21,3,17,1,14,7,50.0,3,2,66.7,2017,2017_06_ARI_TAM
JAX,2017-10-08,21,Sun,5,5,@,PIT,W 30-9,21,5,16,0,15,7,46.7,0,0,,2017,2017_05_JAX_PIT
SEA,2017-10-08,21,Sun,5,5,@,LAR,W 16-10,21,4,14,3,15,8,53.3,1,0,0.0,2017,2017_05_SEA_LAR
NYG,2017-10-08,21,Sun,5,5,,LAC,L 22-27,21,7,12,2,18,8,44.4,0,0,,2017,2017_05_NYG_LAC
GNB,2017-09-24,21,Sun,3,3,,CIN,W 27-24 (OT),21,6,13,2,12,4,33.3,0,0,,2017,2017_03_GNB_CIN
BUF,2017-09-24,21,Sun,3,3,,DEN,W 26-16,21,7,10,4,14,6,42.9,2,0,0.0,2017,2017_03_BUF_DEN
ATL,2017-09-24,21,Sun,3,3,@,DET,W 30-26,21,3,15,3,13,3,23.1,0,0,,2017,2017_03_ATL_DET
CAR,2017-09-24,21,Sun,3,3,,NOR,L 13-34,21,9,12,0,12,6,50.0,0,0,,2017,2017_03_CAR_NOR
HOU,2017-09-24,21,Sun,3,3,@,NWE,L 33-36,21,1,16,4,13,6,46.2,0,0,,2017,2017_03_HOU_NWE
PHI,2017-09-24,21,Sun,3,3,,NYG,W 27-24,21,2,17,2,10,3,30.0,2,0,0.0,2017,2017_03_PHI_NYG
SEA,2017-09-24,21,Sun,3,3,@,TEN,L 27-33,21,5,10,6,14,4,28.6,0,0,,2017,2017_03_SEA_TEN
LAC,2017-09-17,21,Sun,2,2,,MIA,L 17-19,21,6,13,2,13,5,38.5,1,0,0.0,2017,2017_02_LAC_MIA
JAX,2017-09-17,21,Sun,2,2,,TEN,L 16-37,21,12,9,0,13,6,46.2,0,0,,2017,2017_02_JAX_TEN
NYJ,2017-09-17,21,Sun,2,2,@,OAK,L 20-45,21,6,13,2,12,8,66.7,0,0,,2017,2017_02_NYJ_OAK
SFO,2017-09-17,21,Sun,2,2,@,SEA,L 9-12,21,9,10,2,19,8,42.1,1,1,100.0,2017,2017_02_SFO_SEA
LAR,2017-09-17,21,Sun,2,2,,WAS,L 20-27,21,8,12,1,13,5,38.5,0,0,,2017,2017_02_LAR_WAS
OAK,2017-09-10,21,Sun,1,1,@,TEN,W 26-16,21,5,15,1,14,7,50.0,0,0,,2017,2017_01_OAK_TEN
BUF,2023-01-08,20,Sun,16,18,,NWE,W 35-23,20,6,13,1,13,4,30.8,2,2,100.0,2022,2022_18_BUF_NWE
CIN,2023-01-08,20,Sun,16,18,,BAL,W 27-16,20,7,12,1,16,6,37.5,2,0,0.0,2022,2022_18_CIN_BAL
ARI,2023-01-01,20,Sun,16,17,@,ATL,L 19-20,20,10,9,1,11,5,45.5,2,1,50.0,2022,2022_17_ARI_ATL
MIN,2023-01-01,20,Sun,16,17,@,GNB,L 17-41,20,9,10,1,12,7,58.3,1,0,0.0,2022,2022_17_MIN_GNB
HOU,2023-01-01,20,Sun,16,17,,JAX,L 3-31,20,7,10,3,12,4,33.3,0,0,,2022,2022_17_HOU_JAX
SEA,2023-01-01,20,Sun,16,17,,NYJ,W 23-6,20,5,14,1,13,4,30.8,2,0,0.0,2022,2022_17_SEA_NYJ
NYJ,2023-01-01,20,Sun,16,17,@,SEA,L 6-23,20,9,10,1,15,5,33.3,2,1,50.0,2022,2022_17_NYJ_SEA
CHI,2022-12-24,20,Sat,15,16,,BUF,L 13-35,20,11,9,0,11,6,54.5,1,1,100.0,2022,2022_16_CHI_BUF
TAM,2022-12-18,20,Sun,14,15,,CIN,L 23-34,20,3,14,3,13,5,38.5,0,0,,2022,2022_15_TAM_CIN
CHI,2022-12-18,20,Sun,14,15,,PHI,L 20-25,20,8,11,1,16,9,56.3,2,1,50.0,2022,2022_15_CHI_PHI
NYG,2022-12-18,20,Sun,14,15,@,WAS,W 20-12,20,9,10,1,10,1,10.0,2,1,50.0,2022,2022_15_NYG_WAS
MIN,2022-12-17,20,Sat,14,15,,IND,W 39-36 (OT),20,8,11,1,19,6,31.6,1,0,0.0,2022,2022_15_MIN_IND
BUF,2022-12-17,20,Sat,14,15,,MIA,W 32-29,20,8,9,3,14,5,35.7,1,1,100.0,2022,2022_15_BUF_MIA
DEN,2022-12-11,20,Sun,13,14,,KAN,L 28-34,20,5,15,0,12,6,50.0,0,0,,2022,2022_14_DEN_KAN
LVR,2022-12-08,20,Thu,13,14,@,LAR,L 16-17,20,3,12,5,12,4,33.3,1,1,100.0,2022,2022_14_LVR_LAR
CIN,2022-12-04,20,Sun,12,13,,KAN,W 27-24,20,9,11,0,11,6,54.5,2,2,100.0,2022,2022_13_CIN_KAN
WAS,2022-12-04,20,Sun,13,13,@,NYG,T 20-20 (OT),20,10,9,1,13,4,30.8,0,0,,2022,2022_13_WAS_NYG
SEA,2022-12-04,20,Sun,12,13,@,LAR,W 27-23,20,11,7,2,12,4,33.3,2,1,50.0,2022,2022_13_SEA_LAR
DEN,2022-12-04,20,Sun,12,13,@,BAL,L 9-10,20,9,8,3,13,3,23.1,3,3,100.0,2022,2022_13_DEN_BAL
LAC,2022-11-27,20,Sun,11,12,@,ARI,W 25-24,20,9,10,1,13,7,53.8,1,0,0.0,2022,2022_12_LAC_ARI
ATL,2022-11-27,20,Sun,12,12,@,WAS,L 13-19,20,11,8,1,12,5,41.7,1,1,100.0,2022,2022_12_ATL_WAS
ATL,2022-11-20,20,Sun,11,11,,CHI,W 27-24,20,12,7,1,16,9,56.3,0,0,,2022,2022_11_ATL_CHI
DEN,2022-11-20,20,Sun,10,11,,LVR,L 16-22 (OT),20,8,10,2,11,3,27.3,0,0,,2022,2022_11_DEN_LVR
HOU,2022-11-20,20,Sun,10,11,,WAS,L 10-23,20,9,10,1,13,3,23.1,2,2,100.0,2022,2022_11_HOU_WAS
MIA,2022-11-13,20,Sun,10,10,,CLE,W 39-17,20,7,10,3,12,5,41.7,5,2,40.0,2022,2022_10_MIA_CLE
LVR,2022-11-13,20,Sun,9,10,,IND,L 20-25,20,8,10,2,11,6,54.5,0,0,,2022,2022_10_LVR_IND
DAL,2022-11-13,20,Sun,9,10,@,GNB,L 28-31 (OT),20,9,8,3,13,6,46.2,1,1,100.0,2022,2022_10_DAL_GNB
CAR,2022-11-10,20,Thu,10,10,,ATL,W 25-15,20,6,11,3,11,3,27.3,2,0,0.0,2022,2022_10_CAR_ATL
PHI,2022-11-03,20,Thu,8,9,@,HOU,W 29-17,20,10,8,2,9,2,22.2,0,0,,2022,2022_09_PHI_HOU
GNB,2022-10-30,20,Sun,8,8,@,BUF,L 17-27,20,9,8,3,7,2,28.6,0,0,,2022,2022_08_GNB_BUF
PIT,2022-10-30,20,Sun,8,8,@,PHI,L 13-35,20,6,13,1,12,7,58.3,1,1,100.0,2022,2022_08_PIT_PHI
IND,2022-10-30,20,Sun,8,8,,WAS,L 16-17,20,7,13,0,12,2,16.7,3,2,66.7,2022,2022_08_IND_WAS
BAL,2022-10-27,20,Thu,8,8,@,TAM,W 27-22,20,4,13,3,13,4,30.8,1,1,100.0,2022,2022_08_BAL_TAM
CLE,2022-10-16,20,Sun,6,6,,NWE,L 15-38,20,3,14,3,14,7,50.0,0,0,,2022,2022_06_CLE_NWE
PIT,2022-10-16,20,Sun,6,6,,TAM,W 20-18,20,7,11,2,14,4,28.6,2,2,100.0,2022,2022_06_PIT_TAM
WAS,2022-10-13,20,Thu,6,6,@,CHI,W 12-7,20,9,9,2,13,5,38.5,4,1,25.0,2022,2022_06_WAS_CHI
BAL,2022-10-09,20,Sun,5,5,,CIN,W 19-17,20,7,10,3,10,4,40.0,1,0,0.0,2022,2022_05_BAL_CIN
CAR,2022-10-02,20,Sun,4,4,,ARI,L 16-26,20,8,10,2,15,6,40.0,2,0,0.0,2022,2022_04_CAR_ARI
NYJ,2022-10-02,20,Sun,4,4,@,PIT,W 24-20,20,7,11,2,12,6,50.0,1,1,100.0,2022,2022_04_NYJ_PIT
CIN,2022-09-29,20,Thu,4,4,,MIA,W 27-15,20,3,13,4,10,2,20.0,1,0,0.0,2022,2022_04_CIN_MIA
NYJ,2022-09-25,20,Sun,3,3,,CIN,L 12-27,20,6,12,2,14,7,50.0,1,0,0.0,2022,2022_03_NYJ_CIN
IND,2022-09-25,20,Sun,3,3,,KAN,W 20-17,20,6,12,2,10,3,30.0,2,1,50.0,2022,2022_03_IND_KAN
PHI,2022-09-25,20,Sun,3,3,@,WAS,W 24-8,20,5,11,4,17,6,35.3,2,0,0.0,2022,2022_03_PHI_WAS
CLE,2022-09-22,20,Thu,3,3,,PIT,W 29-17,20,9,10,1,9,1,11.1,0,0,,2022,2022_03_CLE_PIT
PHI,2022-09-19,20,Mon,2,2,,MIN,W 24-7,20,3,16,1,12,4,33.3,0,0,,2022,2022_02_PHI_MIN
HOU,2022-09-18,20,Sun,2,2,@,DEN,L 9-16,20,5,11,4,12,3,25.0,1,1,100.0,2022,2022_02_HOU_DEN
CLE,2022-09-18,20,Sun,2,2,,NYJ,L 30-31,20,3,16,1,15,8,53.3,1,1,100.0,2022,2022_02_CLE_NYJ
ARI,2022-09-18,20,Sun,2,2,@,LVR,W 29-23 (OT),20,4,14,2,11,6,54.5,0,0,,2022,2022_02_ARI_LVR
SEA,2022-09-12,20,Mon,1,1,,DEN,W 17-16,20,5,13,2,15,8,53.3,1,0,0.0,2022,2022_01_SEA_DEN
IND,2022-09-11,20,Sun,1,1,@,HOU,T 20-20 (OT),20,4,12,4,15,5,33.3,0,0,,2022,2022_01_IND_HOU
PIT,2022-01-09,20,Sun,17,18,@,BAL,W 16-13 (OT),20,14,5,1,14,3,21.4,2,1,50.0,2021,2021_18_PIT_BAL
SEA,2022-01-09,20,Sun,17,18,@,ARI,W 38-30,20,9,10,1,18,9,50.0,2,1,50.0,2021,2021_18_SEA_ARI
CLE,2022-01-03,20,Mon,16,17,@,PIT,L 14-26,20,8,10,2,18,5,27.8,2,1,50.0,2021,2021_17_CLE_PIT
SEA,2022-01-02,20,Sun,16,17,,DET,W 51-29,20,5,12,3,10,5,50.0,2,1,50.0,2021,2021_17_SEA_DET
BAL,2022-01-02,20,Sun,16,17,,LAR,L 19-20,20,6,14,0,9,3,33.3,1,1,100.0,2021,2021_17_BAL_LAR
BUF,2021-12-26,20,Sun,15,16,@,NWE,W 33-21,20,11,7,2,10,1,10.0,6,5,83.3,2021,2021_16_BUF_NWE
KAN,2021-12-26,20,Sun,15,16,,PIT,W 36-10,20,6,13,1,13,5,38.5,3,2,66.7,2021,2021_16_KAN_PIT
ARI,2021-12-25,20,Sat,15,16,,IND,L 16-22,20,5,11,4,15,8,53.3,1,0,0.0,2021,2021_16_ARI_IND
IND,2021-12-25,20,Sat,15,16,@,ARI,W 22-16,20,8,12,0,13,6,46.2,3,1,33.3,2021,2021_16_IND_ARI
SEA,2021-12-21,20,Tue,14,15,@,LAR,L 10-20,20,7,11,2,12,6,50.0,1,0,0.0,2021,2021_15_SEA_LAR
CLE,2021-12-20,20,Mon,14,15,,LVR,L 14-16,20,5,14,1,13,6,46.2,1,1,100.0,2021,2021_15_CLE_LVR
IND,2021-12-18,20,Sat,14,15,,NWE,W 27-17,20,3,15,2,15,6,40.0,3,1,33.3,2021,2021_15_IND_NWE
LAC,2021-12-12,20,Sun,13,14,,NYG,W 37-21,20,10,8,2,14,7,50.0,2,0,0.0,2021,2021_14_LAC_NYG
HOU,2021-12-12,20,Sun,13,14,,SEA,L 13-33,20,7,11,2,13,7,53.8,0,0,,2021,2021_14_HOU_SEA
CAR,2021-12-12,20,Sun,13,14,,ATL,L 21-29,20,9,10,1,14,7,50.0,2,2,100.0,2021,2021_14_CAR_ATL
BAL,2021-12-12,20,Sun,13,14,@,CLE,L 22-24,20,7,10,3,13,6,46.2,0,0,,2021,2021_14_BAL_CLE
ATL,2021-11-28,20,Sun,11,12,@,JAX,W 21-14,20,7,13,0,16,9,56.3,2,0,0.0,2021,2021_12_ATL_JAX
DEN,2021-11-28,20,Sun,11,12,,LAC,W 28-13,20,3,15,2,14,7,50.0,2,1,50.0,2021,2021_12_DEN_LAC
NYJ,2021-11-21,20,Sun,10,11,,MIA,L 17-24,20,5,13,2,14,8,57.1,0,0,,2021,2021_11_NYJ_MIA
ATL,2021-11-18,20,Thu,10,11,,NWE,L 0-25,20,9,7,4,12,4,33.3,0,0,,2021,2021_11_ATL_NWE
LAR,2021-11-15,20,Mon,10,10,@,SFO,L 10-31,20,10,9,1,14,8,57.1,2,1,50.0,2021,2021_10_LAR_SFO
MIN,2021-11-14,20,Sun,9,10,@,LAC,W 27-20,20,3,13,4,12,5,41.7,0,0,,2021,2021_10_MIN_LAC
CHI,2021-11-08,20,Mon,9,9,@,PIT,L 27-29,20,8,8,4,17,6,35.3,2,2,100.0,2021,2021_09_CHI_PIT
PIT,2021-11-08,20,Mon,8,9,,CHI,W 29-27,20,7,11,2,12,4,33.3,0,0,,2021,2021_09_PIT_CHI
LAC,2021-11-07,20,Sun,8,9,@,PHI,W 27-24,20,13,7,0,12,8,66.7,0,0,,2021,2021_09_LAC_PHI
SEA,2021-10-31,20,Sun,8,8,,JAX,W 31-7,20,2,17,1,14,5,35.7,4,1,25.0,2021,2021_08_SEA_JAX
CIN,2021-10-24,20,Sun,7,7,@,BAL,W 41-17,20,8,12,0,16,5,31.3,4,1,25.0,2021,2021_07_CIN_BAL
MIN,2021-10-17,20,Sun,6,6,@,CAR,W 34-28 (OT),20,8,8,4,12,2,16.7,2,2,100.0,2021,2021_06_MIN_CAR
DET,2021-10-17,20,Sun,6,6,,CIN,L 11-34,20,8,10,2,15,8,53.3,2,2,100.0,2021,2021_06_DET_CIN
KAN,2021-10-10,20,Sun,5,5,,BUF,L 20-38,20,7,12,1,11,5,45.5,0,0,,2021,2021_05_KAN_BUF
SFO,2021-10-10,20,Sun,5,5,@,ARI,L 10-17,20,8,11,1,10,3,30.0,0,0,,2021,2021_05_SFO_ARI
DAL,2021-10-10,20,Sun,5,5,,NYG,W 44-20,20,3,15,2,13,4,30.8,3,2,66.7,2021,2021_05_DAL_NYG
TAM,2021-10-03,20,Sun,4,4,@,NWE,W 19-17,20,1,16,3,9,2,22.2,0,0,,2021,2021_04_TAM_NWE
DEN,2021-10-03,20,Sun,4,4,,BAL,L 7-23,20,6,14,0,17,7,41.2,0,0,,2021,2021_04_DEN_BAL
DET,2021-10-03,20,Sun,4,4,@,CHI,L 14-24,20,13,5,2,8,1,12.5,1,1,100.0,2021,2021_04_DET_CHI
MIN,2021-10-03,20,Sun,4,4,,CLE,L 7-14,20,10,9,1,18,7,38.9,1,0,0.0,2021,2021_04_MIN_CLE
MIA,2021-10-03,20,Sun,4,4,,IND,L 17-27,20,9,9,2,15,6,40.0,1,1,100.0,2021,2021_04_MIA_IND
ARI,2021-09-26,20,Sun,3,3,@,JAX,W 31-19,20,9,10,1,11,2,18.2,1,1,100.0,2021,2021_03_ARI_JAX
LVR,2021-09-13,20,Mon,1,1,,BAL,W 33-27 (OT),20,8,11,1,12,3,25.0,2,1,50.0,2021,2021_01_LVR_BAL
HOU,2021-09-12,20,Sun,1,1,,JAX,W 37-21,20,5,13,2,11,3,27.3,1,1,100.0,2021,2021_01_HOU_JAX
MIN,2021-09-12,20,Sun,1,1,@,CIN,L 24-27 (OT),20,7,12,1,14,3,21.4,3,2,66.7,2021,2021_01_MIN_CIN
CAR,2021-01-03,20,Sun,16,17,,NOR,L 7-33,20,9,11,0,14,6,42.9,1,1,100.0,2020,2020_17_CAR_NOR
SEA,2020-12-27,20,Sun,15,16,,LAR,W 20-9,20,4,15,1,19,9,47.4,2,0,0.0,2020,2020_16_SEA_LAR
CAR,2020-12-27,20,Sun,15,16,@,WAS,W 20-13,20,8,10,2,15,7,46.7,3,1,33.3,2020,2020_16_CAR_WAS
SFO,2020-12-26,20,Sat,15,16,@,ARI,W 20-12,20,9,9,2,16,4,25.0,6,4,66.7,2020,2020_16_SFO_ARI
HOU,2020-12-20,20,Sun,14,15,@,IND,L 20-27,20,10,10,0,11,6,54.5,1,1,100.0,2020,2020_15_HOU_IND
GNB,2020-12-19,20,Sat,14,15,,CAR,W 24-16,20,10,8,2,12,4,33.3,2,1,50.0,2020,2020_15_GNB_CAR
CAR,2020-12-19,20,Sat,14,15,@,GNB,L 16-24,20,9,8,3,12,5,41.7,0,0,,2020,2020_15_CAR_GNB
TEN,2020-12-13,20,Sun,13,14,@,JAX,W 31-10,20,3,16,1,14,5,35.7,3,1,33.3,2020,2020_14_TEN_JAX
PHI,2020-12-13,20,Sun,13,14,,NOR,W 24-21,20,5,15,0,12,5,41.7,1,0,0.0,2020,2020_14_PHI_NOR
PHI,2020-12-06,20,Sun,12,13,@,GNB,L 16-30,20,6,14,0,12,5,41.7,1,1,100.0,2020,2020_13_PHI_GNB
IND,2020-12-06,20,Sun,12,13,@,HOU,W 26-20,20,4,15,1,13,5,38.5,0,0,,2020,2020_13_IND_HOU
MIN,2020-12-06,20,Sun,12,13,,JAX,W 27-24 (OT),20,5,15,0,13,4,30.8,0,0,,2020,2020_13_MIN_JAX
PHI,2020-11-30,20,Mon,11,12,,SEA,L 17-23,20,4,11,5,10,2,20.0,2,0,0.0,2020,2020_12_PHI_SEA
KAN,2020-11-29,20,Sun,11,12,@,TAM,W 27-24,20,3,14,3,9,3,33.3,1,1,100.0,2020,2020_12_KAN_TAM
LAR,2020-11-23,20,Mon,10,11,@,TAM,W 27-24,20,4,14,2,14,7,50.0,1,0,0.0,2020,2020_11_LAR_TAM
DET,2020-11-22,20,Sun,10,11,@,CAR,L 0-20,20,7,12,1,15,5,33.3,0,0,,2020,2020_11_DET_CAR
LAC,2020-11-22,20,Sun,10,11,,NYJ,W 34-28,20,6,9,5,11,5,45.5,2,1,50.0,2020,2020_11_LAC_NYJ
CIN,2020-11-22,20,Sun,10,11,@,WAS,L 9-20,20,10,9,1,13,4,30.8,0,0,,2020,2020_11_CIN_WAS
HOU,2020-11-15,20,Sun,9,10,@,CLE,L 7-10,20,13,5,2,12,6,50.0,1,0,0.0,2020,2020_10_HOU_CLE
LVR,2020-11-15,20,Sun,9,10,,DEN,W 37-12,20,4,14,2,15,7,46.7,1,1,100.0,2020,2020_10_LVR_DEN
LAR,2020-11-15,20,Sun,9,10,,SEA,W 23-16,20,6,13,1,14,7,50.0,0,0,,2020,2020_10_LAR_SEA
BAL,2020-11-08,20,Sun,8,9,@,IND,W 24-10,20,7,11,2,12,2,16.7,4,2,50.0,2020,2020_09_BAL_IND
DAL,2020-11-08,20,Sun,9,9,,PIT,L 19-24,20,2,15,3,13,5,38.5,2,0,0.0,2020,2020_09_DAL_PIT
IND,2020-11-01,20,Sun,7,8,@,DET,W 41-21,20,2,17,1,14,7,50.0,1,0,0.0,2020,2020_08_IND_DET
GNB,2020-11-01,20,Sun,7,8,,MIN,L 22-28,20,11,6,3,8,4,50.0,1,1,100.0,2020,2020_08_GNB_MIN
BUF,2020-11-01,20,Sun,8,8,,NWE,W 24-21,20,11,8,1,10,5,50.0,0,0,,2020,2020_08_BUF_NWE
GNB,2020-10-25,20,Sun,6,7,@,HOU,W 35-20,20,4,15,1,14,6,42.9,1,0,0.0,2020,2020_07_GNB_HOU
KAN,2020-10-19,20,Mon,6,6,@,BUF,W 26-17,20,8,7,5,9,4,44.4,0,0,,2020,2020_06_KAN_BUF
DAL,2020-10-11,20,Sun,5,5,,NYG,W 37-34,20,7,11,2,13,7,53.8,0,0,,2020,2020_05_DAL_NYG
PIT,2020-10-11,20,Sun,4,5,,PHI,W 38-29,20,4,14,2,14,10,71.4,1,0,0.0,2020,2020_05_PIT_PHI
WAS,2020-10-11,20,Sun,5,5,,LAR,L 10-30,20,7,11,2,15,6,40.0,1,0,0.0,2020,2020_05_WAS_LAR
MIN,2020-10-04,20,Sun,4,4,@,HOU,W 31-23,20,5,12,3,12,3,25.0,2,1,50.0,2020,2020_04_MIN_HOU
CAR,2020-09-20,20,Sun,2,2,@,TAM,L 17-31,20,5,11,4,11,5,45.5,0,0,,2020,2020_02_CAR_TAM
PIT,2020-09-14,20,Mon,1,1,@,NYG,W 26-16,20,2,16,2,15,8,53.3,1,1,100.0,2020,2020_01_PIT_NYG
BAL,2020-09-13,20,Sun,1,1,,CLE,W 38-6,20,6,10,4,12,3,25.0,3,0,0.0,2020,2020_01_BAL_CLE
NWE,2020-09-13,20,Sun,1,1,,MIA,W 21-11,20,6,11,3,11,4,36.4,0,0,,2020,2020_01_NWE_MIA
TEN,2019-12-29,20,Sun,16,17,@,HOU,W 35-14,20,9,11,0,12,3,25.0,4,2,50.0,2019,2019_17_TEN_HOU
ATL,2019-12-15,20,Sun,14,15,@,SFO,W 29-22,20,8,10,2,12,4,33.3,1,1,100.0,2019,2019_15_ATL_SFO
SFO,2019-12-15,20,Sun,14,15,,ATL,L 22-29,20,3,14,3,13,7,53.8,0,0,,2019,2019_15_SFO_ATL
GNB,2019-12-15,20,Sun,14,15,,CHI,W 21-13,20,4,15,1,20,9,45.0,3,0,0.0,2019,2019_15_GNB_CHI
NWE,2019-12-08,20,Sun,13,14,,KAN,L 16-23,20,3,13,4,16,5,31.3,1,1,100.0,2019,2019_14_NWE_KAN
ARI,2019-12-08,20,Sun,13,14,,PIT,L 17-23,20,6,10,4,11,4,36.4,1,0,0.0,2019,2019_14_ARI_PIT
GNB,2019-12-01,20,Sun,12,13,@,NYG,W 31-13,20,7,12,1,14,5,35.7,4,3,75.0,2019,2019_13_GNB_NYG
CAR,2019-12-01,20,Sun,12,13,,WAS,L 21-29,20,11,8,1,11,3,27.3,0,0,,2019,2019_13_CAR_WAS
ATL,2019-11-24,20,Sun,11,12,,TAM,L 22-35,20,7,13,0,13,6,46.2,0,0,,2019,2019_12_ATL_TAM
NYG,2019-11-24,20,Sun,11,12,@,CHI,L 14-19,20,5,14,1,15,4,26.7,0,0,,2019,2019_12_NYG_CHI
CAR,2019-11-17,20,Sun,10,11,,ATL,L 3-29,20,4,15,1,14,6,42.9,1,1,100.0,2019,2019_11_CAR_ATL
MIN,2019-11-17,20,Sun,11,11,,DEN,W 27-23,20,6,11,3,18,5,27.8,4,4,100.0,2019,2019_11_MIN_DEN
CIN,2019-11-17,20,Sun,10,11,@,OAK,L 10-17,20,7,12,1,15,7,46.7,1,1,100.0,2019,2019_11_CIN_OAK
TAM,2019-11-10,20,Sun,9,10,,ARI,W 30-27,20,4,14,2,10,1,10.0,3,2,66.7,2019,2019_10_TAM_ARI
CIN,2019-11-10,20,Sun,9,10,,BAL,L 13-49,20,7,13,0,6,4,66.7,1,1,100.0,2019,2019_10_CIN_BAL
CLE,2019-11-10,20,Sun,9,10,,BUF,W 19-16,20,6,12,2,13,5,38.5,2,0,0.0,2019,2019_10_CLE_BUF
DAL,2019-11-04,20,Mon,8,9,@,NYG,W 37-18,20,6,11,3,16,5,31.3,1,1,100.0,2019,2019_09_DAL_NYG
BAL,2019-10-20,20,Sun,7,7,@,SEA,W 30-16,20,8,10,2,17,10,58.8,0,0,,2019,2019_07_BAL_SEA
HOU,2019-10-13,20,Sun,6,6,@,KAN,W 31-24,20,5,11,4,8,4,50.0,0,0,,2019,2019_06_HOU_KAN
DAL,2019-10-13,20,Sun,6,6,@,NYJ,L 22-24,20,4,13,3,10,2,20.0,0,0,,2019,2019_06_DAL_NYJ
CIN,2019-09-30,20,Mon,4,4,@,PIT,L 3-27,20,5,12,3,9,3,33.3,1,0,0.0,2019,2019_04_CIN_PIT
SEA,2019-09-29,20,Sun,4,4,@,ARI,W 27-10,20,6,12,2,9,3,33.3,0,0,,2019,2019_04_SEA_ARI
GNB,2019-09-22,20,Sun,3,3,,DEN,W 27-16,20,8,12,0,15,8,53.3,2,1,50.0,2019,2019_03_GNB_DEN
LAC,2019-09-22,20,Sun,3,3,,HOU,L 20-27,20,3,15,2,10,6,60.0,0,0,,2019,2019_03_LAC_HOU
CLE,2019-09-22,20,Sun,3,3,,LAR,L 13-20,20,3,16,1,14,6,42.9,0,0,,2019,2019_03_CLE_LAR
MIN,2019-09-15,20,Sun,2,2,@,GNB,L 16-21,20,7,12,1,15,5,33.3,1,0,0.0,2019,2019_02_MIN_GNB
NOR,2019-09-15,20,Sun,2,2,@,LAR,L 9-27,20,7,11,2,13,5,38.5,0,0,,2019,2019_02_NOR_LAR
TAM,2019-09-12,20,Thu,2,2,@,CAR,W 20-14,20,2,16,2,14,3,21.4,3,0,0.0,2019,2019_02_TAM_CAR
DAL,2018-12-30,20,Sun,16,17,@,NYG,W 36-35,20,8,12,0,15,7,46.7,3,2,66.7,2018,2018_17_DAL_NYG
KAN,2018-12-30,20,Sun,16,17,,OAK,W 35-3,20,9,11,0,10,4,40.0,1,1,100.0,2018,2018_17_KAN_OAK
SFO,2018-12-23,20,Sun,15,16,,CHI,L 9-14,20,6,12,2,11,5,45.5,1,1,100.0,2018,2018_16_SFO_CHI
