Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Season,game_id
SEA,2019-09-22,32,Sun,3,3,,NOR,L 27-33,32,50,18,64.0,406,2,0,4.0,0.0,102.6,0,0,0.00,8.1,8.12,8.92,8.92,12.7,2019,2019_03_SEA_NOR
NOR,2019-09-09,32,Mon,1,1,,HOU,W 30-28,32,43,11,74.4,362,2,1,4.7,2.3,105.8,1,8,2.27,8.4,8.23,8.30,8.11,11.3,2019,2019_01_NOR_HOU
ATL,2018-12-30,32,Sun,16,17,@,TAM,W 34-32,32,45,13,71.1,380,3,1,6.7,2.2,109.8,1,3,2.17,8.4,8.26,8.78,8.59,11.9,2018,2018_17_ATL_TAM
MIN,2018-12-02,32,Sun,12,13,@,NWE,L 10-24,32,44,12,72.7,183,1,2,2.3,4.5,70.4,2,18,4.35,4.2,3.98,2.57,2.46,5.7,2018,2018_13_MIN_NWE
PHI,2018-11-11,32,Sun,9,10,,DAL,L 20-27,32,44,12,72.7,350,2,1,4.5,2.3,102.5,2,10,4.35,8.0,7.61,7.84,7.50,10.9,2018,2018_10_PHI_DAL
TAM,2018-10-21,32,Sun,6,7,,CLE,W 26-23 (OT),32,52,20,61.5,342,0,2,0.0,3.8,66.6,4,23,7.14,6.6,6.11,4.85,4.50,10.7,2018,2018_07_TAM_CLE
PIT,2018-10-14,32,Sun,6,6,@,CIN,W 28-21,32,46,14,69.6,369,1,0,2.2,0.0,100.7,0,0,0.00,8.0,8.02,8.46,8.46,11.5,2018,2018_06_PIT_CIN
GNB,2018-10-07,32,Sun,5,5,@,DET,L 23-31,32,52,20,61.5,423,3,0,5.8,0.0,108.0,4,19,7.14,8.1,7.55,9.29,8.63,13.2,2018,2018_05_GNB_DET
CAR,2018-09-16,32,Sun,2,2,@,ATL,L 24-31,32,45,13,71.1,318,3,1,6.7,2.2,105.3,2,17,4.26,7.1,6.77,7.40,7.09,9.9,2018,2018_02_CAR_ATL
BAL,2018-09-13,32,Thu,2,2,@,CIN,L 23-34,32,55,23,58.2,359,2,2,3.6,3.6,76.0,4,17,6.78,6.5,6.08,5.62,5.24,11.2,2018,2018_02_BAL_CIN
JAX,2017-12-24,32,Sun,15,16,@,SFO,L 33-44,32,50,18,64.0,380,2,3,4.0,6.0,75.6,1,2,1.96,7.6,7.45,5.70,5.59,11.9,2017,2017_16_JAX_SFO
NWE,2017-10-29,32,Sun,8,8,,LAC,W 21-13,32,47,15,68.1,317,1,0,2.1,0.0,95.4,3,16,6.00,6.7,6.34,7.17,6.74,9.9,2017,2017_08_NWE_LAC
TAM,2017-10-22,32,Sun,6,7,@,BUF,L 27-30,32,44,12,72.7,378,3,1,6.8,2.3,112.3,1,6,2.22,8.6,8.40,8.93,8.73,11.8,2017,2017_07_TAM_BUF
NWE,2017-10-01,32,Sun,4,4,,CAR,L 30-33,32,45,13,71.1,293,2,0,4.4,0.0,104.6,3,14,6.25,6.5,6.10,7.40,6.94,9.2,2017,2017_04_NWE_CAR
SEA,2022-12-15,31,Thu,14,15,,SFO,L 13-21,31,44,13,70.5,207,1,0,2.3,0.0,90.9,3,31,6.38,4.7,4.40,5.16,4.83,6.7,2022,2022_15_SEA_SFO
MIN,2022-12-11,31,Sun,13,14,@,DET,L 23-34,31,41,10,75.6,394,2,0,4.9,0.0,124.5,4,31,8.89,9.6,8.76,10.59,9.64,12.7,2022,2022_14_MIN_DET
DET,2022-12-04,31,Sun,12,13,,JAX,W 40-14,31,41,10,75.6,337,2,0,4.9,0.0,115.9,2,3,4.65,8.2,7.84,9.20,8.77,10.9,2022,2022_13_DET_JAX
NYJ,2022-12-04,31,Sun,12,13,@,MIN,L 22-27,31,58,27,53.4,366,0,2,0.0,3.4,58.8,1,3,1.69,6.3,6.20,4.76,4.68,11.8,2022,2022_13_NYJ_MIN
MIN,2022-11-24,31,Thu,11,12,,NWE,W 33-26,31,38,7,81.6,301,3,1,7.9,2.6,116.0,1,9,2.56,7.9,7.72,8.32,8.10,9.7,2022,2022_12_MIN_NWE
ARI,2022-10-30,31,Sun,8,8,@,MIN,L 26-34,31,44,13,70.5,297,3,2,6.8,4.5,95.5,4,29,8.33,6.8,6.19,6.07,5.56,9.6,2022,2022_08_ARI_MIN
TAM,2022-09-25,31,Sun,3,3,,GNB,L 12-14,31,42,11,73.8,251,1,0,2.4,0.0,98.4,3,20,6.67,6.0,5.58,6.45,6.02,8.1,2022,2022_03_TAM_GNB
ARI,2022-09-18,31,Sun,2,2,@,LVR,W 29-23 (OT),31,49,18,63.3,270,1,1,2.0,2.0,76.7,1,7,2.00,5.5,5.40,5.00,4.90,8.7,2022,2022_02_ARI_LVR
GNB,2022-01-02,31,Sun,16,17,,MIN,W 37-10,31,42,11,73.8,307,2,0,4.8,0.0,109.9,0,0,0.00,7.3,7.31,8.26,8.26,9.9,2021,2021_17_GNB_MIN
KAN,2021-12-16,31,Thu,14,15,@,LAC,W 34-28 (OT),31,47,16,66.0,410,3,1,6.4,2.1,105.8,1,0,2.08,8.7,8.54,9.04,8.85,13.2,2021,2021_15_KAN_LAC
BAL,2021-12-12,31,Sun,13,14,@,CLE,L 22-24,31,42,11,73.8,271,1,0,2.4,0.0,100.0,4,16,8.70,6.5,5.89,6.93,6.33,8.7,2021,2021_14_BAL_CLE
TAM,2021-12-12,31,Sun,13,14,,BUF,W 33-27 (OT),31,46,15,67.4,351,2,0,4.3,0.0,105.6,2,12,4.17,7.6,7.31,8.50,8.15,11.3,2021,2021_14_TAM_BUF
BUF,2021-11-07,31,Sun,8,9,@,JAX,L 6-9,31,47,16,66.0,229,0,2,0.0,4.3,62.7,4,35,7.84,4.9,4.49,2.96,2.73,7.4,2021,2021_09_BUF_JAX
LAR,2021-11-07,31,Sun,9,9,,TEN,L 16-28,31,48,17,64.6,253,1,2,2.1,4.2,71.0,5,41,9.43,5.3,4.77,3.81,3.45,8.2,2021,2021_09_LAR_TEN
KAN,2021-10-24,31,Sun,7,7,@,TEN,L 3-27,31,51,20,60.8,257,0,1,0.0,2.0,68.1,4,31,7.27,5.0,4.67,4.16,3.85,8.3,2021,2021_07_KAN_TEN
LVR,2021-10-24,31,Sun,7,7,,PHI,W 33-22,31,34,3,91.2,323,2,1,5.9,2.9,113.6,0,0,0.00,9.5,9.50,9.35,9.35,10.4,2021,2021_07_LVR_PHI
LAC,2021-09-19,31,Sun,2,2,,DAL,L 17-20,31,41,10,75.6,313,1,2,2.4,4.9,87.2,2,25,4.65,7.6,7.28,5.93,5.65,10.1,2021,2021_02_LAC_DAL
LAC,2021-09-12,31,Sun,1,1,@,WAS,W 20-16,31,47,16,66.0,334,1,1,2.1,2.1,85.2,2,3,4.08,7.1,6.82,6.57,6.31,10.8,2021,2021_01_LAC_WAS
ARI,2020-12-26,31,Sat,15,16,,SFO,L 12-20,31,50,19,62.0,230,0,1,0.0,2.0,66.0,3,17,5.66,4.6,4.34,3.70,3.49,7.4,2020,2020_16_ARI_SFO
TAM,2020-12-26,31,Sat,15,16,@,DET,W 47-7,31,42,11,73.8,477,6,0,14.3,0.0,151.9,2,14,4.55,11.4,10.84,14.21,13.57,15.4,2020,2020_16_TAM_DET
TAM,2020-12-20,31,Sun,14,15,@,ATL,W 31-27,31,45,14,68.9,365,2,0,4.4,0.0,110.4,3,25,6.25,8.1,7.60,9.00,8.44,11.8,2020,2020_15_TAM_ATL
JAX,2020-12-13,31,Sun,13,14,,TEN,L 10-31,31,54,23,57.4,263,1,1,1.9,1.9,68.7,0,0,0.00,4.9,4.87,4.41,4.41,8.5,2020,2020_14_JAX_TEN
DAL,2020-12-08,31,Tue,12,13,@,BAL,L 17-34,31,48,17,64.6,277,2,1,4.2,2.1,85.9,1,8,2.04,5.8,5.65,5.67,5.55,8.9,2020,2020_13_DAL_BAL
WAS,2020-12-07,31,Mon,12,13,@,PIT,W 23-17,31,46,15,67.4,273,1,0,2.2,0.0,92.3,3,23,6.12,5.9,5.57,6.37,5.98,8.8,2020,2020_13_WAS_PIT
LAC,2020-11-29,31,Sun,11,12,@,BUF,L 17-27,31,52,21,59.6,291,1,1,1.9,1.9,75.5,3,25,5.45,5.6,5.29,5.12,4.84,9.4,2020,2020_12_LAC_BUF
DET,2020-11-08,31,Sun,8,9,@,MIN,L 20-34,31,45,14,68.9,292,2,3,4.4,6.7,74.8,2,13,4.26,6.5,6.21,4.38,4.19,9.4,2020,2020_09_DET_MIN
BUF,2020-11-08,31,Sun,9,9,,SEA,W 44-34,31,38,7,81.6,386,3,0,7.9,0.0,138.5,7,29,15.56,10.2,8.58,11.74,9.91,12.5,2020,2020_09_BUF_SEA
PIT,2020-11-08,31,Sun,8,9,@,DAL,W 24-19,31,45,14,68.9,309,3,0,6.7,0.0,110.3,0,0,0.00,6.9,6.87,8.20,8.20,10.0,2020,2020_09_PIT_DAL
NOR,2020-11-01,31,Sun,7,8,@,CHI,W 26-23 (OT),31,41,10,75.6,272,2,0,4.9,0.0,109.8,1,8,2.38,6.6,6.48,7.61,7.43,8.8,2020,2020_08_NOR_CHI
ATL,2020-10-25,31,Sun,7,7,,DET,L 22-23,31,42,11,73.8,322,1,0,2.4,0.0,105.1,2,16,4.55,7.7,7.32,8.14,7.77,10.4,2020,2020_07_ATL_DET
WAS,2020-10-18,31,Sun,6,6,@,NYG,L 19-20,31,42,11,73.8,251,2,1,4.8,2.4,97.3,3,29,6.67,6.0,5.58,5.86,5.47,8.1,2020,2020_06_WAS_NYG
JAX,2020-10-11,31,Sun,5,5,@,HOU,L 14-30,31,49,18,63.3,289,2,0,4.1,0.0,94.0,4,12,7.55,5.9,5.45,6.71,6.21,9.3,2020,2020_05_JAX_HOU
KAN,2020-09-28,31,Mon,3,3,@,BAL,W 34-20,31,42,11,73.8,385,4,0,9.5,0.0,133.5,0,0,0.00,9.2,9.17,11.07,11.07,12.4,2020,2020_03_KAN_BAL
CIN,2020-09-27,31,Sun,3,3,@,PHI,T 23-23 (OT),31,44,13,70.5,256,2,0,4.5,0.0,105.5,8,56,15.38,5.8,4.92,6.73,5.69,8.3,2020,2020_03_CIN_PHI
MIA,2020-09-20,31,Sun,2,2,,BUF,L 28-31,31,47,16,66.0,311,2,0,4.3,0.0,100.3,3,17,6.00,6.6,6.22,7.47,7.02,10.0,2020,2020_02_MIA_BUF
SEA,2020-09-13,31,Sun,1,1,@,ATL,W 38-25,31,35,4,88.6,299,4,0,11.4,0.0,143.1,3,23,7.89,8.5,7.87,10.83,9.97,9.6,2020,2020_01_SEA_ATL
LAC,2019-12-29,31,Sun,16,17,@,KAN,L 21-31,31,46,15,67.4,258,2,2,4.3,4.3,80.1,3,23,6.12,5.6,5.27,4.52,4.24,8.3,2019,2019_17_LAC_KAN
PHI,2019-12-22,31,Sun,15,16,,DAL,W 17-9,31,40,9,77.5,313,1,0,2.5,0.0,108.2,1,6,2.44,7.8,7.63,8.33,8.12,10.1,2019,2019_16_PHI_DAL
MIA,2019-12-22,31,Sun,15,16,,CIN,W 38-35 (OT),31,52,21,59.6,406,4,1,7.7,1.9,103.0,2,13,3.70,7.8,7.52,8.48,8.17,13.1,2019,2019_16_MIA_CIN
CAR,2019-11-17,31,Sun,10,11,,ATL,L 3-29,31,50,19,62.0,270,0,4,0.0,8.0,47.5,5,55,9.09,5.4,4.91,1.80,1.64,8.7,2019,2019_11_CAR_ATL
NWE,2019-10-21,31,Mon,7,7,@,NYJ,W 33-0,31,45,14,68.9,249,1,1,2.2,2.2,80.7,0,0,0.00,5.5,5.53,4.98,4.98,8.0,2019,2019_07_NWE_NYJ
NWE,2019-10-10,31,Thu,6,6,,NYG,W 35-14,31,41,10,75.6,313,0,1,0.0,2.4,88.9,3,21,6.82,7.6,7.11,6.54,6.09,10.1,2019,2019_06_NWE_NYG
LAC,2019-09-22,31,Sun,3,3,,HOU,L 20-27,31,46,15,67.4,293,2,0,4.3,0.0,101.5,5,25,9.80,6.4,5.75,7.24,6.53,9.5,2019,2019_03_LAC_HOU
PIT,2018-12-30,31,Sun,16,17,,CIN,W 16-13,31,45,14,68.9,278,1,1,2.2,2.2,84.2,1,9,2.17,6.2,6.04,5.62,5.50,9.0,2018,2018_17_PIT_CIN
DEN,2018-12-30,31,Sun,16,17,,LAC,L 9-23,31,48,17,64.6,288,1,1,2.1,2.1,79.5,1,4,2.04,6.0,5.88,5.48,5.37,9.3,2018,2018_17_DEN_LAC
IND,2018-12-23,31,Sun,15,16,,NYG,W 28-27,31,47,16,66.0,353,2,1,4.3,2.1,94.0,1,4,2.08,7.5,7.35,7.40,7.25,11.4,2018,2018_16_IND_NYG
DEN,2018-12-15,31,Sat,14,15,,CLE,L 16-17,31,48,17,64.6,238,0,2,0.0,4.2,60.9,2,19,4.00,5.0,4.76,3.08,2.96,7.7,2018,2018_15_DEN_CLE
GNB,2018-12-02,31,Sun,12,13,,ARI,L 17-20,31,50,19,62.0,227,1,0,2.0,0.0,79.8,1,6,1.96,4.5,4.45,4.94,4.84,7.3,2018,2018_13_GNB_ARI
IND,2018-11-25,31,Sun,11,12,,MIA,W 27-24,31,38,7,81.6,337,3,2,7.9,5.3,109.1,1,10,2.56,8.9,8.64,8.08,7.87,10.9,2018,2018_12_IND_MIA
LAR,2018-11-19,31,Mon,11,11,,KAN,W 54-51,31,49,18,63.3,379,4,0,8.2,0.0,117.1,5,34,9.26,7.7,7.02,9.37,8.50,12.2,2018,2018_11_LAR_KAN
BUF,2018-11-04,31,Sun,9,9,,CHI,L 9-41,31,49,18,63.3,166,0,3,0.0,6.1,45.3,4,22,7.55,3.4,3.13,0.63,0.58,5.4,2018,2018_09_BUF_CHI
MIN,2018-10-28,31,Sun,8,8,,NOR,L 20-30,31,41,10,75.6,338,2,1,4.9,2.4,107.7,4,21,8.89,8.2,7.51,8.12,7.40,10.9,2018,2018_08_MIN_NOR
ATL,2018-10-22,31,Mon,7,7,,NYG,W 23-20,31,39,8,79.5,356,1,0,2.6,0.0,115.7,3,23,7.14,9.1,8.48,9.64,8.95,11.5,2018,2018_07_ATL_NYG
ATL,2018-10-14,31,Sun,6,6,,TAM,W 34-29,31,41,10,75.6,347,3,0,7.3,0.0,125.6,1,8,2.38,8.5,8.26,9.93,9.69,11.2,2018,2018_06_ATL_TAM
ATL,2018-10-07,31,Sun,5,5,@,PIT,L 17-41,31,45,14,68.9,262,1,0,2.2,0.0,95.1,6,43,11.76,5.8,5.14,6.27,5.53,8.5,2018,2018_05_ATL_PIT
NYG,2018-09-30,31,Sun,4,4,,NOR,L 18-33,31,41,10,75.6,234,1,0,2.4,0.0,99.1,3,21,6.82,5.7,5.32,6.20,5.77,7.5,2018,2018_04_NYG_NOR
SFO,2017-12-17,31,Sun,14,15,,TEN,W 25-23,31,43,12,72.1,363,1,0,2.3,0.0,106.8,3,18,6.52,8.4,7.89,8.91,8.33,11.7,2017,2017_15_SFO_TEN
CHI,2017-12-16,31,Sat,14,15,@,DET,L 10-20,31,46,15,67.4,306,1,3,2.2,6.5,66.8,2,8,4.17,6.7,6.38,4.15,3.98,9.9,2017,2017_15_CHI_DET
NYG,2017-12-10,31,Sun,13,14,,DAL,L 10-30,31,46,15,67.4,228,1,2,2.2,4.3,68.0,0,0,0.00,5.0,4.96,3.43,3.43,7.4,2017,2017_14_NYG_DAL
HOU,2017-12-03,31,Sun,12,13,@,TEN,L 13-24,31,49,18,63.3,331,1,1,2.0,2.0,84.1,4,34,7.55,6.8,6.25,6.24,5.77,10.7,2017,2017_13_HOU_TEN
LAC,2017-12-03,31,Sun,12,13,,CLE,W 19-10,31,43,12,72.1,335,1,0,2.3,0.0,103.2,1,9,2.27,7.8,7.61,8.26,8.07,10.8,2017,2017_13_LAC_CLE
OAK,2017-10-29,31,Sun,8,8,@,BUF,L 14-34,31,49,18,63.3,313,1,2,2.0,4.1,71.2,0,0,0.00,6.4,6.39,4.96,4.96,10.1,2017,2017_08_OAK_BUF
NYJ,2017-10-15,31,Sun,6,6,,NWE,L 17-24,31,47,16,66.0,334,2,2,4.3,4.3,84.9,4,20,7.84,7.1,6.55,6.04,5.57,10.8,2017,2017_06_NYJ_NWE
DEN,2017-10-15,31,Sun,5,6,,NYG,L 10-23,31,54,23,57.4,366,1,2,1.9,3.7,71.1,4,28,6.90,6.8,6.31,5.48,5.10,11.8,2017,2017_06_DEN_NYG
BAL,2017-10-01,31,Sun,4,4,,PIT,L 9-26,31,49,18,63.3,206,1,2,2.0,4.1,64.6,4,29,7.55,4.2,3.89,2.78,2.57,6.6,2017,2017_04_BAL_PIT
LAC,2017-09-17,31,Sun,2,2,,MIA,L 17-19,31,39,8,79.5,323,1,0,2.6,0.0,110.6,1,8,2.50,8.3,8.08,8.79,8.58,10.4,2017,2017_02_LAC_MIA
CHI,2017-09-17,31,Sun,2,2,@,TAM,L 7-29,31,45,14,68.9,290,1,2,2.2,4.4,76.3,1,11,2.17,6.4,6.30,4.89,4.78,9.4,2017,2017_02_CHI_TAM
LAC,2023-01-08,30,Sun,17,18,@,DEN,L 28-31,30,44,14,68.2,293,3,0,6.8,0.0,109.8,1,5,2.22,6.7,6.51,8.02,7.84,9.8,2022,2022_18_LAC_DEN
NYG,2022-12-24,30,Sat,15,16,@,MIN,L 24-27,30,42,12,71.4,319,1,1,2.4,2.4,92.8,3,15,6.67,7.6,7.09,7.00,6.53,10.6,2022,2022_16_NYG_MIN
TAM,2022-12-18,30,Sun,14,15,,CIN,L 23-34,30,44,14,68.2,304,3,2,6.8,4.5,92.2,1,8,2.22,6.9,6.76,6.23,6.09,10.1,2022,2022_15_TAM_CIN
JAX,2022-12-11,30,Sun,13,14,@,TEN,W 36-22,30,42,12,71.4,368,3,0,7.1,0.0,121.9,0,0,0.00,8.8,8.76,10.19,10.19,12.3,2022,2022_14_JAX_TEN
PHI,2022-12-04,30,Sun,12,13,,TEN,W 35-10,30,41,11,73.2,386,3,0,7.3,0.0,127.2,2,5,4.65,9.4,8.98,10.88,10.37,12.9,2022,2022_13_PHI_TEN
BAL,2022-12-04,30,Sun,12,13,,DEN,W 10-9,30,37,7,81.1,182,0,2,0.0,5.4,66.4,4,16,9.76,4.9,4.44,2.49,2.24,6.1,2022,2022_13_BAL_DEN
ARI,2022-11-21,30,Mon,11,11,,SFO,L 10-38,30,44,14,68.2,247,0,2,0.0,4.5,66.2,3,30,6.38,5.6,5.26,3.57,3.34,8.2,2022,2022_11_ARI_SFO
MIN,2022-11-13,30,Sun,9,10,@,BUF,W 33-30 (OT),30,50,20,60.0,334,1,2,2.0,4.0,71.8,4,23,7.41,6.7,6.19,5.28,4.89,11.1,2022,2022_10_MIN_BUF
LAC,2022-11-06,30,Sun,8,9,@,ATL,W 20-17,30,43,13,69.8,245,1,1,2.3,2.3,82.0,0,0,0.00,5.7,5.70,5.12,5.12,8.2,2022,2022_09_LAC_ATL
MIA,2022-10-16,30,Sun,6,6,,MIN,L 16-24,30,47,17,63.8,385,2,2,4.3,4.3,88.8,6,33,11.32,8.2,7.26,7.13,6.32,12.8,2022,2022_06_MIA_MIN
WAS,2022-09-18,30,Sun,2,2,@,DET,L 27-36,30,46,16,65.2,308,3,1,6.5,2.2,99.6,5,29,9.80,6.7,6.04,7.02,6.33,10.3,2022,2022_02_WAS_DET
KAN,2022-09-11,30,Sun,1,1,@,ARI,W 44-21,30,39,9,76.9,360,5,0,12.8,0.0,144.2,0,0,0.00,9.2,9.23,11.79,11.79,12.0,2022,2022_01_KAN_ARI
PIT,2022-01-09,30,Sun,17,18,@,BAL,W 16-13 (OT),30,44,14,68.2,235,1,1,2.3,2.3,80.1,1,9,2.22,5.3,5.22,4.77,4.67,7.8,2021,2021_18_PIT_BAL
CIN,2022-01-02,30,Sun,16,17,,KAN,W 34-31,30,40,10,75.0,415,4,0,10.0,0.0,144.4,4,31,9.09,10.4,9.43,12.38,11.25,13.8,2021,2021_17_CIN_KAN
DAL,2021-12-26,30,Sun,15,16,,WAS,W 56-14,30,42,12,71.4,389,5,0,11.9,0.0,140.9,3,11,6.67,9.3,8.64,11.64,10.87,13.0,2021,2021_16_DAL_WAS
BUF,2021-12-26,30,Sun,15,16,@,NWE,W 33-21,30,47,17,63.8,314,3,0,6.4,0.0,104.4,0,0,0.00,6.7,6.68,7.96,7.96,10.5,2021,2021_16_BUF_NWE
MIA,2021-12-05,30,Sun,13,13,,NYG,W 20-9,30,41,11,73.2,229,2,0,4.9,0.0,104.1,2,15,4.65,5.6,5.33,6.56,6.26,7.6,2021,2021_13_MIA_NYG
MIN,2021-12-05,30,Sun,12,13,@,DET,L 27-29,30,41,11,73.2,326,2,0,4.9,0.0,113.9,3,14,6.82,8.0,7.41,8.93,8.32,10.9,2021,2021_13_MIN_DET
SEA,2021-12-05,30,Sun,12,13,,SFO,W 30-23,30,37,7,81.1,181,2,1,5.4,2.7,99.4,4,50,9.76,4.9,4.41,4.76,4.29,6.0,2021,2021_13_SEA_SFO
ATL,2021-12-05,30,Sun,12,13,,TAM,L 17-30,30,41,11,73.2,259,0,0,0.0,0.0,93.2,5,38,10.87,6.3,5.63,6.32,5.63,8.6,2021,2021_13_ATL_TAM
LAC,2021-11-21,30,Sun,10,11,,PIT,W 41-37,30,41,11,73.2,374,3,1,7.3,2.4,116.1,2,8,4.65,9.1,8.70,9.49,9.05,12.5,2021,2021_11_LAC_PIT
PIT,2021-11-14,30,Sun,9,10,,DET,T 16-16 (OT),30,50,20,60.0,242,1,1,2.0,2.0,70.6,0,0,0.00,4.8,4.84,4.34,4.34,8.1,2021,2021_10_PIT_DET
LVR,2021-11-07,30,Sun,8,9,@,NYG,L 16-23,30,46,16,65.2,286,1,2,2.2,4.3,72.4,1,10,2.13,6.2,6.09,4.70,4.60,9.5,2021,2021_09_LVR_NYG
TEN,2021-10-03,30,Sun,4,4,@,NYJ,L 24-27 (OT),30,49,19,61.2,253,1,0,2.0,0.0,85.2,7,45,12.50,5.2,4.52,5.57,4.88,8.4,2021,2021_04_TEN_NYJ
MIN,2021-09-26,30,Sun,3,3,,SEA,W 30-17,30,38,8,78.9,313,3,0,7.9,0.0,128.4,1,10,2.56,8.2,8.03,9.82,9.56,10.4,2021,2021_03_MIN_SEA
NWE,2021-09-26,30,Sun,3,3,,NOR,L 13-28,30,51,21,58.8,251,1,3,2.0,5.9,55.2,2,19,3.77,4.9,4.74,2.67,2.57,8.4,2021,2021_03_NWE_NOR
BUF,2021-09-12,30,Sun,1,1,,PIT,L 16-23,30,51,21,58.8,254,1,0,2.0,0.0,79.7,3,16,5.56,5.0,4.70,5.37,5.07,8.5,2021,2021_01_BUF_PIT
BUF,2020-12-28,30,Mon,15,16,@,NWE,W 38-9,30,40,10,75.0,344,4,0,10.0,0.0,133.7,0,0,0.00,8.6,8.60,10.60,10.60,11.5,2020,2020_16_BUF_NWE
CAR,2020-12-13,30,Sun,13,14,,DEN,L 27-32,30,40,10,75.0,245,0,0,0.0,0.0,94.1,4,38,9.09,6.1,5.57,6.13,5.57,8.2,2020,2020_14_CAR_DEN
KAN,2020-11-08,30,Sun,9,9,,CAR,W 33-31,30,45,15,66.7,361,4,0,8.9,0.0,121.7,2,11,4.26,8.0,7.68,9.80,9.38,12.0,2020,2020_09_KAN_CAR
NOR,2020-10-25,30,Sun,6,7,,CAR,W 27-24,30,37,7,81.1,277,2,0,5.4,0.0,117.0,1,10,2.63,7.5,7.29,8.57,8.34,9.2,2020,2020_07_NOR_CAR
BUF,2020-10-25,30,Sun,7,7,@,NYJ,W 18-10,30,43,13,69.8,296,0,0,0.0,0.0,90.0,2,11,4.44,6.9,6.58,6.88,6.58,9.9,2020,2020_07_BUF_NYJ
ATL,2020-10-18,30,Sun,6,6,@,MIN,W 40-23,30,40,10,75.0,363,4,0,10.0,0.0,136.6,2,8,4.76,9.1,8.64,11.08,10.55,12.1,2020,2020_06_ATL_MIN
TEN,2020-10-18,30,Sun,5,6,,HOU,W 42-36 (OT),30,41,11,73.2,344,4,1,9.8,2.4,122.6,2,22,4.65,8.4,8.00,9.24,8.81,11.5,2020,2020_06_TEN_HOU
CHI,2020-10-08,30,Thu,5,5,,TAM,W 20-19,30,42,12,71.4,208,1,1,2.4,2.4,83.7,3,35,6.67,5.0,4.62,4.36,4.07,6.9,2020,2020_05_CHI_TAM
TAM,2020-10-04,30,Sun,4,4,,LAC,W 38-31,30,46,16,65.2,369,5,1,10.9,2.2,117.0,0,0,0.00,8.0,8.02,9.22,9.22,12.3,2020,2020_04_TAM_LAC
JAX,2020-09-24,30,Thu,3,3,,MIA,L 13-31,30,42,12,71.4,246,0,1,0.0,2.4,79.0,4,29,8.70,5.9,5.35,4.79,4.37,8.2,2020,2020_03_JAX_MIA
JAX,2020-09-20,30,Sun,2,2,@,TEN,L 30-33,30,45,15,66.7,315,3,2,6.7,4.4,92.7,2,24,4.26,7.0,6.70,6.33,6.06,10.5,2020,2020_02_JAX_TEN
NWE,2020-09-20,30,Sun,2,2,@,SEA,L 30-35,30,44,14,68.2,397,1,1,2.3,2.3,94.6,1,0,2.22,9.0,8.82,8.45,8.27,13.2,2020,2020_02_NWE_SEA
ATL,2019-12-29,30,Sun,16,17,@,TAM,W 28-22 (OT),30,51,21,58.8,286,1,0,2.0,0.0,83.2,6,27,10.53,5.6,5.02,6.00,5.37,9.5,2019,2019_17_ATL_TAM
PHI,2019-12-15,30,Sun,14,15,@,WAS,W 37-27,30,43,13,69.8,258,3,0,7.0,0.0,109.3,2,8,4.44,6.0,5.73,7.40,7.07,8.6,2019,2019_15_PHI_WAS
CLE,2019-12-15,30,Sun,14,15,@,ARI,L 24-38,30,43,13,69.8,241,2,1,4.7,2.3,90.0,1,6,2.27,5.6,5.48,5.49,5.36,8.0,2019,2019_15_CLE_ARI
NOR,2019-11-24,30,Sun,11,12,,CAR,W 34-31,30,39,9,76.9,300,3,1,7.7,2.6,114.4,2,11,4.88,7.7,7.32,8.08,7.68,10.0,2019,2019_12_NOR_CAR
TAM,2019-11-17,30,Sun,10,11,,NOR,L 17-34,30,51,21,58.8,298,2,4,3.9,7.8,57.1,2,15,3.77,5.8,5.62,3.10,2.98,9.9,2019,2019_11_TAM_NOR
TAM,2019-11-10,30,Sun,9,10,,ARI,W 30-27,30,48,18,62.5,339,1,2,2.1,4.2,74.8,4,19,7.69,7.1,6.52,5.60,5.17,11.3,2019,2019_10_TAM_ARI
NWE,2019-11-03,30,Sun,9,9,@,BAL,L 20-37,30,46,16,65.2,268,1,1,2.2,2.2,80.4,2,17,4.17,5.8,5.58,5.28,5.06,8.9,2019,2019_09_NWE_BAL
DET,2019-10-20,30,Sun,6,7,,MIN,L 30-42,30,45,15,66.7,352,4,1,8.9,2.2,111.7,2,12,4.26,7.8,7.49,8.60,8.23,11.7,2019,2019_07_DET_MIN
HOU,2019-10-13,30,Sun,6,6,@,KAN,W 31-24,30,42,12,71.4,280,1,2,2.4,4.8,77.5,0,0,0.00,6.7,6.67,5.00,5.00,9.3,2019,2019_06_HOU_KAN
TAM,2019-10-13,30,Sun,6,6,,CAR,L 26-37,30,54,24,55.6,365,1,5,1.9,9.3,46.8,7,35,11.48,6.8,5.98,2.96,2.62,12.2,2019,2019_06_TAM_CAR
ATL,2019-10-13,30,Sun,6,6,@,ARI,L 33-34,30,36,6,83.3,341,4,0,11.1,0.0,144.9,2,15,5.26,9.5,8.97,11.69,11.08,11.4,2019,2019_06_ATL_ARI
WAS,2019-09-23,30,Mon,3,3,,CHI,L 15-31,30,43,13,69.8,287,2,3,4.7,7.0,78.8,4,45,8.51,6.7,6.11,4.47,4.09,9.6,2019,2019_03_WAS_CHI
