Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Season,game_id
LAR,2021-12-13,356,Mon,13,14,@,ARI,W 30-23,356,54,6.59,75,5.96,0,29:04,3:01,2021,2021_14_LAR_ARI
CIN,2021-12-05,356,Sun,12,13,,LAC,L 22-41,356,71,5.01,61,5.95,4,31:14,3:20,2021,2021_13_CIN_LAC
CHI,2021-01-03,356,Sun,16,17,,GNB,L 16-35,356,74,4.81,44,7.18,2,35:28,2:54,2020,2020_17_CHI_GNB
CLE,2020-11-15,356,Sun,9,10,,HOU,W 10-7,356,62,5.74,54,4.50,0,33:20,2:35,2020,2020_10_CLE_HOU
BUF,2019-11-28,356,Thu,12,13,@,DAL,W 26-15,356,63,5.65,72,5.92,0,33:18,3:11,2019,2019_13_BUF_DAL
JAX,2019-11-03,356,Sun,9,9,,HOU,L 3-26,356,66,5.39,63,6.51,4,27:27,2:57,2019,2019_09_JAX_HOU
WAS,2019-09-23,356,Mon,3,3,,CHI,L 15-31,356,68,5.24,58,5.14,5,28:24,3:05,2019,2019_03_WAS_CHI
SEA,2018-11-04,356,Sun,8,9,,LAC,L 17-25,356,75,4.75,50,7.50,1,35:41,3:06,2018,2018_09_SEA_LAC
LAC,2018-09-23,356,Sun,3,3,@,LAR,L 23-35,356,52,6.85,72,7.24,2,25:44,2:57,2018,2018_03_LAC_LAR
MIA,2017-12-31,356,Sun,16,17,,BUF,L 16-22,356,67,5.31,63,4.95,1,28:56,3:15,2017,2017_17_MIA_BUF
DET,2017-12-31,356,Sun,16,17,,GNB,W 35-11,356,54,6.59,63,4.06,0,28:13,2:56,2017,2017_17_DET_GNB
MIN,2017-12-10,356,Sun,13,14,@,CAR,L 24-31,356,71,5.01,63,5.48,3,28:42,3:06,2017,2017_14_MIN_CAR
PHI,2017-09-10,356,Sun,1,1,@,WAS,W 30-17,356,65,5.48,61,4.33,2,34:16,3:06,2017,2017_01_PHI_WAS
BUF,2022-12-01,355,Thu,12,13,@,NWE,W 24-10,355,72,4.93,51,4.75,1,38:08,2:55,2022,2022_13_BUF_NWE
CLE,2022-09-11,355,Sun,1,1,@,CAR,W 26-24,355,74,4.80,50,5.22,0,38:26,3:16,2022,2022_01_CLE_CAR
LAC,2022-09-11,355,Sun,1,1,,LVR,W 24-19,355,65,5.46,56,5.71,0,32:32,2:54,2022,2022_01_LAC_LVR
SFO,2021-12-12,355,Sun,13,14,@,CIN,W 26-23 (OT),355,69,5.14,65,6.11,0,33:50,3:24,2021,2021_14_SFO_CIN
TEN,2021-11-28,355,Sun,12,12,@,NWE,L 13-36,355,62,5.73,58,6.79,4,31:02,2:57,2021,2021_12_TEN_NWE
NYJ,2021-10-03,355,Sun,4,4,,TEN,W 27-24 (OT),355,60,5.92,93,4.62,1,29:03,3:48,2021,2021_04_NYJ_TEN
CLE,2021-09-19,355,Sun,2,2,,HOU,W 31-21,355,57,6.23,58,5.21,2,35:05,3:01,2021,2021_02_CLE_HOU
PIT,2020-11-08,355,Sun,8,9,@,DAL,W 24-19,355,63,5.63,71,5.13,0,26:36,3:15,2020,2020_09_PIT_DAL
BAL,2020-10-18,355,Sun,6,6,@,PHI,W 30-28,355,67,5.30,64,5.69,0,36:30,3:31,2020,2020_06_BAL_PHI
OAK,2019-12-08,355,Sun,13,14,,TEN,L 21-42,355,60,5.92,59,9.36,1,30:48,2:58,2019,2019_14_OAK_TEN
ATL,2017-11-05,355,Sun,8,9,@,CAR,L 17-20,355,58,6.12,63,5.24,1,27:08,3:04,2017,2017_09_ATL_CAR
TEN,2022-10-30,354,Sun,7,8,@,HOU,W 17-10,354,58,6.10,51,3.16,2,34:48,2:51,2022,2022_08_TEN_HOU
BAL,2021-12-19,354,Sun,14,15,,GNB,L 30-31,354,67,5.28,59,5.86,0,28:50,3:06,2021,2021_15_BAL_GNB
SEA,2021-10-07,354,Thu,5,5,,LAR,L 17-26,354,60,5.90,67,7.10,2,26:57,3:05,2021,2021_05_SEA_LAR
IND,2021-09-19,354,Sun,2,2,,LAR,L 24-27,354,65,5.45,60,6.18,2,31:32,2:58,2021,2021_02_IND_LAR
PIT,2020-12-27,354,Sun,15,16,,IND,W 28-24,354,64,5.53,67,5.45,0,27:32,3:10,2020,2020_16_PIT_IND
JAX,2020-12-13,354,Sun,13,14,,TEN,L 10-31,354,69,5.13,65,6.98,1,28:17,3:02,2020,2020_14_JAX_TEN
TEN,2020-09-20,354,Sun,2,2,,JAX,W 33-30,354,59,6.00,74,6.49,0,26:38,2:59,2020,2020_02_TEN_JAX
IND,2020-09-20,354,Sun,2,2,,MIN,W 28-11,354,67,5.28,47,3.72,1,38:25,2:52,2020,2020_02_IND_MIN
MIN,2019-12-08,354,Sun,13,14,,DET,W 20-7,354,70,5.06,67,3.45,0,33:43,3:07,2019,2019_14_MIN_DET
MIN,2019-12-02,354,Mon,12,13,@,SEA,L 30-37,354,52,6.81,76,5.84,3,20:15,3:13,2019,2019_13_MIN_SEA
OAK,2018-12-09,354,Sun,13,14,,PIT,W 24-21,354,63,5.62,58,5.86,1,32:36,3:04,2018,2018_14_OAK_PIT
ATL,2018-11-18,354,Sun,10,11,,DAL,L 19-22,354,55,6.44,63,5.13,1,28:03,2:45,2018,2018_11_ATL_DAL
PHI,2017-09-24,354,Sun,3,3,,NYG,W 27-24,354,73,4.85,64,6.48,1,37:32,3:24,2017,2017_03_PHI_NYG
MIN,2022-12-24,353,Sat,15,16,,NYG,W 27-24,353,71,4.97,66,6.74,0,30:47,3:04,2022,2022_16_MIN_NYG
HOU,2022-01-09,353,Sun,17,18,,TEN,L 25-28,353,56,6.30,65,6.23,0,26:26,3:02,2021,2021_18_HOU_TEN
LAR,2021-11-28,353,Sun,11,12,@,GNB,L 28-36,353,61,5.79,78,5.12,3,20:20,3:19,2021,2021_12_LAR_GNB
CHI,2021-11-21,353,Sun,10,11,,BAL,L 13-16,353,57,6.19,76,3.93,1,21:10,3:11,2021,2021_11_CHI_BAL
HOU,2021-10-17,353,Sun,6,6,@,IND,L 3-31,353,74,4.77,48,8.08,3,34:33,2:55,2021,2021_06_HOU_IND
GNB,2021-09-26,353,Sun,3,3,@,SFO,W 30-28,353,59,5.98,65,4.58,0,30:08,3:08,2021,2021_03_GNB_SFO
WAS,2020-12-20,353,Sun,14,15,,SEA,L 15-20,353,79,4.47,53,5.70,2,32:16,3:03,2020,2020_15_WAS_SEA
TAM,2020-09-27,353,Sun,3,3,@,DEN,W 28-10,353,65,5.43,59,3.83,0,33:02,2:59,2020,2020_03_TAM_DEN
IND,2020-09-27,353,Sun,3,3,,NYJ,W 36-7,353,56,6.30,60,4.33,0,30:08,2:49,2020,2020_03_IND_NYJ
CIN,2020-09-17,353,Thu,2,2,@,CLE,L 30-35,353,88,4.01,58,7.48,1,33:39,3:21,2020,2020_02_CIN_CLE
JAX,2019-12-29,353,Sun,16,17,,IND,W 38-20,353,66,5.35,55,5.00,1,33:53,3:03,2019,2019_17_JAX_IND
CIN,2017-12-04,353,Mon,12,13,,PIT,L 20-23,353,60,5.88,63,5.94,0,30:11,3:25,2017,2017_13_CIN_PIT
LAC,2023-01-08,352,Sun,17,18,@,DEN,L 28-31,352,67,5.25,62,7.60,2,28:57,3:03,2022,2022_18_LAC_DEN
NWE,2021-10-31,352,Sun,8,8,@,LAC,W 27-24,352,75,4.69,58,6.36,1,35:24,3:07,2021,2021_08_NWE_LAC
ARI,2021-10-17,352,Sun,6,6,@,CLE,W 37-14,352,69,5.10,55,5.27,0,34:39,2:57,2021,2021_06_ARI_CLE
NWE,2021-10-10,352,Sun,5,5,@,HOU,W 25-22,352,61,5.77,56,6.43,2,30:44,3:01,2021,2021_05_NWE_HOU
LAC,2021-09-26,352,Sun,3,3,@,KAN,W 30-24,352,61,5.77,76,5.75,0,27:29,3:07,2021,2021_03_LAC_KAN
NWE,2019-12-29,352,Sun,16,17,,MIA,L 24-27,352,57,6.18,68,5.72,2,26:09,3:01,2019,2019_17_NWE_MIA
WAS,2019-12-15,352,Sun,14,15,,PHI,L 27-37,352,51,6.90,73,5.68,1,23:03,3:09,2019,2019_15_WAS_PHI
CAR,2019-09-12,352,Thu,2,2,,TAM,L 14-20,352,73,4.82,59,4.90,1,26:07,3:51,2019,2019_02_CAR_TAM
LAR,2017-12-17,352,Sun,14,15,@,SEA,W 42-7,352,68,5.18,54,2.76,1,36:46,3:14,2017,2017_15_LAR_SEA
DET,2017-11-19,352,Sun,10,11,@,CHI,W 27-24,352,58,6.07,61,6.52,1,30:36,3:07,2017,2017_11_DET_CHI
PIT,2023-01-01,351,Sun,16,17,@,BAL,W 16-13,351,70,5.01,50,4.80,0,34:14,2:51,2022,2022_17_PIT_BAL
SFO,2022-12-04,351,Sun,12,13,,MIA,W 33-17,351,79,4.44,45,6.84,1,40:34,3:14,2022,2022_13_SFO_MIA
PIT,2022-12-04,351,Sun,12,13,@,ATL,W 19-16,351,65,5.40,53,5.77,0,32:55,2:52,2022,2022_13_PIT_ATL
PIT,2022-11-20,351,Sun,10,11,,CIN,L 30-37,351,68,5.16,65,6.28,0,28:24,3:18,2022,2022_11_PIT_CIN
BUF,2022-01-02,351,Sun,16,17,,ATL,W 29-15,351,71,4.94,50,5.30,3,36:07,3:04,2021,2021_17_BUF_ATL
BUF,2021-10-31,351,Sun,7,8,,MIA,W 26-11,351,66,5.32,64,4.09,0,30:47,3:11,2021,2021_08_BUF_MIA
DET,2021-10-03,351,Sun,4,4,@,CHI,L 14-24,351,67,5.24,57,6.54,2,31:17,2:57,2021,2021_04_DET_CHI
DEN,2020-11-01,351,Sun,7,8,,LAC,W 31-30,351,59,5.95,84,5.77,1,24:07,3:27,2020,2020_08_DEN_LAC
SFO,2020-11-01,351,Sun,8,8,@,SEA,L 27-37,351,66,5.32,67,5.22,2,29:02,3:07,2020,2020_08_SFO_SEA
CAR,2019-11-24,351,Sun,11,12,@,NOR,L 31-34,351,69,5.09,59,7.08,1,31:33,3:26,2019,2019_12_CAR_NOR
CLE,2019-11-03,351,Sun,8,9,@,DEN,L 19-24,351,73,4.81,43,7.02,0,35:30,3:08,2019,2019_09_CLE_DEN
SFO,2018-12-16,351,Sun,14,15,,SEA,W 26-23 (OT),351,58,6.05,69,5.58,1,29:40,3:18,2018,2018_15_SFO_SEA
BAL,2018-10-21,351,Sun,7,7,,NOR,L 23-24,351,64,5.48,70,4.84,0,26:29,3:03,2018,2018_07_BAL_NOR
GNB,2018-09-16,351,Sun,2,2,,MIN,T 29-29 (OT),351,70,5.01,68,7.06,0,38:08,3:37,2018,2018_02_GNB_MIN
MIN,2017-10-15,351,Sun,6,6,,GNB,W 23-10,351,70,5.01,65,3.49,2,32:09,3:16,2017,2017_06_MIN_GNB
PIT,2022-12-24,350,Sat,15,16,,LVR,W 13-10,350,66,5.30,52,3.87,1,32:39,2:53,2022,2022_16_PIT_LVR
TAM,2022-12-05,350,Mon,12,13,,NOR,W 17-16,350,75,4.67,56,5.32,2,30:05,2:57,2022,2022_13_TAM_NOR
DEN,2022-09-18,350,Sun,2,2,,HOU,W 16-9,350,65,5.38,59,3.97,1,32:33,3:04,2022,2022_02_DEN_HOU
MIA,2021-11-11,350,Thu,10,10,,BAL,W 22-10,350,62,5.65,70,4.34,0,28:12,3:24,2021,2021_10_MIA_BAL
PHI,2021-10-31,350,Sun,8,8,@,DET,W 44-6,350,62,5.65,58,3.93,0,35:00,2:48,2021,2021_08_PHI_DET
NYJ,2021-01-03,350,Sun,16,17,@,NWE,L 14-28,350,62,5.65,63,6.41,2,33:32,3:01,2020,2020_17_NYJ_NWE
ARI,2020-12-26,350,Sat,15,16,,SFO,L 12-20,350,80,4.38,55,7.24,2,32:16,2:58,2020,2020_16_ARI_SFO
IND,2020-12-20,350,Sun,14,15,,HOU,W 27-20,350,53,6.60,67,6.34,0,29:10,2:49,2020,2020_15_IND_HOU
CHI,2020-11-29,350,Sun,11,12,@,GNB,L 25-41,350,65,5.38,68,5.78,3,22:16,3:05,2020,2020_12_CHI_GNB
NYG,2020-11-08,350,Sun,9,9,@,WAS,W 23-20,350,74,4.73,50,8.04,0,36:27,2:57,2020,2020_09_NYG_WAS
SEA,2020-11-01,350,Sun,7,8,,SFO,W 37-27,350,67,5.22,66,5.32,0,30:58,3:07,2020,2020_08_SEA_SFO
LAC,2020-10-12,350,Mon,5,5,@,NOR,L 27-30 (OT),350,69,5.07,75,5.44,0,30:42,3:20,2020,2020_05_LAC_NOR
BAL,2020-10-04,350,Sun,4,4,@,WAS,W 31-17,350,56,6.25,70,4.90,2,29:22,2:50,2020,2020_04_BAL_WAS
KAN,2019-12-22,350,Sun,15,16,@,CHI,W 26-3,350,63,5.56,59,3.97,0,33:24,2:47,2019,2019_16_KAN_CHI
DEN,2019-10-06,350,Sun,5,5,@,LAC,W 20-13,350,55,6.36,64,3.84,2,29:36,3:03,2019,2019_05_DEN_LAC
CAR,2018-10-14,350,Sun,5,6,@,WAS,L 17-23,350,59,5.93,67,4.30,3,24:36,2:55,2018,2018_06_CAR_WAS
CAR,2018-10-07,350,Sun,4,5,,NYG,W 33-31,350,67,5.22,54,8.00,2,35:27,3:21,2018,2018_05_CAR_NYG
CIN,2017-10-01,350,Sun,4,4,@,CLE,W 31-7,350,63,5.56,61,3.52,1,35:02,2:56,2017,2017_04_CIN_CLE
TEN,2017-09-10,350,Sun,1,1,,OAK,L 16-26,350,63,5.56,63,5.70,0,28:21,2:59,2017,2017_01_TEN_OAK
KAN,2023-01-07,349,Sat,17,18,@,LVR,W 31-13,349,56,6.23,67,4.16,0,25:47,2:50,2022,2022_18_KAN_LVR
WAS,2022-12-24,349,Sat,15,16,@,SFO,L 20-37,349,69,5.06,51,7.27,2,33:35,3:10,2022,2022_16_WAS_SFO
KAN,2022-12-04,349,Sun,12,13,@,CIN,L 24-27,349,54,6.46,66,6.53,1,27:54,2:56,2022,2022_13_KAN_CIN
CAR,2022-11-27,349,Sun,12,12,,DEN,W 23-10,349,65,5.37,57,4.32,1,37:03,3:06,2022,2022_12_CAR_DEN
TAM,2022-10-27,349,Thu,8,8,,BAL,L 22-27,349,62,5.63,74,6.12,1,21:37,3:08,2022,2022_08_TAM_BAL
CLE,2021-11-21,349,Sun,11,11,,DET,W 13-10,349,66,5.29,46,5.33,2,34:56,3:02,2021,2021_11_CLE_DET
IND,2021-10-03,349,Sun,4,4,@,MIA,W 27-17,349,67,5.21,49,4.14,1,37:09,3:00,2021,2021_04_IND_MIA
NWE,2020-11-01,349,Sun,7,8,@,BUF,L 21-24,349,61,5.72,57,5.95,1,30:46,2:50,2020,2020_08_NWE_BUF
PIT,2020-09-14,349,Mon,1,1,@,NYG,W 26-16,349,64,5.45,64,4.55,1,31:44,2:55,2020,2020_01_PIT_NYG
ATL,2019-11-17,349,Sun,10,11,@,CAR,W 29-3,349,61,5.72,70,4.96,0,31:26,3:04,2019,2019_11_ATL_CAR
ARI,2019-09-15,349,Sun,2,2,@,BAL,L 17-23,349,54,6.46,72,6.11,0,22:22,3:09,2019,2019_02_ARI_BAL
LAR,2019-09-08,349,Sun,1,1,@,CAR,W 30-27,349,72,4.85,64,5.36,1,33:16,3:12,2019,2019_01_LAR_CAR
LAC,2018-09-16,349,Sun,2,2,@,BUF,W 31-20,349,55,6.35,60,4.88,0,33:02,3:07,2018,2018_02_LAC_BUF
NYJ,2018-09-10,349,Mon,1,1,@,DET,W 48-17,349,59,5.92,67,5.06,2,33:07,3:18,2018,2018_01_NYJ_DET
MIA,2017-12-17,349,Sun,14,15,@,BUF,L 16-24,349,73,4.78,61,5.38,3,32:25,3:05,2017,2017_15_MIA_BUF
CHI,2017-12-16,349,Sat,14,15,@,DET,L 10-20,349,63,5.54,57,5.14,3,30:55,3:04,2017,2017_15_CHI_DET
PIT,2017-11-16,349,Thu,10,11,,TEN,W 40-17,349,69,5.06,60,5.27,0,31:40,3:17,2017,2017_11_PIT_TEN
LAC,2017-10-29,349,Sun,8,8,@,NWE,L 13-21,349,52,6.71,82,5.05,1,23:01,2:59,2017,2017_08_LAC_NWE
NOR,2022-12-18,348,Sun,14,15,,ATL,W 21-18,348,55,6.33,69,4.64,1,29:04,2:52,2022,2022_15_NOR_ATL
CIN,2022-10-16,348,Sun,6,6,@,NOR,W 30-26,348,54,6.44,71,5.62,1,27:46,2:58,2022,2022_06_CIN_NOR
NYJ,2022-10-02,348,Sun,4,4,@,PIT,W 24-20,348,67,5.19,60,4.95,2,29:59,3:13,2022,2022_04_NYJ_PIT
CIN,2021-11-07,348,Sun,9,9,,CLE,L 16-41,348,70,4.97,46,7.85,3,35:22,3:07,2021,2021_09_CIN_CLE
ATL,2021-09-19,348,Sun,2,2,@,TAM,L 25-48,348,69,5.04,60,5.68,3,33:31,3:10,2021,2021_02_ATL_TAM
SEA,2019-12-29,348,Sun,16,17,,SFO,L 21-26,348,71,4.90,48,8.29,0,32:56,3:05,2019,2019_17_SEA_SFO
DEN,2019-12-22,348,Sun,15,16,,DET,W 27-17,348,67,5.19,49,3.90,0,36:08,2:54,2019,2019_16_DEN_DET
ATL,2019-11-28,348,Thu,12,13,,NOR,L 18-26,348,85,4.09,49,5.69,3,35:37,3:12,2019,2019_13_ATL_NOR
SEA,2019-11-24,348,Sun,11,12,@,PHI,W 17-9,348,57,6.11,71,4.85,2,28:05,3:12,2019,2019_12_SEA_PHI
LAC,2019-10-13,348,Sun,6,6,,PIT,L 17-24,348,59,5.90,56,4.57,3,25:55,2:55,2019,2019_06_LAC_PIT
CLE,2018-12-09,348,Sun,13,14,,CAR,W 26-20,348,45,7.73,69,5.70,2,26:10,3:10,2018,2018_14_CLE_CAR
DEN,2018-11-04,348,Sun,9,9,,HOU,L 17-19,348,64,5.44,61,4.75,1,27:35,3:05,2018,2018_09_DEN_HOU
PIT,2017-12-31,348,Sun,16,17,,CLE,W 28-24,348,58,6.00,63,5.94,2,29:05,3:05,2017,2017_17_PIT_CLE
OAK,2017-11-26,348,Sun,11,12,,DEN,W 21-14,348,63,5.52,57,3.79,1,35:54,3:09,2017,2017_12_OAK_DEN
TAM,2022-09-11,347,Sun,1,1,@,DAL,W 19-3,347,62,5.60,64,3.81,1,32:42,2:57,2022,2022_01_TAM_DAL
CHI,2021-12-12,347,Sun,13,14,@,GNB,L 30-45,347,58,5.98,64,6.86,3,25:00,3:16,2021,2021_14_CHI_GNB
LAR,2021-11-07,347,Sun,9,9,,TEN,L 16-28,347,74,4.69,56,3.46,2,32:21,3:08,2021,2021_09_LAR_TEN
NOR,2021-01-03,347,Sun,16,17,@,CAR,W 33-7,347,64,5.42,60,5.33,0,30:54,2:52,2020,2020_17_NOR_CAR
SEA,2020-11-19,347,Thu,10,11,,ARI,W 28-21,347,62,5.60,63,4.98,0,35:07,3:12,2020,2020_11_SEA_ARI
LVR,2020-10-25,347,Sun,6,7,,TAM,L 20-45,347,63,5.51,70,6.49,1,31:04,3:09,2020,2020_07_LVR_TAM
CAR,2019-11-17,347,Sun,10,11,,ATL,L 3-29,347,70,4.96,61,5.72,4,28:34,3:04,2019,2019_11_CAR_ATL
SEA,2019-10-20,347,Sun,7,7,,BAL,L 16-30,347,68,5.10,56,6.07,2,30:06,3:05,2019,2019_07_SEA_BAL
OAK,2018-10-28,347,Sun,7,8,,IND,L 28-42,347,47,7.38,71,6.49,1,23:30,3:01,2018,2018_08_OAK_IND
DET,2017-10-15,347,Sun,6,6,@,NOR,L 38-52,347,76,4.57,67,5.66,5,27:49,3:47,2017,2017_06_DET_NOR
NOR,2017-10-01,347,Sun,4,4,@,MIA,W 20-0,347,70,4.96,47,3.96,0,34:28,3:04,2017,2017_04_NOR_MIA
MIN,2023-01-01,346,Sun,16,17,@,GNB,L 17-41,346,57,6.07,61,5.16,4,25:56,2:54,2022,2022_17_MIN_GNB
SEA,2023-01-01,346,Sun,16,17,,NYJ,W 23-6,346,71,4.87,67,4.16,0,33:38,3:04,2022,2022_17_SEA_NYJ
SFO,2022-10-16,346,Sun,6,6,@,ATL,L 14-28,346,57,6.07,56,5.16,3,26:35,2:51,2022,2022_06_SFO_ATL
HOU,2022-10-02,346,Sun,4,4,,LAC,L 24-34,346,53,6.53,67,6.25,2,28:21,3:00,2022,2022_04_HOU_LAC
LVR,2022-01-09,346,Sun,17,18,,LAC,W 35-32 (OT),346,74,4.68,88,5.00,0,38:41,3:52,2021,2021_18_LVR_LAC
IND,2021-12-25,346,Sat,15,16,@,ARI,W 22-16,346,63,5.49,64,5.91,0,35:29,3:04,2021,2021_16_IND_ARI
GNB,2021-12-19,346,Sun,14,15,@,BAL,W 31-30,346,59,5.86,67,5.28,0,31:10,3:06,2021,2021_15_GNB_BAL
NYG,2021-09-26,346,Sun,3,3,,ATL,L 14-17,346,64,5.41,59,5.02,1,31:51,2:59,2021,2021_03_NYG_ATL
PHI,2020-11-15,346,Sun,9,10,@,NYG,L 17-27,346,63,5.49,67,5.70,0,28:17,3:05,2020,2020_10_PHI_NYG
KAN,2019-12-08,346,Sun,13,14,@,NWE,W 23-16,346,70,4.94,62,4.48,2,34:21,3:15,2019,2019_14_KAN_NWE
IND,2019-09-29,346,Sun,4,4,,OAK,L 24-31,346,69,5.01,64,5.89,2,26:19,3:11,2019,2019_04_IND_OAK
CLE,2019-09-08,346,Sun,1,1,,TEN,L 13-43,346,63,5.49,56,6.05,3,30:42,3:12,2019,2019_01_CLE_TEN
NOR,2018-12-17,346,Mon,14,15,@,CAR,W 12-9,346,69,5.01,57,4.33,2,35:09,3:02,2018,2018_15_NOR_CAR
SFO,2018-09-16,346,Sun,2,2,,DET,W 30-27,346,60,5.77,73,5.85,0,29:34,3:20,2018,2018_02_SFO_DET
MIN,2017-12-17,346,Sun,14,15,,CIN,W 34-7,346,61,5.67,51,3.16,1,35:52,3:01,2017,2017_15_MIN_CIN
NOR,2017-11-26,346,Sun,11,12,@,LAR,L 20-26,346,52,6.65,73,5.68,0,24:34,3:11,2017,2017_12_NOR_LAR
CLE,2017-09-24,346,Sun,3,3,@,IND,L 28-31,346,69,5.01,63,5.32,3,26:33,3:18,2017,2017_03_CLE_IND
GNB,2022-12-19,345,Mon,14,15,,LAR,W 24-12,345,68,5.07,43,3.63,2,37:19,2:57,2022,2022_15_GNB_LAR
PIT,2021-10-17,345,Sun,6,6,,SEA,W 23-20 (OT),345,71,4.86,64,4.83,1,37:33,3:40,2021,2021_06_PIT_SEA
LAC,2020-12-13,345,Sun,13,14,,ATL,W 20-17,345,71,4.86,55,5.80,1,34:15,2:47,2020,2020_14_LAC_ATL
MIA,2020-11-29,345,Sun,11,12,@,NYJ,W 20-3,345,68,5.07,53,4.91,2,32:37,2:56,2020,2020_12_MIA_NYJ
SFO,2020-11-29,345,Sun,11,12,@,LAR,W 23-20,345,70,4.93,61,5.05,3,34:03,3:11,2020,2020_12_SFO_LAR
LAC,2019-12-15,345,Sun,14,15,,MIN,L 10-39,345,61,5.66,62,5.55,7,27:39,2:59,2019,2019_15_LAC_MIN
CAR,2019-12-08,345,Sun,13,14,@,ATL,L 20-40,345,68,5.07,67,6.88,4,28:16,3:11,2019,2019_14_CAR_ATL
ATL,2019-09-08,345,Sun,1,1,@,MIN,L 12-28,345,67,5.15,49,5.49,3,30:13,3:07,2019,2019_01_ATL_MIN
MIA,2017-12-24,345,Sun,15,16,@,KAN,L 13-29,345,54,6.39,74,5.46,2,22:07,3:11,2017,2017_16_MIA_KAN
CLE,2017-12-10,345,Sun,13,14,,GNB,L 21-27 (OT),345,57,6.05,74,4.61,2,28:38,3:19,2017,2017_14_CLE_GNB
CAR,2017-12-10,345,Sun,13,14,,MIN,W 31-24,345,63,5.48,71,5.01,1,31:18,3:06,2017,2017_14_CAR_MIN
DET,2017-11-12,345,Sun,9,10,,CLE,W 38-24,345,49,7.04,77,5.36,1,25:26,3:06,2017,2017_10_DET_CLE
CLE,2022-12-11,344,Sun,13,14,@,CIN,L 10-23,344,70,4.91,61,5.95,1,31:52,3:06,2022,2022_14_CLE_CIN
TEN,2022-11-27,344,Sun,11,12,,CIN,L 16-20,344,56,6.14,66,5.67,0,28:14,2:58,2022,2022_12_TEN_CIN
WAS,2022-11-20,344,Sun,11,11,@,HOU,W 23-10,344,67,5.13,54,2.74,0,34:56,2:54,2022,2022_11_WAS_HOU
MIN,2022-10-02,344,Sun,4,4,@,NOR,W 28-25,344,67,5.13,57,5.93,1,32:13,3:02,2022,2022_04_MIN_NOR
NOR,2021-12-12,344,Sun,13,14,@,NYJ,W 30-9,344,68,5.06,62,4.13,0,38:52,3:01,2021,2021_14_NOR_NYJ
DET,2021-09-20,344,Mon,2,2,@,GNB,L 17-35,344,56,6.14,61,5.30,2,26:35,2:55,2021,2021_02_DET_GNB
SFO,2020-12-13,344,Sun,13,14,,WAS,L 15-23,344,76,4.53,62,3.11,3,32:11,3:18,2020,2020_14_SFO_WAS
TAM,2020-11-02,344,Mon,8,8,@,NYG,W 25-23,344,66,5.21,69,5.17,1,30:10,3:08,2020,2020_08_TAM_NYG
DAL,2020-10-19,344,Mon,6,6,,ARI,L 10-38,344,84,4.10,60,7.30,4,33:37,3:06,2020,2020_06_DAL_ARI
MIN,2019-12-15,344,Sun,14,15,@,LAC,W 39-10,344,62,5.55,61,5.66,1,32:21,2:59,2019,2019_15_MIN_LAC
PHI,2019-11-24,344,Sun,11,12,,SEA,L 9-17,344,71,4.85,57,6.11,5,31:55,3:12,2019,2019_12_PHI_SEA
BUF,2019-11-10,344,Sun,9,10,@,CLE,L 16-19,344,62,5.55,66,5.58,0,28:14,3:14,2019,2019_10_BUF_CLE
LAR,2019-09-22,344,Sun,3,3,@,CLE,W 20-13,344,64,5.38,63,4.29,3,28:23,3:04,2019,2019_03_LAR_CLE
DEN,2019-09-09,344,Mon,1,1,@,OAK,L 16-24,344,57,6.04,54,6.61,0,27:15,2:49,2019,2019_01_DEN_OAK
ATL,2018-12-09,344,Sun,13,14,@,GNB,L 20-34,344,68,5.06,61,4.92,2,30:49,3:12,2018,2018_14_ATL_GNB
LAR,2018-12-02,344,Sun,12,13,@,DET,W 30-16,344,64,5.38,64,4.84,2,28:16,3:14,2018,2018_13_LAR_DET
LAC,2018-10-21,344,Sun,7,7,,TEN,W 20-19,344,44,7.82,67,5.82,0,24:37,2:54,2018,2018_07_LAC_TEN
TEN,2017-12-03,344,Sun,12,13,,HOU,W 24-13,344,50,6.88,75,5.12,1,26:11,3:29,2017,2017_13_TEN_HOU
ARI,2017-11-26,344,Sun,11,12,,JAX,W 27-24,344,70,4.91,58,3.78,2,34:39,3:18,2017,2017_12_ARI_JAX
OAK,2017-11-19,344,Sun,10,11,,NWE,L 8-33,344,71,4.85,58,7.26,2,32:23,3:06,2017,2017_11_OAK_NWE
WAS,2017-10-23,344,Mon,6,7,@,PHI,L 24-34,344,62,5.55,61,6.08,1,30:15,3:09,2017,2017_07_WAS_PHI
GNB,2017-09-24,344,Sun,3,3,,CIN,W 27-24 (OT),344,65,5.29,60,5.02,1,29:21,3:18,2017,2017_03_GNB_CIN
KAN,2017-09-17,344,Sun,2,2,,PHI,W 27-20,344,51,6.75,69,5.88,0,29:11,3:07,2017,2017_02_KAN_PHI
NOR,2017-09-11,344,Mon,1,1,@,MIN,L 19-29,344,59,5.83,63,7.46,0,28:44,2:55,2017,2017_01_NOR_MIN
CAR,2022-10-23,343,Sun,7,7,,TAM,W 21-3,343,50,6.86,66,4.88,0,29:24,2:44,2022,2022_07_CAR_TAM
DEN,2021-09-26,343,Sun,3,3,,NYJ,W 26-0,343,64,5.36,53,3.06,1,35:47,2:54,2021,2021_03_DEN_NYJ
WAS,2020-10-04,343,Sun,4,4,,BAL,L 17-31,343,70,4.90,56,6.25,1,30:38,2:50,2020,2020_04_WAS_BAL
