Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,TO,Season,game_id
SEA,2020-09-20,464,Sun,2,2,,NWE,W 35-30,464,1,2020,2020_02_SEA_NWE
LAR,2019-09-29,464,Sun,4,4,,TAM,L 40-55,464,1,2019,2019_04_LAR_TAM
KAN,2018-12-23,464,Sun,15,16,@,SEA,L 31-38,464,0,2018,2018_16_KAN_SEA
HOU,2017-12-17,464,Sun,14,15,@,JAX,L 7-45,464,0,2017,2017_15_HOU_JAX
DET,2020-12-20,463,Sun,14,15,@,TEN,L 25-46,463,0,2020,2020_15_DET_TEN
ARI,2020-12-06,463,Sun,12,13,,LAR,L 28-38,463,1,2020,2020_13_ARI_LAR
CLE,2018-12-30,463,Sun,16,17,@,BAL,L 24-26,463,1,2018,2018_17_CLE_BAL
MIN,2020-10-18,462,Sun,6,6,,ATL,L 23-40,462,1,2020,2020_06_MIN_ATL
TEN,2018-11-26,462,Mon,11,12,@,HOU,L 17-34,462,0,2018,2018_12_TEN_HOU
DAL,2018-10-07,462,Sun,5,5,@,HOU,L 16-19 (OT),462,2,2018,2018_05_DAL_HOU
IND,2017-12-14,462,Thu,14,15,,DEN,L 13-25,462,1,2017,2017_15_IND_DEN
GNB,2017-11-26,462,Sun,11,12,@,PIT,L 28-31,462,3,2017,2017_12_GNB_PIT
KAN,2021-10-03,461,Sun,4,4,@,PHI,W 42-30,461,0,2021,2021_04_KAN_PHI
CAR,2019-12-08,461,Sun,13,14,@,ATL,L 20-40,461,0,2019,2019_14_CAR_ATL
ARI,2018-12-23,461,Sun,15,16,,LAR,L 9-31,461,1,2018,2018_16_ARI_LAR
OAK,2018-10-28,461,Sun,7,8,,IND,L 28-42,461,0,2018,2018_08_OAK_IND
LAR,2017-12-31,461,Sun,16,17,,SFO,L 13-34,461,3,2017,2017_17_LAR_SFO
CHI,2020-12-06,460,Sun,12,13,,DET,L 30-34,460,1,2020,2020_13_CHI_DET
LVR,2020-11-22,460,Sun,10,11,,KAN,L 31-35,460,1,2020,2020_11_LVR_KAN
CIN,2019-10-20,460,Sun,7,7,,JAX,L 17-27,460,0,2019,2019_07_CIN_JAX
JAX,2020-11-29,459,Sun,11,12,,CLE,L 25-27,459,1,2020,2020_12_JAX_CLE
MIA,2020-11-22,459,Sun,10,11,@,DEN,L 13-20,459,2,2020,2020_11_MIA_DEN
MIN,2022-11-20,458,Sun,10,11,,DAL,L 3-40,458,0,2022,2022_11_MIN_DAL
MIN,2022-10-16,458,Sun,6,6,@,MIA,W 24-16,458,3,2022,2022_06_MIN_MIA
PIT,2021-12-09,458,Thu,13,14,@,MIN,L 28-36,458,2,2021,2021_14_PIT_MIN
DAL,2020-12-20,458,Sun,14,15,,SFO,W 41-33,458,4,2020,2020_15_DAL_SFO
TEN,2020-12-06,458,Sun,12,13,,CLE,L 35-41,458,1,2020,2020_13_TEN_CLE
SEA,2021-10-03,457,Sun,4,4,@,SFO,W 28-21,457,2,2021,2021_04_SEA_SFO
KAN,2021-09-12,457,Sun,1,1,,CLE,W 33-29,457,2,2021,2021_01_KAN_CLE
TEN,2021-01-03,457,Sun,16,17,@,HOU,W 41-38,457,1,2020,2020_17_TEN_HOU
PIT,2020-11-01,457,Sun,7,8,@,BAL,W 28-24,457,4,2020,2020_08_PIT_BAL
ARI,2019-11-10,457,Sun,10,10,@,TAM,L 27-30,457,3,2019,2019_10_ARI_TAM
TAM,2019-10-06,457,Sun,5,5,@,NOR,L 24-31,457,1,2019,2019_05_TAM_NOR
CAR,2018-11-08,457,Thu,9,10,@,PIT,L 21-52,457,0,2018,2018_10_CAR_PIT
MIA,2018-10-21,457,Sun,7,7,,DET,L 21-32,457,0,2018,2018_07_MIA_DET
LVR,2020-12-13,456,Sun,13,14,,IND,L 27-44,456,0,2020,2020_14_LVR_IND
SEA,2018-11-11,456,Sun,9,10,@,LAR,L 31-36,456,0,2018,2018_10_SEA_LAR
CLE,2018-10-21,456,Sun,7,7,@,TAM,L 23-26 (OT),456,4,2018,2018_07_CLE_TAM
NOR,2017-11-19,456,Sun,10,11,,WAS,W 34-31 (OT),456,0,2017,2017_11_NOR_WAS
DET,2022-09-11,455,Sun,1,1,,PHI,L 35-38,455,0,2022,2022_01_DET_PHI
MIA,2021-01-03,455,Sun,16,17,@,BUF,L 26-56,455,2,2020,2020_17_MIA_BUF
SEA,2019-12-08,455,Sun,13,14,@,LAR,L 12-28,455,2,2019,2019_14_SEA_LAR
DEN,2019-09-29,455,Sun,4,4,,JAX,L 24-26,455,0,2019,2019_04_DEN_JAX
MIA,2018-11-25,455,Sun,11,12,@,IND,L 24-27,455,3,2018,2018_12_MIA_IND
KAN,2018-11-19,455,Mon,11,11,@,LAR,L 51-54,455,2,2018,2018_11_KAN_LAR
PIT,2018-09-24,455,Mon,3,3,@,TAM,W 30-27,455,4,2018,2018_03_PIT_TAM
NOR,2017-12-31,455,Sun,16,17,@,TAM,L 24-31,455,3,2017,2017_17_NOR_TAM
LAR,2017-12-10,455,Sun,13,14,,PHI,L 35-43,455,1,2017,2017_14_LAR_PHI
LVR,2023-01-01,454,Sun,16,17,,SFO,L 34-37 (OT),454,1,2022,2022_17_LVR_SFO
TEN,2021-10-10,454,Sun,5,5,@,JAX,W 37-19,454,2,2021,2021_05_TEN_JAX
BUF,2021-01-03,454,Sun,16,17,,MIA,W 56-26,454,4,2020,2020_17_BUF_MIA
JAX,2020-12-13,454,Sun,13,14,,TEN,L 10-31,454,1,2020,2020_14_JAX_TEN
LVR,2020-10-25,454,Sun,6,7,,TAM,L 20-45,454,0,2020,2020_07_LVR_TAM
CLE,2019-10-13,454,Sun,6,6,,SEA,L 28-32,454,1,2019,2019_06_CLE_SEA
NYG,2017-12-10,454,Sun,13,14,,DAL,L 10-30,454,0,2017,2017_14_NYG_DAL
LAC,2017-10-01,454,Sun,4,4,,PHI,L 24-26,454,0,2017,2017_04_LAC_PHI
TEN,2022-12-04,453,Sun,12,13,@,PHI,L 10-35,453,0,2022,2022_13_TEN_PHI
TAM,2022-10-27,453,Thu,8,8,,BAL,L 22-27,453,0,2022,2022_08_TAM_BAL
HOU,2021-12-12,453,Sun,13,14,,SEA,L 13-33,453,0,2021,2021_14_HOU_SEA
SEA,2021-09-26,453,Sun,3,3,@,MIN,L 17-30,453,0,2021,2021_03_SEA_MIN
BUF,2020-11-15,453,Sun,10,10,@,ARI,L 30-32,453,2,2020,2020_10_BUF_ARI
NWE,2018-10-21,453,Sun,7,7,@,CHI,W 38-31,453,2,2018,2018_07_NWE_CHI
NYG,2022-10-23,452,Sun,7,7,@,JAX,W 23-17,452,1,2022,2022_07_NYG_JAX
CLE,2021-11-14,452,Sun,10,10,@,NWE,L 7-45,452,0,2021,2021_10_CLE_NWE
KAN,2019-09-22,452,Sun,3,3,,BAL,W 33-28,452,0,2019,2019_03_KAN_BAL
SEA,2018-12-02,452,Sun,12,13,,SFO,W 43-16,452,3,2018,2018_13_SEA_SFO
TAM,2021-09-09,451,Thu,1,1,,DAL,W 31-29,451,1,2021,2021_01_TAM_DAL
CLE,2019-12-08,451,Sun,13,14,,CIN,W 27-19,451,1,2019,2019_14_CLE_CIN
NYJ,2018-11-11,451,Sun,10,10,,BUF,L 10-41,451,0,2018,2018_10_NYJ_BUF
PIT,2018-09-30,451,Sun,4,4,,BAL,L 14-26,451,1,2018,2018_04_PIT_BAL
LAR,2017-11-19,451,Sun,10,11,@,MIN,L 7-24,451,0,2017,2017_11_LAR_MIN
NYJ,2021-10-10,450,Sun,5,5,@,ATL,L 20-27,450,2,2021,2021_05_NYJ_ATL
HOU,2021-10-03,450,Sun,4,4,@,BUF,L 0-40,450,1,2021,2021_04_HOU_BUF
DET,2019-11-03,450,Sun,8,9,@,OAK,L 24-31,450,0,2019,2019_09_DET_OAK
HOU,2017-10-08,450,Sun,5,5,,KAN,L 34-42,450,0,2017,2017_05_HOU_KAN
LAR,2022-01-09,449,Sun,17,18,,SFO,L 24-27 (OT),449,2,2021,2021_18_LAR_SFO
JAX,2021-09-12,449,Sun,1,1,@,HOU,L 21-37,449,0,2021,2021_01_JAX_HOU
LAC,2020-12-17,449,Thu,14,15,@,LVR,W 30-27 (OT),449,1,2020,2020_15_LAC_LVR
SFO,2020-12-07,449,Mon,12,13,,BUF,L 24-34,449,1,2020,2020_13_SFO_BUF
IND,2020-11-29,449,Sun,11,12,,TEN,L 26-45,449,0,2020,2020_12_IND_TEN
SEA,2020-10-11,449,Sun,5,5,,MIN,W 27-26,449,2,2020,2020_05_SEA_MIN
PHI,2020-09-20,449,Sun,2,2,,LAR,L 19-37,449,1,2020,2020_02_PHI_LAR
CLE,2018-10-14,449,Sun,6,6,,LAC,L 14-38,449,1,2018,2018_06_CLE_LAC
MIA,2018-09-30,449,Sun,4,4,@,NWE,L 7-38,449,2,2018,2018_04_MIA_NWE
PIT,2018-09-16,449,Sun,2,2,,KAN,L 37-42,449,1,2018,2018_02_PIT_KAN
TEN,2020-12-27,448,Sun,15,16,@,GNB,L 14-40,448,1,2020,2020_16_TEN_GNB
MIA,2020-12-13,448,Sun,13,14,,KAN,L 27-33,448,4,2020,2020_14_MIA_KAN
HOU,2019-12-01,448,Sun,12,13,,NWE,W 28-22,448,1,2019,2019_13_HOU_NWE
TAM,2017-11-19,448,Sun,10,11,@,MIA,W 30-20,448,5,2017,2017_11_TAM_MIA
BAL,2022-09-25,447,Sun,3,3,@,NWE,W 37-26,447,4,2022,2022_03_BAL_NWE
LAR,2021-12-13,447,Mon,13,14,@,ARI,W 30-23,447,2,2021,2021_14_LAR_ARI
DEN,2020-12-06,447,Sun,12,13,@,KAN,L 16-22,447,0,2020,2020_13_DEN_KAN
DET,2019-10-14,447,Mon,5,6,@,GNB,L 22-23,447,3,2019,2019_06_DET_GNB
PHI,2019-10-13,447,Sun,6,6,@,MIN,L 20-38,447,2,2019,2019_06_PHI_MIN
KAN,2019-09-29,447,Sun,4,4,@,DET,W 34-30,447,2,2019,2019_04_KAN_DET
WAS,2018-10-08,447,Mon,4,5,@,NOR,L 19-43,447,1,2018,2018_05_WAS_NOR
ARI,2018-10-07,447,Sun,5,5,@,SFO,W 28-18,447,5,2018,2018_05_ARI_SFO
BUF,2017-10-22,447,Sun,6,7,,TAM,W 30-27,447,3,2017,2017_07_BUF_TAM
SFO,2017-10-08,447,Sun,5,5,@,IND,L 23-26 (OT),447,1,2017,2017_05_SFO_IND
MIA,2022-12-17,446,Sat,14,15,@,BUF,L 29-32,446,1,2022,2022_15_MIA_BUF
LAR,2021-09-26,446,Sun,3,3,,TAM,W 34-24,446,0,2021,2021_03_LAR_TAM
LVR,2021-01-03,446,Sun,16,17,@,DEN,W 32-31,446,0,2020,2020_17_LVR_DEN
ATL,2019-11-24,446,Sun,11,12,,TAM,L 22-35,446,2,2019,2019_12_ATL_TAM
CLE,2019-10-07,446,Mon,5,5,@,SFO,L 3-31,446,0,2019,2019_05_CLE_SFO
NWE,2018-10-14,446,Sun,6,6,,KAN,W 43-40,446,2,2018,2018_06_NWE_KAN
DEN,2018-10-01,446,Mon,4,4,,KAN,L 23-27,446,0,2018,2018_04_DEN_KAN
LAR,2018-09-27,446,Thu,4,4,,MIN,W 38-31,446,1,2018,2018_04_LAR_MIN
MIN,2022-12-24,445,Sat,15,16,,NYG,W 27-24,445,2,2022,2022_16_MIN_NYG
PHI,2021-11-07,445,Sun,9,9,,LAC,L 24-27,445,0,2021,2021_09_PHI_LAC
JAX,2020-09-13,445,Sun,1,1,,IND,W 27-20,445,2,2020,2020_01_JAX_IND
CLE,2019-12-15,445,Sun,14,15,@,ARI,L 24-38,445,1,2019,2019_15_CLE_ARI
JAX,2019-10-06,445,Sun,5,5,@,CAR,L 27-34,445,0,2019,2019_05_JAX_CAR
TEN,2017-10-01,445,Sun,4,4,@,HOU,L 14-57,445,1,2017,2017_04_TEN_HOU
KAN,2022-10-23,444,Sun,7,7,@,SFO,W 44-23,444,3,2022,2022_07_KAN_SFO
ARI,2020-10-04,444,Sun,4,4,@,CAR,L 21-31,444,1,2020,2020_04_ARI_CAR
MIN,2020-09-27,444,Sun,3,3,,TEN,L 30-31,444,1,2020,2020_03_MIN_TEN
MIN,2019-12-02,444,Mon,12,13,@,SEA,L 30-37,444,2,2019,2019_13_MIN_SEA
ARI,2019-10-13,444,Sun,6,6,,ATL,W 34-33,444,0,2019,2019_06_ARI_ATL
TAM,2018-12-02,444,Sun,12,13,,CAR,W 24-17,444,4,2018,2018_13_TAM_CAR
DEN,2018-10-14,444,Sun,6,6,,LAR,L 20-23,444,1,2018,2018_06_DEN_LAR
NWE,2017-10-01,444,Sun,4,4,,CAR,L 30-33,444,2,2017,2017_04_NWE_CAR
KAN,2022-10-16,443,Sun,6,6,,BUF,L 20-24,443,1,2022,2022_06_KAN_BUF
LAC,2022-10-09,443,Sun,5,5,@,CLE,W 30-28,443,1,2022,2022_05_LAC_CLE
NWE,2022-10-02,443,Sun,4,4,@,GNB,L 24-27 (OT),443,2,2022,2022_04_NWE_GNB
MIN,2019-11-10,443,Sun,10,10,@,DAL,W 28-24,443,1,2019,2019_10_MIN_DAL
HOU,2017-11-12,443,Sun,9,10,@,LAR,L 7-33,443,0,2017,2017_10_HOU_LAR
NWE,2022-12-24,442,Sat,15,16,,CIN,L 18-22,442,3,2022,2022_16_NWE_CIN
DAL,2022-12-24,442,Sat,15,16,,PHI,W 40-34,442,4,2022,2022_16_DAL_PHI
CHI,2022-10-30,442,Sun,8,8,@,DAL,L 29-49,442,1,2022,2022_08_CHI_DAL
PHI,2021-10-24,442,Sun,7,7,@,LVR,L 22-33,442,1,2021,2021_07_PHI_LVR
DET,2021-09-12,442,Sun,1,1,,SFO,L 33-41,442,2,2021,2021_01_DET_SFO
MIA,2020-11-08,442,Sun,8,9,@,ARI,W 34-31,442,1,2020,2020_09_MIA_ARI
NYG,2020-10-22,442,Thu,7,7,@,PHI,L 21-22,442,1,2020,2020_07_NYG_PHI
ARI,2019-11-17,442,Sun,11,11,@,SFO,L 26-36,442,2,2019,2019_11_ARI_SFO
GNB,2019-11-03,442,Sun,9,9,@,LAC,L 11-26,442,0,2019,2019_09_GNB_LAC
ATL,2019-10-13,442,Sun,6,6,@,ARI,L 33-34,442,0,2019,2019_06_ATL_ARI
WAS,2019-10-06,442,Sun,5,5,,NWE,L 7-33,442,1,2019,2019_05_WAS_NWE
BAL,2018-12-09,442,Sun,13,14,@,KAN,L 24-27 (OT),442,1,2018,2018_14_BAL_KAN
KAN,2018-12-02,442,Sun,12,13,@,OAK,W 40-33,442,3,2018,2018_13_KAN_OAK
CAR,2018-09-16,442,Sun,2,2,@,ATL,L 24-31,442,1,2018,2018_02_CAR_ATL
CIN,2020-11-01,441,Sun,8,8,,TEN,W 31-20,441,1,2020,2020_08_CIN_TEN
MIA,2020-10-04,441,Sun,4,4,,SEA,L 23-31,441,1,2020,2020_04_MIA_SEA
DAL,2018-12-30,441,Sun,16,17,@,NYG,W 36-35,441,2,2018,2018_17_DAL_NYG
CIN,2022-10-31,440,Mon,8,8,@,CLE,L 13-32,440,2,2022,2022_08_CIN_CLE
LVR,2022-01-09,440,Sun,17,18,,LAC,W 35-32 (OT),440,2,2021,2021_18_LVR_LAC
NYJ,2020-12-06,440,Sun,12,13,,LVR,L 28-31,440,2,2020,2020_13_NYJ_LVR
LVR,2020-11-08,440,Sun,8,9,@,LAC,W 31-26,440,1,2020,2020_09_LVR_LAC
ARI,2019-09-15,440,Sun,2,2,@,BAL,L 17-23,440,0,2019,2019_02_ARI_BAL
LAR,2017-10-01,440,Sun,4,4,@,DAL,W 35-30,440,2,2017,2017_04_LAR_DAL
CHI,2021-12-12,439,Sun,13,14,@,GNB,L 30-45,439,0,2021,2021_14_CHI_GNB
NWE,2018-10-04,439,Thu,5,5,,IND,W 38-24,439,3,2018,2018_05_NWE_IND
ATL,2018-09-16,439,Sun,2,2,,CAR,W 31-24,439,1,2018,2018_02_ATL_CAR
KAN,2017-10-15,439,Sun,6,6,,PIT,L 13-19,439,1,2017,2017_06_KAN_PIT
LAR,2022-12-04,438,Sun,12,13,,SEA,L 23-27,438,2,2022,2022_13_LAR_SEA
SEA,2022-10-09,438,Sun,5,5,@,NOR,L 32-39,438,2,2022,2022_05_SEA_NOR
DAL,2020-10-19,438,Mon,6,6,,ARI,L 10-38,438,0,2020,2020_06_DAL_ARI
WAS,2020-09-20,438,Sun,2,2,@,ARI,L 15-30,438,1,2020,2020_02_WAS_ARI
KAN,2019-11-18,438,Mon,11,11,@,LAC,W 24-17,438,4,2019,2019_11_KAN_LAC
DET,2019-09-29,438,Sun,4,4,,KAN,L 30-34,438,3,2019,2019_04_DET_KAN
IND,2018-10-04,438,Thu,5,5,@,NWE,L 24-38,438,2,2018,2018_05_IND_NWE
NYG,2022-12-11,437,Sun,13,14,,PHI,L 22-48,437,0,2022,2022_14_NYG_PHI
JAX,2022-12-04,437,Sun,12,13,@,DET,L 14-40,437,0,2022,2022_13_JAX_DET
LAR,2022-11-27,437,Sun,11,12,@,KAN,L 10-26,437,2,2022,2022_12_LAR_KAN
LAC,2021-12-26,437,Sun,15,16,@,HOU,L 29-41,437,0,2021,2021_16_LAC_HOU
LVR,2021-11-25,437,Thu,11,12,@,DAL,W 36-33 (OT),437,0,2021,2021_12_LVR_DAL
SFO,2021-11-07,437,Sun,8,9,,ARI,L 17-31,437,0,2021,2021_09_SFO_ARI
LAC,2021-09-26,437,Sun,3,3,@,KAN,W 30-24,437,4,2021,2021_03_LAC_KAN
JAX,2021-01-03,437,Sun,16,17,@,IND,L 14-28,437,1,2020,2020_17_JAX_IND
PHI,2020-12-06,437,Sun,12,13,@,GNB,L 16-30,437,0,2020,2020_13_PHI_GNB
ATL,2020-10-11,437,Sun,5,5,,CAR,L 16-23,437,0,2020,2020_05_ATL_CAR
ATL,2020-09-27,437,Sun,3,3,,CHI,L 26-30,437,2,2020,2020_03_ATL_CHI
TEN,2018-09-16,437,Sun,2,2,,HOU,W 20-17,437,1,2018,2018_02_TEN_HOU
WAS,2017-11-05,437,Sun,8,9,@,SEA,W 17-14,437,2,2017,2017_09_WAS_SEA
JAX,2022-10-23,436,Sun,7,7,,NYG,L 17-23,436,0,2022,2022_07_JAX_NYG
KAN,2021-10-10,436,Sun,5,5,,BUF,L 20-38,436,0,2021,2021_05_KAN_BUF
SFO,2020-10-11,436,Sun,5,5,,MIA,L 17-43,436,0,2020,2020_05_SFO_MIA
CAR,2020-09-27,436,Sun,3,3,@,LAC,W 21-16,436,4,2020,2020_03_CAR_LAC
PIT,2019-09-22,436,Sun,3,3,@,SFO,L 20-24,436,5,2019,2019_03_PIT_SFO
WAS,2019-09-08,436,Sun,1,1,@,PHI,L 27-32,436,0,2019,2019_01_WAS_PHI
TEN,2018-12-30,436,Sun,16,17,,IND,L 17-33,436,2,2018,2018_17_TEN_IND
ATL,2018-12-23,436,Sun,15,16,@,CAR,W 24-10,436,4,2018,2018_16_ATL_CAR
HOU,2018-12-09,436,Sun,13,14,,IND,L 21-24,436,1,2018,2018_14_HOU_IND
WAS,2018-12-03,436,Mon,12,13,@,PHI,L 13-28,436,1,2018,2018_13_WAS_PHI
NYJ,2018-10-07,436,Sun,5,5,,DEN,W 34-16,436,1,2018,2018_05_NYJ_DEN
PHI,2018-09-16,436,Sun,2,2,@,TAM,L 21-27,436,2,2018,2018_02_PHI_TAM
HOU,2020-11-22,435,Sun,10,11,,NWE,W 27-20,435,0,2020,2020_11_HOU_NWE
KAN,2020-11-08,435,Sun,9,9,,CAR,W 33-31,435,0,2020,2020_09_KAN_CAR
HOU,2019-12-21,435,Sat,15,16,@,TAM,W 23-20,435,5,2019,2019_16_HOU_TAM
IND,2019-09-08,435,Sun,1,1,@,LAC,L 24-30 (OT),435,2,2019,2019_01_IND_LAC
ARI,2018-12-16,435,Sun,14,15,@,ATL,L 14-40,435,0,2018,2018_15_ARI_ATL
BUF,2017-12-03,435,Sun,12,13,,NWE,L 3-23,435,1,2017,2017_13_BUF_NWE
JAX,2022-10-16,434,Sun,6,6,@,IND,L 27-34,434,0,2022,2022_06_JAX_IND
ATL,2021-09-12,434,Sun,1,1,,PHI,L 6-32,434,0,2021,2021_01_ATL_PHI
CIN,2020-09-17,434,Thu,2,2,@,CLE,L 30-35,434,1,2020,2020_02_CIN_CLE
WAS,2019-10-24,434,Thu,8,8,@,MIN,L 9-19,434,1,2019,2019_08_WAS_MIN
MIA,2018-09-23,434,Sun,3,3,,OAK,W 28-20,434,2,2018,2018_03_MIA_OAK
TAM,2017-12-10,434,Sun,13,14,,DET,L 21-24,434,3,2017,2017_14_TAM_DET
TAM,2017-10-22,434,Sun,6,7,@,BUF,L 27-30,434,1,2017,2017_07_TAM_BUF
NYG,2017-10-01,434,Sun,4,4,@,TAM,L 23-25,434,0,2017,2017_04_NYG_TAM
SEA,2022-09-12,433,Mon,1,1,,DEN,W 17-16,433,2,2022,2022_01_SEA_DEN
CAR,2021-10-03,433,Sun,4,4,@,DAL,L 28-36,433,0,2021,2021_04_CAR_DAL
NYJ,2020-11-09,433,Mon,9,9,,NWE,L 27-30,433,0,2020,2020_09_NYJ_NWE
MIN,2019-10-20,433,Sun,7,7,@,DET,W 42-30,433,1,2019,2019_07_MIN_DET
ATL,2018-12-30,433,Sun,16,17,@,TAM,W 34-32,433,1,2018,2018_17_ATL_TAM
GNB,2018-11-04,433,Sun,8,9,@,NWE,L 17-31,433,0,2018,2018_09_GNB_NWE
ATL,2018-10-22,433,Mon,7,7,,NYG,W 23-20,433,0,2018,2018_07_ATL_NYG
TEN,2017-09-24,433,Sun,3,3,,SEA,W 33-27,433,0,2017,2017_03_TEN_SEA
MIA,2022-12-11,432,Sun,13,14,@,LAC,L 17-23,432,0,2022,2022_14_MIA_LAC
PIT,2022-09-11,432,Sun,1,1,@,CIN,W 23-20 (OT),432,5,2022,2022_01_PIT_CIN
NYG,2020-12-27,432,Sun,15,16,@,BAL,L 13-27,432,1,2020,2020_16_NYG_BAL
DET,2019-12-29,432,Sun,16,17,,GNB,L 20-23,432,1,2019,2019_17_DET_GNB
HOU,2019-12-15,432,Sun,14,15,@,TEN,W 24-21,432,1,2019,2019_15_HOU_TEN
CAR,2018-10-07,432,Sun,4,5,,NYG,W 33-31,432,3,2018,2018_05_CAR_NYG
TEN,2018-09-30,432,Sun,4,4,,PHI,W 26-23 (OT),432,1,2018,2018_04_TEN_PHI
ARI,2018-09-16,432,Sun,2,2,@,LAR,L 0-34,432,1,2018,2018_02_ARI_LAR
TAM,2017-10-15,432,Sun,5,6,@,ARI,L 33-38,432,2,2017,2017_06_TAM_ARI
LAR,2023-01-01,431,Sun,16,17,@,LAC,L 10-31,431,0,2022,2022_17_LAR_LAC
DEN,2022-12-11,431,Sun,13,14,,KAN,L 28-34,431,3,2022,2022_14_DEN_KAN
KAN,2022-12-04,431,Sun,12,13,@,CIN,L 24-27,431,0,2022,2022_13_KAN_CIN
ARI,2022-01-09,431,Sun,17,18,,SEA,L 30-38,431,2,2021,2021_18_ARI_SEA
ATL,2021-11-14,431,Sun,9,10,@,DAL,L 3-43,431,1,2021,2021_10_ATL_DAL
JAX,2021-10-17,431,Sun,6,6,,MIA,W 23-20,431,1,2021,2021_06_JAX_MIA
DAL,2021-09-09,431,Thu,1,1,@,TAM,L 29-31,431,4,2021,2021_01_DAL_TAM
CLE,2020-12-06,431,Sun,12,13,@,TEN,W 41-35,431,3,2020,2020_13_CLE_TEN
DAL,2019-12-22,431,Sun,15,16,@,PHI,L 9-17,431,0,2019,2019_16_DAL_PHI
CAR,2019-11-03,431,Sun,8,9,,TEN,W 30-20,431,3,2019,2019_09_CAR_TEN
NYG,2022-11-24,430,Thu,11,12,@,DAL,L 20-28,430,2,2022,2022_12_NYG_DAL
GNB,2021-10-24,430,Sun,7,7,,WAS,W 24-10,430,2,2021,2021_07_GNB_WAS
NYJ,2021-10-03,430,Sun,4,4,,TEN,W 27-24 (OT),430,0,2021,2021_04_NYJ_TEN
SFO,2021-09-12,430,Sun,1,1,@,DET,W 41-33,430,1,2021,2021_01_SFO_DET
TEN,2020-12-20,430,Sun,14,15,,DET,W 46-25,430,3,2020,2020_15_TEN_DET
DAL,2020-11-22,430,Sun,10,11,@,MIN,W 31-28,430,2,2020,2020_11_DAL_MIN
TEN,2020-11-12,430,Thu,9,10,,IND,L 17-34,430,0,2020,2020_10_TEN_IND
CIN,2020-10-18,430,Sun,6,6,@,IND,L 27-31,430,2,2020,2020_06_CIN_IND
MIA,2019-12-22,430,Sun,15,16,,CIN,W 38-35 (OT),430,1,2019,2019_16_MIA_CIN
NYJ,2019-12-12,430,Thu,14,15,@,BAL,L 21-42,430,0,2019,2019_15_NYJ_BAL
CHI,2022-10-09,429,Sun,5,5,@,MIN,L 22-29,429,1,2022,2022_05_CHI_MIN
WAS,2020-10-11,429,Sun,5,5,,LAR,L 10-30,429,1,2020,2020_05_WAS_LAR
CIN,2020-10-04,429,Sun,4,4,,JAX,W 33-25,429,1,2020,2020_04_CIN_JAX
NWE,2020-09-20,429,Sun,2,2,@,SEA,L 30-35,429,1,2020,2020_02_NWE_SEA
NYG,2019-11-04,429,Mon,9,9,,DAL,L 18-37,429,2,2019,2019_09_NYG_DAL
LAR,2019-10-03,429,Thu,5,5,@,SEA,L 29-30,429,1,2019,2019_05_LAR_SEA
SEA,2019-09-08,429,Sun,1,1,,CIN,W 21-20,429,3,2019,2019_01_SEA_CIN
NOR,2018-12-23,429,Sun,15,16,,PIT,W 31-28,429,2,2018,2018_16_NOR_PIT
ARI,2018-09-09,429,Sun,1,1,,WAS,L 6-24,429,1,2018,2018_01_ARI_WAS
CLE,2017-12-03,429,Sun,12,13,@,LAC,L 10-19,429,0,2017,2017_13_CLE_LAC
BUF,2017-11-19,429,Sun,10,11,@,LAC,L 24-54,429,0,2017,2017_11_BUF_LAC
WAS,2017-10-02,429,Mon,4,4,@,KAN,L 20-29,429,0,2017,2017_04_WAS_KAN
NWE,2017-09-17,429,Sun,2,2,@,NOR,W 36-20,429,0,2017,2017_02_NWE_NOR
TEN,2022-12-11,428,Sun,13,14,,JAX,L 22-36,428,0,2022,2022_14_TEN_JAX
NWE,2021-12-26,428,Sun,15,16,,BUF,L 21-33,428,0,2021,2021_16_NWE_BUF
KAN,2021-12-16,428,Thu,14,15,@,LAC,W 34-28 (OT),428,2,2021,2021_15_KAN_LAC
CAR,2019-12-15,428,Sun,14,15,,SEA,L 24-30,428,1,2019,2019_15_CAR_SEA
KAN,2019-09-08,428,Sun,1,1,@,JAX,W 40-26,428,2,2019,2019_01_KAN_JAX
HOU,2018-12-02,428,Sun,12,13,,CLE,W 29-13,428,4,2018,2018_13_HOU_CLE
NYJ,2018-10-14,428,Sun,6,6,,IND,W 42-34,428,4,2018,2018_06_NYJ_IND
DET,2017-09-24,428,Sun,3,3,,ATL,L 26-30,428,3,2017,2017_03_DET_ATL
TAM,2020-09-20,427,Sun,2,2,,CAR,W 31-17,427,4,2020,2020_02_TAM_CAR
NYG,2019-10-10,427,Thu,6,6,@,NWE,L 14-35,427,2,2019,2019_06_NYG_NWE
CAR,2018-12-23,427,Sun,15,16,,ATL,L 10-24,427,2,2018,2018_16_CAR_ATL
ATL,2018-11-11,427,Sun,9,10,@,CLE,L 16-28,427,1,2018,2018_10_ATL_CLE
MIA,2018-10-25,427,Thu,8,8,@,HOU,L 23-42,427,0,2018,2018_08_MIA_HOU
NYG,2018-09-23,427,Sun,3,3,@,HOU,W 27-22,427,2,2018,2018_03_NYG_HOU
SFO,2018-09-16,427,Sun,2,2,,DET,W 30-27,427,1,2018,2018_02_SFO_DET
CHI,2022-12-24,426,Sat,15,16,,BUF,L 13-35,426,3,2022,2022_16_CHI_BUF
