Team,Date,Pts,Day,G#,Week,,Opp,Result,Pts,PtsO,PtDif,PC,Season,game_id
LAC,2018-09-30,29,Sun,4,4,,SFO,W 29-27,29,27,2,56,2018,2018_04_LAC_SFO
MIN,2018-09-16,29,Sun,2,2,@,GNB,T 29-29 (OT),29,29,0,58,2018,2018_02_MIN_GNB
GNB,2018-09-16,29,Sun,2,2,,MIN,T 29-29 (OT),29,29,0,58,2018,2018_02_GNB_MIN
KAN,2017-12-24,29,Sun,15,16,,MIA,W 29-13,29,13,16,42,2017,2017_16_KAN_MIA
NYG,2017-12-17,29,Sun,14,15,,PHI,L 29-34,29,34,-5,63,2017,2017_15_NYG_PHI
KAN,2017-10-30,29,Mon,8,8,,DEN,W 29-19,29,19,10,48,2017,2017_08_KAN_DEN
PIT,2017-10-22,29,Sun,7,7,,CIN,W 29-14,29,14,15,43,2017,2017_07_PIT_CIN
KAN,2017-10-02,29,Mon,4,4,,WAS,W 29-20,29,20,9,49,2017,2017_04_KAN_WAS
TAM,2017-09-17,29,Sun,1,2,,CHI,W 29-7,29,7,22,36,2017,2017_02_TAM_CHI
MIN,2017-09-11,29,Mon,1,1,,NOR,W 29-19,29,19,10,48,2017,2017_01_MIN_NOR
JAX,2017-09-10,29,Sun,1,1,@,HOU,W 29-7,29,7,22,36,2017,2017_01_JAX_HOU
PIT,2023-01-08,28,Sun,17,18,,CLE,W 28-14,28,14,14,42,2022,2022_18_PIT_CLE
LAC,2023-01-08,28,Sun,17,18,@,DEN,L 28-31,28,31,-3,59,2022,2022_18_LAC_DEN
DEN,2022-12-11,28,Sun,13,14,,KAN,L 28-34,28,34,-6,62,2022,2022_14_DEN_KAN
GNB,2022-12-04,28,Sun,13,13,@,CHI,W 28-19,28,19,9,47,2022,2022_13_GNB_CHI
JAX,2022-11-27,28,Sun,11,12,,BAL,W 28-27,28,27,1,55,2022,2022_12_JAX_BAL
BUF,2022-11-24,28,Thu,11,12,@,DET,W 28-25,28,25,3,53,2022,2022_12_BUF_DET
DAL,2022-11-24,28,Thu,11,12,,NYG,W 28-20,28,20,8,48,2022,2022_12_DAL_NYG
DAL,2022-11-13,28,Sun,9,10,@,GNB,L 28-31 (OT),28,31,-3,59,2022,2022_10_DAL_GNB
ATL,2022-10-16,28,Sun,6,6,,SFO,W 28-14,28,14,14,42,2022,2022_06_ATL_SFO
CLE,2022-10-09,28,Sun,5,5,,LAC,L 28-30,28,30,-2,58,2022,2022_05_CLE_LAC
MIN,2022-10-02,28,Sun,4,4,@,NOR,W 28-25,28,25,3,53,2022,2022_04_MIN_NOR
MIN,2022-09-25,28,Sun,3,3,,DET,W 28-24,28,24,4,52,2022,2022_03_MIN_DET
WAS,2022-09-11,28,Sun,1,1,,JAX,W 28-22,28,22,6,50,2022,2022_01_WAS_JAX
TEN,2022-01-09,28,Sun,17,18,@,HOU,W 28-25,28,25,3,53,2021,2021_18_TEN_HOU
KAN,2022-01-08,28,Sat,17,18,@,DEN,W 28-24,28,24,4,52,2021,2021_18_KAN_DEN
TAM,2022-01-02,28,Sun,16,17,@,NYJ,W 28-24,28,24,4,52,2021,2021_17_TAM_NYJ
LAC,2021-12-16,28,Thu,14,15,,KAN,L 28-34 (OT),28,34,-6,62,2021,2021_15_LAC_KAN
PIT,2021-12-09,28,Thu,13,14,@,MIN,L 28-36,28,36,-8,64,2021,2021_14_PIT_MIN
LAR,2021-11-28,28,Sun,11,12,@,GNB,L 28-36,28,36,-8,64,2021,2021_12_LAR_GNB
DEN,2021-11-28,28,Sun,11,12,,LAC,W 28-13,28,13,15,41,2021,2021_12_DEN_LAC
TEN,2021-11-07,28,Sun,9,9,@,LAR,W 28-16,28,16,12,44,2021,2021_09_TEN_LAR
MIA,2021-10-24,28,Sun,7,7,,ATL,L 28-30,28,30,-2,58,2021,2021_07_MIA_ATL
LAR,2021-10-24,28,Sun,7,7,,DET,W 28-19,28,19,9,47,2021,2021_07_LAR_DET
CAR,2021-10-17,28,Sun,6,6,,MIN,L 28-34 (OT),28,34,-6,62,2021,2021_06_CAR_MIN
TAM,2021-10-14,28,Thu,6,6,@,PHI,W 28-22,28,22,6,50,2021,2021_06_TAM_PHI
LAC,2021-10-04,28,Mon,4,4,,LVR,W 28-14,28,14,14,42,2021,2021_04_LAC_LVR
CAR,2021-10-03,28,Sun,4,4,@,DAL,L 28-36,28,36,-8,64,2021,2021_04_CAR_DAL
SEA,2021-10-03,28,Sun,4,4,@,SFO,W 28-21,28,21,7,49,2021,2021_04_SEA_SFO
SFO,2021-09-26,28,Sun,3,3,,GNB,L 28-30,28,30,-2,58,2021,2021_03_SFO_GNB
NOR,2021-09-26,28,Sun,3,3,@,NWE,W 28-13,28,13,15,41,2021,2021_03_NOR_NWE
MIA,2021-09-26,28,Sun,3,3,@,LVR,L 28-31 (OT),28,31,-3,59,2021,2021_03_MIA_LVR
SEA,2021-09-12,28,Sun,1,1,@,IND,W 28-16,28,16,12,44,2021,2021_01_SEA_IND
IND,2021-01-03,28,Sun,16,17,,JAX,W 28-14,28,14,14,42,2020,2020_17_IND_JAX
NWE,2021-01-03,28,Sun,16,17,,NYJ,W 28-14,28,14,14,42,2020,2020_17_NWE_NYJ
PIT,2020-12-27,28,Sun,15,16,,IND,W 28-24,28,24,4,52,2020,2020_16_PIT_IND
NYJ,2020-12-06,28,Sun,12,13,,LVR,L 28-31,28,31,-3,59,2020,2020_13_NYJ_LVR
ARI,2020-12-06,28,Sun,12,13,,LAR,L 28-38,28,38,-10,66,2020,2020_13_ARI_LAR
MIN,2020-11-29,28,Sun,11,12,,CAR,W 28-27,28,27,1,55,2020,2020_12_MIN_CAR
MIN,2020-11-22,28,Sun,10,11,,DAL,L 28-31,28,31,-3,59,2020,2020_11_MIN_DAL
NYJ,2020-11-22,28,Sun,10,11,@,LAC,L 28-34,28,34,-6,62,2020,2020_11_NYJ_LAC
SEA,2020-11-19,28,Thu,10,11,,ARI,W 28-21,28,21,7,49,2020,2020_11_SEA_ARI
MIN,2020-11-01,28,Sun,7,8,@,GNB,W 28-22,28,22,6,50,2020,2020_08_MIN_GNB
MIA,2020-11-01,28,Sun,7,8,,LAR,W 28-17,28,17,11,45,2020,2020_08_MIA_LAR
PIT,2020-11-01,28,Sun,7,8,@,BAL,W 28-24,28,24,4,52,2020,2020_08_PIT_BAL
PHI,2020-10-18,28,Sun,6,6,,BAL,L 28-30,28,30,-2,58,2020,2020_06_PHI_BAL
NYJ,2020-10-01,28,Thu,4,4,,DEN,L 28-37,28,37,-9,65,2020,2020_04_NYJ_DEN
TAM,2020-09-27,28,Sun,3,3,@,DEN,W 28-10,28,10,18,38,2020,2020_03_TAM_DEN
PIT,2020-09-27,28,Sun,3,3,,HOU,W 28-21,28,21,7,49,2020,2020_03_PIT_HOU
IND,2020-09-20,28,Sun,2,2,,MIN,W 28-11,28,11,17,39,2020,2020_02_IND_MIN
MIA,2020-09-20,28,Sun,2,2,,BUF,L 28-31,28,31,-3,59,2020,2020_02_MIA_BUF
BAL,2019-12-29,28,Sun,16,17,,PIT,W 28-10,28,10,18,38,2019,2019_17_BAL_PIT
ATL,2019-12-29,28,Sun,16,17,@,TAM,W 28-22 (OT),28,22,6,50,2019,2019_17_ATL_TAM
TEN,2019-12-22,28,Sun,15,16,,NOR,L 28-38,28,38,-10,66,2019,2019_16_TEN_NOR
LAR,2019-12-08,28,Sun,13,14,,SEA,W 28-12,28,12,16,40,2019,2019_14_LAR_SEA
TAM,2019-12-01,28,Sun,12,13,@,JAX,W 28-11,28,11,17,39,2019,2019_13_TAM_JAX
HOU,2019-12-01,28,Sun,12,13,,NWE,W 28-22,28,22,6,50,2019,2019_13_HOU_NWE
MIN,2019-11-10,28,Sun,10,10,@,DAL,W 28-24,28,24,4,52,2019,2019_10_MIN_DAL
SFO,2019-10-31,28,Thu,8,9,@,ARI,W 28-25,28,25,3,53,2019,2019_09_SFO_ARI
CLE,2019-10-13,28,Sun,6,6,,SEA,L 28-32,28,32,-4,60,2019,2019_06_CLE_SEA
MIN,2019-10-06,28,Sun,5,5,@,NYG,W 28-10,28,10,18,38,2019,2019_05_MIN_NYG
BAL,2019-09-22,28,Sun,3,3,@,KAN,L 28-33,28,33,-5,61,2019,2019_03_BAL_KAN
BUF,2019-09-15,28,Sun,2,2,@,NYG,W 28-14,28,14,14,42,2019,2019_02_BUF_NYG
SEA,2019-09-15,28,Sun,2,2,@,PIT,W 28-26,28,26,2,54,2019,2019_02_SEA_PIT
KAN,2019-09-15,28,Sun,2,2,@,OAK,W 28-10,28,10,18,38,2019,2019_02_KAN_OAK
HOU,2019-09-09,28,Mon,1,1,@,NOR,L 28-30,28,30,-2,58,2019,2019_01_HOU_NOR
MIN,2019-09-08,28,Sun,1,1,,ATL,W 28-12,28,12,16,40,2019,2019_01_MIN_ATL
PIT,2018-12-23,28,Sun,15,16,@,NOR,L 28-31,28,31,-3,59,2018,2018_16_PIT_NOR
IND,2018-12-23,28,Sun,15,16,,NYG,W 28-27,28,27,1,55,2018,2018_16_IND_NYG
KAN,2018-12-13,28,Thu,14,15,,LAC,L 28-29,28,29,-1,57,2018,2018_15_KAN_LAC
NOR,2018-12-09,28,Sun,13,14,@,TAM,W 28-14,28,14,14,42,2018,2018_14_NOR_TAM
PHI,2018-12-03,28,Mon,12,13,,WAS,W 28-13,28,13,15,41,2018,2018_13_PHI_WAS
CLE,2018-11-11,28,Sun,10,10,,ATL,W 28-16,28,16,12,44,2018,2018_10_CLE_ATL
TEN,2018-11-05,28,Mon,8,9,@,DAL,W 28-14,28,14,14,42,2018,2018_09_TEN_DAL
TAM,2018-11-04,28,Sun,8,9,@,CAR,L 28-42,28,42,-14,70,2018,2018_09_TAM_CAR
OAK,2018-10-28,28,Sun,7,8,,IND,L 28-42,28,42,-14,70,2018,2018_08_OAK_IND
SEA,2018-10-28,28,Sun,7,8,@,DET,W 28-14,28,14,14,42,2018,2018_08_SEA_DET
PIT,2018-10-14,28,Sun,6,6,@,CIN,W 28-21,28,21,7,49,2018,2018_06_PIT_CIN
CHI,2018-10-14,28,Sun,5,6,@,MIA,L 28-31 (OT),28,31,-3,59,2018,2018_06_CHI_MIA
ARI,2018-10-07,28,Sun,5,5,@,SFO,W 28-18,28,18,10,46,2018,2018_05_ARI_SFO
MIA,2018-09-23,28,Sun,3,3,,OAK,W 28-20,28,20,8,48,2018,2018_03_MIA_OAK
LAC,2018-09-09,28,Sun,1,1,,KAN,L 28-38,28,38,-10,66,2018,2018_01_LAC_KAN
PIT,2017-12-31,28,Sun,16,17,,CLE,W 28-24,28,24,4,52,2017,2017_17_PIT_CLE
GNB,2017-11-26,28,Sun,11,12,@,PIT,L 28-31,28,31,-3,59,2017,2017_12_GNB_PIT
LAC,2017-11-23,28,Thu,11,12,@,DAL,W 28-6,28,6,22,34,2017,2017_12_LAC_DAL
DAL,2017-11-05,28,Sun,8,9,,KAN,W 28-17,28,17,11,45,2017,2017_09_DAL_KAN
NYJ,2017-10-22,28,Sun,7,7,@,MIA,L 28-31,28,31,-3,59,2017,2017_07_NYJ_MIA
PHI,2017-10-12,28,Thu,6,6,@,CAR,W 28-23,28,23,5,51,2017,2017_06_PHI_CAR
DAL,2017-09-25,28,Mon,3,3,@,ARI,W 28-17,28,17,11,45,2017,2017_03_DAL_ARI
CLE,2017-09-24,28,Sun,3,3,@,IND,L 28-31,28,31,-3,59,2017,2017_03_CLE_IND
CIN,2023-01-08,27,Sun,16,18,,BAL,W 27-16,27,16,11,43,2022,2022_18_CIN_BAL
KAN,2023-01-01,27,Sun,16,17,,DEN,W 27-24,27,24,3,51,2022,2022_17_KAN_DEN
DAL,2022-12-29,27,Thu,16,17,@,TEN,W 27-13,27,13,14,40,2022,2022_17_DAL_TEN
MIN,2022-12-24,27,Sat,15,16,,NYG,W 27-24,27,24,3,51,2022,2022_16_MIN_NYG
NWE,2022-12-12,27,Mon,13,14,@,ARI,W 27-13,27,13,14,40,2022,2022_14_NWE_ARI
DAL,2022-12-11,27,Sun,13,14,,HOU,W 27-23,27,23,4,50,2022,2022_14_DAL_HOU
CLE,2022-12-04,27,Sun,12,13,@,HOU,W 27-14,27,14,13,41,2022,2022_13_CLE_HOU
CIN,2022-12-04,27,Sun,12,13,,KAN,W 27-24,27,24,3,51,2022,2022_13_CIN_KAN
MIN,2022-12-04,27,Sun,12,13,,NYJ,W 27-22,27,22,5,49,2022,2022_13_MIN_NYJ
SEA,2022-12-04,27,Sun,12,13,@,LAR,W 27-23,27,23,4,50,2022,2022_13_SEA_LAR
LVR,2022-12-04,27,Sun,12,13,,LAC,W 27-20,27,20,7,47,2022,2022_13_LVR_LAC
BAL,2022-11-27,27,Sun,11,12,@,JAX,L 27-28,27,28,-1,55,2022,2022_12_BAL_JAX
ATL,2022-11-20,27,Sun,11,11,,CHI,W 27-24,27,24,3,51,2022,2022_11_ATL_CHI
LAC,2022-11-20,27,Sun,10,11,,KAN,L 27-30,27,30,-3,57,2022,2022_11_LAC_KAN
NOR,2022-11-20,27,Sun,11,11,,LAR,W 27-20,27,20,7,47,2022,2022_11_NOR_LAR
TEN,2022-11-17,27,Thu,10,11,@,GNB,W 27-17,27,17,10,44,2022,2022_11_TEN_GNB
KAN,2022-11-13,27,Sun,9,10,,JAX,W 27-17,27,17,10,44,2022,2022_10_KAN_JAX
ARI,2022-11-13,27,Sun,10,10,@,LAR,W 27-17,27,17,10,44,2022,2022_10_ARI_LAR
BAL,2022-11-07,27,Mon,9,9,@,NOR,W 27-13,27,13,14,40,2022,2022_09_BAL_NOR
JAX,2022-11-06,27,Sun,9,9,,LVR,W 27-20,27,20,7,47,2022,2022_09_JAX_LVR
BUF,2022-10-30,27,Sun,7,8,,GNB,W 27-17,27,17,10,44,2022,2022_08_BUF_GNB
DET,2022-10-30,27,Sun,7,8,,MIA,L 27-31,27,31,-4,58,2022,2022_08_DET_MIA
SEA,2022-10-30,27,Sun,8,8,,NYG,W 27-13,27,13,14,40,2022,2022_08_SEA_NYG
BAL,2022-10-27,27,Thu,8,8,@,TAM,W 27-22,27,22,5,49,2022,2022_08_BAL_TAM
JAX,2022-10-16,27,Sun,6,6,@,IND,L 27-34,27,34,-7,61,2022,2022_06_JAX_IND
NYJ,2022-10-16,27,Sun,6,6,@,GNB,W 27-10,27,10,17,37,2022,2022_06_NYJ_GNB
NYG,2022-10-09,27,Sun,5,5,@,GNB,W 27-22,27,22,5,49,2022,2022_05_NYG_GNB
GNB,2022-10-02,27,Sun,4,4,,NWE,W 27-24 (OT),27,24,3,51,2022,2022_04_GNB_NWE
CIN,2022-09-29,27,Thu,4,4,,MIA,W 27-15,27,15,12,42,2022,2022_04_CIN_MIA
CIN,2022-09-25,27,Sun,3,3,@,NYJ,W 27-12,27,12,15,39,2022,2022_03_CIN_NYJ
ATL,2022-09-25,27,Sun,3,3,@,SEA,W 27-23,27,23,4,50,2022,2022_03_ATL_SEA
GNB,2022-09-18,27,Sun,2,2,,CHI,W 27-10,27,10,17,37,2022,2022_02_GNB_CHI
WAS,2022-09-18,27,Sun,2,2,@,DET,L 27-36,27,36,-9,63,2022,2022_02_WAS_DET
ATL,2022-09-18,27,Sun,2,2,@,LAR,L 27-31,27,31,-4,58,2022,2022_02_ATL_LAR
SFO,2022-09-18,27,Sun,2,2,,SEA,W 27-7,27,7,20,34,2022,2022_02_SFO_SEA
KAN,2022-09-15,27,Thu,2,2,,LAC,W 27-24,27,24,3,51,2022,2022_02_KAN_LAC
NOR,2022-09-11,27,Sun,1,1,@,ATL,W 27-26,27,26,1,53,2022,2022_01_NOR_ATL
BUF,2022-01-09,27,Sun,17,18,,NYJ,W 27-10,27,10,17,37,2021,2021_18_BUF_NYJ
SFO,2022-01-09,27,Sun,17,18,@,LAR,W 27-24 (OT),27,24,3,51,2021,2021_18_SFO_LAR
PHI,2021-12-21,27,Tue,14,15,,WAS,W 27-17,27,17,10,44,2021,2021_15_PHI_WAS
IND,2021-12-18,27,Sat,14,15,,NWE,W 27-17,27,17,10,44,2021,2021_15_IND_NWE
BUF,2021-12-12,27,Sun,13,14,@,TAM,L 27-33 (OT),27,33,-6,60,2021,2021_14_BUF_TAM
DAL,2021-12-12,27,Sun,13,14,@,WAS,W 27-20,27,20,7,47,2021,2021_14_DAL_WAS
MIN,2021-12-05,27,Sun,12,13,@,DET,L 27-29,27,29,-2,56,2021,2021_13_MIN_DET
DAL,2021-12-02,27,Thu,12,13,@,NOR,W 27-17,27,17,10,44,2021,2021_13_DAL_NOR
WAS,2021-11-21,27,Sun,10,11,@,CAR,W 27-21,27,21,6,48,2021,2021_11_WAS_CAR
MIN,2021-11-14,27,Sun,9,10,@,LAC,W 27-20,27,20,7,47,2021,2021_10_MIN_LAC
CHI,2021-11-08,27,Mon,9,9,@,PIT,L 27-29,27,29,-2,56,2021,2021_09_CHI_PIT
ATL,2021-11-07,27,Sun,8,9,@,NOR,W 27-25,27,25,2,52,2021,2021_09_ATL_NOR
LAC,2021-11-07,27,Sun,8,9,@,PHI,W 27-24,27,24,3,51,2021,2021_09_LAC_PHI
TAM,2021-10-31,27,Sun,8,8,@,NOR,L 27-36,27,36,-9,63,2021,2021_08_TAM_NOR
NWE,2021-10-31,27,Sun,8,8,@,LAC,W 27-24,27,24,3,51,2021,2021_08_NWE_LAC
TEN,2021-10-24,27,Sun,7,7,,KAN,W 27-3,27,3,24,30,2021,2021_07_TEN_KAN
PIT,2021-10-10,27,Sun,5,5,,DEN,W 27-19,27,19,8,46,2021,2021_05_PIT_DEN
ATL,2021-10-10,27,Sun,5,5,,NYJ,W 27-20,27,20,7,47,2021,2021_05_ATL_NYJ
IND,2021-10-03,27,Sun,4,4,@,MIA,W 27-17,27,17,10,44,2021,2021_04_IND_MIA
NYG,2021-10-03,27,Sun,4,4,@,NOR,W 27-21 (OT),27,21,6,48,2021,2021_04_NYG_NOR
NYJ,2021-10-03,27,Sun,4,4,,TEN,W 27-24 (OT),27,24,3,51,2021,2021_04_NYJ_TEN
GNB,2021-10-03,27,Sun,4,4,,PIT,W 27-17,27,17,10,44,2021,2021_04_GNB_PIT
LAR,2021-09-19,27,Sun,2,2,@,IND,W 27-24,27,24,3,51,2021,2021_02_LAR_IND
BAL,2021-09-13,27,Mon,1,1,@,LVR,L 27-33 (OT),27,33,-6,60,2021,2021_01_BAL_LVR
CIN,2021-09-12,27,Sun,1,1,,MIN,W 27-24 (OT),27,24,3,51,2021,2021_01_CIN_MIN
DEN,2021-09-12,27,Sun,1,1,@,NYG,W 27-13,27,13,14,40,2021,2021_01_DEN_NYG
ATL,2021-01-03,27,Sun,16,17,@,TAM,L 27-44,27,44,-17,71,2020,2020_17_ATL_TAM
BAL,2020-12-27,27,Sun,15,16,,NYG,W 27-13,27,13,14,40,2020,2020_16_BAL_NYG
CIN,2020-12-21,27,Mon,14,15,,PIT,W 27-17,27,17,10,44,2020,2020_15_CIN_PIT
IND,2020-12-20,27,Sun,14,15,,HOU,W 27-20,27,20,7,47,2020,2020_15_IND_HOU
ATL,2020-12-20,27,Sun,14,15,,TAM,L 27-31,27,31,-4,58,2020,2020_15_ATL_TAM
MIN,2020-12-20,27,Sun,14,15,,CHI,L 27-33,27,33,-6,60,2020,2020_15_MIN_CHI
LVR,2020-12-17,27,Thu,14,15,,LAC,L 27-30 (OT),27,30,-3,57,2020,2020_15_LVR_LAC
LVR,2020-12-13,27,Sun,13,14,,IND,L 27-44,27,44,-17,71,2020,2020_14_LVR_IND
CAR,2020-12-13,27,Sun,13,14,,DEN,L 27-32,27,32,-5,59,2020,2020_14_CAR_DEN
MIA,2020-12-13,27,Sun,13,14,,KAN,L 27-33,27,33,-6,60,2020,2020_14_MIA_KAN
MIN,2020-12-06,27,Sun,12,13,,JAX,W 27-24 (OT),27,24,3,51,2020,2020_13_MIN_JAX
CLE,2020-11-29,27,Sun,11,12,@,JAX,W 27-25,27,25,2,52,2020,2020_12_CLE_JAX
CAR,2020-11-29,27,Sun,12,12,@,MIN,L 27-28,27,28,-1,55,2020,2020_12_CAR_MIN
BUF,2020-11-29,27,Sun,11,12,,LAC,W 27-17,27,17,10,44,2020,2020_12_BUF_LAC
KAN,2020-11-29,27,Sun,11,12,@,TAM,W 27-24,27,24,3,51,2020,2020_12_KAN_TAM
LAR,2020-11-23,27,Mon,10,11,@,TAM,W 27-24,27,24,3,51,2020,2020_11_LAR_TAM
PIT,2020-11-22,27,Sun,10,11,@,JAX,W 27-3,27,3,24,30,2020,2020_11_PIT_JAX
HOU,2020-11-22,27,Sun,10,11,,NWE,W 27-20,27,20,7,47,2020,2020_11_HOU_NWE
WAS,2020-11-15,27,Sun,9,10,@,DET,L 27-30,27,30,-3,57,2020,2020_10_WAS_DET
NYG,2020-11-15,27,Sun,10,10,,PHI,W 27-17,27,17,10,44,2020,2020_10_NYG_PHI
NOR,2020-11-15,27,Sun,9,10,,SFO,W 27-13,27,13,14,40,2020,2020_10_NOR_SFO
NYJ,2020-11-09,27,Mon,9,9,,NWE,L 27-30,27,30,-3,57,2020,2020_09_NYJ_NWE
HOU,2020-11-08,27,Sun,8,9,@,JAX,W 27-25,27,25,2,52,2020,2020_09_HOU_JAX
DEN,2020-11-08,27,Sun,8,9,@,ATL,L 27-34,27,34,-7,61,2020,2020_09_DEN_ATL
SFO,2020-11-01,27,Sun,8,8,@,SEA,L 27-37,27,37,-10,64,2020,2020_08_SFO_SEA
PIT,2020-10-25,27,Sun,6,7,@,TEN,W 27-24,27,24,3,51,2020,2020_07_PIT_TEN
NOR,2020-10-25,27,Sun,6,7,,CAR,W 27-24,27,24,3,51,2020,2020_07_NOR_CAR
CIN,2020-10-18,27,Sun,6,6,@,IND,L 27-31,27,31,-4,58,2020,2020_06_CIN_IND
LAC,2020-10-12,27,Mon,5,5,@,NOR,L 27-30 (OT),27,30,-3,57,2020,2020_05_LAC_NOR
SEA,2020-10-11,27,Sun,5,5,,MIN,W 27-26,27,26,1,53,2020,2020_05_SEA_MIN
BAL,2020-10-11,27,Sun,5,5,,CIN,W 27-3,27,3,24,30,2020,2020_05_BAL_CIN
JAX,2020-09-13,27,Sun,1,1,,IND,W 27-20,27,20,7,47,2020,2020_01_JAX_IND
CHI,2020-09-13,27,Sun,1,1,@,DET,W 27-23,27,23,4,50,2020,2020_01_CHI_DET
BUF,2020-09-13,27,Sun,1,1,,NYJ,W 27-17,27,17,10,44,2020,2020_01_BUF_NYJ
WAS,2020-09-13,27,Sun,1,1,,PHI,W 27-17,27,17,10,44,2020,2020_01_WAS_PHI
MIA,2019-12-29,27,Sun,16,17,@,NWE,W 27-24,27,24,3,51,2019,2019_17_MIA_NWE
DEN,2019-12-22,27,Sun,15,16,,DET,W 27-17,27,17,10,44,2019,2019_16_DEN_DET
ARI,2019-12-22,27,Sun,15,16,@,SEA,W 27-13,27,13,14,40,2019,2019_16_ARI_SEA
WAS,2019-12-15,27,Sun,14,15,,PHI,L 27-37,27,37,-10,64,2019,2019_15_WAS_PHI
CLE,2019-12-08,27,Sun,13,14,,CIN,W 27-19,27,19,8,46,2019,2019_14_CLE_CIN
DET,2019-11-17,27,Sun,10,11,,DAL,L 27-35,27,35,-8,62,2019,2019_11_DET_DAL
MIN,2019-11-17,27,Sun,11,11,,DEN,W 27-23,27,23,4,50,2019,2019_11_MIN_DEN
SEA,2019-11-11,27,Mon,10,10,@,SFO,W 27-24 (OT),27,24,3,51,2019,2019_10_SEA_SFO
NYG,2019-11-10,27,Sun,10,10,@,NYJ,L 27-34,27,34,-7,61,2019,2019_10_NYG_NYJ
ARI,2019-11-10,27,Sun,10,10,@,TAM,L 27-30,27,30,-3,57,2019,2019_10_ARI_TAM
PIT,2019-10-28,27,Mon,7,8,,MIA,W 27-14,27,14,13,41,2019,2019_08_PIT_MIA
SEA,2019-10-27,27,Sun,8,8,@,ATL,W 27-20,27,20,7,47,2019,2019_08_SEA_ATL
NWE,2019-10-27,27,Sun,8,8,,CLE,W 27-13,27,13,14,40,2019,2019_08_NWE_CLE
HOU,2019-10-27,27,Sun,8,8,,OAK,W 27-24,27,24,3,51,2019,2019_08_HOU_OAK
TEN,2019-10-27,27,Sun,8,8,,TAM,W 27-23,27,23,4,50,2019,2019_08_TEN_TAM
JAX,2019-10-20,27,Sun,7,7,@,CIN,W 27-17,27,17,10,44,2019,2019_07_JAX_CIN
ARI,2019-10-20,27,Sun,7,7,@,NYG,W 27-21,27,21,6,48,2019,2019_07_ARI_NYG
JAX,2019-10-06,27,Sun,5,5,@,CAR,L 27-34,27,34,-7,61,2019,2019_05_JAX_CAR
PIT,2019-09-30,27,Mon,4,4,,CIN,W 27-3,27,3,24,30,2019,2019_04_PIT_CIN
SEA,2019-09-29,27,Sun,4,4,@,ARI,W 27-10,27,10,17,37,2019,2019_04_SEA_ARI
GNB,2019-09-26,27,Thu,4,4,,PHI,L 27-34,27,34,-7,61,2019,2019_04_GNB_PHI
IND,2019-09-22,27,Sun,3,3,,ATL,W 27-24,27,24,3,51,2019,2019_03_IND_ATL
GNB,2019-09-22,27,Sun,3,3,,DEN,W 27-16,27,16,11,43,2019,2019_03_GNB_DEN
SEA,2019-09-22,27,Sun,3,3,,NOR,L 27-33,27,33,-6,60,2019,2019_03_SEA_NOR
DET,2019-09-22,27,Sun,3,3,@,PHI,W 27-24,27,24,3,51,2019,2019_03_DET_PHI
HOU,2019-09-22,27,Sun,3,3,@,LAC,W 27-20,27,20,7,47,2019,2019_03_HOU_LAC
LAR,2019-09-15,27,Sun,2,2,,NOR,W 27-9,27,9,18,36,2019,2019_02_LAR_NOR
DET,2019-09-08,27,Sun,1,1,@,ARI,T 27-27 (OT),27,27,0,54,2019,2019_01_DET_ARI
ARI,2019-09-08,27,Sun,1,1,,DET,T 27-27 (OT),27,27,0,54,2019,2019_01_ARI_DET
WAS,2019-09-08,27,Sun,1,1,@,PHI,L 27-32,27,32,-5,59,2019,2019_01_WAS_PHI
CAR,2019-09-08,27,Sun,1,1,,LAR,L 27-30,27,30,-3,57,2019,2019_01_CAR_LAR
SEA,2018-12-30,27,Sun,16,17,,ARI,W 27-24,27,24,3,51,2018,2018_17_SEA_ARI
OAK,2018-12-24,27,Mon,15,16,,DEN,W 27-14,27,14,13,41,2018,2018_16_OAK_DEN
NYG,2018-12-23,27,Sun,15,16,@,IND,L 27-28,27,28,-1,55,2018,2018_16_NYG_IND
MIN,2018-12-23,27,Sun,15,16,@,DET,W 27-9,27,9,18,36,2018,2018_16_MIN_DET
DAL,2018-12-23,27,Sun,15,16,,TAM,W 27-20,27,20,7,47,2018,2018_16_DAL_TAM
NYJ,2018-12-09,27,Sun,13,14,@,BUF,W 27-23,27,23,4,50,2018,2018_14_NYJ_BUF
KAN,2018-12-09,27,Sun,13,14,,BAL,W 27-24 (OT),27,24,3,51,2018,2018_14_KAN_BAL
CHI,2018-12-02,27,Sun,12,13,@,NYG,L 27-30 (OT),27,30,-3,57,2018,2018_13_CHI_NYG
IND,2018-11-25,27,Sun,11,12,,MIA,W 27-24,27,24,3,51,2018,2018_12_IND_MIA
NWE,2018-11-25,27,Sun,11,12,@,NYJ,W 27-13,27,13,14,40,2018,2018_12_NWE_NYJ
CAR,2018-11-25,27,Sun,11,12,,SEA,L 27-30,27,30,-3,57,2018,2018_12_CAR_SEA
TAM,2018-11-25,27,Sun,11,12,,SFO,W 27-9,27,9,18,36,2018,2018_12_TAM_SFO
SEA,2018-11-15,27,Thu,10,11,,GNB,W 27-24,27,24,3,51,2018,2018_11_SEA_GNB
NYG,2018-11-12,27,Mon,9,10,@,SFO,W 27-23,27,23,4,50,2018,2018_10_NYG_SFO
DAL,2018-11-11,27,Sun,9,10,@,PHI,W 27-20,27,20,7,47,2018,2018_10_DAL_PHI
