Team,Date,Pen,Day,G#,Week,,Opp,Result,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,Season,game_id
PIT,2020-11-22,6,Sun,10,11,@,JAX,W 27-3,6,42,8,105,14,147,2020,2020_11_PIT_JAX
BAL,2020-11-22,6,Sun,10,11,,TEN,L 24-30 (OT),6,81,4,44,10,125,2020,2020_11_BAL_TEN
PIT,2020-11-15,6,Sun,9,10,,CIN,W 36-10,6,45,6,65,12,110,2020,2020_10_PIT_CIN
HOU,2020-11-15,6,Sun,9,10,@,CLE,L 7-10,6,49,6,63,12,112,2020,2020_10_HOU_CLE
WAS,2020-11-15,6,Sun,9,10,@,DET,L 27-30,6,58,9,55,15,113,2020,2020_10_WAS_DET
CLE,2020-11-15,6,Sun,9,10,,HOU,W 10-7,6,63,6,49,12,112,2020,2020_10_CLE_HOU
SFO,2020-11-15,6,Sun,10,10,@,NOR,L 13-27,6,51,5,61,11,112,2020,2020_10_SFO_NOR
CIN,2020-11-15,6,Sun,9,10,@,PIT,L 10-36,6,65,6,45,12,110,2020,2020_10_CIN_PIT
NWE,2020-11-09,6,Mon,8,9,@,NYJ,W 30-27,6,81,4,32,10,113,2020,2020_09_NWE_NYJ
TEN,2020-11-08,6,Sun,8,9,,CHI,W 24-17,6,57,5,35,11,92,2020,2020_09_TEN_CHI
WAS,2020-11-08,6,Sun,8,9,,NYG,L 20-23,6,45,4,40,10,85,2020,2020_09_WAS_NYG
BUF,2020-11-08,6,Sun,9,9,,SEA,W 44-34,6,70,4,13,10,83,2020,2020_09_BUF_SEA
LAC,2020-11-01,6,Sun,7,8,@,DEN,L 30-31,6,67,8,70,14,137,2020,2020_08_LAC_DEN
SFO,2020-11-01,6,Sun,8,8,@,SEA,L 27-37,6,36,6,30,12,66,2020,2020_08_SFO_SEA
SEA,2020-11-01,6,Sun,7,8,,SFO,W 37-27,6,30,6,36,12,66,2020,2020_08_SEA_SFO
CAR,2020-10-29,6,Thu,8,8,,ATL,L 17-25,6,30,6,63,12,93,2020,2020_08_CAR_ATL
ATL,2020-10-29,6,Thu,8,8,@,CAR,W 25-17,6,63,6,30,12,93,2020,2020_08_ATL_CAR
CHI,2020-10-26,6,Mon,7,7,@,LAR,L 10-24,6,46,4,46,10,92,2020,2020_07_CHI_LAR
NYJ,2020-10-25,6,Sun,7,7,,BUF,L 10-18,6,49,11,106,17,155,2020,2020_07_NYJ_BUF
NOR,2020-10-25,6,Sun,6,7,,CAR,W 27-24,6,50,1,5,7,55,2020,2020_07_NOR_CAR
HOU,2020-10-25,6,Sun,7,7,,GNB,L 20-35,6,55,5,40,11,95,2020,2020_07_HOU_GNB
SFO,2020-10-25,6,Sun,7,7,@,NWE,W 33-6,6,65,3,30,9,95,2020,2020_07_SFO_NWE
JAX,2020-10-25,6,Sun,7,7,@,LAC,L 29-39,6,55,3,35,9,90,2020,2020_07_JAX_LAC
ARI,2020-10-25,6,Sun,7,7,,SEA,W 37-34 (OT),6,40,8,78,14,118,2020,2020_07_ARI_SEA
DAL,2020-10-25,6,Sun,7,7,@,WAS,L 3-25,6,49,4,30,10,79,2020,2020_07_DAL_WAS
DAL,2020-10-19,6,Mon,6,6,,ARI,L 10-38,6,36,7,43,13,79,2020,2020_06_DAL_ARI
IND,2020-10-18,6,Sun,6,6,,CIN,W 31-27,6,55,6,20,12,75,2020,2020_06_IND_CIN
PIT,2020-10-18,6,Sun,5,6,,CLE,W 38-7,6,45,7,55,13,100,2020,2020_06_PIT_CLE
CIN,2020-10-18,6,Sun,6,6,@,IND,L 27-31,6,20,6,55,12,75,2020,2020_06_CIN_IND
LAR,2020-10-18,6,Sun,6,6,@,SFO,L 16-24,6,34,7,63,13,97,2020,2020_06_LAR_SFO
GNB,2020-10-18,6,Sun,5,6,@,TAM,L 10-38,6,76,0,0,6,76,2020,2020_06_GNB_TAM
TEN,2020-10-13,6,Tue,4,5,,BUF,W 42-16,6,46,10,56,16,102,2020,2020_05_TEN_BUF
NYJ,2020-10-11,6,Sun,5,5,,ARI,L 10-30,6,30,10,59,16,89,2020,2020_05_NYJ_ARI
MIN,2020-10-11,6,Sun,5,5,@,SEA,L 26-27,6,55,3,25,9,80,2020,2020_05_MIN_SEA
CHI,2020-10-08,6,Thu,5,5,,TAM,W 20-19,6,66,11,109,17,175,2020,2020_05_CHI_TAM
JAX,2020-10-04,6,Sun,4,4,@,CIN,L 25-33,6,49,7,73,13,122,2020,2020_04_JAX_CIN
DAL,2020-10-04,6,Sun,4,4,,CLE,L 38-49,6,65,5,40,11,105,2020,2020_04_DAL_CLE
SFO,2020-10-04,6,Sun,4,4,,PHI,L 20-25,6,42,3,25,9,67,2020,2020_04_SFO_PHI
BAL,2020-09-28,6,Mon,3,3,,KAN,L 20-34,6,45,6,38,12,83,2020,2020_03_BAL_KAN
KAN,2020-09-28,6,Mon,3,3,@,BAL,W 34-20,6,38,6,45,12,83,2020,2020_03_KAN_BAL
LVR,2020-09-27,6,Sun,3,3,@,NWE,L 20-36,6,40,2,33,8,73,2020,2020_03_LVR_NWE
SFO,2020-09-27,6,Sun,3,3,@,NYG,W 36-9,6,45,5,28,11,73,2020,2020_03_SFO_NYG
CLE,2020-09-27,6,Sun,3,3,,WAS,W 34-20,6,50,4,40,10,90,2020,2020_03_CLE_WAS
MIA,2020-09-24,6,Thu,3,3,@,JAX,W 31-13,6,51,8,63,14,114,2020,2020_03_MIA_JAX
MIN,2020-09-20,6,Sun,2,2,@,IND,L 11-28,6,45,9,93,15,138,2020,2020_02_MIN_IND
WAS,2020-09-20,6,Sun,2,2,@,ARI,L 15-30,6,42,11,97,17,139,2020,2020_02_WAS_ARI
LAC,2020-09-20,6,Sun,2,2,,KAN,L 20-23 (OT),6,40,11,90,17,130,2020,2020_02_LAC_KAN
BUF,2020-09-20,6,Sun,2,2,@,MIA,W 31-28,6,55,3,20,9,75,2020,2020_02_BUF_MIA
SEA,2020-09-13,6,Sun,1,1,@,ATL,W 38-25,6,46,6,72,12,118,2020,2020_01_SEA_ATL
LAC,2020-09-13,6,Sun,1,1,@,CIN,W 16-13,6,35,7,44,13,79,2020,2020_01_LAC_CIN
JAX,2020-09-13,6,Sun,1,1,,IND,W 27-20,6,61,5,80,11,141,2020,2020_01_JAX_IND
CHI,2020-09-13,6,Sun,1,1,@,DET,W 27-23,6,48,8,77,14,125,2020,2020_01_CHI_DET
GNB,2020-09-13,6,Sun,1,1,@,MIN,W 43-34,6,63,5,20,11,83,2020,2020_01_GNB_MIN
ATL,2020-09-13,6,Sun,1,1,,SEA,L 25-38,6,72,6,46,12,118,2020,2020_01_ATL_SEA
NOR,2020-09-13,6,Sun,1,1,,TAM,W 34-23,6,119,9,103,15,222,2020,2020_01_NOR_TAM
NWE,2019-12-29,6,Sun,16,17,,MIA,L 24-27,6,54,4,35,10,89,2019,2019_17_NWE_MIA
BAL,2019-12-29,6,Sun,16,17,,PIT,W 28-10,6,35,6,47,12,82,2019,2019_17_BAL_PIT
PIT,2019-12-29,6,Sun,16,17,@,BAL,L 10-28,6,47,6,35,12,82,2019,2019_17_PIT_BAL
TEN,2019-12-22,6,Sun,15,16,,NOR,L 28-38,6,56,11,70,17,126,2019,2019_16_TEN_NOR
WAS,2019-12-22,6,Sun,15,16,,NYG,L 35-41 (OT),6,51,4,33,10,84,2019,2019_16_WAS_NYG
JAX,2019-12-22,6,Sun,15,16,@,ATL,L 12-24,6,36,9,64,15,100,2019,2019_16_JAX_ATL
MIA,2019-12-22,6,Sun,15,16,,CIN,W 38-35 (OT),6,47,10,77,16,124,2019,2019_16_MIA_CIN
CAR,2019-12-22,6,Sun,15,16,@,IND,L 6-38,6,46,0,0,6,46,2019,2019_16_CAR_IND
DEN,2019-12-22,6,Sun,15,16,,DET,W 27-17,6,50,7,68,13,118,2019,2019_16_DEN_DET
TAM,2019-12-21,6,Sat,15,16,,HOU,L 20-23,6,45,4,35,10,80,2019,2019_16_TAM_HOU
NOR,2019-12-16,6,Mon,14,15,,IND,W 34-7,6,52,7,49,13,101,2019,2019_15_NOR_IND
OAK,2019-12-15,6,Sun,14,15,,JAX,L 16-20,6,51,8,87,14,138,2019,2019_15_OAK_JAX
PIT,2019-12-15,6,Sun,14,15,,BUF,L 10-17,6,30,8,70,14,100,2019,2019_15_PIT_BUF
CLE,2019-12-15,6,Sun,14,15,@,ARI,L 24-38,6,55,5,34,11,89,2019,2019_15_CLE_ARI
BAL,2019-12-12,6,Thu,14,15,,NYJ,W 42-21,6,35,8,94,14,129,2019,2019_15_BAL_NYJ
CLE,2019-12-08,6,Sun,13,14,,CIN,W 27-19,6,30,8,99,14,129,2019,2019_14_CLE_CIN
ATL,2019-12-08,6,Sun,13,14,,CAR,W 40-20,6,58,7,44,13,102,2019,2019_14_ATL_CAR
LAC,2019-12-08,6,Sun,13,14,@,JAX,W 45-10,6,65,10,101,16,166,2019,2019_14_LAC_JAX
TAM,2019-12-08,6,Sun,13,14,,IND,W 38-35,6,104,3,35,9,139,2019,2019_14_TAM_IND
DAL,2019-12-05,6,Thu,13,14,@,CHI,L 24-31,6,52,4,30,10,82,2019,2019_14_DAL_CHI
IND,2019-12-01,6,Sun,12,13,,TEN,L 17-31,6,40,3,33,9,73,2019,2019_13_IND_TEN
WAS,2019-12-01,6,Sun,12,13,@,CAR,W 29-21,6,65,5,43,11,108,2019,2019_13_WAS_CAR
SFO,2019-12-01,6,Sun,12,13,@,BAL,L 17-20,6,54,3,23,9,77,2019,2019_13_SFO_BAL
TEN,2019-11-24,6,Sun,11,12,,JAX,W 42-20,6,54,11,104,17,158,2019,2019_12_TEN_JAX
NWE,2019-11-24,6,Sun,11,12,,DAL,W 13-9,6,56,7,50,13,106,2019,2019_12_NWE_DAL
CHI,2019-11-24,6,Sun,11,12,,NYG,W 19-14,6,40,6,35,12,75,2019,2019_12_CHI_NYG
DET,2019-11-24,6,Sun,11,12,@,WAS,L 16-19,6,65,8,63,14,128,2019,2019_12_DET_WAS
NYG,2019-11-24,6,Sun,11,12,@,CHI,L 14-19,6,35,6,40,12,75,2019,2019_12_NYG_CHI
NWE,2019-11-17,6,Sun,10,11,@,PHI,W 17-10,6,89,7,39,13,128,2019,2019_11_NWE_PHI
MIA,2019-11-17,6,Sun,10,11,,BUF,L 20-37,6,44,5,50,11,94,2019,2019_11_MIA_BUF
LAR,2019-11-17,6,Sun,10,11,,CHI,W 17-7,6,34,2,25,8,59,2019,2019_11_LAR_CHI
NYJ,2019-11-17,6,Sun,10,11,@,WAS,W 34-17,6,55,11,66,17,121,2019,2019_11_NYJ_WAS
DEN,2019-11-17,6,Sun,10,11,@,MIN,L 23-27,6,35,5,49,11,84,2019,2019_11_DEN_MIN
DAL,2019-11-17,6,Sun,10,11,@,DET,W 35-27,6,45,11,89,17,134,2019,2019_11_DAL_DET
PIT,2019-11-14,6,Thu,10,11,@,CLE,L 7-21,6,41,8,121,14,162,2019,2019_11_PIT_CLE
NYG,2019-11-10,6,Sun,10,10,@,NYJ,L 27-34,6,62,7,54,13,116,2019,2019_10_NYG_NYJ
MIA,2019-11-03,6,Sun,8,9,,NYJ,W 26-18,6,51,10,105,16,156,2019,2019_09_MIA_NYJ
CAR,2019-11-03,6,Sun,8,9,,TEN,W 30-20,6,77,11,99,17,176,2019,2019_09_CAR_TEN
TEN,2019-10-27,6,Sun,8,8,,TAM,W 27-23,6,77,9,87,15,164,2019,2019_08_TEN_TAM
CIN,2019-10-27,6,Sun,8,8,@,LAR,L 10-24,6,40,9,59,15,99,2019,2019_08_CIN_LAR
IND,2019-10-20,6,Sun,6,7,,HOU,W 30-23,6,45,10,54,16,99,2019,2019_07_IND_HOU
CIN,2019-10-20,6,Sun,7,7,,JAX,L 17-27,6,50,11,130,17,180,2019,2019_07_CIN_JAX
MIN,2019-10-20,6,Sun,7,7,@,DET,W 42-30,6,60,8,67,14,127,2019,2019_07_MIN_DET
DAL,2019-10-20,6,Sun,7,7,,PHI,W 37-10,6,65,5,40,11,105,2019,2019_07_DAL_PHI
MIA,2019-10-20,6,Sun,6,7,@,BUF,L 21-31,6,55,9,83,15,138,2019,2019_07_MIA_BUF
NYG,2019-10-20,6,Sun,7,7,,ARI,L 21-27,6,75,10,85,16,160,2019,2019_07_NYG_ARI
KAN,2019-10-17,6,Thu,7,7,@,DEN,W 30-6,6,46,4,33,10,79,2019,2019_07_KAN_DEN
GNB,2019-10-14,6,Mon,6,6,,DET,W 23-22,6,48,8,50,14,98,2019,2019_06_GNB_DET
PIT,2019-10-13,6,Sun,6,6,@,LAC,W 24-17,6,45,8,74,14,119,2019,2019_06_PIT_LAC
TEN,2019-10-13,6,Sun,6,6,@,DEN,L 0-16,6,40,8,51,14,91,2019,2019_06_TEN_DEN
WAS,2019-10-13,6,Sun,6,6,@,MIA,W 17-16,6,56,5,45,11,101,2019,2019_06_WAS_MIA
NOR,2019-10-06,6,Sun,5,5,,TAM,W 31-24,6,40,4,30,10,70,2019,2019_05_NOR_TAM
OAK,2019-10-06,6,Sun,5,5,,CHI,W 24-21,6,69,10,75,16,144,2019,2019_05_OAK_CHI
WAS,2019-10-06,6,Sun,5,5,,NWE,L 7-33,6,72,7,55,13,127,2019,2019_05_WAS_NWE
LAR,2019-10-03,6,Thu,5,5,@,SEA,L 29-30,6,45,5,45,11,90,2019,2019_05_LAR_SEA
DAL,2019-09-29,6,Sun,4,4,@,NOR,L 10-12,6,64,9,80,15,144,2019,2019_04_DAL_NOR
CAR,2019-09-29,6,Sun,4,4,@,HOU,W 16-10,6,35,7,81,13,116,2019,2019_04_CAR_HOU
CLE,2019-09-29,6,Sun,4,4,@,BAL,W 40-25,6,41,3,15,9,56,2019,2019_04_CLE_BAL
HOU,2019-09-22,6,Sun,3,3,@,LAC,W 27-20,6,65,7,69,13,134,2019,2019_03_HOU_LAC
MIN,2019-09-22,6,Sun,3,3,,OAK,W 34-14,6,59,7,84,13,143,2019,2019_03_MIN_OAK
NYG,2019-09-22,6,Sun,3,3,@,TAM,W 32-31,6,59,4,30,10,89,2019,2019_03_NYG_TAM
PIT,2019-09-22,6,Sun,3,3,@,SFO,L 20-24,6,42,5,71,11,113,2019,2019_03_PIT_SFO
WAS,2019-09-15,6,Sun,2,2,,DAL,L 21-31,6,44,8,67,14,111,2019,2019_02_WAS_DAL
GNB,2019-09-15,6,Sun,2,2,,MIN,W 21-16,6,35,8,100,14,135,2019,2019_02_GNB_MIN
DEN,2019-09-09,6,Mon,1,1,@,OAK,L 16-24,6,44,9,62,15,106,2019,2019_01_DEN_OAK
CAR,2019-09-08,6,Sun,1,1,,LAR,L 27-30,6,46,5,43,11,89,2019,2019_01_CAR_LAR
PIT,2019-09-08,6,Sun,1,1,@,NWE,L 3-33,6,54,7,55,13,109,2019,2019_01_PIT_NWE
TEN,2019-09-08,6,Sun,1,1,@,CLE,W 43-13,6,54,18,182,24,236,2019,2019_01_TEN_CLE
DAL,2019-09-08,6,Sun,1,1,,NYG,W 35-17,6,47,8,70,14,117,2019,2019_01_DAL_NYG
PHI,2019-09-08,6,Sun,1,1,,WAS,W 32-27,6,55,12,96,18,151,2019,2019_01_PHI_WAS
DAL,2018-12-30,6,Sun,16,17,@,NYG,W 36-35,6,46,11,78,17,124,2018,2018_17_DAL_NYG
LAC,2018-12-30,6,Sun,16,17,@,DEN,W 23-9,6,51,11,99,17,150,2018,2018_17_LAC_DEN
LAR,2018-12-30,6,Sun,16,17,,SFO,W 48-32,6,57,5,41,11,98,2018,2018_17_LAR_SFO
NOR,2018-12-30,6,Sun,16,17,,CAR,L 14-33,6,94,2,10,8,104,2018,2018_17_NOR_CAR
OAK,2018-12-24,6,Mon,15,16,,DEN,W 27-14,6,50,11,91,17,141,2018,2018_16_OAK_DEN
IND,2018-12-23,6,Sun,15,16,,NYG,W 28-27,6,29,6,24,12,53,2018,2018_16_IND_NYG
NYG,2018-12-23,6,Sun,15,16,@,IND,L 27-28,6,24,6,29,12,53,2018,2018_16_NYG_IND
LAR,2018-12-23,6,Sun,15,16,@,ARI,W 31-9,6,66,7,54,13,120,2018,2018_16_LAR_ARI
SFO,2018-12-23,6,Sun,15,16,,CHI,L 9-14,6,45,4,30,10,75,2018,2018_16_SFO_CHI
CLE,2018-12-23,6,Sun,15,16,,CIN,W 26-18,6,57,3,15,9,72,2018,2018_16_CLE_CIN
PIT,2018-12-23,6,Sun,15,16,@,NOR,L 28-31,6,79,9,91,15,170,2018,2018_16_PIT_NOR
TAM,2018-12-16,6,Sun,14,15,@,BAL,L 12-20,6,58,8,70,14,128,2018,2018_15_TAM_BAL
MIN,2018-12-16,6,Sun,14,15,,MIA,W 41-17,6,45,8,49,14,94,2018,2018_15_MIN_MIA
ATL,2018-12-16,6,Sun,14,15,,ARI,W 40-14,6,50,8,75,14,125,2018,2018_15_ATL_ARI
PHI,2018-12-16,6,Sun,14,15,@,LAR,W 30-23,6,49,5,50,11,99,2018,2018_15_PHI_LAR
WAS,2018-12-16,6,Sun,14,15,@,JAX,W 16-13,6,48,8,55,14,103,2018,2018_15_WAS_JAX
IND,2018-12-16,6,Sun,14,15,,DAL,W 23-0,6,55,9,74,15,129,2018,2018_15_IND_DAL
CLE,2018-12-15,6,Sat,14,15,@,DEN,W 17-16,6,75,8,51,14,126,2018,2018_15_CLE_DEN
CIN,2018-12-09,6,Sun,13,14,@,LAC,L 21-26,6,34,6,38,12,72,2018,2018_14_CIN_LAC
NOR,2018-12-09,6,Sun,13,14,@,TAM,W 28-14,6,51,10,84,16,135,2018,2018_14_NOR_TAM
LAC,2018-12-09,6,Sun,13,14,,CIN,W 26-21,6,38,6,34,12,72,2018,2018_14_LAC_CIN
CHI,2018-12-09,6,Sun,13,14,,LAR,W 15-6,6,45,9,57,15,102,2018,2018_14_CHI_LAR
GNB,2018-12-09,6,Sun,13,14,,ATL,W 34-20,6,37,13,101,19,138,2018,2018_14_GNB_ATL
CLE,2018-12-02,6,Sun,12,13,@,HOU,L 13-29,6,45,5,77,11,122,2018,2018_13_CLE_HOU
IND,2018-12-02,6,Sun,12,13,@,JAX,L 0-6,6,65,8,74,14,139,2018,2018_13_IND_JAX
BAL,2018-11-25,6,Sun,11,12,,OAK,W 34-17,6,45,4,24,10,69,2018,2018_12_BAL_OAK
MIN,2018-11-25,6,Sun,11,12,,GNB,W 24-17,6,55,4,20,10,75,2018,2018_12_MIN_GNB
DEN,2018-11-25,6,Sun,11,12,,PIT,W 24-17,6,50,5,34,11,84,2018,2018_12_DEN_PIT
PHI,2018-11-18,6,Sun,10,11,@,NOR,L 7-48,6,49,8,69,14,118,2018,2018_11_PHI_NOR
WAS,2018-11-18,6,Sun,10,11,,HOU,L 21-23,6,43,7,40,13,83,2018,2018_11_WAS_HOU
SEA,2018-11-15,6,Thu,10,11,,GNB,W 27-24,6,30,5,80,11,110,2018,2018_11_SEA_GNB
CHI,2018-11-11,6,Sun,9,10,,DET,W 34-22,6,46,6,41,12,87,2018,2018_10_CHI_DET
OAK,2018-11-11,6,Sun,9,10,,LAC,L 6-20,6,55,6,70,12,125,2018,2018_10_OAK_LAC
LAC,2018-11-11,6,Sun,9,10,@,OAK,W 20-6,6,70,6,55,12,125,2018,2018_10_LAC_OAK
GNB,2018-11-11,6,Sun,9,10,,MIA,W 31-12,6,45,3,10,9,55,2018,2018_10_GNB_MIA
DET,2018-11-11,6,Sun,9,10,@,CHI,L 22-34,6,41,6,46,12,87,2018,2018_10_DET_CHI
DAL,2018-11-05,6,Mon,8,9,,TEN,L 14-28,6,52,3,20,9,72,2018,2018_09_DAL_TEN
OAK,2018-11-01,6,Thu,8,9,@,SFO,L 3-34,6,40,3,23,9,63,2018,2018_09_OAK_SFO
BUF,2018-10-29,6,Mon,8,8,,NWE,L 6-25,6,51,5,33,11,84,2018,2018_08_BUF_NWE
MIN,2018-10-28,6,Sun,8,8,,NOR,L 20-30,6,54,7,64,13,118,2018,2018_08_MIN_NOR
NOR,2018-10-21,6,Sun,6,7,@,BAL,W 24-23,6,52,5,54,11,106,2018,2018_07_NOR_BAL
MIN,2018-10-21,6,Sun,7,7,@,NYJ,W 37-17,6,55,8,71,14,126,2018,2018_07_MIN_NYJ
DET,2018-10-21,6,Sun,6,7,@,MIA,W 32-21,6,43,4,50,10,93,2018,2018_07_DET_MIA
HOU,2018-10-21,6,Sun,7,7,@,JAX,W 20-7,6,35,2,15,8,50,2018,2018_07_HOU_JAX
GNB,2018-10-15,6,Mon,6,6,,SFO,W 33-30,6,54,2,10,8,64,2018,2018_06_GNB_SFO
CLE,2018-10-14,6,Sun,6,6,,LAC,L 14-38,6,53,10,72,16,125,2018,2018_06_CLE_LAC
HOU,2018-10-14,6,Sun,6,6,,BUF,W 20-13,6,50,12,104,18,154,2018,2018_06_HOU_BUF
CHI,2018-10-14,6,Sun,5,6,@,MIA,L 28-31 (OT),6,58,7,67,13,125,2018,2018_06_CHI_MIA
DEN,2018-10-14,6,Sun,6,6,,LAR,L 20-23,6,61,10,81,16,142,2018,2018_06_DEN_LAR
CIN,2018-10-14,6,Sun,6,6,,PIT,L 21-28,6,30,9,69,15,99,2018,2018_06_CIN_PIT
WAS,2018-10-08,6,Mon,4,5,@,NOR,L 19-43,6,38,4,45,10,83,2018,2018_05_WAS_NOR
DEN,2018-10-07,6,Sun,5,5,@,NYJ,L 16-34,6,45,4,33,10,78,2018,2018_05_DEN_NYJ
CIN,2018-10-07,6,Sun,5,5,,MIA,W 27-17,6,47,9,85,15,132,2018,2018_05_CIN_MIA
NWE,2018-09-30,6,Sun,4,4,,MIA,W 38-7,6,57,10,89,16,146,2018,2018_04_NWE_MIA
NYG,2018-09-30,6,Sun,4,4,,NOR,L 18-33,6,67,5,51,11,118,2018,2018_04_NYG_NOR
CIN,2018-09-30,6,Sun,4,4,@,ATL,W 37-36,6,55,10,95,16,150,2018,2018_04_CIN_ATL
OAK,2018-09-30,6,Sun,4,4,,CLE,W 45-42 (OT),6,65,8,55,14,120,2018,2018_04_OAK_CLE
NYJ,2018-09-30,6,Sun,4,4,@,JAX,L 12-31,6,43,9,89,15,132,2018,2018_04_NYJ_JAX
LAR,2018-09-23,6,Sun,3,3,,LAC,W 35-23,6,64,4,30,10,94,2018,2018_03_LAR_LAC
MIN,2018-09-23,6,Sun,3,3,,BUF,L 6-27,6,59,12,84,18,143,2018,2018_03_MIN_BUF
WAS,2018-09-23,6,Sun,3,3,,GNB,W 31-17,6,66,11,115,17,181,2018,2018_03_WAS_GNB
KAN,2018-09-23,6,Sun,3,3,,SFO,W 38-27,6,48,14,147,20,195,2018,2018_03_KAN_SFO
ARI,2018-09-23,6,Sun,3,3,,CHI,L 14-16,6,43,7,45,13,88,2018,2018_03_ARI_CHI
DET,2018-09-23,6,Sun,3,3,,NWE,W 26-10,6,70,5,38,11,108,2018,2018_03_DET_NWE
NYJ,2018-09-20,6,Thu,3,3,@,CLE,L 17-21,6,55,5,41,11,96,2018,2018_03_NYJ_CLE
DAL,2018-09-16,6,Sun,2,2,,NYG,W 20-13,6,47,3,24,9,71,2018,2018_02_DAL_NYG
IND,2018-09-16,6,Sun,2,2,@,WAS,W 21-9,6,26,7,90,13,116,2018,2018_02_IND_WAS
BUF,2018-09-16,6,Sun,2,2,,LAC,L 20-31,6,31,6,45,12,76,2018,2018_02_BUF_LAC
DEN,2018-09-16,6,Sun,2,2,,OAK,W 20-19,6,35,4,30,10,65,2018,2018_02_DEN_OAK
PHI,2018-09-16,6,Sun,2,2,@,TAM,L 21-27,6,55,4,44,10,99,2018,2018_02_PHI_TAM
LAC,2018-09-16,6,Sun,2,2,@,BUF,W 31-20,6,45,6,31,12,76,2018,2018_02_LAC_BUF
KAN,2018-09-09,6,Sun,1,1,@,LAC,W 38-28,6,50,7,45,13,95,2018,2018_01_KAN_LAC
HOU,2018-09-09,6,Sun,1,1,@,NWE,L 20-27,6,44,6,36,12,80,2018,2018_01_HOU_NWE
NWE,2018-09-09,6,Sun,1,1,,HOU,W 27-20,6,36,6,44,12,80,2018,2018_01_NWE_HOU
NYG,2018-09-09,6,Sun,1,1,,JAX,L 15-20,6,43,11,119,17,162,2018,2018_01_NYG_JAX
CIN,2017-12-31,6,Sun,16,17,@,BAL,W 31-27,6,60,5,47,11,107,2017,2017_17_CIN_BAL
OAK,2017-12-31,6,Sun,16,17,@,LAC,L 10-30,6,85,7,65,13,150,2017,2017_17_OAK_LAC
BUF,2017-12-31,6,Sun,16,17,@,MIA,W 22-16,6,45,14,145,20,190,2017,2017_17_BUF_MIA
LAR,2017-12-31,6,Sun,16,17,,SFO,L 13-34,6,46,4,23,10,69,2017,2017_17_LAR_SFO
JAX,2017-12-31,6,Sun,16,17,@,TEN,L 10-15,6,41,2,15,8,56,2017,2017_17_JAX_TEN
ARI,2017-12-24,6,Sun,15,16,,NYG,W 23-0,6,45,10,101,16,146,2017,2017_16_ARI_NYG
CAR,2017-12-24,6,Sun,15,16,,TAM,W 22-19,6,50,12,72,18,122,2017,2017_16_CAR_TAM
WAS,2017-12-24,6,Sun,15,16,,DEN,W 27-11,6,35,3,30,9,65,2017,2017_16_WAS_DEN
GNB,2017-12-23,6,Sat,15,16,,MIN,L 0-16,6,79,2,10,8,89,2017,2017_16_GNB_MIN
ATL,2017-12-18,6,Mon,14,15,@,TAM,W 24-21,6,60,7,53,13,113,2017,2017_15_ATL_TAM
PIT,2017-12-17,6,Sun,14,15,,NWE,L 24-27,6,63,2,4,8,67,2017,2017_15_PIT_NWE
GNB,2017-12-17,6,Sun,14,15,@,CAR,L 24-31,6,28,5,40,11,68,2017,2017_15_GNB_CAR
CLE,2017-12-17,6,Sun,14,15,,BAL,L 10-27,6,35,7,57,13,92,2017,2017_15_CLE_BAL
SEA,2017-12-10,6,Sun,13,14,@,JAX,L 24-30,6,73,7,48,13,121,2017,2017_14_SEA_JAX
PIT,2017-12-10,6,Sun,13,14,,BAL,W 39-38,6,101,5,35,11,136,2017,2017_14_PIT_BAL
CAR,2017-12-10,6,Sun,13,14,,MIN,W 31-24,6,48,2,30,8,78,2017,2017_14_CAR_MIN
CLE,2017-12-10,6,Sun,13,14,,GNB,L 21-27 (OT),6,45,3,20,9,65,2017,2017_14_CLE_GNB
TEN,2017-12-10,6,Sun,13,14,@,ARI,L 7-12,6,48,5,30,11,78,2017,2017_14_TEN_ARI
CAR,2017-12-03,6,Sun,12,13,@,NOR,L 21-31,6,54,7,68,13,122,2017,2017_13_CAR_NOR
MIN,2017-12-03,6,Sun,12,13,@,ATL,W 14-9,6,51,7,55,13,106,2017,2017_13_MIN_ATL
OAK,2017-12-03,6,Sun,12,13,,NYG,W 24-17,6,42,1,5,7,47,2017,2017_13_OAK_NYG
DET,2017-12-03,6,Sun,12,13,@,BAL,L 20-44,6,45,2,25,8,70,2017,2017_13_DET_BAL
JAX,2017-12-03,6,Sun,12,13,,IND,W 30-10,6,55,4,31,10,86,2017,2017_13_JAX_IND
HOU,2017-11-27,6,Mon,11,12,@,BAL,L 16-23,6,36,7,89,13,125,2017,2017_12_HOU_BAL
MIA,2017-11-26,6,Sun,11,12,@,NWE,L 17-35,6,52,7,70,13,122,2017,2017_12_MIA_NWE
BUF,2017-11-26,6,Sun,11,12,@,KAN,W 16-10,6,50,6,50,12,100,2017,2017_12_BUF_KAN
KAN,2017-11-26,6,Sun,11,12,,BUF,L 10-16,6,50,6,50,12,100,2017,2017_12_KAN_BUF
SEA,2017-11-26,6,Sun,11,12,@,SFO,W 24-13,6,35,7,74,13,109,2017,2017_12_SEA_SFO
NYG,2017-11-23,6,Thu,11,12,@,WAS,L 10-20,6,79,8,55,14,134,2017,2017_12_NYG_WAS
JAX,2017-11-19,6,Sun,10,11,@,CLE,W 19-7,6,40,0,0,6,40,2017,2017_11_JAX_CLE
