Team,Date,Cmp,Day,G#,Week,,Opp,Result,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Season,game_id
DET,2017-10-08,26,Sun,5,5,,CAR,L 24-27,26,33,78.8,334,3,3,21,0,139.1,2017,2017_05_DET_CAR
NWE,2017-10-05,26,Thu,5,5,@,TAM,W 19-14,26,46,56.5,319,1,2,15,0,85.3,2017,2017_05_NWE_TAM
NYJ,2017-09-24,26,Sun,3,3,,MIA,W 20-6,26,45,57.8,195,1,3,25,2,57.2,2017,2017_03_NYJ_MIA
ATL,2017-09-10,26,Sun,1,1,@,CHI,W 23-17,26,40,65.0,176,1,4,37,0,82.9,2017,2017_01_ATL_CHI
BUF,2017-09-10,26,Sun,1,1,,NYJ,W 21-12,26,39,66.7,176,0,1,11,2,55.1,2017,2017_01_BUF_NYJ
WAS,2017-09-10,26,Sun,1,1,,PHI,L 17-30,26,39,66.7,298,2,2,9,1,95.9,2017,2017_01_WAS_PHI
BAL,2023-01-08,25,Sun,17,18,@,CIN,L 16-27,25,42,59.5,202,1,2,13,0,79.7,2022,2022_18_BAL_CIN
JAX,2023-01-01,25,Sun,16,17,@,HOU,W 31-3,25,44,56.8,193,0,2,18,0,67.7,2022,2022_17_JAX_HOU
TAM,2022-12-25,25,Sun,15,16,@,ARI,W 19-16 (OT),25,46,54.3,204,0,1,17,1,56.8,2022,2022_16_TAM_ARI
CAR,2022-12-24,25,Sat,15,16,,DET,W 37-23,25,42,59.5,336,3,2,19,0,108.8,2022,2022_16_CAR_DET
KAN,2022-12-24,25,Sat,15,16,,SEA,W 24-10,25,40,62.5,200,1,2,15,1,72.9,2022,2022_16_KAN_SEA
SFO,2022-12-24,25,Sat,15,16,,WAS,W 37-20,25,34,73.5,270,3,2,19,1,113.6,2022,2022_16_SFO_WAS
MIA,2022-12-17,25,Sat,14,15,@,BUF,L 29-32,25,40,62.5,296,4,2,8,0,118.3,2022,2022_15_MIA_BUF
JAX,2022-12-11,25,Sun,13,14,@,TEN,W 36-22,25,38,65.8,227,2,4,27,1,88.4,2022,2022_14_JAX_TEN
WAS,2022-12-04,25,Sun,13,13,@,NYG,T 20-20 (OT),25,31,80.6,182,1,4,18,0,101.9,2022,2022_13_WAS_NYG
KAN,2022-12-04,25,Sun,12,13,@,CIN,L 24-27,25,31,80.6,279,2,1,7,0,125.7,2022,2022_13_KAN_CIN
SEA,2022-11-27,25,Sun,11,12,,LVR,L 34-40 (OT),25,36,69.4,293,3,1,2,2,98.5,2022,2022_12_SEA_LVR
CIN,2022-11-20,25,Sun,10,11,@,PIT,W 37-30,25,42,59.5,249,1,2,16,0,84.3,2022,2022_11_CIN_PIT
ARI,2022-11-13,25,Sun,10,10,@,LAR,W 27-17,25,37,67.6,190,1,3,19,1,77.5,2022,2022_10_ARI_LAR
LVR,2022-11-06,25,Sun,8,9,@,JAX,L 20-27,25,31,80.6,235,1,0,0,0,109.0,2022,2022_09_LVR_JAX
CAR,2022-11-06,25,Sun,9,9,@,CIN,L 21-42,25,31,80.6,223,1,2,5,0,107.4,2022,2022_09_CAR_CIN
SEA,2022-11-06,25,Sun,9,9,@,ARI,W 31-21,25,35,71.4,140,2,5,35,0,97.3,2022,2022_09_SEA_ARI
CLE,2022-10-31,25,Mon,8,8,,CIN,W 32-13,25,35,71.4,193,2,5,39,1,91.7,2022,2022_08_CLE_CIN
SFO,2022-10-23,25,Sun,7,7,,KAN,L 23-44,25,36,69.4,417,3,1,6,1,124.4,2022,2022_07_SFO_KAN
BUF,2022-10-16,25,Sun,6,6,@,KAN,W 24-20,25,40,62.5,319,2,3,19,2,83.2,2022,2022_06_BUF_KAN
PIT,2022-10-16,25,Sun,6,6,,TAM,W 20-18,25,40,62.5,229,1,2,14,0,86.4,2022,2022_06_PIT_TAM
NYG,2022-10-09,25,Sun,5,5,@,GNB,W 27-22,25,39,64.1,207,2,2,15,0,94.7,2022,2022_05_NYG_GNB
HOU,2022-10-09,25,Sun,5,5,@,JAX,W 13-6,25,47,53.2,286,0,0,0,2,54.0,2022,2022_05_HOU_JAX
TEN,2022-10-09,25,Sun,5,5,@,WAS,W 21-17,25,38,65.8,342,2,3,17,1,101.0,2022,2022_05_TEN_WAS
SFO,2022-10-09,25,Sun,5,5,@,CAR,W 37-15,25,42,59.5,244,0,6,31,1,66.0,2022,2022_05_SFO_CAR
DAL,2022-10-02,25,Sun,4,4,,WAS,W 25-10,25,42,59.5,155,1,2,15,2,55.2,2022,2022_04_DAL_WAS
CAR,2022-09-25,25,Sun,3,3,,NOR,W 22-14,25,41,61.0,342,1,1,11,2,75.5,2022,2022_03_CAR_NOR
JAX,2022-09-25,25,Sun,3,3,@,LAC,W 38-10,25,45,55.6,286,1,1,11,1,73.0,2022,2022_03_JAX_LAC
PHI,2022-09-25,25,Sun,3,3,@,WAS,W 24-8,25,43,58.1,153,0,9,58,0,65.4,2022,2022_03_PHI_WAS
MIN,2022-09-25,25,Sun,3,3,,DET,W 28-24,25,41,61.0,277,1,0,0,1,79.0,2022,2022_03_MIN_DET
IND,2022-09-18,25,Sun,2,2,@,JAX,L 0-24,25,30,83.3,235,2,0,0,0,121.5,2022,2022_02_IND_JAX
TAM,2022-09-18,25,Sun,2,2,@,NOR,W 20-10,25,40,62.5,208,1,6,28,3,52.9,2022,2022_02_TAM_NOR
ARI,2022-09-18,25,Sun,2,2,@,LVR,W 29-23 (OT),25,39,64.1,244,2,1,8,0,98.7,2022,2022_02_ARI_LVR
NYJ,2022-01-09,25,Sun,17,18,@,BUF,L 10-27,25,46,54.3,254,2,0,0,0,84.9,2021,2021_18_NYJ_BUF
ARI,2022-01-02,25,Sun,16,17,@,DAL,W 25-22,25,39,64.1,256,3,1,1,0,108.5,2021,2021_17_ARI_DAL
JAX,2022-01-02,25,Sun,16,17,@,NWE,L 10-50,25,34,73.5,290,3,0,0,0,128.3,2021,2021_17_JAX_NWE
ATL,2021-12-26,25,Sun,15,16,,DET,W 20-16,25,35,71.4,208,1,0,0,1,84.0,2021,2021_16_ATL_DET
CLE,2021-12-20,25,Mon,14,15,,LVR,L 14-16,25,38,65.8,230,1,2,6,1,79.9,2021,2021_15_CLE_LVR
SFO,2021-12-12,25,Sun,13,14,@,CIN,W 26-23 (OT),25,34,73.5,311,2,5,37,0,121.1,2021,2021_14_SFO_CIN
MIN,2021-12-05,25,Sun,12,13,@,DET,L 27-29,25,41,61.0,272,3,3,24,1,94.8,2021,2021_13_MIN_DET
IND,2021-11-28,25,Sun,12,12,,TAM,L 31-38,25,34,73.5,217,1,2,9,1,87.5,2021,2021_12_IND_TAM
ARI,2021-11-14,25,Sun,10,10,,CAR,L 10-34,25,33,75.8,175,1,0,0,1,84.8,2021,2021_10_ARI_CAR
LAC,2021-11-14,25,Sun,9,10,,MIN,L 20-27,25,37,67.6,278,2,2,16,0,107.7,2021,2021_10_LAC_MIN
KAN,2021-11-14,25,Sun,10,10,@,LVR,W 41-14,25,35,71.4,249,2,2,12,1,98.4,2021,2021_10_KAN_LVR
MIN,2021-10-31,25,Sun,7,8,,DAL,L 16-20,25,41,61.0,341,2,3,19,1,93.6,2021,2021_08_MIN_DAL
PHI,2021-10-31,25,Sun,8,8,@,DET,W 44-6,25,34,73.5,171,0,6,51,0,84.3,2021,2021_08_PHI_DET
MIA,2021-10-24,25,Sun,7,7,,ATL,L 28-30,25,40,62.5,325,2,1,11,1,94.3,2021,2021_07_MIA_ATL
GNB,2021-10-24,25,Sun,7,7,,WAS,W 24-10,25,37,67.6,235,1,4,33,1,82.6,2021,2021_07_GNB_WAS
MIA,2021-10-17,25,Sun,6,6,@,JAX,L 20-23,25,41,61.0,312,1,2,7,0,92.7,2021,2021_06_MIA_JAX
BAL,2021-10-11,25,Mon,5,5,,IND,W 31-25 (OT),25,35,71.4,390,2,2,12,0,127.1,2021,2021_05_BAL_IND
DET,2021-10-10,25,Sun,5,5,@,MIN,L 17-19,25,34,73.5,264,1,2,11,1,93.3,2021,2021_05_DET_MIN
SEA,2021-10-07,25,Thu,5,5,,LAR,L 17-26,25,37,67.6,358,1,1,7,1,96.5,2021,2021_05_SEA_LAR
LVR,2021-10-04,25,Mon,4,4,@,LAC,L 14-28,25,39,64.1,212,3,2,10,0,103.8,2021,2021_04_LVR_LAC
WAS,2021-10-03,25,Sun,4,4,@,ATL,W 34-30,25,42,59.5,275,4,1,8,0,110.7,2021,2021_04_WAS_ATL
JAX,2021-09-30,25,Thu,4,4,@,CIN,L 21-24,25,32,78.1,342,2,1,6,0,132.0,2021,2021_04_JAX_CIN
DAL,2021-09-27,25,Mon,3,3,,PHI,W 41-21,25,39,64.1,303,2,2,23,2,83.6,2021,2021_03_DAL_PHI
GNB,2021-09-26,25,Sun,3,3,@,SFO,W 30-28,25,40,62.5,231,2,4,26,1,84.5,2021,2021_03_GNB_SFO
BUF,2021-09-19,25,Sun,2,2,@,MIA,W 35-0,25,44,56.8,145,0,6,37,1,53.7,2021,2021_02_BUF_MIA
SEA,2021-09-12,25,Sun,1,1,@,IND,W 28-16,25,38,65.8,223,2,3,28,0,98.9,2021,2021_01_SEA_IND
LVR,2021-01-03,25,Sun,16,17,@,DEN,W 32-31,25,41,61.0,324,2,2,15,0,102.1,2020,2020_17_LVR_DEN
SEA,2021-01-03,25,Sun,16,17,@,SFO,W 26-23,25,37,67.6,242,1,3,31,0,94.7,2020,2020_17_SEA_SFO
NYJ,2020-12-13,25,Sun,13,14,@,SEA,L 3-40,25,32,78.1,236,4,1,3,1,124.0,2020,2020_14_NYJ_SEA
WAS,2020-12-13,25,Sun,13,14,@,SFO,W 23-15,25,45,55.6,236,1,4,24,1,68.4,2020,2020_14_WAS_SFO
PHI,2020-12-06,25,Sun,12,13,@,GNB,L 16-30,25,34,73.5,288,3,2,7,0,128.1,2020,2020_13_PHI_GNB
DEN,2020-12-06,25,Sun,12,13,@,KAN,L 16-22,25,40,62.5,313,1,1,5,0,95.1,2020,2020_13_DEN_KAN
ATL,2020-11-29,25,Sun,11,12,,LVR,W 43-6,25,39,64.1,203,0,5,37,1,66.5,2020,2020_12_ATL_LVR
WAS,2020-11-26,25,Thu,11,12,@,DAL,W 41-16,25,35,71.4,187,1,4,28,1,81.5,2020,2020_12_WAS_DAL
WAS,2020-11-22,25,Sun,10,11,,CIN,W 20-9,25,44,56.8,202,1,4,31,1,66.7,2020,2020_11_WAS_CIN
CHI,2020-11-16,25,Mon,10,10,,MIN,L 13-19,25,36,69.4,286,2,1,6,1,100.0,2020,2020_10_CHI_MIN
DEN,2020-11-08,25,Sun,8,9,@,ATL,L 27-34,25,35,71.4,271,3,2,13,1,110.5,2020,2020_09_DEN_ATL
BAL,2020-11-08,25,Sun,8,9,@,IND,W 24-10,25,44,56.8,227,0,0,0,1,61.5,2020,2020_09_BAL_IND
ATL,2020-11-08,25,Sun,9,9,,DEN,W 34-27,25,48,52.1,302,2,1,11,1,76.9,2020,2020_09_ATL_DEN
SFO,2020-11-05,25,Thu,9,9,,GNB,L 17-34,25,31,80.6,294,4,1,11,0,145.8,2020,2020_09_SFO_GNB
ATL,2020-10-25,25,Sun,7,7,,DET,L 22-23,25,36,69.4,322,1,2,18,0,106.5,2020,2020_07_ATL_DET
NYG,2020-10-22,25,Thu,7,7,@,PHI,L 21-22,25,43,58.1,346,2,3,13,1,89.9,2020,2020_07_NYG_PHI
IND,2020-10-18,25,Sun,6,6,,CIN,W 31-27,25,39,64.1,300,0,2,13,1,76.9,2020,2020_06_IND_CIN
DET,2020-10-18,25,Sun,5,6,@,JAX,W 34-16,25,44,56.8,231,1,1,12,1,69.4,2020,2020_06_DET_JAX
JAX,2020-10-11,25,Sun,5,5,@,HOU,L 14-30,25,35,71.4,357,3,1,2,2,108.9,2020,2020_05_JAX_HOU
CHI,2020-10-08,25,Thu,5,5,,TAM,W 20-19,25,41,61.0,233,1,3,20,0,84.7,2020,2020_05_CHI_TAM
JAX,2020-10-04,25,Sun,4,4,@,CIN,L 25-33,25,36,69.4,300,1,1,0,1,92.4,2020,2020_04_JAX_CIN
NYG,2020-10-04,25,Sun,4,4,@,LAR,L 9-17,25,32,78.1,182,1,2,18,0,100.8,2020,2020_04_NYG_LAR
DEN,2020-10-01,25,Thu,4,4,@,NYJ,W 37-28,25,44,56.8,192,0,6,54,0,67.6,2020,2020_04_DEN_NYJ
TAM,2020-09-27,25,Sun,3,3,@,DEN,W 28-10,25,39,64.1,184,1,6,45,2,62.3,2020,2020_03_TAM_DEN
NYG,2020-09-27,25,Sun,3,3,,SFO,L 9-36,25,36,69.4,327,1,2,16,0,107.1,2020,2020_03_NYG_SFO
DEN,2020-09-27,25,Sun,3,3,,TAM,L 10-28,25,38,65.8,285,3,2,12,0,114.5,2020,2020_03_DEN_TAM
BAL,2020-09-20,25,Sun,2,2,@,HOU,W 33-16,25,36,69.4,253,1,4,22,1,86.9,2020,2020_02_BAL_HOU
CHI,2020-09-20,25,Sun,2,2,,NYG,W 17-13,25,40,62.5,220,0,4,21,1,66.7,2020,2020_02_CHI_NYG
LAR,2020-09-13,25,Sun,1,1,,DAL,W 20-17,25,39,64.1,244,1,3,22,0,90.1,2020,2020_01_LAR_DAL
SFO,2019-12-29,25,Sun,16,17,@,SEA,W 26-21,25,40,62.5,223,2,1,10,0,94.1,2019,2019_17_SFO_SEA
NYJ,2019-12-22,25,Sun,15,16,,PIT,W 16-10,25,37,67.6,185,1,4,28,2,65.7,2019,2019_16_NYJ_PIT
PHI,2019-12-22,25,Sun,15,16,,DAL,W 17-9,25,44,56.8,257,0,2,8,0,73.8,2019,2019_16_PHI_DAL
HOU,2019-12-21,25,Sat,15,16,@,TAM,W 23-20,25,48,52.1,329,1,3,6,4,46.3,2019,2019_16_HOU_TAM
SFO,2019-12-15,25,Sun,14,15,,ATL,L 22-29,25,39,64.1,201,2,2,9,0,94.1,2019,2019_15_SFO_ATL
SEA,2019-12-15,25,Sun,14,15,@,CAR,W 30-24,25,42,59.5,269,1,1,8,3,56.5,2019,2019_15_SEA_CAR
LAC,2019-12-08,25,Sun,13,14,@,JAX,W 45-10,25,38,65.8,164,1,2,7,0,83.7,2019,2019_14_LAC_JAX
TEN,2019-12-08,25,Sun,13,14,@,OAK,W 42-21,25,34,73.5,258,2,2,4,0,114.6,2019,2019_14_TEN_OAK
TEN,2019-12-01,25,Sun,12,13,@,IND,W 31-17,25,40,62.5,309,1,3,10,2,73.9,2019,2019_13_TEN_IND
NYG,2019-11-24,25,Sun,11,12,@,CHI,L 14-19,25,41,61.0,270,1,2,8,2,68.1,2019,2019_12_NYG_CHI
LAR,2019-11-17,25,Sun,10,11,,CHI,W 17-7,25,47,53.2,193,1,3,6,1,61.7,2019,2019_11_LAR_CHI
CIN,2019-11-17,25,Sun,10,11,@,OAK,L 10-17,25,29,86.2,273,1,3,19,1,103.0,2019,2019_11_CIN_OAK
MIN,2019-11-03,25,Sun,9,9,@,KAN,L 23-26,25,35,71.4,230,1,5,45,0,98.5,2019,2019_09_MIN_KAN
NYG,2019-10-27,25,Sun,8,8,@,DET,L 26-31,25,32,78.1,316,3,4,26,1,126.0,2019,2019_08_NYG_DET
OAK,2019-10-20,25,Sun,6,7,@,GNB,L 24-42,25,31,80.6,421,5,1,8,0,158.3,2019,2019_07_OAK_GNB
CHI,2019-10-06,25,Sun,5,5,@,OAK,L 21-24,25,32,78.1,229,0,0,0,0,96.5,2019,2019_05_CHI_OAK
MIA,2019-09-29,25,Sun,4,4,,LAC,L 10-30,25,31,80.6,311,2,1,6,0,130.0,2019,2019_04_MIA_LAC
WAS,2019-09-23,25,Mon,3,3,,CHI,L 15-31,25,31,80.6,208,3,3,23,1,113.4,2019,2019_03_WAS_CHI
LAC,2019-09-22,25,Sun,3,3,,HOU,L 20-27,25,34,73.5,337,3,2,14,0,134.1,2019,2019_03_LAC_HOU
BAL,2019-09-15,25,Sun,2,2,,ARI,W 23-17,25,40,62.5,329,0,3,20,0,88.4,2019,2019_02_BAL_ARI
TAM,2019-09-12,25,Thu,2,2,@,CAR,W 20-14,25,51,49.0,313,0,3,20,0,68.5,2019,2019_02_TAM_CAR
LAR,2019-09-08,25,Sun,1,1,@,CAR,W 30-27,25,38,65.8,216,0,3,23,1,69.6,2019,2019_01_LAR_CAR
TEN,2019-09-08,25,Sun,1,1,@,CLE,W 43-13,25,38,65.8,244,1,5,41,3,59.5,2019,2019_01_TEN_CLE
NYG,2019-09-08,25,Sun,1,1,@,DAL,L 17-35,25,32,78.1,405,4,0,0,0,158.3,2019,2019_01_NYG_DAL
JAX,2019-09-08,25,Sun,1,1,,KAN,L 26-40,25,34,73.5,378,3,0,0,0,139.1,2019,2019_01_JAX_KAN
PIT,2019-09-08,25,Sun,1,1,@,NWE,L 3-33,25,37,67.6,366,3,1,7,0,126.6,2019,2019_01_PIT_NWE
IND,2019-09-08,25,Sun,1,1,@,LAC,L 24-30 (OT),25,34,73.5,310,3,4,23,1,118.5,2019,2019_01_IND_LAC
JAX,2018-12-30,25,Sun,16,17,@,HOU,L 3-20,25,35,71.4,208,0,6,26,0,86.4,2018,2018_17_JAX_HOU
SFO,2018-12-23,25,Sun,15,16,,CHI,L 9-14,25,29,86.2,235,1,3,11,0,111.9,2018,2018_16_SFO_CHI
IND,2018-12-23,25,Sun,15,16,,NYG,W 28-27,25,33,75.8,309,1,0,0,1,101.7,2018,2018_16_IND_NYG
CHI,2018-12-16,25,Sun,14,15,,GNB,W 24-17,25,42,59.5,235,0,5,39,1,65.1,2018,2018_15_CHI_GNB
PIT,2018-12-16,25,Sun,14,15,,NWE,W 17-10,25,36,69.4,272,1,1,7,1,89.1,2018,2018_15_PIT_NWE
PIT,2018-12-09,25,Sun,13,14,@,OAK,L 21-24,25,34,73.5,299,2,4,23,0,119.6,2018,2018_14_PIT_OAK
TEN,2018-12-06,25,Thu,13,14,,JAX,W 30-9,25,43,58.1,195,1,4,45,0,77.2,2018,2018_14_TEN_JAX
DEN,2018-12-02,25,Sun,12,13,@,CIN,W 24-10,25,37,67.6,202,1,4,34,1,78.9,2018,2018_13_DEN_CIN
SEA,2018-11-25,25,Sun,11,12,@,CAR,W 30-27,25,30,83.3,256,2,0,0,1,110.6,2018,2018_12_SEA_CAR
DET,2018-11-18,25,Sun,10,11,,CAR,W 20-19,25,38,65.8,331,3,3,26,1,108.6,2018,2018_11_DET_CAR
NYG,2018-11-18,25,Sun,10,11,,TAM,W 38-35,25,37,67.6,359,2,1,7,4,77.3,2018,2018_11_NYG_TAM
CHI,2018-11-11,25,Sun,9,10,,DET,W 34-22,25,42,59.5,229,2,6,45,2,70.4,2018,2018_10_CHI_DET
MIN,2018-11-04,25,Sun,9,9,,DET,W 24-9,25,36,69.4,143,0,10,56,0,76.5,2018,2018_09_MIN_DET
LAR,2018-11-04,25,Sun,9,9,@,NOR,L 35-45,25,36,69.4,346,4,0,0,0,137.0,2018,2018_09_LAR_NOR
PHI,2018-10-21,25,Sun,7,7,,CAR,L 17-21,25,39,64.1,250,2,2,19,0,99.3,2018,2018_07_PHI_CAR
NYJ,2018-10-21,25,Sun,7,7,,MIN,L 17-37,25,40,62.5,228,2,1,13,0,94.6,2018,2018_07_NYJ_MIN
CHI,2018-10-21,25,Sun,6,7,,NWE,L 31-38,25,36,69.4,273,3,1,4,1,107.8,2018,2018_07_CHI_NWE
SFO,2018-10-15,25,Mon,6,6,@,GNB,L 30-33,25,46,54.3,405,2,3,20,0,98.6,2018,2018_06_SFO_GNB
LAR,2018-10-14,25,Sun,6,6,@,DEN,W 23-20,25,41,61.0,297,2,2,25,1,89.2,2018,2018_06_LAR_DEN
TEN,2018-10-14,25,Sun,6,6,,BAL,L 0-21,25,37,67.6,238,1,0,0,1,82.9,2018,2018_06_TEN_BAL
BAL,2018-10-07,25,Sun,5,5,@,CLE,L 9-12 (OT),25,43,58.1,304,1,5,38,1,78.1,2018,2018_05_BAL_CLE
SFO,2018-09-30,25,Sun,4,4,@,LAC,L 27-29,25,39,64.1,242,3,1,8,1,96.3,2018,2018_04_SFO_LAC
CHI,2018-09-30,25,Sun,4,4,,TAM,W 48-10,25,38,65.8,251,1,4,20,3,60.3,2018,2018_04_CHI_TAM
PHI,2018-09-23,25,Sun,3,3,,IND,W 20-16,25,41,61.0,141,1,2,23,0,75.4,2018,2018_03_PHI_IND
HOU,2018-09-23,25,Sun,3,3,,NYG,L 22-27,25,29,86.2,265,2,4,32,0,127.7,2018,2018_03_HOU_NYG
IND,2018-09-23,25,Sun,3,3,@,PHI,L 16-20,25,37,67.6,227,1,5,28,1,81.7,2018,2018_03_IND_PHI
DEN,2018-09-23,25,Sun,3,3,@,BAL,L 14-27,25,40,62.5,265,1,2,12,0,90.1,2018,2018_03_DEN_BAL
SEA,2018-09-17,25,Mon,2,2,@,CHI,L 17-24,25,34,73.5,185,2,2,15,2,81.1,2018,2018_02_SEA_CHI
MIA,2018-09-16,25,Sun,2,2,@,NYJ,W 20-12,25,41,61.0,320,1,3,14,2,73.2,2018,2018_02_MIA_NYJ
SEA,2018-09-09,25,Sun,1,1,@,DEN,L 24-27,25,39,64.1,324,3,1,5,3,83.7,2018,2018_01_SEA_DEN
CIN,2017-12-31,25,Sun,16,17,@,BAL,W 31-27,25,47,53.2,194,2,1,9,1,68.9,2017,2017_17_CIN_BAL
MIA,2017-12-24,25,Sun,15,16,@,KAN,L 13-29,25,39,64.1,301,1,1,3,0,96.2,2017,2017_16_MIA_KAN
CHI,2017-12-16,25,Sat,14,15,@,DET,L 10-20,25,33,75.8,202,2,4,35,0,110.9,2017,2017_15_CHI_DET
NWE,2017-12-11,25,Mon,13,14,@,MIA,L 20-27,25,38,65.8,242,3,2,21,0,109.8,2017,2017_14_NWE_MIA
CIN,2017-12-10,25,Sun,13,14,,CHI,L 7-33,25,32,78.1,250,1,2,21,0,109.6,2017,2017_14_CIN_CHI
ATL,2017-12-03,25,Sun,12,13,,MIN,L 9-14,25,30,83.3,207,2,2,20,0,117.6,2017,2017_13_ATL_MIN
CAR,2017-12-03,25,Sun,12,13,@,NOR,L 21-31,25,34,73.5,252,1,2,17,0,104.0,2017,2017_13_CAR_NOR
BUF,2017-11-19,25,Sun,10,11,@,LAC,L 24-54,25,37,67.6,283,2,1,1,0,108.3,2017,2017_11_BUF_LAC
CIN,2017-11-12,25,Sun,9,10,@,TEN,L 20-24,25,44,56.8,236,1,4,28,1,69.9,2017,2017_10_CIN_TEN
DAL,2017-11-05,25,Sun,8,9,,KAN,W 28-17,25,34,73.5,255,2,2,8,1,102.0,2017,2017_09_DAL_KAN
CIN,2017-10-29,25,Sun,7,8,,IND,W 24-23,25,39,64.1,216,2,4,17,1,85.0,2017,2017_08_CIN_IND
BAL,2017-10-26,25,Thu,8,8,,MIA,W 40-0,25,44,56.8,151,0,3,25,2,44.8,2017,2017_08_BAL_MIA
LAC,2017-10-22,25,Sun,7,7,,DEN,W 21-0,25,35,71.4,182,0,5,25,1,71.4,2017,2017_07_LAC_DEN
NYJ,2017-10-22,25,Sun,7,7,@,MIA,L 28-31,25,37,67.6,304,4,3,22,2,106.1,2017,2017_07_NYJ_MIA
OAK,2017-10-19,25,Thu,7,7,,KAN,W 31-30,25,36,69.4,331,3,1,11,0,126.0,2017,2017_07_OAK_KAN
NOR,2017-10-15,25,Sun,5,6,,DET,W 52-38,25,52,48.1,281,3,5,31,3,59.9,2017,2017_06_NOR_DET
OAK,2017-10-15,25,Sun,6,6,,LAC,L 16-17,25,36,69.4,263,1,1,5,0,99.7,2017,2017_06_OAK_LAC
SFO,2017-10-15,25,Sun,6,6,@,WAS,L 24-26,25,37,67.6,325,2,1,5,1,101.7,2017,2017_06_SFO_WAS
GNB,2017-10-08,25,Sun,5,5,@,DAL,W 35-31,25,36,69.4,245,3,1,6,1,104.5,2017,2017_05_GNB_DAL
CLE,2017-10-01,25,Sun,4,4,,CIN,L 7-31,25,30,83.3,264,4,3,22,0,142.9,2017,2017_04_CLE_CIN
TEN,2017-10-01,25,Sun,4,4,@,HOU,L 14-57,25,34,73.5,272,4,2,11,1,123.7,2017,2017_04_TEN_HOU
ATL,2017-09-24,25,Sun,3,3,@,DET,W 30-26,25,45,55.6,253,1,2,11,0,79.2,2017,2017_03_ATL_DET
TAM,2017-09-24,25,Sun,2,3,@,MIN,L 17-34,25,33,75.8,369,3,0,0,0,142.1,2017,2017_03_TAM_MIN
HOU,2017-09-24,25,Sun,3,3,@,NWE,L 33-36,25,35,71.4,337,5,5,41,0,141.3,2017,2017_03_HOU_NWE
OAK,2017-09-24,25,Sun,3,3,@,WAS,L 10-27,25,30,83.3,356,3,1,9,0,149.4,2017,2017_03_OAK_WAS
KAN,2017-09-17,25,Sun,2,2,,PHI,W 27-20,25,46,54.3,299,2,6,34,1,79.9,2017,2017_02_KAN_PHI
CLE,2017-09-17,25,Sun,2,2,@,BAL,L 10-24,25,34,73.5,201,2,2,16,1,95.3,2017,2017_02_CLE_BAL
OAK,2017-09-10,25,Sun,1,1,@,TEN,W 26-16,25,41,61.0,255,0,1,1,0,78.8,2017,2017_01_OAK_TEN
IND,2023-01-08,24,Sun,17,18,,HOU,L 31-32,24,40,60.0,301,3,1,10,2,87.6,2022,2022_18_IND_HOU
NWE,2023-01-01,24,Sun,16,17,,MIA,W 23-21,24,40,60.0,247,2,2,18,2,73.6,2022,2022_17_NWE_MIA
LAR,2023-01-01,24,Sun,16,17,@,LAC,L 10-31,24,31,77.4,239,2,0,0,0,120.2,2022,2022_17_LAR_LAC
ATL,2023-01-01,24,Sun,16,17,,ARI,W 20-19,24,40,60.0,213,1,2,9,0,82.6,2022,2022_17_ATL_ARI
IND,2022-12-26,24,Mon,15,16,,LAC,L 3-20,24,31,77.4,213,0,4,22,1,81.8,2022,2022_16_IND_LAC
MIA,2022-12-25,24,Sun,15,16,,GNB,L 20-26,24,38,63.2,222,1,2,16,1,76.9,2022,2022_16_MIA_GNB
DEN,2022-12-25,24,Sun,15,16,@,LAR,L 14-51,24,28,85.7,230,2,0,0,0,124.7,2022,2022_16_DEN_LAR
DAL,2022-12-24,24,Sat,15,16,,PHI,W 40-34,24,40,60.0,355,2,0,0,2,84.9,2022,2022_16_DAL_PHI
ARI,2022-12-12,24,Mon,13,14,,NWE,L 13-27,24,35,68.6,225,0,1,10,1,74.1,2022,2022_14_ARI_NWE
HOU,2022-12-11,24,Sun,13,14,@,DAL,L 23-27,24,39,61.5,277,1,1,7,2,70.1,2022,2022_14_HOU_DAL
DET,2022-11-24,24,Thu,11,12,,BUF,L 25-28,24,42,57.1,237,2,3,16,1,79.2,2022,2022_12_DET_BUF
PIT,2022-11-20,24,Sun,10,11,,CIN,L 30-37,24,39,61.5,346,4,2,9,2,103.2,2022,2022_11_PIT_CIN
LVR,2022-11-20,24,Sun,10,11,@,DEN,W 22-16 (OT),24,31,77.4,226,0,3,21,0,97.0,2022,2022_11_LVR_DEN
CAR,2022-11-20,24,Sun,11,11,@,BAL,L 3-13,24,33,72.7,193,0,3,16,1,74.4,2022,2022_11_CAR_BAL
TEN,2022-11-17,24,Thu,10,11,@,GNB,W 27-17,24,39,61.5,215,2,1,12,0,93.4,2022,2022_11_TEN_GNB
GNB,2022-11-17,24,Thu,11,11,,TEN,L 17-27,24,29,82.8,320,3,3,17,1,132.8,2022,2022_11_GNB_TEN
IND,2022-11-13,24,Sun,10,10,@,LVR,W 25-20,24,38,63.2,232,2,2,16,0,97.7,2022,2022_10_IND_LVR
ARI,2022-10-30,24,Sun,8,8,@,MIN,L 26-34,24,36,66.7,208,2,3,24,0,100.2,2022,2022_08_ARI_MIN
NYJ,2022-10-30,24,Sun,8,8,,NWE,L 17-22,24,35,68.6,161,1,6,33,1,76.0,2022,2022_08_NYJ_NWE
